,LCP1 (3936)
ACH-000004,0.218545472779
ACH-000007,-0.18466949103500002
ACH-000009,0.09349673309039999
ACH-000011,-0.13251769997
ACH-000012,-0.0318436573868
ACH-000013,-0.07668502006780001
ACH-000014,0.0294713418623
ACH-000015,-0.168815035465
ACH-000017,0.19355158148600002
ACH-000018,0.09143745100379999
ACH-000019,0.137213109381
ACH-000021,-0.012667633681299998
ACH-000022,0.147140958888
ACH-000025,-0.13376482019400002
ACH-000028,0.0128545563872
ACH-000030,0.0784908836579
ACH-000035,0.055585871413000004
ACH-000036,0.087293759268
ACH-000037,-0.0711014400616
ACH-000039,0.10571343349099999
ACH-000040,-0.0199949946823
ACH-000041,-0.12556451344
ACH-000042,-0.120524103346
ACH-000045,-0.0251417828945
ACH-000047,-0.026830881835599996
ACH-000052,-0.22892736894000001
ACH-000053,-0.0772126151373
ACH-000054,0.023025758628700002
ACH-000055,-0.222029744845
ACH-000060,-0.0358418506808
ACH-000067,-0.166778325681
ACH-000070,0.199518909332
ACH-000075,-0.43623887315800003
ACH-000078,-0.180291775313
ACH-000082,-0.0903676951089
ACH-000085,0.0397779416614
ACH-000086,0.05797551171299999
ACH-000087,0.19198451552499998
ACH-000092,0.07616464489239999
ACH-000095,-0.06323669271150001
ACH-000097,0.07567117094489999
ACH-000098,0.05021943293119999
ACH-000099,-0.13732753487500002
ACH-000108,-0.045701324757699995
ACH-000113,-0.217400833307
ACH-000115,-0.19620923074000002
ACH-000116,0.037181438448300005
ACH-000118,-0.06012459343169999
ACH-000120,-0.09794155146160001
ACH-000123,0.026827645407500003
ACH-000127,-0.009494871375940002
ACH-000128,-0.056982564558699995
ACH-000132,-0.150421823777
ACH-000133,0.112035403358
ACH-000137,0.179166761965
ACH-000138,-0.039457299253400004
ACH-000142,0.131226625187
ACH-000143,0.009029623125259999
ACH-000146,-0.18554673153999998
ACH-000148,-0.024498209645199998
ACH-000150,-0.09985640409389998
ACH-000152,-0.0256511248255
ACH-000153,-0.038469224047400004
ACH-000159,0.0297272407084
ACH-000160,0.284723556759
ACH-000163,-0.10771830383400001
ACH-000167,0.28293553754
ACH-000168,0.0836535621356
ACH-000169,0.0855319917408
ACH-000178,0.0044608531404
ACH-000182,-0.0421155783999
ACH-000183,-0.0353272397347
ACH-000188,0.237076762745
ACH-000189,-0.058116010654199995
ACH-000190,0.0006398429811519999
ACH-000198,-0.0797004113002
ACH-000204,-0.112639652477
ACH-000206,0.0515739268609
ACH-000207,0.171838903789
ACH-000211,0.041790998516
ACH-000215,0.0839495566039
ACH-000221,-0.012099031233099999
ACH-000222,0.0198801518738
ACH-000223,0.04565357761490001
ACH-000226,0.0172269602724
ACH-000227,0.094906821623
ACH-000228,-0.0443815943145
ACH-000231,0.09791620336330001
ACH-000232,-0.041130223016300003
ACH-000233,0.176418924738
ACH-000234,-0.0457066921968
