,VPS13C (54832)
ACH-000004,-0.0390187900617
ACH-000007,0.108229465671
ACH-000009,0.022820441786
ACH-000011,0.0178803329495
ACH-000012,-0.0195578631668
ACH-000013,-0.132120269619
ACH-000014,-0.169330899646
ACH-000015,-0.035453664657699994
ACH-000017,-0.11237289502699999
ACH-000018,0.23211916785999998
ACH-000019,-0.0237500190177
ACH-000021,0.044726381688
ACH-000022,-0.1321706517
ACH-000025,-0.16944385642700002
ACH-000028,0.0170463224436
ACH-000030,0.0554530492009
ACH-000035,0.0467164402099
ACH-000036,-0.030098801340099998
ACH-000037,0.0898876809086
ACH-000039,0.046161681824599995
ACH-000040,0.149721321547
ACH-000041,-0.203477941928
ACH-000042,-0.0661663114858
ACH-000045,0.124626939247
ACH-000047,0.0187747100747
ACH-000052,-0.180612046408
ACH-000053,0.06535063145890001
ACH-000054,0.0846535718417
ACH-000055,-0.14501335159700002
ACH-000060,0.07290687856000001
ACH-000067,-0.212293511311
ACH-000070,-0.0652615318768
ACH-000075,0.199207712642
ACH-000078,0.19210669927000001
ACH-000082,-0.0934834714065
ACH-000085,-0.09335530430069999
ACH-000086,0.13222309941299998
ACH-000087,0.245680756173
ACH-000092,-0.0166830649745
ACH-000095,0.117031150128
ACH-000097,0.200781727274
ACH-000098,0.08036948732030001
ACH-000099,-0.102679691524
ACH-000108,-0.04631536551919999
ACH-000113,0.0514759711556
ACH-000115,-0.125630895297
ACH-000116,0.110796728134
ACH-000118,0.05410409848930001
ACH-000120,0.09378279257719999
ACH-000123,-0.0327115938876
ACH-000127,0.0715521444986
ACH-000128,-0.00872737723128
ACH-000132,-0.126166963981
ACH-000133,-0.09103807267830001
ACH-000137,-0.0678424992063
ACH-000138,0.139412164811
ACH-000142,0.136265168399
ACH-000143,-0.0491966970749
ACH-000146,-0.102029509691
ACH-000148,-0.0306406168151
ACH-000150,0.20493749130999997
ACH-000152,0.005588326673409999
ACH-000153,-0.024001326140799997
ACH-000159,-0.105673478162
ACH-000160,-0.112124804564
ACH-000163,-0.0804802767976
ACH-000167,-0.113700116603
ACH-000168,-0.17870862458
ACH-000169,0.24831294512899998
ACH-000178,0.027877064460900002
ACH-000182,-0.0486572262087
ACH-000183,0.0696643274817
ACH-000188,-0.069000333516
ACH-000189,0.134026312218
ACH-000190,-0.118428428839
ACH-000198,-0.187154947297
