,CENPA (1058)
ACH-000004,-1.2042665838700002
ACH-000007,-1.3325705380700001
ACH-000009,-1.08840840198
ACH-000011,-0.956466051194
ACH-000012,-1.0179793807
ACH-000013,-1.30640932624
ACH-000014,-1.02216230205
ACH-000015,-0.8229810395880001
ACH-000017,-1.09708401325
ACH-000018,-1.12712103207
ACH-000019,-0.656712345756
ACH-000021,-0.687052999409
ACH-000022,-1.3723510147
ACH-000025,-1.02593350704
ACH-000028,-1.0666786062
ACH-000030,-1.0285175870299998
ACH-000035,-1.15540041704
ACH-000036,-0.9548740172600001
ACH-000037,-1.04202504814
ACH-000039,-0.834791326696
ACH-000040,-1.13771427684
ACH-000041,-1.18470855675
ACH-000042,-1.2752475878
ACH-000045,-0.78538662457
ACH-000047,-1.2029794331499999
ACH-000052,-1.1741252126200001
ACH-000053,-0.982586311939
ACH-000054,-0.9485022347759999
ACH-000055,-0.817422913804
ACH-000060,-1.01446786642
ACH-000067,-0.859644653671
ACH-000070,-0.802521101508
ACH-000075,-0.81737572484
ACH-000078,-0.9047533693709999
ACH-000082,-0.357926024806
ACH-000085,-1.22138866761
ACH-000086,-0.878275257762
ACH-000087,-1.29598484504
ACH-000092,-0.884551142042
ACH-000095,-0.9323510758490001
ACH-000097,-1.03166866032
ACH-000098,-0.8839575089210001
ACH-000099,-1.0478720859200001
ACH-000108,-1.0465930026799999
ACH-000113,-0.879831348754
ACH-000115,-0.8621944528100001
ACH-000116,-0.990476344461
ACH-000118,-1.11548769472
ACH-000120,-1.1010512711
ACH-000123,-0.712149969444
ACH-000127,-0.796288632559
ACH-000128,-0.9929619314589999
ACH-000132,-1.28770640025
ACH-000133,-1.14235001885
ACH-000137,-1.05051278497
ACH-000138,-0.9096798370550001
ACH-000142,-0.9396022388230001
ACH-000143,-1.23136569662
ACH-000146,-0.6183615969640001
ACH-000148,-0.9546136064949999
ACH-000150,-0.754330013635
ACH-000152,-0.689599373095
ACH-000153,-1.43377119968
ACH-000159,-0.785911990759
ACH-000160,-0.720821712897
ACH-000163,-1.13976231996
ACH-000167,-0.24448355074
ACH-000168,-0.8422994326019999
ACH-000169,-0.9676149002240001
ACH-000178,-1.01392043946
ACH-000182,-1.1847012571
ACH-000183,-1.0506293765899999
ACH-000188,-1.27345199245
ACH-000189,-0.8649062015000001
ACH-000190,-0.567367071934
ACH-000198,-0.7539534418709999
ACH-000204,-0.942500381855
ACH-000206,-1.27238936074
ACH-000207,-0.813403602394
ACH-000211,-1.05787851705
ACH-000215,-1.2012202205299998
ACH-000221,-1.0295385830500001
ACH-000222,-1.37567860235
ACH-000223,-0.9057417884379999
ACH-000226,-1.1329740094399998
ACH-000227,-1.0283924671
ACH-000228,-0.973439538399
ACH-000231,-1.04260141487
ACH-000232,-1.15351602688
ACH-000233,-1.24211794062
ACH-000234,-0.960553049135
ACH-000235,-0.962266073841
ACH-000237,-1.0781216831
ACH-000238,-1.420221608
ACH-000243,-1.18838673136
ACH-000244,-1.13370056913
ACH-000246,-1.11273514221
ACH-000248,-1.0844107757700001
ACH-000250,-0.8827933339030001
ACH-000251,-1.32209575866
ACH-000253,-0.8508875248700001
ACH-000255,-0.985120605458
ACH-000256,-1.0670999113500002
ACH-000257,-1.0788121559000001
ACH-000258,-1.01729676504
ACH-000259,-0.9683833968350001
ACH-000260,-1.08036906486
ACH-000261,-1.22119856463
ACH-000262,-1.0390282046500001
ACH-000263,-1.0508667437399999
ACH-000264,-1.11249732356
ACH-000265,-1.00993101575
ACH-000266,-0.959798136153
ACH-000272,-0.892263329082
ACH-000273,-0.892556923171
ACH-000274,-0.660462514565
ACH-000277,-0.536376651326
ACH-000278,-1.2978407413500002
ACH-000279,-0.933718583586
ACH-000280,-0.7665013117880001
ACH-000281,-1.20860836588
ACH-000288,-0.976300752527
ACH-000291,-0.9708405918299999
ACH-000293,-0.6790559646909999
ACH-000294,-0.961552404195
ACH-000295,-1.09619726551
ACH-000296,-0.8777656126989999
ACH-000302,-0.9481605779790001
ACH-000304,-0.475503736738
ACH-000307,-1.01284420051
ACH-000308,-1.05461836332
ACH-000310,-0.632337773722
ACH-000311,-1.1937428881999999
ACH-000312,-0.959583156068
ACH-000315,-1.03787217065
ACH-000316,-0.936477819057
ACH-000317,-1.56649726095
ACH-000318,-1.2466634041
ACH-000319,-1.10679642192
ACH-000320,-0.645681092098
ACH-000322,-1.00595142464
ACH-000323,-1.1546797772700002
ACH-000324,-0.9142901739120001
ACH-000329,-0.836617707264
ACH-000330,-1.5211964879
ACH-000331,-1.07713956397
ACH-000332,-1.03601956895
ACH-000334,-0.960480950329
ACH-000335,-1.14396406262
ACH-000336,-1.05540683644
ACH-000337,-0.558173132187
ACH-000339,-0.864819976112
ACH-000341,-1.00588842939
ACH-000348,-0.605264884268
ACH-000350,-1.2667451793200002
ACH-000352,-0.8513502187659999
ACH-000356,-1.52455893363
ACH-000361,-0.899940474904
ACH-000362,-0.829260353742
ACH-000363,-0.827719035133
ACH-000364,-1.0443566442799999
ACH-000365,-0.918009964117
ACH-000366,-1.39980791371
ACH-000368,-1.0973289117
ACH-000374,-1.08657219525
ACH-000375,-0.8861485482770001
ACH-000376,-0.99772234124
ACH-000381,-1.19158166821
ACH-000383,-0.8007685773440001
ACH-000387,-0.9557502233480001
ACH-000389,-1.3149506502600001
ACH-000390,-1.3484937890000002
ACH-000393,-0.926840444689
ACH-000395,-1.0903286168100002
ACH-000397,-1.0956193050799998
ACH-000401,-0.8517245605850001
ACH-000402,-1.17118468064
ACH-000403,-1.1181288436599999
ACH-000404,-1.11219799167
ACH-000406,-0.6973900586640001
ACH-000407,-1.2920837474
ACH-000408,-1.19203940129
ACH-000410,-0.9005197447769999
ACH-000411,-0.949610908724
