,MYO15A (51168)
ACH-000004,-0.0028703405806499997
ACH-000007,-0.44249337215499995
ACH-000009,-0.2033129295
ACH-000011,-0.29528008309099996
ACH-000012,-0.186862316164
ACH-000013,-0.487610771028
ACH-000014,0.166107540395
ACH-000015,-0.286445501014
ACH-000017,-0.227456391914
ACH-000018,-0.6998728122939999
ACH-000019,-0.182345180827
ACH-000021,-0.268392844347
ACH-000022,-0.611528443944
ACH-000025,-0.470145309265
ACH-000028,-0.245927039314
ACH-000030,-0.24196297808699999
ACH-000035,-0.567324337897
ACH-000036,-0.228319820458
ACH-000037,-0.252814875542
ACH-000039,-0.274514057828
ACH-000040,-0.354332284774
ACH-000041,-0.0507421926172
ACH-000042,-0.489622111197
ACH-000045,-0.458494727685
ACH-000047,-0.30975692229400004
ACH-000052,-0.0437095136673
ACH-000053,-0.248790676606
ACH-000054,-0.141761617231
ACH-000055,-0.216200146152
ACH-000060,-0.331444021139
ACH-000067,-0.314187727427
ACH-000070,-0.401990658584
ACH-000075,-0.426106965431
ACH-000078,-0.283364043697
ACH-000082,-0.493346377856
ACH-000085,-0.39036967394
ACH-000086,-0.293962132217
ACH-000087,-0.59676690237
ACH-000092,-0.236942507514
ACH-000095,-0.178867330791
ACH-000097,-0.16729162693900002
ACH-000098,-0.384599137082
ACH-000099,-0.13266951950099998
ACH-000108,-0.310937499454
ACH-000113,-0.215621377636
ACH-000115,-0.488766384181
ACH-000116,-0.11905731699899999
ACH-000118,-0.151574348763
ACH-000120,-0.0771509310326
ACH-000123,-0.21185735018500002
ACH-000127,-0.22453100219500002
ACH-000128,-0.150852650961
ACH-000132,-0.413839142848
ACH-000133,-0.103878640499
ACH-000137,-0.292682225506
ACH-000138,-0.297469545939
ACH-000142,-0.379893733133
ACH-000143,0.0199364215863
ACH-000146,-0.0434529179781
ACH-000148,-0.238318450586
ACH-000150,-0.25556444130399997
ACH-000152,-0.300270735936
ACH-000153,-0.9564959980009999
ACH-000159,-0.220979141968
ACH-000160,-0.07318451869010001
ACH-000163,-0.345988687898
ACH-000167,-0.339200063155
ACH-000168,-0.309521656064
ACH-000169,-0.23200202409899998
ACH-000178,-0.118672218812
ACH-000182,-0.289416414771
ACH-000183,-0.19874876377099998
ACH-000188,-0.6534866449769999
ACH-000189,-0.16454777753900002
ACH-000190,-0.275247964213
ACH-000198,-0.139575736827
ACH-000204,-0.176860736812
ACH-000206,-0.027775655087099997
ACH-000207,-0.302698238735
ACH-000211,-0.147997459218
ACH-000215,-0.321036496633
ACH-000221,-0.184683642996
ACH-000222,-0.17893380583700003
ACH-000223,-0.0728040542098
ACH-000226,-0.303844241321
ACH-000227,-0.128715911362
ACH-000228,-0.227619828825
ACH-000231,-0.45259579391599997
ACH-000232,-0.11055823300100001
ACH-000233,-0.06759940343240001
ACH-000234,-0.0118353832008
ACH-000235,-0.203055808418
ACH-000237,-0.100606910228
ACH-000238,-0.7525372911689999
ACH-000243,-0.24746101011100002
ACH-000244,-0.398837623398
ACH-000246,-0.165377615502
ACH-000248,-0.5543567337449999
ACH-000250,-0.259081937808
ACH-000251,0.0398313845672
ACH-000253,-0.367245571968
ACH-000255,-0.287714980336
ACH-000256,-0.598627828818
ACH-000257,-0.613764226166
ACH-000258,0.015414332927600001
ACH-000259,-0.29638191226
ACH-000260,-0.201699019336
ACH-000261,-0.23101616462299998
ACH-000262,-0.219364983972
ACH-000263,-0.329731491612
ACH-000264,-0.128238625788
ACH-000265,-0.123063241677
ACH-000266,-0.187435818664
ACH-000272,-0.0849496797556
ACH-000273,-0.361033309772
ACH-000274,-0.285259369729
ACH-000277,-0.42396858703400003
ACH-000278,-0.299216997393
ACH-000279,-0.26275588705499997
ACH-000280,-0.402874540315
ACH-000281,-0.318372554506
ACH-000288,-0.49631594650899996
ACH-000291,-0.267448905129
ACH-000293,-0.23666650916499998
ACH-000294,-0.186508377694
ACH-000295,-0.345924244199
ACH-000296,-0.198285879023
ACH-000302,-0.203860444507
ACH-000304,0.0656039839028
ACH-000307,-0.0826003910298
ACH-000308,-0.208191200433
ACH-000310,-0.0184172191343
ACH-000311,-0.256688468328
ACH-000312,-0.30466965473200003
ACH-000315,-0.168170266789
ACH-000316,-0.340663391762
ACH-000317,-0.0281920495591
ACH-000318,-0.236206775105
ACH-000319,-0.40085830650700005
ACH-000320,-0.183698495114
ACH-000322,-0.0789815799464
ACH-000323,-0.44014771271700004
ACH-000324,-0.0620601562865
ACH-000329,-0.0202975772783
ACH-000330,-0.32442101703299997
ACH-000331,-0.132424764766
ACH-000332,-0.13367219375999997
ACH-000334,-0.30837875626600003
ACH-000335,-0.052780670247800004
ACH-000336,-0.305528637997
ACH-000337,-0.291014834429
ACH-000339,-0.329801344181
ACH-000341,-0.0641157406387
ACH-000348,-0.22537711276099998
ACH-000350,-0.18176261372299998
ACH-000352,-0.23084102117199998
ACH-000356,-0.11039413751499999
ACH-000361,-0.196665649373
ACH-000362,-0.133373929002
ACH-000363,-0.0461230884146
ACH-000364,-0.357743730057
ACH-000365,-0.295232711262
ACH-000366,-0.0517345839944
ACH-000368,-0.190450252951
ACH-000374,-0.24949185922400002
ACH-000375,-0.401527884958
ACH-000376,-0.034808085012500004
ACH-000381,-0.24204007008200001
ACH-000383,-0.370458397878
ACH-000387,-0.20259338733899998
ACH-000389,-0.18526013145999998
ACH-000390,-0.17063869950599997
ACH-000393,-0.20267652898400002
ACH-000395,-0.209286005985
ACH-000397,-0.160130786117
ACH-000401,-0.283021578137
ACH-000402,-0.314281806553
ACH-000403,-0.266224136261
ACH-000404,0.0489013169818
ACH-000406,-0.18168369402100001
ACH-000407,-0.261904743226
ACH-000408,-0.399261202697
ACH-000410,-0.213422000679
ACH-000411,-0.245306055682
ACH-000414,-0.35227223689099996
ACH-000415,-0.611705897015
ACH-000416,-0.186953894161
ACH-000420,-0.09940960954900001
ACH-000421,-0.128165821391
ACH-000424,-0.462819800008
ACH-000425,-0.15303206617100001
ACH-000426,-0.012173557167
ACH-000427,-0.24324132360300002
ACH-000433,-0.06054111636080001
ACH-000436,-0.146354406436
ACH-000444,-0.19246492778700003
ACH-000445,-0.666328957488
ACH-000448,-0.326244262708
ACH-000450,-0.24768903875700002
ACH-000452,-0.21545613458299998
ACH-000454,-0.588252750686
ACH-000458,-0.383463058844
ACH-000459,-0.188814289557
ACH-000460,-0.169094256153
ACH-000461,-0.005439364935109999
ACH-000463,-0.314054450742
ACH-000464,-0.284724190099
ACH-000466,-0.37252910688199997
ACH-000467,-0.050921834252500006
ACH-000468,-0.38097779186399994
ACH-000469,-0.37029763035499996
ACH-000470,-0.155574414981
ACH-000471,-0.159616190976
ACH-000472,-0.0212649560676
ACH-000473,-0.415707192792
ACH-000475,-0.191362976937
ACH-000476,-0.306622324564
ACH-000477,-0.0776513964681
ACH-000480,-0.182314916968
ACH-000481,-0.24776073507500002
ACH-000483,-0.6280123108219999
ACH-000484,-0.000510979513075
ACH-000485,-0.335582890541
ACH-000486,-0.09870247940989998
ACH-000487,-0.0325066974591
ACH-000488,-0.325923010424
ACH-000490,-0.34265670312200003
ACH-000491,-0.24069759030299998
ACH-000495,0.058766871671599996
ACH-000496,-0.272768582983
ACH-000499,-0.173962950748
ACH-000500,0.10472951484099999
ACH-000502,-0.392604017236
ACH-000503,-0.08955155123780001
ACH-000505,-0.136427099844
ACH-000507,-0.163769591235
ACH-000510,-0.385779723102
ACH-000511,-0.0592919802396
ACH-000512,-0.139743184974
ACH-000516,-0.274090358438
ACH-000517,-0.0689314497944
ACH-000518,-0.33227568124
ACH-000520,-0.343126588538
ACH-000521,-0.310409350972
ACH-000522,-0.106529358698
ACH-000524,-0.138900919368
ACH-000527,-0.35032585994300003
ACH-000528,-0.174195143252
ACH-000537,-0.367417647391
ACH-000541,-0.09991762775520001
ACH-000542,-0.0888503752933
ACH-000544,-0.37502085221799997
ACH-000545,-0.18845840180799997
ACH-000547,-0.0823695767187
ACH-000548,-0.233172902297
ACH-000549,-0.283600990599
ACH-000550,-0.450879459043
ACH-000552,-0.335712354192
ACH-000556,-0.488508238409
ACH-000557,-0.0794814519252
ACH-000570,-0.299016853662
ACH-000571,-0.20711723494000003
ACH-000573,-0.129797906875
ACH-000576,-0.145588301359
ACH-000580,-0.157838833544
ACH-000584,-0.251158408186
ACH-000585,-0.400250205851
ACH-000588,-0.252334397101
ACH-000589,-0.37421173792499995
ACH-000591,-0.284867451653
ACH-000593,-0.347557756393
