,QPRT (23475)
ACH-000004,-0.058733893493400004
ACH-000007,0.0670472536172
ACH-000009,0.21430765612799998
ACH-000011,0.12495216078400001
ACH-000012,-0.0744944807334
ACH-000013,-0.0133965283045
ACH-000014,-0.120913166416
ACH-000015,0.130296482049
ACH-000017,0.0909576558742
ACH-000018,0.17579142209600002
ACH-000019,0.06726273376969999
ACH-000021,0.06642988406190001
ACH-000022,0.0868903407402
ACH-000025,-0.018252930689
ACH-000028,0.15301974917400002
ACH-000030,0.139201819652
ACH-000035,0.014207639240299998
ACH-000036,0.16623101182299999
ACH-000037,-0.0455931204774
ACH-000039,0.0324626873094
ACH-000040,0.132386461486
ACH-000041,0.0905730391703
ACH-000042,0.136879934911
ACH-000045,-0.0035195258385200003
ACH-000047,-0.0064310161972
ACH-000052,-0.0980975421372
ACH-000053,0.212851133438
ACH-000054,0.09189502094270001
ACH-000055,0.136005751102
ACH-000060,0.29065506491
ACH-000067,-0.024806952317
ACH-000070,0.260229269654
ACH-000075,-0.09927206447879999
ACH-000078,0.199732726046
ACH-000082,0.060428793571699994
ACH-000085,0.0636840549256
ACH-000086,0.168562860796
ACH-000087,0.21363564903
ACH-000092,-0.00600868944304
ACH-000095,0.0892316565846
ACH-000097,0.081431075278
ACH-000098,-0.0450802359894
ACH-000099,0.18235591057599998
ACH-000108,0.24267768223299999
ACH-000113,0.0379812949902
ACH-000115,0.0032483979748899995
ACH-000116,0.0505106551291
ACH-000118,-0.0121757667095
ACH-000120,0.0202495610186
ACH-000123,0.04304099555919999
ACH-000127,0.08684574771220001
ACH-000128,0.06677200146840001
ACH-000132,-0.161665292408
ACH-000133,0.0288538368587
ACH-000137,-0.0314259917187
ACH-000138,0.0913346668947
ACH-000142,0.026132922973500002
ACH-000143,0.00213726358945
ACH-000146,0.0664173832334
ACH-000148,-0.031317775194
ACH-000150,0.0652598629639
ACH-000152,0.0837119402498
ACH-000153,0.128715996894
ACH-000159,0.177355497359
ACH-000160,0.12321607907700001
ACH-000163,-0.0544080927133
ACH-000167,-0.155985762751
ACH-000168,0.127497751802
ACH-000169,0.160319957701
ACH-000178,-0.011453249714899999
ACH-000182,-0.0373058747173
ACH-000183,0.164747333322
ACH-000188,0.148323033449
ACH-000189,0.252604016896
ACH-000190,0.196978580037
ACH-000198,0.0461140118647
ACH-000204,-0.138362577268
ACH-000206,0.430539901203
ACH-000207,-0.08460166772510001
ACH-000211,0.06220175412719999
ACH-000215,0.116363491249
ACH-000221,-0.146820706206
ACH-000222,0.119963362431
ACH-000223,0.16459172406
ACH-000226,0.197551498062
ACH-000227,0.22936344828000002
ACH-000228,0.040206017162699996
ACH-000231,0.059708235318099996
ACH-000232,0.106147198494
ACH-000233,0.029948602083299997
ACH-000234,-0.0749187051545
ACH-000235,0.125506712823
ACH-000237,0.12704445628799999
ACH-000238,0.196982858841
ACH-000243,-0.0935926895073
ACH-000244,0.006405441829670001
ACH-000246,0.28476522385499997
ACH-000248,0.114553554151
ACH-000250,0.16593425738700002
ACH-000251,0.020429322416299998
ACH-000253,0.14347594889
ACH-000255,-0.0447514365469
ACH-000256,0.0834191204358
ACH-000257,-0.00735636432256
ACH-000258,-0.10737398725099999
ACH-000259,0.04846934676419999
ACH-000260,0.010503227471200001
ACH-000261,0.0758242837555
ACH-000262,0.182643150222
ACH-000263,0.09366361823449999
ACH-000264,0.0774523084468
ACH-000265,0.00508283450273
ACH-000266,0.148275473594
ACH-000272,0.162444174042
ACH-000273,0.043217083157400006
ACH-000274,0.167612958235
ACH-000277,0.0660376362175
ACH-000278,0.224258097736
ACH-000279,0.138966670933
ACH-000280,-0.052444301710700005
ACH-000281,0.31113661559300004
ACH-000288,0.031067387197599997
ACH-000291,0.196299849098
ACH-000293,0.0188068685032
ACH-000294,0.132871342683
ACH-000295,0.10039571878499999
ACH-000296,-0.0791685484938
ACH-000302,0.07851926082739999
ACH-000304,0.26724860377099996
ACH-000307,0.0991362887756
ACH-000308,0.117202703638
ACH-000310,0.21184130734200002
ACH-000311,0.014615749789599999
ACH-000312,0.240834397706
ACH-000315,0.06494587237869999
ACH-000316,-0.0684368297291
ACH-000317,0.0886668223329
ACH-000318,0.0760969764283
ACH-000319,0.0168662863347
ACH-000320,0.238077121585
ACH-000322,-0.045409949411399995
ACH-000323,0.139437219576
ACH-000324,-0.038931124945
ACH-000329,0.036047797925
ACH-000330,-0.0366017266045
ACH-000331,0.0724484392832
ACH-000332,0.0471011768982
ACH-000334,-0.0357211880389
