,RSU1 (6251)
ACH-000004,-0.228651359511
ACH-000007,-0.503335764442
ACH-000009,-0.285064526896
ACH-000011,-0.395149202302
ACH-000012,-0.5241578378239999
ACH-000013,-0.10319979056399999
ACH-000014,-0.121414085482
ACH-000015,-0.291078375006
ACH-000017,-0.35284356436700004
ACH-000018,-0.6517385918199999
ACH-000019,0.0352773811573
ACH-000021,-0.476236952351
ACH-000022,-0.115099162106
ACH-000025,-0.5200254845660001
ACH-000028,-0.22774754311099998
ACH-000030,-0.574917782612
ACH-000035,-0.316736437258
ACH-000036,-0.42191122364
ACH-000037,-0.21939114272
ACH-000039,-0.30321804963300003
ACH-000040,-0.39387835118000003
ACH-000041,-0.25466363625300004
ACH-000042,-0.363664513682
ACH-000045,-0.157656969105
ACH-000047,-0.42017971707900004
ACH-000052,-0.24533688863000003
ACH-000053,-0.059489129377199995
ACH-000054,-0.7146865850499999
ACH-000055,-0.197629639961
ACH-000060,-0.723740541171
ACH-000067,-0.398152195503
ACH-000070,-0.23208732621
ACH-000075,-0.20152622986699997
ACH-000078,-0.352860420326
ACH-000082,-0.17977103377999998
ACH-000085,-0.456174575964
ACH-000086,-0.212112313623
ACH-000087,-0.32257155878800003
ACH-000092,-0.254086815657
ACH-000095,-0.25278289758
ACH-000097,-0.341397983154
ACH-000098,-0.662105408462
ACH-000099,-0.326429915429
ACH-000108,-0.299531894036
ACH-000113,-0.248107077775
ACH-000115,0.111262887993
ACH-000116,-0.32083935389699997
ACH-000118,-0.484149951609
ACH-000120,-0.39799124926299995
ACH-000123,-0.360533761862
ACH-000127,-0.5652335218360001
ACH-000128,-0.0854833593397
ACH-000132,-0.602094379719
ACH-000133,-0.278709069057
ACH-000137,-0.162028560618
ACH-000138,-0.528133608293
ACH-000142,-0.1457049484
ACH-000143,-0.41479601591700005
ACH-000146,-0.14619757930900001
ACH-000148,-0.43332472060099997
ACH-000150,-0.366374039689
ACH-000152,-0.18080108659699998
ACH-000153,-0.101772235677
ACH-000159,-0.179628138212
ACH-000160,-0.359221359103
ACH-000163,-0.09286252236510001
ACH-000167,-0.149727410066
ACH-000168,-0.360229766052
ACH-000169,-0.211609404461
ACH-000178,-0.622096686606
ACH-000182,-0.364749121269
ACH-000183,-0.309036056831
ACH-000188,-0.39922670743699995
ACH-000189,-0.6356993111729999
ACH-000190,-0.437302624637
ACH-000198,-0.266127270753
ACH-000204,-0.227366646673
ACH-000206,-0.23112166296199999
ACH-000207,-0.31801701050000003
ACH-000211,-0.1456370853
ACH-000215,-0.391137232989
ACH-000221,-0.0946916005271
ACH-000222,-0.472486351596
ACH-000223,-0.279041009483
ACH-000226,-0.206968784481
ACH-000227,-0.295692612344
ACH-000228,-0.43187390745800003
ACH-000231,-0.227645006677
ACH-000232,-0.47867714425700003
ACH-000233,-0.15759182794
ACH-000234,-0.11304484893200001
ACH-000235,-0.559206594183
ACH-000237,-0.382118151371
ACH-000238,0.022852993295299998
ACH-000243,-0.326757186618
ACH-000244,-0.14472340544600001
ACH-000246,-0.24069780017099998
ACH-000248,-0.210067164973
ACH-000250,-0.188155365642
ACH-000251,-0.530615067487
ACH-000253,-0.157963300758
ACH-000255,-0.21908095311700002
ACH-000256,-0.131470434113
ACH-000257,-0.295034275237
ACH-000258,0.026413007989699998
ACH-000259,-0.261990819745
ACH-000260,-0.313120119016
ACH-000261,-0.181949058244
ACH-000262,-0.40835727376900005
ACH-000263,0.0676682811448
ACH-000264,-0.13601384547
ACH-000265,-0.269546973876
ACH-000266,-0.43657533906
ACH-000272,-0.406564318764
ACH-000273,-0.44500485195100004
ACH-000274,-0.48031403674199996
ACH-000277,0.008568449552600001
ACH-000278,-0.283447238946
ACH-000279,-0.225551448356
ACH-000280,-0.393023535585
ACH-000281,-0.663762136684
ACH-000288,-0.40418317899899997
ACH-000291,-0.235385798493
ACH-000293,-0.274171400529
ACH-000294,-0.532710442622
ACH-000295,-0.18922512455899998
ACH-000296,-0.38628379432099996
ACH-000302,-0.330225990093
ACH-000304,-0.161611934491
ACH-000307,-0.518322049808
ACH-000308,-0.26485754298700004
ACH-000310,-0.501326412949
ACH-000311,-0.562162599647
ACH-000312,-0.22893031827500002
ACH-000315,-0.16634720425799998
ACH-000316,-0.235749788948
ACH-000317,-0.152324560065
ACH-000318,-0.27931060679
ACH-000319,-0.4469961099
ACH-000320,-0.41867504609800005
ACH-000322,-0.368277054707
ACH-000323,-0.340861308036
ACH-000324,-0.473717651707
ACH-000329,-0.185366573402
ACH-000330,-0.19352570182300002
ACH-000331,-0.444627600224
ACH-000332,-0.643317769629
ACH-000334,-0.359124656368
ACH-000335,-0.10504587228000001
ACH-000336,-0.443319076923
ACH-000337,-0.329262776415
ACH-000339,-0.60978323171
ACH-000341,-0.226438251901
ACH-000348,-0.45293768054399997
ACH-000350,-0.177056529469
ACH-000352,-0.071486628061
ACH-000356,-0.49676348965499995
ACH-000361,-0.289404182261
ACH-000362,-0.405330840013
ACH-000363,-0.19048968518800002
ACH-000364,-0.122004729695
ACH-000365,-0.31027808007
ACH-000366,-0.118889359265
ACH-000368,-0.413912635146
ACH-000374,-0.167625949212
ACH-000375,-0.45176021952699996
ACH-000376,-0.368075965983
ACH-000381,-0.344484869676
ACH-000383,-0.103689940789
ACH-000387,-0.319713958681
ACH-000389,-0.615823237703
ACH-000390,-0.222804791045
ACH-000393,-0.460000744058
ACH-000395,-1.0046807693100002
ACH-000397,-0.49335200493299997
ACH-000401,-0.24294325106800002
ACH-000402,-0.0516185118219
ACH-000403,-0.486334496805
ACH-000404,-0.368625717848
ACH-000406,-0.136424004693
ACH-000407,-0.230982612777
ACH-000408,-0.587880350643
ACH-000410,-0.141217026699
ACH-000411,-0.492854144368
ACH-000414,-0.387872089375
ACH-000415,-0.101350272872
ACH-000416,-0.34555368614299997
ACH-000420,-0.709074366428
ACH-000421,-0.24067497211999997
ACH-000424,-0.0358921205914
ACH-000425,-0.335302525458
ACH-000426,-0.42957474338600005
ACH-000427,-0.12230797265900001
ACH-000433,-0.31856648658000003
ACH-000436,-0.255283569985
ACH-000444,-0.348787865701
ACH-000445,-0.061264725093199995
ACH-000448,-0.25928131510200003
ACH-000450,-0.396989905238
ACH-000452,-0.406381423323
ACH-000454,-0.6532087914679999
ACH-000458,-0.41960235959799996
ACH-000459,-0.291595487201
ACH-000460,-0.517538987251
ACH-000461,-0.16471961920999997
ACH-000463,-0.163876199309
ACH-000464,-0.26301417143000005
ACH-000466,-0.483954362603
ACH-000467,-0.37509237611999996
ACH-000468,-0.662981759172
ACH-000469,-0.716404187783
ACH-000470,-0.324044912679
ACH-000471,-0.304323221344
ACH-000472,-0.37709800058
ACH-000473,-0.111089475146
ACH-000475,-0.0165580733241
ACH-000476,-0.28201674797
ACH-000477,-0.141837077853
ACH-000480,-0.318511428724
ACH-000481,-0.386604359272
ACH-000483,-0.267198068652
ACH-000484,0.0769533821056
ACH-000485,-0.24252412794300002
ACH-000486,-0.355009771088
ACH-000487,-0.121227568822
ACH-000488,-0.178843167876
ACH-000490,-0.580963696594
ACH-000491,-0.0897758221448
ACH-000495,-0.620775314616
ACH-000496,-0.4549863839
ACH-000499,-0.358717385105
ACH-000500,-0.203817554663
ACH-000502,-0.397866294692
ACH-000503,-0.13966222041200002
ACH-000505,-0.427725261732
ACH-000507,-0.0472498160631
ACH-000510,-0.282334097672
ACH-000511,-0.773374338823
ACH-000512,0.0506543804622
ACH-000516,-0.260989955065
ACH-000517,-0.456578685158
ACH-000518,-0.349598815153
ACH-000520,-0.116090579209
ACH-000521,-0.48206129735500003
ACH-000522,-0.32443646454
ACH-000524,-0.312726237489
ACH-000527,-0.30415472109499997
ACH-000528,-0.248478841775
ACH-000537,-0.156096750468
ACH-000541,-0.147644711288
ACH-000542,-0.347115092166
ACH-000544,-0.442434647361
ACH-000545,-0.39436996463
ACH-000547,-0.386313422286
ACH-000548,-0.39091670447300003
ACH-000549,-0.28851830791099997
ACH-000550,-0.27963207783599997
ACH-000552,-0.200068787654
ACH-000556,-0.182630247993
ACH-000557,-0.0767947430403
ACH-000570,-0.200743116228
ACH-000571,-0.108901129897
ACH-000573,-0.029148732368799998
ACH-000576,-0.0102065122603
ACH-000580,-0.30757577843899997
ACH-000584,-0.22044653895100003
ACH-000585,-0.38927639300399997
ACH-000588,-0.179407927684
ACH-000589,-0.16838514671500002
ACH-000591,-0.357576379082
ACH-000593,-0.253152362539
ACH-000600,-0.654209461818
ACH-000601,-0.27860791954
ACH-000604,-0.236304795146
ACH-000605,-0.35255513601300004
ACH-000606,-0.303939021759
ACH-000608,-0.0735195178911
ACH-000614,-0.538792613216
ACH-000616,-0.28320062062600004
ACH-000618,-0.242242605341
ACH-000619,-0.212838469251
ACH-000620,-0.488724030163
ACH-000621,-0.20613175421100002
ACH-000622,-0.286993316078
ACH-000623,-0.372812822451
ACH-000624,-0.247119916804
ACH-000627,-0.46515647807899996
ACH-000630,-0.584215327744
