,CORIN (10699)
ACH-000004,0.0377896035978
ACH-000007,-0.319113426415
ACH-000009,-0.0508241523894
ACH-000011,-0.09040444264110001
ACH-000012,0.029547307538400003
ACH-000013,0.12388188492900001
ACH-000014,-0.0780468967572
ACH-000015,-0.08802830215489998
ACH-000017,-0.020413618757799998
ACH-000018,0.234303426166
ACH-000019,0.13110527804400002
ACH-000021,-0.0364886065348
ACH-000022,-0.00110270763876
ACH-000025,-0.005908337939930001
ACH-000028,-0.0176575564723
ACH-000030,-0.138298048457
ACH-000035,0.0625842593948
ACH-000036,-0.122344906045
ACH-000037,-0.172141345669
ACH-000039,0.028213259172499998
ACH-000040,0.00450723019383
ACH-000041,-0.031107513645
ACH-000042,-0.00414425028456
ACH-000045,-0.15174434957900002
ACH-000047,-0.0535218590678
ACH-000052,-0.46397663789800003
ACH-000053,0.09866192144469998
ACH-000054,0.0220374723174
ACH-000055,0.0321161758168
ACH-000060,-0.0060119837311300005
ACH-000067,-0.0040672882636
ACH-000070,-0.02517509224
ACH-000075,-0.0430645372512
ACH-000078,-0.0805512259795
ACH-000082,-0.07235124017260001
ACH-000085,-0.11088773324899999
ACH-000086,0.0612402038832
ACH-000087,0.00599093881896
ACH-000092,0.012903389954500001
ACH-000095,0.00455468235309
ACH-000097,0.0460011729337
ACH-000098,0.025213986016
ACH-000099,0.0246759487866
ACH-000108,0.104201595341
ACH-000113,-0.0452791760322
ACH-000115,-0.07722908520810001
ACH-000116,-0.05863596758280001
ACH-000118,-0.08808205584499999
ACH-000120,-0.123512424833
ACH-000123,-0.10223034273199999
ACH-000127,-0.0471164788841
ACH-000128,0.0151395081324
ACH-000132,-0.0937675312593
ACH-000133,-0.220191621129
ACH-000137,-0.107062147506
ACH-000138,0.08195096487310001
ACH-000142,0.0021273367693699996
ACH-000143,-0.0715301119538
ACH-000146,-0.09829714449999999
ACH-000148,-0.0692078829187
ACH-000150,-0.11531420787999999
ACH-000152,-0.16026344039
ACH-000153,-0.06768679361800001
ACH-000159,0.03998559257
ACH-000160,-0.17301678892
ACH-000163,-0.0292342879377
ACH-000167,0.16597126969
ACH-000168,0.07366648044919999
ACH-000169,-0.061196067595499996
ACH-000178,-0.0655112285788
ACH-000182,0.00276903196173
ACH-000183,-0.098318613544
ACH-000188,-0.258532351844
ACH-000189,0.0546594106727
ACH-000190,0.0176829656312
ACH-000198,-0.110928749487
ACH-000204,-0.185493898453
ACH-000206,0.043845539000500006
ACH-000207,0.37730834221299997
ACH-000211,-0.0409020788729
ACH-000215,-0.189619395988
ACH-000221,0.09327377327739998
ACH-000222,-0.036801928968400004
