,PPP1R3E (90673)
ACH-000223,-0.23203190617
ACH-000226,-0.372798692151
ACH-000227,-0.21608166446899998
ACH-000228,-0.48990250351899994
ACH-000231,-0.412651909516
ACH-000232,-0.268890963923
ACH-000233,-0.147871271154
ACH-000234,-0.21246618385299998
ACH-000235,-0.316066347544
ACH-000237,-0.0947225293878
ACH-000238,-0.179040396591
ACH-000243,-0.28723766310800003
ACH-000244,-0.241574036065
ACH-000246,-0.314853253253
ACH-000248,-0.23731940252099998
ACH-000250,-0.333379245599
ACH-000251,-0.00939582970098
ACH-000253,-0.19382518037799998
ACH-000255,-0.230591232353
ACH-000256,-0.49411337181000003
ACH-000257,0.058267713845800005
ACH-000258,-0.12385491167000001
ACH-000259,-0.276139996439
ACH-000260,-0.298725037533
ACH-000261,-0.40962766501000003
ACH-000262,-0.312352035347
ACH-000263,-0.34699947351300003
ACH-000264,-0.391554005394
ACH-000265,-0.182046660898
ACH-000266,-0.30148580462900004
ACH-000272,-0.285190797634
ACH-000273,-0.316890415182
ACH-000274,-0.12887213662900002
ACH-000277,-0.277147303306
ACH-000278,-0.264745757235
ACH-000279,-0.301974975516
ACH-000280,-0.119485088057
ACH-000281,-0.0520596200848
ACH-000288,-0.31435649575999997
ACH-000291,-0.314943764774
ACH-000293,-0.258464365373
ACH-000294,-0.403987916262
ACH-000295,-0.160429827842
ACH-000296,-0.280444550446
ACH-000302,-0.158587773333
ACH-000304,-0.0643279508932
ACH-000307,-0.33720831370899995
ACH-000308,-0.147214062381
ACH-000310,-0.154310658458
ACH-000311,-0.5230428824669999
ACH-000312,-0.18395699978399999
ACH-000315,-0.104348697342
ACH-000316,-0.281319554342
ACH-000317,-0.447209665468
ACH-000318,-0.43214051849699997
ACH-000319,-0.337925912968
ACH-000320,0.0443467264188
ACH-000322,-0.153509041871
ACH-000323,-0.546427065114
ACH-000324,-0.28213132790600004
ACH-000329,-0.332543863344
ACH-000330,-0.456485946277
ACH-000331,-0.164143376687
ACH-000332,-0.207251946674
ACH-000334,-0.260883506997
ACH-000335,-0.564272979471
ACH-000336,0.055782061675
ACH-000337,-0.478214714815
ACH-000339,-0.38282212696900003
ACH-000341,-0.427283326291
ACH-000348,-0.364812905258
ACH-000350,-0.26096610332
ACH-000352,-0.217109144359
ACH-000356,-0.41772685715400004
ACH-000361,-0.17332967572500002
ACH-000362,-0.35354161439599996
ACH-000363,-0.2625790138
ACH-000364,-0.41948684289899996
ACH-000365,-0.352912196249
ACH-000366,-0.38938423462899996
ACH-000368,-0.113532643206
ACH-000374,-0.221242628699
ACH-000375,-0.323833169621
ACH-000376,-0.333849517797
ACH-000381,-0.222438511032
ACH-000383,-0.22608953410399998
ACH-000387,-0.149691717346
ACH-000389,-0.350885338882
ACH-000390,-0.162032433575
ACH-000393,-0.287721945583
ACH-000395,-0.410694395546
ACH-000397,-0.266982775055
ACH-000401,-0.426067552311
ACH-000402,-0.384346967366
ACH-000403,-0.290591039942
ACH-000404,0.290739075487
ACH-000406,-0.283242693807
ACH-000407,-0.26086967098999997
ACH-000408,-0.184793317941
ACH-000410,-0.306557301899
ACH-000411,-0.17474004123700002
ACH-000414,-0.18573555735800001
ACH-000415,-0.265671903361
ACH-000416,-0.25008322118299997
ACH-000420,-0.29263934038600004
ACH-000421,-0.268560481085
ACH-000424,-0.407123078815
ACH-000425,-0.200286552959
ACH-000426,-0.259792033836
ACH-000427,-0.362681706931
ACH-000433,-0.29642573316799997
ACH-000436,-0.373692542912
ACH-000444,-0.241352752227
ACH-000445,-0.47492323615599996
ACH-000448,-0.230012832534
ACH-000450,-0.409208770136
ACH-000452,-0.196293411567
ACH-000454,-0.449924308939
ACH-000458,-0.30835385497400003
ACH-000459,-0.223619823165
ACH-000460,-0.347226813001
ACH-000461,-0.00348080938195
ACH-000463,-0.509425543033
ACH-000464,-0.183084446497
ACH-000466,-0.391212487025
ACH-000467,-0.18643643976500002
ACH-000468,-0.17811078658399998
ACH-000469,-0.436476737749
ACH-000470,-0.136007723074
ACH-000471,-0.384449423102
ACH-000472,-0.33095698430500003
ACH-000473,-0.406370272148
ACH-000475,-0.322689068841
ACH-000476,-0.392245833397
ACH-000477,-0.4096562421
ACH-000480,-0.45592961947599997
ACH-000481,-0.716471217203
ACH-000483,-0.27554869761399997
ACH-000484,-0.44649930380099995
ACH-000485,-0.26641216479400004
ACH-000486,-0.546225675932
ACH-000487,-0.271089097412
ACH-000488,-0.28374765990600004
ACH-000490,-0.223525446406
ACH-000491,-0.618461006136
ACH-000495,-0.19055274524000002
ACH-000496,-0.295490601505
ACH-000499,-0.471453470484
ACH-000500,-1.1005552533399998
ACH-000502,-0.283434754948
ACH-000503,-0.165314398736
ACH-000505,-0.230254601026
ACH-000507,-0.42397196622100003
ACH-000510,-0.156253958203
ACH-000511,-0.158796310778
ACH-000512,-0.16677478427
ACH-000516,-0.443017554762
ACH-000517,-0.23431487895999997
ACH-000518,-0.194909839927
ACH-000520,-0.46901356109399994
ACH-000521,-0.325405231887
ACH-000522,-0.319688827293
ACH-000524,-0.244280054683
ACH-000527,-0.277366378486
ACH-000528,-0.18267902719300003
ACH-000537,-0.381679498437
ACH-000541,-0.233026192021
ACH-000542,-0.31991937176199997
ACH-000544,-0.24627467361900002
ACH-000545,-0.288617862815
ACH-000547,-0.259051116897
ACH-000548,-0.038299618282
ACH-000549,-0.112272609065
ACH-000550,-0.161049841383
ACH-000552,-0.43273737931199996
ACH-000556,-0.260996029327
ACH-000557,-0.22995233361200001
ACH-000570,-0.39547968869000005
ACH-000571,-0.40569306020499996
ACH-000573,-0.23192973986499998
ACH-000576,-0.317094238603
ACH-000580,-0.356279410366
ACH-000584,-0.393525077763
ACH-000585,-0.325205330233
ACH-000588,-0.298290051629
ACH-000589,-0.179500115836
ACH-000591,-0.41347681340899994
ACH-000593,-0.213131159205
ACH-000600,-0.405425416101
ACH-000601,-0.313797323013
ACH-000604,-0.309979640058
ACH-000605,-0.17275298946800002
ACH-000606,-0.35298643693899995
ACH-000608,-0.38088746096299997
ACH-000614,0.0179118892666
ACH-000616,-0.291374307988
ACH-000618,-0.212155736763
ACH-000619,-0.289129956827
ACH-000620,-0.216451652589
ACH-000621,-0.216601392479
ACH-000622,-0.328666240277
ACH-000623,-0.38473179065499996
ACH-000624,-0.305046803747
ACH-000627,-0.25395480588799996
ACH-000630,-0.14880999516100002
ACH-000632,-0.298347854735
ACH-000633,-0.25272335933400003
ACH-000637,-0.22430854695
ACH-000638,-0.347309046182
ACH-000646,-0.221712182775
ACH-000647,-0.26816005618
ACH-000648,-0.10338035790899999
ACH-000649,-0.345277027856
ACH-000651,-0.30600717148699996
ACH-000652,-0.131722265625
ACH-000653,-0.493268501761
ACH-000657,-0.320228326089
ACH-000658,-0.05493568632
ACH-000661,-0.176303880638
ACH-000662,-0.054142145135699996
ACH-000663,-0.410149429965
ACH-000665,-0.241073852565
ACH-000671,-0.137936452166
ACH-000673,-0.19997675119000002
ACH-000676,-0.36336283022699994
ACH-000677,-0.267245203488
ACH-000681,-0.314417182915
ACH-000682,-0.178453512177
ACH-000683,-0.317704570342
ACH-000684,-0.191117098225
ACH-000688,-0.342476685806
ACH-000693,-0.23065511971799998
ACH-000694,-0.388438952798
ACH-000695,-0.148756987757
ACH-000696,-0.360137996136
ACH-000697,-0.542364164934
ACH-000699,-0.431391787552
ACH-000701,-0.377046400009
ACH-000706,-0.24436237310400002
ACH-000711,-0.34503747827200004
ACH-000713,-0.343481069119
ACH-000714,-0.291462591999
ACH-000718,-0.233467608292
ACH-000720,-0.263684897456
ACH-000721,-0.310716645984
ACH-000724,-0.29818875851
ACH-000725,-0.229030625997
ACH-000732,-0.450362869731
ACH-000734,-0.336531081268
ACH-000735,-0.260735393403
ACH-000736,-0.4371334012
ACH-000738,-0.31716359108000003
ACH-000746,-0.25855479771
ACH-000747,-0.293846473219
ACH-000748,-0.29065612816999997
ACH-000753,-0.29354231260499997
ACH-000756,-0.26928976109499997
ACH-000757,-0.658828753779
ACH-000758,-0.48559690642399994
ACH-000760,-0.134248794357
ACH-000763,-0.466766731329
ACH-000764,-0.139300334433
ACH-000765,-0.33980762435500006
ACH-000766,-0.50321526136
ACH-000767,-0.33082564165
ACH-000768,-0.183636392364
ACH-000769,-0.270620387744
ACH-000770,-0.411921400107
ACH-000771,-0.29562578471
ACH-000773,-0.537461596046
ACH-000776,-0.19127028999499998
ACH-000777,-0.295546013735
ACH-000778,-0.23138901140700002
ACH-000781,-0.227093183696
ACH-000782,-0.38860118068099997
ACH-000783,-0.24275878678399998
ACH-000784,-0.231931908921
ACH-000785,-0.0841358156627
ACH-000787,-0.220616295786
ACH-000788,-0.336385047448
ACH-000791,-0.37001191165299996
ACH-000792,-0.241488078774
ACH-000794,-0.28629152251999995
ACH-000796,-0.340985226552
ACH-000799,-0.34907099205
ACH-000800,-0.354219223049
ACH-000802,-0.422123840021
ACH-000804,-0.5201803884
ACH-000805,-0.481148411928
ACH-000809,-0.163758283554
ACH-000810,-0.499283954231
ACH-000811,-0.120787719581
ACH-000817,-0.41690350947300003
ACH-000819,-0.277854222449
ACH-000820,-0.304866457845
ACH-000821,-0.47674963780599994
ACH-000822,-0.376483247182
ACH-000823,-0.30366555984099997
ACH-000824,-0.596758133426
ACH-000827,-0.27166547028099997
ACH-000829,-0.195093309523
ACH-000831,-0.40436144293399995
ACH-000832,-0.44953955506399995
ACH-000833,-0.423454503919
ACH-000834,-0.125693704301
ACH-000835,-0.232937208522
ACH-000836,-0.339550791927
ACH-000837,-0.325525193349
ACH-000838,-0.236726398831
ACH-000839,-0.390683074591
ACH-000840,-0.596353175475
ACH-000841,-0.357668053829
ACH-000843,-0.464804797648
ACH-000846,-0.292597406777
ACH-000847,0.033352938232900003
ACH-000848,-0.45364991011000005
ACH-000849,-0.374672711279
ACH-000851,-0.504826278451
ACH-000855,-0.437250642232
ACH-000856,-0.0476231693917
ACH-000858,-0.450060477354
ACH-000859,-0.735605408397
ACH-000861,-0.435589861533
ACH-000862,-0.21433715879299997
ACH-000865,-0.354104845751
ACH-000866,-0.34465663302
ACH-000867,-0.31776663120000004
ACH-000869,-0.22160528010299999
ACH-000872,-0.32494167530400003
ACH-000873,-0.18375018949400002
ACH-000876,-0.274476358553
ACH-000878,-0.452651955704
ACH-000880,-0.22197758767499998
ACH-000881,-0.27385720240899997
ACH-000882,-0.148784144999
ACH-000884,-0.267281428151
ACH-000885,-0.153466277223
ACH-000887,-0.350587495918
ACH-000888,-0.16800514087699997
ACH-000889,-0.41345513587099997
ACH-000890,-0.455810559168
ACH-000896,-0.24869533616999998
ACH-000898,-0.27804552293400003
ACH-000900,-0.29152713895
ACH-000901,-0.359517021447
ACH-000905,-0.424105889691
ACH-000906,-0.288555434816
ACH-000907,-0.234965274576
ACH-000910,-0.120212356405
ACH-000911,-0.243266844882
ACH-000912,-0.263415703446
ACH-000913,-0.350643759982
ACH-000915,-0.236891689405
ACH-000916,-0.39689298140900003
ACH-000917,-0.46066281546899995
ACH-000921,-0.385259156149
ACH-000924,-0.268861292619
ACH-000926,-0.107379906817
ACH-000928,-0.424812072284
ACH-000929,-0.319009029712
ACH-000932,-0.29562937715
ACH-000935,-0.551651870726
ACH-000936,-0.459948232312
ACH-000937,-0.447455096263
ACH-000938,-0.128859800675
ACH-000939,-0.476173154846
ACH-000941,-0.46553847294399997
ACH-000943,-0.36304954549400004
ACH-000946,-0.423331259965
ACH-000947,-0.222671015986
ACH-000948,-0.27128121305999997
ACH-000950,-0.199163571295
ACH-000953,-0.38378766525799995
ACH-000957,-0.345626355574
ACH-000958,-0.165960167367
ACH-000960,-0.227457254025
ACH-000963,-0.560478241536
ACH-000968,-0.326757877264
ACH-000969,-0.310041540292
ACH-000973,-0.301700025255
ACH-000974,-0.329233486693
ACH-000975,-0.0960834158715
ACH-000976,-0.28007511187600004
ACH-000978,-0.332904184163
ACH-000980,-0.36535037726999997
ACH-000984,-0.14834305762
ACH-000986,-0.42001477703
ACH-000988,-0.12219671206499999
ACH-000993,-0.278604560228
ACH-000994,-0.485265237843
ACH-000996,-0.339138341267
ACH-001001,-0.327602727559
ACH-001020,-0.145897618576
ACH-001028,-0.33495086737700003
ACH-001031,-0.25128145739
ACH-001038,-0.352036911117
ACH-001048,-0.278847287345
ACH-001050,-0.287460351676
ACH-001053,-0.334389815401
ACH-001054,-0.207678629201
ACH-001061,-0.326755221307
ACH-001067,-0.308857147376
ACH-001075,-0.075008407977
ACH-001096,-0.127066433718
ACH-001128,-0.16038539710000002
ACH-001134,-0.16166868636099999
ACH-001151,-0.313019641093
ACH-001163,-0.324669777375
ACH-001164,-0.561780163568
ACH-001173,-0.308254038862
ACH-001183,-0.151456991697
ACH-001184,-0.014880127534399998
ACH-001190,-0.55601963458
ACH-001192,-0.450722057389
ACH-001193,-0.055694311572
ACH-001196,-0.41064522287199995
ACH-001197,-0.41461072703100005
ACH-001205,-0.201758326525
ACH-001211,-0.0663881398896
ACH-001212,-0.533016112813
ACH-001228,0.127741161896
ACH-001232,-0.24820982764000002
ACH-001239,-0.332297671213
ACH-001274,-0.430869629634
ACH-001275,-0.267082259713
ACH-001277,-0.339592746492
ACH-001278,-0.303121782652
ACH-001280,-0.432243044102
ACH-001283,-0.354385766318
ACH-001289,-0.373110412089
ACH-001295,-0.29583355375
ACH-001300,-0.19567970148
ACH-001301,-0.297878799363
ACH-001302,0.111894925792
ACH-001303,0.176211250281
ACH-001306,-0.31368970654899997
ACH-001318,-0.32345530098299996
ACH-001322,-0.280570734413
ACH-001328,-0.21479751649
ACH-001332,-0.321662415391
ACH-001333,-0.416762449876
ACH-001336,-0.321463576599
ACH-001340,-0.35435847116400004
ACH-001346,-0.45360342149800004
ACH-001353,-0.406513420133
ACH-001354,-0.19840437122000001
ACH-001367,-0.306448039718
ACH-001368,-0.332671215188
ACH-001374,-0.399019104958
ACH-001375,-0.43139672965000003
ACH-001377,-0.353257399845
ACH-001380,-0.464637155103
ACH-001391,-0.18988324911200002
ACH-001407,-0.21477173226100002
ACH-001408,-0.278113356694
ACH-001413,-0.464430006605
ACH-001430,0.051565074658599996
ACH-001431,-0.352907553747
ACH-001450,-0.235410420426
ACH-001496,-0.379843174313
ACH-001500,-0.25915761296100004
ACH-001521,-0.06460860260080001
ACH-001523,-0.33479120724100003
ACH-001532,-0.305426064871
ACH-001536,-0.350460028881
ACH-001550,-0.587459516438
ACH-001552,-0.39417036196000005
ACH-001554,-0.32242237795
ACH-001645,-0.29013936221000003
ACH-001654,-0.224043564322
ACH-001715,-0.310310318722
ACH-001735,-0.33699455396
ACH-001736,-0.45977641656999996
ACH-001737,-0.40762014626299997
ACH-001740,-0.226899546736
ACH-001745,-0.325499813285
ACH-001750,-0.36938561588
ACH-001765,-0.473683256508
ACH-001956,-0.392542492381
ACH-001957,-0.470021919675
