,PPEF2 (5470)
ACH-000004,0.0487831889358
ACH-000007,-0.10859183589000002
ACH-000009,0.131479027132
ACH-000011,-0.19929641252799998
ACH-000012,-0.0814038934524
ACH-000013,0.0158241319795
ACH-000014,0.0017732919165299999
ACH-000015,0.0560097515041
ACH-000017,-0.12707883736199999
ACH-000018,0.058443832055699994
ACH-000019,-0.258200272434
ACH-000021,-0.0324513035354
ACH-000022,-0.016043159310999998
ACH-000025,0.0325129649875
ACH-000028,0.005858772918970001
ACH-000030,-0.00275399591527
ACH-000035,-0.0812564146938
ACH-000036,0.148430541995
ACH-000037,-0.0456829644629
ACH-000039,0.050572942909
ACH-000040,-0.08881234933849999
ACH-000041,-0.434781727338
ACH-000042,-0.00980392971008
ACH-000045,0.168113387962
ACH-000047,0.022452850961199998
ACH-000052,-0.09598238236300001
ACH-000053,0.00547521856306
ACH-000054,-0.112931182455
ACH-000055,-0.027916219084
ACH-000060,-0.24648194834000003
ACH-000067,-0.21469179349300002
ACH-000070,-0.307126554201
ACH-000075,0.286989451323
ACH-000078,0.0481410932879
ACH-000082,0.157140346775
ACH-000085,-0.0329038149726
ACH-000086,-0.030132886817200003
ACH-000087,0.224732868691
ACH-000092,0.16539854566
ACH-000095,0.107773592232
ACH-000097,-0.0688850844636
ACH-000098,-0.0654373104516
ACH-000099,0.0773290433226
ACH-000108,0.171684004181
ACH-000113,-0.0519930361943
ACH-000115,-0.152101935572
ACH-000116,-0.098788297593
ACH-000118,0.060290552588
ACH-000120,-0.0563347777527
ACH-000123,-0.0739420500474
ACH-000127,-0.09667499196799999
ACH-000128,-0.321518207707
ACH-000132,0.058563985491000004
ACH-000133,-0.125197967558
ACH-000137,-0.17744166565000002
ACH-000138,0.115667362301
ACH-000142,-0.16705497128900001
ACH-000143,-0.0207816468548
ACH-000146,0.0073028496408299995
ACH-000148,0.175639110785
ACH-000150,-0.030979640556900005
ACH-000152,0.0600087992353
ACH-000153,-0.04909352936459999
ACH-000159,-0.00759398339079
ACH-000160,-0.07700936352189999
ACH-000163,-0.07773214678069999
ACH-000167,-0.059137774044900004
ACH-000168,-0.160363649677
ACH-000169,-0.120539766172
ACH-000178,0.0122674456391
ACH-000182,0.182240687122
ACH-000183,-0.209067602672
ACH-000188,-0.116472915987
ACH-000189,-0.0953089460024
ACH-000190,0.20477614766199997
ACH-000198,0.07635211537169999
ACH-000204,-0.16192878183
ACH-000206,0.0392765377736
ACH-000207,-0.042634516837
ACH-000211,-0.0979639619389
ACH-000215,-0.0620682796277
ACH-000221,-0.111446034198
ACH-000222,0.14481308859099998
ACH-000223,0.044008429475800005
ACH-000226,0.00106102804905
ACH-000227,0.13542674334000002
ACH-000228,-0.00793248296928
ACH-000231,0.041032690605
ACH-000232,0.0236359800208
ACH-000233,0.0273648099765
ACH-000234,0.06956119540460001
