,THTPA (79178)
ACH-000383,-0.133212409798
ACH-000387,-0.21901580651
ACH-000389,-0.12466933673000001
ACH-000390,-0.111857072463
ACH-000393,-0.0422875512675
ACH-000395,-0.08087512513560001
ACH-000397,-0.12587589820999998
ACH-000401,-0.296617045377
ACH-000402,-0.18658660578699998
ACH-000403,-0.353411509875
ACH-000404,0.137646353566
ACH-000406,-0.12868843445699998
ACH-000407,-0.044780039896999996
ACH-000408,-0.128939056212
ACH-000410,-0.0862285005366
ACH-000411,-0.18011579918900003
ACH-000414,-0.0918964415462
ACH-000415,-0.17838513697900002
ACH-000416,-0.067520618015
ACH-000420,0.0294392218181
ACH-000421,-0.042415379665199995
ACH-000424,-0.24810355356400002
ACH-000425,-0.0920268617448
ACH-000426,-0.032906498635999995
ACH-000427,0.047689097685199994
ACH-000433,-0.307897965152
ACH-000436,-0.153964981896
ACH-000444,-0.06202821641800001
ACH-000445,-0.283573926192
ACH-000448,-0.238015369333
ACH-000450,-0.106012346361
ACH-000452,-0.09392552467039998
ACH-000454,-0.10737920735999999
ACH-000458,-0.262197738289
ACH-000459,-0.136028437733
ACH-000460,-0.161390157883
ACH-000461,-0.125396172917
ACH-000463,-0.282448012033
ACH-000464,0.07844910287080001
ACH-000466,-0.021882612593799998
ACH-000467,-0.226661602674
ACH-000468,-0.0006038421623849999
ACH-000469,-0.0792224760993
ACH-000470,-0.218289689834
ACH-000471,-0.21127537338799998
ACH-000472,-0.09752000792719999
ACH-000473,-0.0101489658274
ACH-000475,-0.227704104419
ACH-000476,-0.24309632963199998
ACH-000477,-0.0276284164374
ACH-000480,-0.10657503104499999
ACH-000481,-0.352399216721
ACH-000483,-0.038267503554
ACH-000484,-0.35215095562
ACH-000485,-0.229162782815
ACH-000486,-0.297016460669
ACH-000487,-0.000876555554202
ACH-000488,-0.111951908737
ACH-000490,-0.0226779221485
ACH-000491,-0.019097674827099998
ACH-000495,-0.18637460559099997
ACH-000496,-0.015815086999700002
ACH-000499,-0.354651529249
ACH-000500,-0.5324565958349999
ACH-000502,-0.19536403843699998
ACH-000503,-0.175682014232
ACH-000505,-0.113092065214
ACH-000507,-0.155382219659
ACH-000510,-0.192417694168
ACH-000511,-0.193036405706
ACH-000512,0.0391271304231
ACH-000516,-0.168295571491
ACH-000517,-0.170116180799
ACH-000518,-0.00409139895683
ACH-000520,-0.329723409691
ACH-000521,-0.123110447931
ACH-000522,-0.10583115216
ACH-000524,-0.199785938098
ACH-000527,-0.045590596265400005
ACH-000528,-0.079361513229
ACH-000537,0.0032387687138899996
ACH-000541,-0.278835396847
ACH-000542,-0.12316368188200001
ACH-000544,-0.28006620902699997
ACH-000545,-0.0740292856606
ACH-000547,-0.0152956606852
ACH-000548,-0.155168369468
ACH-000549,-0.0317988739278
ACH-000550,-0.15165148609
ACH-000552,-0.22711799683699999
ACH-000556,-0.09171810460799999
ACH-000557,0.0156254716949
ACH-000570,-0.11166208604800001
ACH-000571,-0.278019950793
ACH-000573,-0.19377679487500002
ACH-000576,-0.127556744852
ACH-000580,0.131534245006
ACH-000584,-0.174930108975
ACH-000585,-0.14280917363
ACH-000588,-0.132755810975
ACH-000589,-0.13909866436499999
ACH-000591,-0.20673079373199998
ACH-000593,-0.182576543686
ACH-000600,-0.0972396566312
ACH-000601,-0.13040378954600002
ACH-000604,-0.311459750202
ACH-000605,0.043551310603499996
ACH-000606,-0.177123760196
ACH-000608,-0.164924025824
ACH-000614,-0.127093166973
ACH-000616,0.0315036976071
ACH-000618,-0.110950876361
ACH-000619,-0.217615646597
ACH-000620,-0.0473975337512
ACH-000621,-0.041208646905099997
ACH-000622,-0.199823646388
ACH-000623,-0.256118794236
ACH-000624,-0.10098056550699999
ACH-000627,-0.142240461747
ACH-000630,-0.0715748874396
ACH-000632,-0.227770194354
ACH-000633,-0.108270361855
ACH-000637,-0.048255620332399995
ACH-000638,-0.192252750636
ACH-000646,-0.160211240382
ACH-000647,-0.200033933017
ACH-000648,-0.0775348157438
ACH-000649,-0.155082464544
ACH-000651,-0.0158072510635
ACH-000652,0.08715489619030001
ACH-000653,-0.09614513716880001
ACH-000657,-0.283884197326
ACH-000658,0.16813942379799998
ACH-000661,0.0131167134879
ACH-000662,-0.26301207196
ACH-000663,0.0144528364647
ACH-000665,-0.0774975160631
ACH-000671,-0.174889355386
ACH-000673,-0.132674805949
ACH-000676,-0.191418070768
ACH-000677,-0.226217669014
ACH-000681,-0.10417428270099999
ACH-000682,-0.150731079406
ACH-000683,-0.04972958448919999
ACH-000684,-0.148868635532
ACH-000688,-0.113566740745
ACH-000693,-0.142691315563
ACH-000694,-0.231590501875
ACH-000695,0.055687747429800004
ACH-000696,-0.244068867508
ACH-000697,-0.19987653733199998
ACH-000699,-0.203806776953
ACH-000701,-0.288750082459
ACH-000706,-0.102666580031
ACH-000711,-0.162435667593
ACH-000713,-0.184942373944
ACH-000714,-0.136889025989
ACH-000718,-0.08207359057500001
ACH-000720,-0.132317256015
ACH-000721,-0.191418760786
ACH-000724,-0.202955315124
ACH-000725,0.132797801374
ACH-000732,-0.294695206753
ACH-000734,-0.0661864426573
ACH-000735,-0.112201709091
ACH-000736,-0.17506496940900002
ACH-000738,-0.212544904716
ACH-000746,-0.125970036233
ACH-000747,-0.111100077906
ACH-000748,-0.027856126733800002
ACH-000753,-0.150737781831
ACH-000756,-0.07191660256410001
ACH-000757,-0.168604491703
ACH-000758,0.102278377862
ACH-000760,-0.0731935557615
ACH-000763,-0.13740884785399998
ACH-000764,-0.209028484344
ACH-000765,-0.039886368716300004
ACH-000766,-0.127835187111
ACH-000767,-0.037639974667199996
ACH-000768,-0.143616510433
ACH-000769,-0.180277326466
ACH-000770,-0.151254197081
ACH-000771,-0.018579265304700002
ACH-000773,-0.306823834961
ACH-000776,-0.162965546294
ACH-000777,-0.09324822176110001
ACH-000778,-0.14483450658
ACH-000781,-0.136423175367
ACH-000782,0.0503981367338
ACH-000783,-0.229167463943
ACH-000784,-0.0390106000216
ACH-000785,-0.0357791605391
ACH-000787,-0.0352414424386
ACH-000788,-0.18382272766199997
ACH-000791,-0.247998517704
ACH-000792,-0.0664083184562
ACH-000794,-0.127649844106
ACH-000796,-0.10927198400100001
ACH-000799,-0.207250654005
ACH-000800,-0.165591644214
ACH-000802,-0.0674681425319
ACH-000804,-0.18809003714400002
ACH-000805,-0.043316977309
ACH-000809,-0.08412968543810001
ACH-000810,-0.0631122557711
ACH-000811,-0.122652739662
ACH-000817,-0.37899476542599997
ACH-000819,-0.395298762789
ACH-000820,-0.49732996440800004
ACH-000821,-0.131127657905
ACH-000822,-0.13591813344
ACH-000823,-0.179840820272
ACH-000824,-0.23684193155000002
ACH-000827,-0.117643793036
ACH-000829,-0.317085963303
ACH-000831,-0.29518878138099996
ACH-000832,-0.37016035804700004
ACH-000833,0.0652700899323
ACH-000834,-0.00876027683499
ACH-000835,-0.117991270331
ACH-000836,-0.311855351512
ACH-000837,-0.155337121165
ACH-000838,-0.0851195058504
ACH-000839,-0.32726494539400003
ACH-000840,-0.018963941218299998
ACH-000841,-0.197140012976
ACH-000843,-0.0612572127891
ACH-000846,-0.34945221766199996
ACH-000847,0.0792735196154
ACH-000848,-0.136966230075
ACH-000849,-0.121594603082
ACH-000851,-0.152361361389
ACH-000855,-0.22056540314800002
ACH-000856,-0.23570153945300001
ACH-000858,-0.173352486167
ACH-000859,-0.350853107718
ACH-000861,-0.263197276617
ACH-000862,-0.06575255616100001
ACH-000865,-0.195312135106
ACH-000866,-0.23016593940000002
ACH-000867,-0.16285308402
ACH-000869,-0.0962345316463
ACH-000872,-0.12305751919000002
ACH-000873,0.036774682903599996
ACH-000876,-0.12702478438200002
ACH-000878,-0.0622038395385
ACH-000880,-0.4473643293
ACH-000881,0.00207025498495
ACH-000882,-0.10719510809800001
ACH-000884,-0.1290984071
ACH-000885,0.000412393461626
ACH-000887,-0.241298115729
ACH-000888,0.00427669279644
ACH-000889,-0.20299505392099998
ACH-000890,-0.27298599985399996
ACH-000896,-0.132985222846
ACH-000898,-0.0572009505825
ACH-000900,-0.434322184397
ACH-000901,-0.0623158674478
ACH-000905,-0.112033286843
ACH-000906,-0.07073212856380001
ACH-000907,0.0211412123789
ACH-000910,0.0459299822324
ACH-000911,-0.0759714410867
ACH-000912,-0.186895326913
ACH-000913,-0.122096254076
ACH-000915,-0.10349702492999999
ACH-000916,-0.159956343338
ACH-000917,-0.339933460664
ACH-000921,-0.114968269749
ACH-000924,0.00861860349508
ACH-000926,-0.152609477649
ACH-000928,-0.16585796617100002
ACH-000929,-0.291527242825
ACH-000932,-0.22713168688299998
ACH-000935,-0.150336941995
ACH-000936,-0.232807500175
ACH-000937,-0.173993154103
ACH-000938,-0.0406881010838
ACH-000939,0.00503896809834
ACH-000941,-0.105745625089
ACH-000943,-0.07323884401269999
ACH-000946,-0.140115344587
ACH-000947,-0.0897147444864
ACH-000948,-0.199045151163
ACH-000950,-0.289841407489
ACH-000953,-0.215238279205
ACH-000957,-0.35496571301200003
ACH-000958,-0.42759421741
ACH-000960,-0.11021067906500001
ACH-000963,-0.19994327885000002
ACH-000968,-0.0855279827723
ACH-000969,-0.204672195651
ACH-000973,-0.08274776426310002
ACH-000974,-0.395866151005
ACH-000975,-0.0349901485666
ACH-000976,-0.0543762666414
ACH-000978,-0.0746163947379
ACH-000980,-0.0663961803517
ACH-000984,-0.0207728573823
ACH-000986,-0.28215232731199996
ACH-000988,-0.17464075136100002
ACH-000993,-0.21399789867600003
ACH-000994,-0.17891463790800002
ACH-000996,-0.38318751315
ACH-001001,-0.11805672192
ACH-001020,-0.0553708273595
ACH-001028,-0.13833444657299998
ACH-001031,0.06997768398139999
ACH-001038,-0.0109991033374
ACH-001048,-0.263063659613
ACH-001050,-0.278112586639
ACH-001053,-0.11902000714000001
ACH-001054,-0.0423788759346
ACH-001061,-0.22063500999699998
ACH-001067,-0.16477673175899998
ACH-001075,-0.13396217001
ACH-001096,-0.017709192440900003
ACH-001128,-0.100374245696
ACH-001134,-0.217907939311
ACH-001151,-0.07566808488730001
ACH-001163,-0.0624928294307
ACH-001164,0.174611330792
ACH-001173,-0.186684836892
ACH-001183,-0.0991157692695
ACH-001184,0.138599121765
ACH-001190,-0.16996401306699999
ACH-001192,-0.170723402203
ACH-001193,-0.004247241102739999
ACH-001196,-0.0817893762213
ACH-001197,-0.22171359672200003
ACH-001205,-0.195066919535
ACH-001211,-0.328921267754
ACH-001212,-0.0125605641947
ACH-001228,0.24446731490600002
ACH-001232,-0.213220141773
ACH-001239,-0.139870613747
ACH-001274,-0.04282004927830001
ACH-001275,0.0728792296758
ACH-001277,-0.0933179343881
ACH-001278,-0.195549867929
ACH-001280,-0.365906558562
ACH-001283,-0.278429042381
ACH-001289,-0.053098730088099996
ACH-001295,-0.213714545439
ACH-001300,-0.10922163286599999
ACH-001301,-0.14914346239700002
ACH-001302,-0.0695412516951
ACH-001303,0.013971002522400001
ACH-001306,-0.13003337108100002
ACH-001318,-0.0844860485075
ACH-001322,-0.04309962532290001
ACH-001328,-0.113835003054
ACH-001332,-0.184976546913
ACH-001333,-0.118708618203
ACH-001336,-0.09638464129249999
ACH-001340,-0.213428315945
ACH-001346,-0.144228019477
ACH-001353,-0.216237308463
ACH-001354,-0.00822045963953
ACH-001367,-0.12449635502499999
ACH-001368,-0.129106132576
ACH-001374,-0.0461974347948
ACH-001375,-0.108676785703
ACH-001377,-0.029706823560200005
ACH-001380,-0.161377474497
ACH-001391,-0.259020059197
ACH-001407,-0.06579725772969999
ACH-001408,-0.0391639754558
ACH-001413,-0.351126981501
ACH-001430,-0.0883853594205
ACH-001431,-0.0740439806625
ACH-001450,-0.0109784610966
ACH-001496,-0.14830586709000002
ACH-001500,0.09196380610860001
ACH-001521,-0.14321911436100002
ACH-001523,-0.029551295624000003
ACH-001532,-0.16001499882099998
ACH-001536,0.013748618478200001
ACH-001550,-0.327863956846
ACH-001552,-0.148474765478
ACH-001554,-0.129994802279
ACH-001645,-0.09085236306870001
ACH-001654,-0.00687374743451
ACH-001715,-0.19345368875399999
ACH-001735,-0.0636745359391
ACH-001736,-0.146339739454
ACH-001737,-0.127093632917
ACH-001740,-0.111474581547
ACH-001745,-0.109643700361
ACH-001750,-0.233451513449
ACH-001765,-0.15797819751199998
ACH-001956,-0.18858621577799997
ACH-001957,-0.23838643254099998
