,ATP5B (506)
ACH-000004,-0.9331492783700002
ACH-000007,-1.00164215328
ACH-000009,-0.899346759918
ACH-000011,-0.33141618727600003
ACH-000012,-0.590945106615
ACH-000013,-1.1811041495899999
ACH-000014,-0.7484850730500001
ACH-000015,-0.984923962289
ACH-000017,-0.734776716346
ACH-000018,-0.869542728665
ACH-000019,-1.43125985632
ACH-000021,-0.820880140355
ACH-000022,-1.27142516878
ACH-000025,-1.05231061504
ACH-000028,-0.9604472522390001
ACH-000030,-0.7851062586859999
ACH-000035,-0.882783395121
ACH-000036,-0.351788673459
ACH-000037,-0.920371645534
ACH-000039,-0.6821920530940001
ACH-000040,-0.420927643247
ACH-000041,-0.94398167643
ACH-000042,-0.492984396581
ACH-000045,-0.970919197948
ACH-000047,-1.1209180836100001
ACH-000052,-0.678536806627
ACH-000053,-0.735999789093
ACH-000054,-1.155408525
ACH-000055,-0.6547585552049999
ACH-000060,-0.7334680157260001
ACH-000067,-0.500516310582
ACH-000070,-1.0306760038200002
ACH-000075,-0.517548722459
ACH-000078,-1.06652644133
ACH-000082,-0.8022640234980001
ACH-000085,-0.839103271888
ACH-000086,-1.16647744773
ACH-000087,-1.14963316422
ACH-000092,-0.74341172887
ACH-000095,-0.583703673015
ACH-000097,-0.893257572926
ACH-000098,-0.7501025540790001
ACH-000099,-0.891024453365
ACH-000108,-0.689374622366
ACH-000113,-0.828108673097
ACH-000115,-0.7626765104690001
ACH-000116,-1.0517695735400001
ACH-000118,-1.14049168509
ACH-000120,-0.48369507217299995
ACH-000123,-0.971699527071
ACH-000127,-1.04198153136
ACH-000128,-1.1612681854
ACH-000132,-0.8091916027570001
ACH-000133,-0.8047829259170001
ACH-000137,-0.9519818718459999
ACH-000138,-0.9343498926620001
ACH-000142,-0.618631634942
ACH-000143,-0.795773864552
ACH-000146,-0.559427508804
ACH-000148,-1.1464242241
ACH-000150,-1.20724534482
ACH-000152,-0.848721572056
ACH-000153,-1.02865524721
ACH-000159,-0.833809567154
ACH-000160,-1.19767791384
ACH-000163,-0.654149002455
ACH-000167,-0.997201330001
ACH-000168,-0.622489128767
ACH-000169,-1.18127519236
ACH-000178,-0.48417508649400004
ACH-000182,-1.22596611734
ACH-000183,-0.834693787414
ACH-000188,-0.657094225785
ACH-000189,-1.055510835
ACH-000190,-0.954279550296
ACH-000198,-0.886336609325
ACH-000204,-1.16560786957
ACH-000206,-0.8447638799439999
ACH-000207,-0.926897923792
ACH-000211,-0.918916350561
ACH-000215,-0.9752709622
ACH-000221,-1.03460945075
ACH-000222,-1.11191634972
ACH-000223,-1.01496811173
ACH-000226,-0.38349532125600005
ACH-000227,-0.922031239707
ACH-000228,-0.577479396695
ACH-000231,-0.431600431122
ACH-000232,-1.14676555663
ACH-000233,-0.9842775589560001
ACH-000234,-0.80488661472
ACH-000235,-0.512229897604
ACH-000237,-0.430786952354
ACH-000238,-0.8501983229699999
ACH-000243,-0.6971199290800001
ACH-000244,-1.07339873236
ACH-000246,-0.9547655442569999
ACH-000248,-0.989806475142
ACH-000250,-0.45313116558600003
ACH-000251,-1.13909369264
ACH-000253,-0.677778632296
ACH-000255,-0.848839970464
ACH-000256,-0.784566790183
ACH-000257,-1.02905044689
ACH-000258,-0.528499927016
ACH-000259,-1.0178010290000001
ACH-000260,-0.632459983655
ACH-000261,-0.89012407839
ACH-000262,-0.8070932594140001
ACH-000263,-1.0720558109799998
ACH-000264,-0.8740157533
ACH-000265,-1.06802120632
ACH-000266,-0.458044951977
ACH-000272,-0.577534991243
ACH-000273,-0.727073618449
ACH-000274,-0.924692832279
ACH-000277,-1.3709788436500001
ACH-000278,-0.927783654835
ACH-000279,-0.78581933037
ACH-000280,-0.864486871953
ACH-000281,-0.925568197674
ACH-000288,-1.21673099934
ACH-000291,-0.969617444773
ACH-000293,-1.23994891256
ACH-000294,-0.278077292333
ACH-000295,-0.832492120596
ACH-000296,-1.03636698657
ACH-000302,-1.0581699974299998
ACH-000304,-1.42366206289
ACH-000307,-0.6338021331570001
ACH-000308,-1.0468957701700001
ACH-000310,-0.703920102987
ACH-000311,-1.07716672513
ACH-000312,-0.782446560247
ACH-000315,-0.522179477628
ACH-000316,-0.715521725112
ACH-000317,-0.929336871994
ACH-000318,-0.865539039953
ACH-000319,-1.06970355094
ACH-000320,-1.02804410675
ACH-000322,-1.1734342100200001
ACH-000323,-0.8121602622490001
ACH-000324,-0.43547102303900004
ACH-000329,-1.25438522795
ACH-000330,-1.02312525417
ACH-000331,-0.7728685287929999
ACH-000332,-0.5656249954720001
ACH-000334,-0.934647656779
ACH-000335,-1.04595433131
ACH-000336,-1.07132625005
ACH-000337,-0.6933105033020001
ACH-000339,-0.5851959767399999
ACH-000341,-0.710894054127
ACH-000348,-1.03461237589
ACH-000350,-0.811875915231
ACH-000352,-0.879317284983
ACH-000356,-0.917493389011
ACH-000361,-0.959018675992
ACH-000362,-0.767724811446
