,KMT2D (8085)
ACH-000296,-1.00495591177
ACH-000302,-0.62754882289
ACH-000304,-0.363337124004
ACH-000307,-0.631421743228
ACH-000308,-0.462706950162
ACH-000310,-0.352098065948
ACH-000311,-0.818958625806
ACH-000312,-0.4902097886899999
ACH-000315,-0.8562952293780001
ACH-000316,-0.785444343028
ACH-000317,-0.6835058626870001
ACH-000318,-0.686489099001
ACH-000319,-0.700029943434
ACH-000320,-0.7322923869329999
ACH-000322,-0.644314776408
ACH-000323,-0.023134081870400003
ACH-000324,-0.8330388606579999
ACH-000329,-0.37203106075900005
ACH-000330,-0.589369645164
ACH-000331,-0.9241703915809999
ACH-000332,-0.6667055935899999
ACH-000334,-0.044428719274
ACH-000335,-0.709480609304
ACH-000336,-0.0451479466629
ACH-000337,-0.744932382734
ACH-000339,-0.280581537586
ACH-000341,-0.267273096145
ACH-000348,-0.390283570509
ACH-000350,-0.209631721657
ACH-000352,-0.7482736882050001
ACH-000356,-0.855743178116
ACH-000361,-0.31376220242499997
ACH-000362,-0.582735235382
ACH-000363,-0.383221025048
ACH-000364,-0.33039816540600003
ACH-000365,-0.432082550133
ACH-000366,-0.319873486007
ACH-000368,-0.63558125436
ACH-000374,-0.7725657106839999
ACH-000375,-0.616948562438
ACH-000376,-0.11012989388800001
ACH-000381,-0.225817156133
ACH-000383,-0.5301694366399999
ACH-000387,-1.00390875614
ACH-000389,-0.470671895122
ACH-000390,-0.143096657073
ACH-000393,-0.515008951192
ACH-000395,-0.264578799429
ACH-000397,-0.6260550062820001
ACH-000401,-0.320725164691
ACH-000402,-0.595695194239
ACH-000403,-0.441916574349
ACH-000404,-0.1793587623
ACH-000406,-1.1748391588299998
ACH-000407,-0.509719780149
ACH-000408,0.05057393825400001
ACH-000410,-0.316005580267
ACH-000411,-1.1273234280600002
ACH-000414,-0.805678954545
ACH-000415,-0.679792067048
ACH-000416,-0.46375398481299995
ACH-000420,-0.542631510705
ACH-000421,-0.576217156089
ACH-000424,-0.682785189944
ACH-000425,-0.422313703858
ACH-000426,0.659496602031
ACH-000427,-1.30335952272
ACH-000433,-0.512382580235
ACH-000436,0.046138524245699995
ACH-000444,-0.40526223705200004
ACH-000445,-0.755603590502
ACH-000448,-0.621580318996
ACH-000450,-0.166129284361
ACH-000452,-0.78036779853
ACH-000454,-0.344350966266
ACH-000458,-0.150807095252
ACH-000459,-0.26536233318700003
ACH-000460,-0.7616128252150001
ACH-000461,-0.481101002835
ACH-000463,-0.048531902703800006
ACH-000464,-0.40167929318000006
ACH-000466,-1.01495650676
ACH-000467,-1.05476508416
ACH-000468,-0.685487887855
ACH-000469,-0.14180100668099999
ACH-000470,-0.7796136700399999
ACH-000471,-1.15633585322
ACH-000472,-0.299586465757
ACH-000473,-0.968241127436
ACH-000475,-0.655686463986
ACH-000476,-0.277832210922
ACH-000477,0.291031357532
ACH-000480,-1.08613408517
ACH-000481,-0.637467155743
ACH-000483,-1.2167088853299999
ACH-000484,-0.0027607613594299997
ACH-000485,-0.31296088515299997
ACH-000486,-0.719297109525
ACH-000487,-0.767051957358
ACH-000488,-0.529354977963
ACH-000490,-0.34833927581699997
ACH-000491,-0.09356149656860001
ACH-000495,-0.758449185321
ACH-000496,-0.28775369284
ACH-000499,-0.43476284558399997
ACH-000500,-0.193658302282
ACH-000502,-0.730606554053
ACH-000503,-0.415544228952
ACH-000505,-0.644618582156
ACH-000507,-0.295087940403
ACH-000510,-0.35918244517700004
ACH-000511,-0.48176528059900003
ACH-000512,-0.7975609062360001
ACH-000516,-0.163775994664
ACH-000517,-0.601991518048
ACH-000518,-0.5897139472999999
ACH-000520,-0.567783520627
ACH-000521,-0.191043341007
ACH-000522,-0.0161704943444
ACH-000524,-0.739883564226
ACH-000527,-0.8174026375910001
ACH-000528,-0.685939101289
ACH-000537,-0.5326111937319999
ACH-000541,-0.389204088129
ACH-000542,-0.41999966724200005
ACH-000544,-0.439797949399
ACH-000545,-0.672255916207
ACH-000547,-1.00422970328
ACH-000548,-0.455205949686
ACH-000549,-0.37026856196999997
ACH-000550,-0.332747928232
ACH-000552,-0.09058219796060002
ACH-000556,-0.35541604533699994
ACH-000557,-0.291823423202
ACH-000570,-0.0885294676835
ACH-000571,-0.465810929355
ACH-000573,-0.262206290349
ACH-000576,-0.441681803951
ACH-000580,-0.829449277244
ACH-000584,-0.459806920699
ACH-000585,0.0607649381919
ACH-000588,-0.798594649869
ACH-000589,-0.605581396219
ACH-000591,-0.334189244043
ACH-000593,-0.38286752503
ACH-000600,-0.565684540783
ACH-000601,-0.48384977195699996
ACH-000604,-0.791866958852
ACH-000605,-0.398972414206
ACH-000606,-0.67374025151
ACH-000608,-0.469950557826
ACH-000614,-0.80179151235
ACH-000616,-0.210130535085
ACH-000618,-0.683883122
ACH-000619,-0.309325071117
ACH-000620,-0.641200589381
ACH-000621,-0.5859659192409999
ACH-000622,-0.17737374273899997
ACH-000623,-0.5651273084089999
ACH-000624,-0.8683890602429999
ACH-000627,-0.455563685708
ACH-000630,-1.19711776859
ACH-000632,-0.645582995153
ACH-000633,-1.35027103
ACH-000637,-0.5353603512389999
ACH-000638,-0.412542147171
ACH-000646,-0.228521973045
ACH-000647,-0.488325738461
ACH-000648,-1.1550165204
ACH-000649,-0.497322487141
ACH-000651,-0.42214835504799997
ACH-000652,-0.199806790531
ACH-000653,-0.555784523167
ACH-000657,-0.69062707793
ACH-000658,-0.260360247861
ACH-000661,-0.355599078266
ACH-000662,-0.724802833145
ACH-000663,-0.724661123176
ACH-000665,-0.33957590641999996
ACH-000671,-0.158508085988
ACH-000673,-0.0360007558952
ACH-000676,-0.289853436858
ACH-000677,-0.602693865863
ACH-000681,-0.631922997268
ACH-000682,-0.7615342464399999
ACH-000683,-0.197425877713
ACH-000684,-0.6977727905300001
ACH-000688,0.279933203919
ACH-000693,-0.21910518209399998
ACH-000694,-0.27322116765099996
ACH-000695,-0.7099452384839999
ACH-000696,-0.253607751368
ACH-000697,-0.742079191831
ACH-000699,-0.318473917559
ACH-000701,-0.693998628417
ACH-000706,-0.337348502616
ACH-000711,-0.560643533893
ACH-000713,-0.207918408774
ACH-000714,-0.597229158622
ACH-000718,-0.45659108198
ACH-000720,-0.10729490174100001
ACH-000721,-0.30992892184799997
ACH-000724,-0.309036393335
ACH-000725,-1.54353868136
ACH-000732,-0.721411489385
ACH-000734,-0.349279075222
ACH-000735,-0.332375918171
ACH-000736,-0.23235608213599998
ACH-000738,-0.500754150894
ACH-000746,0.106935531064
ACH-000747,-0.4729161881600001
ACH-000748,-0.0820252044147
ACH-000753,-0.630733283976
ACH-000756,-0.7100235430769999
ACH-000757,-0.621802405937
ACH-000758,-0.514001363623
ACH-000760,-0.70725424925
ACH-000763,-0.41137917429799997
ACH-000764,-0.839979545899
ACH-000765,-0.239438108932
ACH-000766,-0.6740624075149999
ACH-000767,-0.7193518492990001
ACH-000768,-0.056166404935099994
ACH-000769,-0.0971576018185
ACH-000770,-0.521318948898
ACH-000771,-0.775845064008
ACH-000773,-0.175835257675
ACH-000776,-0.264797213062
ACH-000777,-0.19056793026399999
ACH-000778,0.0950166035331
ACH-000781,-0.48361848622299997
ACH-000782,-0.562331757278
ACH-000783,-1.0944009188400001
ACH-000784,-0.365006338787
ACH-000785,-0.8717189069769999
ACH-000787,-0.335361328795
ACH-000788,-0.570311735419
ACH-000791,-0.636075732975
ACH-000792,-0.337481291671
ACH-000794,-0.60189633171
ACH-000796,-0.571058093998
ACH-000799,-0.6814998762369999
ACH-000800,-0.526791639547
ACH-000802,-0.21270385912
ACH-000804,-0.149402471316
ACH-000805,-0.52700807265
ACH-000809,-0.358928234692
ACH-000810,0.0240285594695
ACH-000811,-0.7199118515690001
ACH-000817,0.311128278143
ACH-000819,-0.24625221873000003
ACH-000820,-0.24020188716999996
ACH-000821,-0.587829035529
ACH-000822,-0.24244133571600002
ACH-000823,-0.24525529283000003
ACH-000824,-0.223173318946
ACH-000827,0.11369854627800001
ACH-000829,-0.678868519597
ACH-000831,-0.403408293083
ACH-000832,-0.7581106321459999
ACH-000833,-0.284013765062
ACH-000834,-0.514163081906
ACH-000835,-0.45109748680399997
ACH-000836,0.0869182078615
ACH-000837,-0.178018820268
ACH-000838,-0.8843003673309999
ACH-000839,-0.412618917566
ACH-000840,-0.443375189687
ACH-000841,-0.712903258084
ACH-000843,-0.311505914517
ACH-000846,-0.535186725097
ACH-000847,-0.396374148377
ACH-000848,-1.0298403505
ACH-000849,-0.45183706715599997
ACH-000851,-0.777603749339
ACH-000855,-0.498833993633
ACH-000856,-0.516702123147
ACH-000858,-0.239098557084
ACH-000859,-0.195202100312
ACH-000861,-0.324572016153
ACH-000862,-0.138101126209
ACH-000865,-0.383948658032
ACH-000866,-0.487292129594
ACH-000867,-0.588502706465
ACH-000869,-0.5383383423260001
ACH-000872,-0.259465109629
ACH-000873,-0.5946592294699999
ACH-000876,-1.19597996856
ACH-000878,-0.397878813947
ACH-000880,-0.8585167720300001
ACH-000881,-0.151045447563
ACH-000882,-0.694356136594
ACH-000884,-0.43684979458499995
ACH-000885,-0.514465812076
ACH-000887,-0.655533673853
ACH-000888,0.0285303260594
ACH-000889,-1.0160896649700002
ACH-000890,-0.227041341619
ACH-000896,-0.915587757179
ACH-000898,-0.199548944053
ACH-000900,-0.6774174485410001
ACH-000901,-0.36087224121399997
ACH-000905,-0.21016477548300003
ACH-000906,-0.44865328521799996
ACH-000907,-0.605835914131
ACH-000910,-1.2511476269600001
ACH-000911,-0.412156054507
ACH-000912,-0.881340034469
ACH-000913,-0.350308241788
ACH-000915,-0.31406873020799997
ACH-000916,-0.590160065621
ACH-000917,-0.564824755158
ACH-000921,-0.461798045079
ACH-000924,-0.455236657636
ACH-000926,-0.781717985563
ACH-000928,-0.5166392345699999
ACH-000929,-0.7330205509000001
ACH-000932,-0.348173757814
ACH-000935,-0.245643444593
ACH-000936,-0.160085286238
ACH-000937,-0.776918147869
ACH-000938,-1.0144983675700001
ACH-000939,0.16099708235500002
ACH-000941,-0.556652799905
ACH-000943,-0.192273309158
ACH-000946,-0.488682763922
ACH-000947,-0.523684738197
ACH-000948,-0.867155060648
ACH-000950,-0.326447026262
ACH-000953,-0.610593071683
ACH-000957,0.0327970820425
ACH-000958,-0.408207767505
ACH-000960,-1.07000730339
ACH-000963,-0.7997216704510001
ACH-000968,-0.8506692959890001
ACH-000969,-0.32785296248
ACH-000973,-0.43906162986100006
ACH-000974,-0.496150976724
ACH-000975,-0.484266610696
ACH-000976,-0.446270931264
ACH-000978,-0.15024157588
ACH-000980,-0.556338295291
ACH-000984,-0.534685007422
ACH-000986,-0.374132987667
ACH-000988,-0.386906544327
ACH-000993,-1.16671622031
ACH-000994,-0.436766595818
ACH-000996,-0.47614123558300003
ACH-001001,-0.560856253505
ACH-001020,-0.5963563479199999
ACH-001028,-0.426572960158
ACH-001031,-1.13197299029
ACH-001038,-0.537637247699
ACH-001048,-0.20190618354400003
ACH-001050,-0.276320829097
ACH-001053,-1.08065568026
ACH-001054,-0.441978517532
ACH-001061,-0.246213674298
ACH-001067,0.098889638483
ACH-001075,-0.943016826158
ACH-001096,-0.409452567562
ACH-001128,0.834473348308
ACH-001134,-0.36128015088699994
ACH-001151,-0.465514308999
ACH-001163,-0.36198101224600004
ACH-001164,0.218973194091
ACH-001173,-0.488202045257
ACH-001183,-0.943297588945
ACH-001184,0.584631532617
ACH-001190,-0.592112680224
ACH-001192,0.0513246615532
ACH-001193,-0.715989070637
ACH-001196,-0.629063704371
ACH-001197,-0.791666677183
ACH-001205,-0.457734308679
ACH-001211,-0.19263948767
ACH-001212,-0.07841433472569999
ACH-001228,-0.984803680378
ACH-001232,-0.29393443105
ACH-001239,-0.259091058336
ACH-001274,-0.256350646813
ACH-001275,-0.322240034246
ACH-001277,-0.190928883925
ACH-001278,-0.08602679346619999
ACH-001280,-0.355702924567
ACH-001283,-0.0221258982246
ACH-001289,-0.488879962468
ACH-001295,-0.270466315095
ACH-001300,-0.9759288713490001
ACH-001301,-0.929959289581
ACH-001302,-0.386367064535
ACH-001303,-0.447518098131
ACH-001306,-0.31038141236600003
ACH-001318,-1.3210348438600001
ACH-001322,-0.192842921467
ACH-001328,-0.685911717438
ACH-001332,-0.696685905778
ACH-001333,-0.36917033735200006
ACH-001336,-0.560075392005
ACH-001340,-0.624731673282
ACH-001346,-0.364659443423
ACH-001353,-0.6710968936480001
ACH-001354,-0.263599848739
ACH-001367,-0.5706795872739999
ACH-001368,-0.7966011751530001
ACH-001374,-0.649211852211
ACH-001375,-0.155455965448
ACH-001377,-0.426511576823
ACH-001380,-0.507916023067
ACH-001391,-0.49973652325499995
ACH-001407,-0.26525663696999996
ACH-001408,-0.608500513326
ACH-001413,-0.554306677575
ACH-001430,-0.287578137585
ACH-001431,0.207044350819
ACH-001450,-1.0007581634799998
ACH-001496,-0.526214253815
ACH-001500,-0.5643095773669999
ACH-001521,-0.379684893853
ACH-001523,-1.01895553977
ACH-001532,-0.725276581102
ACH-001536,-0.437859466635
ACH-001550,0.00805128956622
ACH-001552,-0.265940293125
ACH-001554,-0.505395494601
ACH-001645,-0.509329685118
ACH-001654,-0.334858982249
ACH-001715,-0.64004479785
ACH-001735,-0.263578349672
ACH-001736,-0.9712926919820001
ACH-001737,-0.555616259582
ACH-001740,-0.388704168137
ACH-001745,-0.411441122795
ACH-001750,-0.261463508248
ACH-001765,-0.34352287887599997
ACH-001956,-0.320245672395
ACH-001957,-0.8297970765270001
