,AMACR (23600)
ACH-000004,0.11042209851700001
ACH-000007,0.24839817321
ACH-000009,0.18772810667800002
ACH-000011,0.0687898060306
ACH-000012,0.0304734000729
ACH-000013,0.177307391807
ACH-000014,0.0988733525551
ACH-000015,0.0284343323423
ACH-000017,0.050999738881699994
ACH-000018,0.114964733359
ACH-000019,0.274993978848
ACH-000021,0.20273787543400001
ACH-000022,-0.0333477453694
ACH-000025,0.176155525533
ACH-000028,0.156219105025
ACH-000030,0.147521334773
ACH-000035,0.06959735219760001
ACH-000036,-0.0578793598926
ACH-000037,0.0204009731292
ACH-000039,-0.102997998135
ACH-000040,-0.0406170786988
ACH-000041,-0.0207064127988
ACH-000042,0.0519791860888
ACH-000045,0.0884354720745
ACH-000047,0.0304932840224
ACH-000052,-0.18214128779
ACH-000053,0.0902970149728
ACH-000054,-0.0520432117459
ACH-000055,0.122023461044
ACH-000060,0.0397450855709
ACH-000067,-0.0288798145549
ACH-000070,0.12416183807299999
ACH-000075,-0.112442555402
ACH-000078,0.13369685945
ACH-000082,0.122314049806
ACH-000085,0.12295130947899999
ACH-000086,0.256163871205
ACH-000087,-0.139450389321
ACH-000092,-0.015196468130000002
ACH-000095,-0.024246865705200002
ACH-000097,0.004953373227890001
ACH-000098,0.167587765954
ACH-000099,0.206947906859
ACH-000108,-0.037075694490800004
ACH-000113,0.0632055227527
ACH-000115,0.148758417607
ACH-000116,-0.069105532907
ACH-000118,0.182060016658
ACH-000120,0.0286523710365
ACH-000123,0.127014062302
ACH-000127,-0.026104959391
ACH-000128,0.135939836454
ACH-000132,-0.0841115199777
ACH-000133,0.222184470412
ACH-000137,-0.127095298178
ACH-000138,0.240429658619
ACH-000142,0.12328789836
ACH-000143,0.0851685962965
ACH-000146,-0.10929015341199999
ACH-000148,0.0990443379407
ACH-000150,0.261623131317
ACH-000152,-0.0658726491125
ACH-000153,-0.0919363026784
ACH-000159,-0.0125497950939
ACH-000160,0.150596277235
ACH-000163,-0.0252375217533
ACH-000167,0.37757301890100003
ACH-000168,-0.21410158245900002
ACH-000169,0.13255255698899998
ACH-000178,0.1041761693
ACH-000182,0.0537587736396
ACH-000183,0.177107564254
ACH-000188,0.038274237530099994
ACH-000189,0.260665825964
ACH-000190,-0.060263996848599996
ACH-000198,0.139991976517
ACH-000204,0.17661101616900002
ACH-000206,-0.013460504898600002
