,CCPG1 (9236)
ACH-000004,-0.0366402065545
ACH-000007,0.0994882930648
ACH-000009,-0.0386007658357
ACH-000011,-0.0756025061681
ACH-000012,-0.0527811894074
ACH-000013,0.0913232357259
ACH-000014,0.0495774626994
ACH-000015,-0.017046585985299997
ACH-000017,0.04726287228
ACH-000018,-0.0664795537569
ACH-000019,0.130295472334
ACH-000021,0.136014256874
ACH-000022,-0.022167692119400003
ACH-000025,-0.0183199798739
ACH-000028,0.0843245213148
ACH-000030,-0.0129831819733
ACH-000035,-0.038873036537699995
ACH-000036,0.16034621205900002
ACH-000037,0.206089186108
ACH-000039,-0.0767197654174
ACH-000040,-0.0124441039881
ACH-000041,0.0270203379979
ACH-000042,0.05308622818369999
ACH-000045,0.08260209871
ACH-000047,0.0067195567138100005
ACH-000052,-0.17356662795400002
ACH-000053,-0.00354063228304
ACH-000054,-0.05280589430530001
ACH-000055,0.260365955375
ACH-000060,0.0402501544665
ACH-000067,-0.20119702817600002
ACH-000070,-0.0845453976187
ACH-000075,0.136376980551
ACH-000078,0.019446973271400003
ACH-000082,-0.196567284408
ACH-000085,-0.09605533830330001
ACH-000086,0.106043149822
ACH-000087,-0.0244964943953
ACH-000092,0.062923028018
ACH-000095,-0.00980262493048
ACH-000097,0.05379232071219999
ACH-000098,0.167448957776
ACH-000099,0.016574454958799997
ACH-000108,0.1303376851
ACH-000113,0.138297850925
ACH-000115,0.172462179318
ACH-000116,0.034271023820599995
ACH-000118,0.162747754263
ACH-000120,0.139748064246
ACH-000123,-0.12430490452299998
ACH-000127,-0.014879995610899999
ACH-000128,0.0492925046746
ACH-000132,0.039231790765999995
ACH-000133,0.101268927169
ACH-000137,-0.115218535912
ACH-000138,0.052287954926
ACH-000142,0.226533304136
ACH-000143,0.00163948485952
ACH-000146,-0.07480840875389999
ACH-000148,-0.028197836454099998
ACH-000150,0.0600258275067
ACH-000152,0.0025832881068299997
ACH-000153,-0.0331969579285
ACH-000159,0.118556890425
ACH-000160,-0.07777562299850001
ACH-000163,0.020082048558599998
ACH-000167,-0.208251881404
ACH-000168,-0.103265226908
ACH-000169,-0.0590234356152
ACH-000178,0.165714387691
ACH-000182,0.028275068758700003
ACH-000183,0.029991276751799998
ACH-000188,0.0234693649577
ACH-000189,0.07821243580460001
ACH-000190,0.171485267788
ACH-000198,-0.0295191764946
ACH-000204,-0.07392983154089999
ACH-000206,-0.066361700013
ACH-000207,0.19468590221
ACH-000211,0.147000388898
ACH-000215,0.038174972716000004
ACH-000221,-0.0015702864237399999
