,HIST1H2BJ (8970)
ACH-000004,-1.45722676379
ACH-000007,-1.31392559184
ACH-000009,-1.0495852510500001
ACH-000011,-1.55568794435
ACH-000012,-1.03885602923
ACH-000013,-1.1326000758299999
ACH-000014,-1.0620159932200002
ACH-000015,-1.07553562793
ACH-000017,-1.3499565178
ACH-000018,-1.1392412295799998
ACH-000019,-0.949988018612
ACH-000021,-1.24946070605
ACH-000022,-1.31479206714
ACH-000025,-1.15922978503
ACH-000028,-1.24717254911
ACH-000030,-1.35217760023
ACH-000035,-1.10081932888
ACH-000036,-1.15580936418
ACH-000037,-1.2732748365
ACH-000039,-1.10844969648
ACH-000040,-1.27355179884
ACH-000041,-1.26611338912
ACH-000042,-1.25158942638
ACH-000045,-1.34414903635
ACH-000047,-1.1873729582299999
ACH-000052,-1.00554114639
ACH-000053,-1.28055169284
ACH-000054,-1.04010386157
ACH-000055,-0.815143479449
ACH-000060,-0.988718985984
ACH-000067,-1.01707586731
ACH-000070,-1.21945911825
ACH-000075,-1.20547848081
ACH-000078,-1.33016092325
ACH-000082,-1.21893519825
ACH-000085,-1.25565231448
ACH-000086,-1.15084369507
ACH-000087,-0.865396188058
ACH-000092,-1.1857290523200001
ACH-000095,-1.5089403255899998
ACH-000097,-1.27822780925
ACH-000098,-1.24822668206
ACH-000099,-1.08187182467
ACH-000108,-1.39104478805
ACH-000113,-1.48748575398
ACH-000115,-1.8336996351599997
ACH-000116,-1.19835743582
ACH-000118,-1.3021530105299999
ACH-000120,-1.35493979079
ACH-000123,-1.24042335049
ACH-000127,-1.10727300167
ACH-000128,-1.01247371923
ACH-000132,-1.1387544049299998
ACH-000133,-1.19747927406
ACH-000137,-1.2974567321
ACH-000138,-1.30716498488
ACH-000142,-1.2829212069
ACH-000143,-1.1550308349299998
ACH-000146,-1.56504696479
ACH-000148,-1.10843105377
ACH-000150,-0.9534061381380001
ACH-000152,-1.23060150196
ACH-000153,-1.14865445015
ACH-000159,-1.14918606015
ACH-000160,-0.7635068869949999
ACH-000163,-0.967426450633
ACH-000167,-0.482441357403
ACH-000168,-1.53752676539
ACH-000169,-1.32417898204
ACH-000178,-1.24321357892
ACH-000182,-1.10667202645
ACH-000183,-1.2038853263200002
ACH-000188,-1.47183150634
ACH-000189,-0.963157847212
ACH-000190,-0.534496497107
ACH-000198,-1.39286675521
ACH-000204,-1.22946299473
ACH-000206,-1.97638599877
ACH-000207,-1.49674387856
ACH-000211,-1.08583537461
ACH-000215,-1.2693135562200002
ACH-000221,-1.0474499135100002
ACH-000222,-1.46407802166
ACH-000223,-1.36576521939
ACH-000226,-1.2895849046799999
ACH-000227,-1.3799563804799997
ACH-000228,-1.18081389847
ACH-000231,-1.20859200762
ACH-000232,-1.07727915027
ACH-000233,-1.68046199804
ACH-000234,-1.17178791576
ACH-000235,-1.22931103116
ACH-000237,-1.16711512903
ACH-000238,-1.1223561864
ACH-000243,-1.24978304234
ACH-000244,-0.9933538902299999
ACH-000246,-1.33420026801
ACH-000248,-1.17350571911
ACH-000250,-1.30759252899
ACH-000251,-1.48764034104
ACH-000253,-1.32132279918
ACH-000255,-1.0283964484399999
ACH-000256,-1.1101421114799999
ACH-000257,-0.996952115344
ACH-000258,-1.7296607918200002
ACH-000259,-1.3676718680200002
ACH-000260,-1.13056986827
ACH-000261,-1.23609297124
ACH-000262,-1.2601894806
ACH-000263,-1.56892387053
ACH-000264,-1.1641039207100001
ACH-000265,-1.25635168616
ACH-000266,-1.2394481082200002
ACH-000272,-1.25548656924
ACH-000273,-1.3712456708899998
ACH-000274,-1.19088356863
ACH-000277,-1.24774503348
ACH-000278,-1.2514585157
ACH-000279,-1.24618172766
ACH-000280,-1.21776364685
ACH-000281,-1.0303826915799998
ACH-000288,-1.18874736435
ACH-000291,-1.0873718292899999
ACH-000293,-0.875461416015
ACH-000294,-1.6335275718399997
ACH-000295,-1.40986792986
ACH-000296,-1.19550837309
ACH-000302,-0.952303379364
ACH-000304,-1.24521811182
ACH-000307,-1.17459778971
ACH-000308,-1.30019025184
ACH-000310,-1.49016899507
ACH-000311,-1.51270668891
ACH-000312,-1.21970529659
ACH-000315,-1.10267378918
ACH-000316,-1.4418550804199999
ACH-000317,-1.53893381748
ACH-000318,-1.18174176801
ACH-000319,-1.16654862536
ACH-000320,-1.49398310926
ACH-000322,-0.866731443638
ACH-000323,-1.16137047719
ACH-000324,-1.4913209580700002
ACH-000329,-1.13529051933
ACH-000330,-1.27387424103
ACH-000331,-1.08107037109
ACH-000332,-1.21956843419
ACH-000334,-1.0107351772600002
ACH-000335,-1.14446642552
ACH-000336,-1.1947190215799999
ACH-000337,-0.827681181064
ACH-000339,-1.1157296347499999
ACH-000341,-1.44113239233
ACH-000348,-1.06303353203
ACH-000350,-1.39732658873
ACH-000352,-1.11041436909
ACH-000356,-0.97667269514
ACH-000361,-1.29637831417
ACH-000362,-1.37051172317
ACH-000363,-1.1754421993000002
ACH-000364,-1.4426975635400001
ACH-000365,-1.04765700816
ACH-000366,-1.03703506479
ACH-000368,-1.1833830400399998
ACH-000374,-1.25562644717
ACH-000375,-0.8035727342710001
ACH-000376,-1.1483932752200001
ACH-000381,-1.08491705067
ACH-000383,-1.39718122769
ACH-000387,-1.53188721178
ACH-000389,-0.903457622301
ACH-000390,-1.3356490708
ACH-000393,-1.4497061015000001
ACH-000395,-1.0580761801799998
ACH-000397,-1.0270756505399998
ACH-000401,-1.29254620308
ACH-000402,-0.881559616859
ACH-000403,-1.4844963321200002
ACH-000404,-0.830110350748
ACH-000406,-1.46547377277
ACH-000407,-1.1917369478
ACH-000408,-1.02785135513
ACH-000410,-1.1585743203299999
ACH-000411,-1.07782492155
ACH-000414,-1.47629866368
ACH-000415,-1.220115165
ACH-000416,-1.06183875881
ACH-000420,-1.30462438819
ACH-000421,-0.979232295546
ACH-000424,-1.14618014551
