,PAX1 (5075)
ACH-000004,-0.36483913306500004
ACH-000007,0.042082861591
ACH-000009,0.161847224673
ACH-000011,0.05280914050030001
ACH-000012,0.0261202173854
ACH-000013,-0.12122007116900001
ACH-000014,0.15693516793
ACH-000015,0.0239917484223
ACH-000017,-0.09508424319879999
ACH-000018,-0.025909064963099998
ACH-000019,-0.054810302665099994
ACH-000021,0.16077041555500002
ACH-000022,-0.0449843113107
ACH-000025,-0.0015511946440599999
ACH-000028,-0.19170252794700002
ACH-000030,0.020703155707900003
ACH-000035,-0.053979694879
ACH-000036,-0.034394700742900006
ACH-000037,0.18678011275800002
ACH-000039,0.07510405601669999
ACH-000040,0.0323518338191
ACH-000041,0.340977435721
ACH-000042,-0.0369665684312
ACH-000045,0.0785336386978
ACH-000047,0.0066899097928
ACH-000052,-0.285172384899
ACH-000053,0.0380353387695
ACH-000054,0.00112812534504
ACH-000055,0.160048970691
ACH-000060,-0.141950172578
ACH-000067,0.0
ACH-000070,-0.160718408805
ACH-000075,-0.050252731375099995
ACH-000078,0.299518868411
ACH-000082,-0.0854103182574
ACH-000085,-0.25900466018199997
ACH-000086,0.10082209915200001
ACH-000087,-0.295224157319
ACH-000092,-0.00826256099249
ACH-000095,0.137215495971
ACH-000097,-0.18717010716600002
ACH-000098,0.0659080404714
ACH-000099,0.148643049946
ACH-000108,0.08253602102739999
ACH-000113,0.014697988900799997
ACH-000115,-0.155063722761
ACH-000116,-0.0163778496579
ACH-000118,-0.12494584416400001
ACH-000120,-0.0170575881606
ACH-000123,0.0335260713582
ACH-000127,0.059933214503300004
ACH-000128,-0.17840817028499997
ACH-000132,-0.0150034107296
ACH-000133,-0.0842408915904
ACH-000137,-0.13949398245300001
ACH-000138,0.0274818705575
ACH-000142,0.28009142419300004
ACH-000143,-0.316682485601
ACH-000146,-0.113103454635
ACH-000148,0.0366053078335
ACH-000150,-0.0283576789988
ACH-000152,0.030897121628
ACH-000153,-0.0901300264381
ACH-000159,-0.0015085107936099998
ACH-000160,-0.014024008946799999
ACH-000163,0.0390556106526
ACH-000167,-0.19951371894499997
ACH-000168,-0.0733590076056
ACH-000169,0.04583116389
ACH-000178,-0.06750432548469999
ACH-000182,-0.056343410937199995
ACH-000183,-0.09054301045610001
ACH-000188,0.10390144861400001
ACH-000189,-0.132671201504
ACH-000190,0.182892082974
ACH-000198,0.11583614702600001
ACH-000204,0.05061574995299999
ACH-000206,-0.148957374692
ACH-000207,-0.039392459364300005
ACH-000211,0.134728923147
ACH-000215,0.0034874672259999997
ACH-000221,0.0237052685838
ACH-000222,-0.0243902283616
ACH-000223,0.057395385982300005
ACH-000226,-0.04360773230269999
ACH-000227,-0.0768382253512
ACH-000228,0.239141267214
ACH-000231,-0.0935652984412
