,ATAD3B (83858)
ACH-000004,-0.00433742930262
ACH-000007,-0.38789819365999995
ACH-000009,-0.260783250585
ACH-000011,-0.321165999883
ACH-000012,-0.255976821972
ACH-000013,-0.16513094668199998
ACH-000014,-0.127265708903
ACH-000015,-0.0115034599876
ACH-000017,-0.059922494145099994
ACH-000018,-0.331025806315
ACH-000019,0.0390572662479
ACH-000021,-2.49720657506e-05
ACH-000022,-0.30576707303000006
ACH-000025,-0.321736027426
ACH-000028,-0.143477841702
ACH-000030,-0.128974718768
ACH-000035,-0.343334023033
ACH-000036,-0.300873525371
ACH-000037,-0.709781130044
ACH-000039,-0.137417322067
ACH-000040,-0.465847226571
ACH-000041,-0.112381402246
ACH-000042,-0.124446952422
ACH-000045,-0.295525744441
ACH-000047,-0.0958516811854
ACH-000052,-0.09637305758400001
ACH-000053,-0.198782024786
ACH-000054,-0.257292941516
ACH-000055,0.0193676205135
ACH-000060,-0.43816145444
ACH-000067,-0.200077345997
ACH-000070,-0.26771663232799997
ACH-000075,-0.46064233241
ACH-000078,-0.052009838048199995
ACH-000082,-0.135460014085
ACH-000085,-0.140839302679
ACH-000086,-0.0855371489607
ACH-000087,-0.145761990043
ACH-000092,-0.396547499318
ACH-000095,-0.17663734991799998
ACH-000097,-0.14841287310999998
ACH-000098,-0.261355217226
ACH-000099,-0.171295599236
ACH-000108,-0.16753461103700001
ACH-000113,-0.040250009692599995
ACH-000115,-0.47961330985699996
ACH-000116,-0.024589526310099998
ACH-000118,0.00320439959226
ACH-000120,-0.27627141285100004
ACH-000123,-0.11432602499399999
ACH-000127,-0.477589218339
ACH-000128,-0.12377083570900001
ACH-000132,-0.115344142183
ACH-000133,-0.213649751833
ACH-000137,-0.0830690529332
ACH-000138,-0.0158646358462
ACH-000142,-0.262795979523
ACH-000143,-0.328132892773
ACH-000146,-0.117485655029
ACH-000148,-0.333496922826
ACH-000150,-0.640359996171
ACH-000152,-0.20183745662500002
ACH-000153,-0.323915399629
ACH-000159,-0.193676384503
ACH-000160,-0.215297110181
ACH-000163,-0.25014038871399996
ACH-000167,-0.4700024953
ACH-000168,-0.10704731877
ACH-000169,-0.307619180939
ACH-000178,-0.200530018028
ACH-000182,-0.107105746751
ACH-000183,-0.332663721844
ACH-000188,-0.460000604467
ACH-000189,-0.20894876682
ACH-000190,-0.0798932486354
ACH-000198,-0.22546655152800002
ACH-000204,-0.275613160912
ACH-000206,-0.11518994400699999
ACH-000207,-0.473232293161
ACH-000211,-0.216855310839
ACH-000215,-0.37305574838100003
ACH-000221,-0.143405595572
ACH-000222,-0.160956359529
ACH-000223,-0.357001811425
ACH-000226,-0.412140511236
ACH-000227,-0.07249635116480001
ACH-000228,-0.0634205290625
ACH-000231,-0.272642312309
ACH-000232,-0.299008035868
ACH-000233,-0.255356841995
ACH-000234,-0.366839180399
ACH-000235,-0.16839277803
ACH-000237,-0.15623777272199998
ACH-000238,-0.120620090625
ACH-000243,-0.152611159477
ACH-000244,-0.24691312549000002
ACH-000246,-0.30764375452
ACH-000248,-0.0957660785823
ACH-000250,-0.20973744646099998
ACH-000251,-0.22175574116799998
ACH-000253,-0.157399128377
ACH-000255,-0.267843273869
ACH-000256,-0.215777243817
ACH-000257,-0.389264209132
ACH-000258,-0.128731824588
ACH-000259,-0.382411567145
ACH-000260,-0.270607705789
ACH-000261,-0.203267187817
ACH-000262,-0.39366055062399996
ACH-000263,-0.069352255659
ACH-000264,-0.22711300319699998
ACH-000265,-0.263849946823
ACH-000266,-0.0381111285515
ACH-000272,-0.255585659364
ACH-000273,-0.22269009618000002
ACH-000274,-0.235190446702
ACH-000277,-0.21530719102200002
ACH-000278,-0.329616133949
ACH-000279,-0.029749827343000003
ACH-000280,-0.0936481351459
ACH-000281,-0.0401218098062
ACH-000288,-0.456324808829
ACH-000291,-0.053530476947499996
ACH-000293,-0.325278757051
ACH-000294,-0.09651584218180001
ACH-000295,-0.27524459361
ACH-000296,-0.11895354201500001
ACH-000302,-0.28505989607
ACH-000304,-0.220937294073
ACH-000307,-0.184781524248
ACH-000308,-0.113820716724
ACH-000310,-0.173683149619
ACH-000311,-0.23201507780000002
ACH-000312,-0.10615669611600001
ACH-000315,-0.0104025411439
ACH-000316,-0.241547347341
ACH-000317,-0.370427492283
ACH-000318,-0.177897505
ACH-000319,-0.264183750989
ACH-000320,-0.186340768487
ACH-000322,-0.29396571149
ACH-000323,-0.246737681019
ACH-000324,-0.0723927762873
ACH-000329,-0.409834408152
ACH-000330,-0.19839705290600002
ACH-000331,-0.455073974438
ACH-000332,-0.298837088681
ACH-000334,-0.326622457766
ACH-000335,-0.663306252433
ACH-000336,-0.210693778268
ACH-000337,-0.245928179298
ACH-000339,-0.012664387881100001
ACH-000341,-0.37896299956999996
ACH-000348,-0.260919118474
ACH-000350,-0.157294192905
ACH-000352,-0.152740482058
ACH-000356,-0.0784550442385
ACH-000361,-0.0669707648472
ACH-000362,-0.115987025236
ACH-000363,-0.019704307946799997
ACH-000364,-0.30699330136799996
ACH-000365,-0.243233615724
ACH-000366,-0.37291653945000003
ACH-000368,-0.43839092782600003
ACH-000374,-0.374784823291
ACH-000375,-0.186341578008
ACH-000376,-0.613392706648
ACH-000381,-0.21369216342300001
ACH-000383,-0.234315075874
ACH-000387,0.133148298487
ACH-000389,-0.542235938178
ACH-000390,-0.15322119405600002
ACH-000393,-0.231209156957
ACH-000395,-0.07342465744639999
ACH-000397,-0.10051219985200001
ACH-000401,-0.46631606168000006
ACH-000402,-0.19896848195099998
ACH-000403,-0.187680025457
ACH-000404,-0.34619848909900003
ACH-000406,-0.12366716364600001
ACH-000407,-0.0744208808561
ACH-000408,-0.040003003476
ACH-000410,-0.100828466521
ACH-000411,-0.472236986953
ACH-000414,-0.181721120575
ACH-000415,-0.140573025634
ACH-000416,-0.0877886774461
ACH-000420,-0.385135597781
ACH-000421,-0.20901314984400002
ACH-000424,-0.19740982150800002
ACH-000425,-0.152351562317
ACH-000426,-0.32959589198600003
ACH-000427,-0.28533937814599997
ACH-000433,-0.312873868888
ACH-000436,-0.168633828073
ACH-000444,-0.0651659123939
ACH-000445,0.0611977549733
ACH-000448,-0.25456627399500004
ACH-000450,-0.033077834972700004
ACH-000452,-0.152726028707
ACH-000454,-0.567747038242
ACH-000458,-0.368099235881
ACH-000459,-0.0029930003366399997
ACH-000460,-0.239299167744
ACH-000461,-0.0877969579325
ACH-000463,-0.398207235457
ACH-000464,-0.22759298954100002
ACH-000466,-0.302248147081
ACH-000467,-0.273581470226
ACH-000468,-0.196287198833
ACH-000469,-0.38361615634199997
ACH-000470,-0.154435494355
ACH-000471,-0.237641024079
ACH-000472,-0.0581849700215
ACH-000473,-0.39805912661
ACH-000475,-0.430622472464
ACH-000476,-0.41004157687200005
ACH-000477,-0.273770685977
ACH-000480,-0.312875464157
ACH-000481,-0.09655826871239999
ACH-000483,-0.206535776503
ACH-000484,-0.36759644346000003
ACH-000485,-0.230459132176
ACH-000486,-0.08625034240589999
ACH-000487,-0.332384981011
ACH-000488,-0.24902570786800002
ACH-000490,-0.374003303335
ACH-000491,-0.163582693066
ACH-000495,-0.288261846075
ACH-000496,-0.419523198518
ACH-000499,-0.10611071330399999
ACH-000500,-0.587912673361
ACH-000502,-0.140531489445
ACH-000503,-0.215075806415
ACH-000505,-0.0703466546762
ACH-000507,-0.380501541314
ACH-000510,-0.29652070942
ACH-000511,-0.370067162615
ACH-000512,-0.093411850558
ACH-000516,-0.152168983206
ACH-000517,-0.257810558511
ACH-000518,-0.268924653183
ACH-000520,-0.436091722046
ACH-000521,-0.18330962947999999
ACH-000522,-0.45909419935199997
ACH-000524,-0.139851243279
ACH-000527,-0.11053460199000001
ACH-000528,-0.065693296859
ACH-000537,-0.266762049069
ACH-000541,-0.450674271689
ACH-000542,-0.230940457949
ACH-000544,-0.46173303711499997
ACH-000545,-0.112811852675
ACH-000547,-0.27236681566599996
ACH-000548,-0.259260413541
ACH-000549,-0.154727278884
ACH-000550,-0.634137796513
ACH-000552,-0.414159624152
ACH-000556,-0.160536835824
ACH-000557,0.06878193719169999
ACH-000570,-0.289785400794
ACH-000571,-0.342588008464
ACH-000573,-0.122385957478
ACH-000576,-0.282238774201
ACH-000580,-0.161164299845
ACH-000584,-0.0383495123959
ACH-000585,-0.158930334022
ACH-000588,-0.126876146207
ACH-000589,-0.317396344596
ACH-000591,-0.307590967104
ACH-000593,-0.278708214232
ACH-000600,-0.362232627242
ACH-000601,-0.34875804254299997
ACH-000604,-0.122419943049
ACH-000605,-0.12322999523900001
ACH-000606,-0.247882148476
ACH-000608,-0.145119469261
ACH-000614,-0.351886252121
ACH-000616,-0.19598129711800003
ACH-000618,-0.0841296435087
ACH-000619,-0.194445808328
ACH-000620,0.04768882441430001
ACH-000621,-0.1753740923
ACH-000622,-0.202582303456
ACH-000623,-0.28368419588000005
ACH-000624,-0.106471224506
ACH-000627,-0.227070022209
ACH-000630,-0.324742854049
ACH-000632,-0.306088600776
ACH-000633,-0.10008791196399999
ACH-000637,-0.342438025775
ACH-000638,-0.07379224574089999
ACH-000646,-0.259070280242
ACH-000647,-0.119612324876
ACH-000648,-0.371266615022
ACH-000649,-0.341991469401
ACH-000651,-0.22008771272799998
ACH-000652,-0.0787840026985
ACH-000653,-0.269803678087
ACH-000657,-0.18332310371
ACH-000658,-0.10778083726500001
ACH-000661,-0.164955207289
ACH-000662,-0.36235622825400005
ACH-000663,-0.025482394689099998
ACH-000665,-0.0106615013781
ACH-000671,-0.10096202837000001
ACH-000673,-0.242085512891
ACH-000676,-0.17083791938200002
ACH-000677,-0.34287740553
ACH-000681,-0.329931819837
ACH-000682,-0.163923645529
ACH-000683,-0.17990656077599998
ACH-000684,-0.36777826519
ACH-000688,-0.129983588718
ACH-000693,-0.25543618987399996
ACH-000694,-0.09027208123189999
ACH-000695,-0.116653941117
ACH-000696,-0.503519464738
ACH-000697,-0.162854003376
ACH-000699,-0.262434914807
ACH-000701,-0.292126149344
ACH-000706,-0.285203715628
ACH-000711,-0.30200180144
ACH-000713,-0.264135725434
ACH-000714,-0.134453342945
ACH-000718,-0.09246355716320001
ACH-000720,-0.338990385103
ACH-000721,-0.166500136734
ACH-000724,-0.477069801066
ACH-000725,-0.119756166664
ACH-000732,-0.305646349115
ACH-000734,-0.21287449065699998
ACH-000735,-0.181126998836
ACH-000736,-0.22902956589600001
ACH-000738,-0.09002630801660001
ACH-000746,-0.058957049363199995
ACH-000747,-0.35797309824600004
ACH-000748,-0.324060142439
ACH-000753,-0.109405495401
ACH-000756,-0.211829834709
ACH-000757,0.0420009837295
ACH-000758,-0.48967780633599994
ACH-000760,-0.253649790994
ACH-000763,-0.172200775719
ACH-000764,-0.176262576972
ACH-000765,-0.27349230065200003
ACH-000766,-0.311171149202
ACH-000767,0.0639343203053
ACH-000768,-0.004376052120659999
ACH-000769,-0.150842008615
ACH-000770,-0.0692150468964
ACH-000771,-0.237364774144
ACH-000773,-0.21627339501200002
ACH-000776,-0.382909939247
ACH-000777,-0.203818755214
ACH-000778,-0.171837423339
ACH-000781,-0.220965108301
ACH-000782,-0.382325270168
ACH-000783,-0.35337328488799996
ACH-000784,-0.312419485594
ACH-000785,-0.209577171771
ACH-000787,-0.29803025131
ACH-000788,-0.39013637047
ACH-000791,-0.0011126723851199998
ACH-000792,-0.42048343812399996
ACH-000794,-0.36255552208
