,FANCL (55120)
ACH-000004,-0.13858747035
ACH-000007,-0.285717814749
ACH-000009,-0.19056015781
ACH-000011,-0.26451911266
ACH-000012,-0.260854526114
ACH-000013,-0.163095043702
ACH-000014,-0.15429679916300001
ACH-000015,0.0110582311709
ACH-000017,-0.17868745749899997
ACH-000018,-0.22511075894299998
ACH-000019,-0.45256298498099995
ACH-000021,-0.296969709307
ACH-000022,-0.170535857379
ACH-000025,-0.358682337222
ACH-000028,-0.37105760914700003
ACH-000030,-0.23162865737100002
ACH-000035,-0.447357501014
ACH-000036,-0.23410982851
ACH-000037,-0.380562714076
ACH-000039,-0.0762893203597
ACH-000040,-0.24364604980500001
ACH-000041,-0.00148665929015
ACH-000042,-0.11248779131799999
ACH-000045,-0.6008837724880001
ACH-000047,-0.203245057208
ACH-000052,-0.38327374384900004
ACH-000053,-0.042144158544
ACH-000054,-0.31036187492899997
ACH-000055,-0.297446273217
ACH-000060,-0.112902776445
ACH-000067,-0.310377503934
ACH-000070,-0.258191238976
ACH-000075,-0.246413939435
ACH-000078,-0.141541043324
ACH-000082,-0.36154970521700003
ACH-000085,-0.0830228052828
ACH-000086,-0.11602306657099999
ACH-000087,-0.521438552838
ACH-000092,-0.256144243191
ACH-000095,-0.32490384447099996
ACH-000097,-0.150088032065
ACH-000098,-0.088591571041
ACH-000099,-0.440231167764
ACH-000108,-0.026275079402400005
ACH-000113,-0.573934755401
ACH-000115,-0.104871002276
ACH-000116,-0.24098547864
ACH-000118,-0.592722108768
ACH-000120,-0.3510331303
ACH-000123,-0.228682180901
ACH-000127,-0.367996229218
ACH-000128,-0.151758944744
ACH-000132,-0.8016658248999999
ACH-000133,-0.8617936425399999
ACH-000137,-0.116275798949
ACH-000138,-0.0448628270239
ACH-000142,-0.31197940108800004
ACH-000143,-0.35306928671
ACH-000146,-0.16585453955
ACH-000148,-0.42442824834
ACH-000150,-0.205457213585
ACH-000152,-0.68745733413
ACH-000153,-0.331731609781
ACH-000159,-0.08392028413939999
ACH-000160,-0.191436822659
ACH-000163,-0.131656164542
ACH-000167,-0.5611709046
ACH-000168,-0.86512498244
ACH-000169,-0.0494185078423
ACH-000178,-0.09591122826310002
ACH-000182,-0.138878932575
ACH-000183,-0.0767662945373
ACH-000188,-0.41411010798299996
ACH-000189,-0.461872606053
ACH-000190,-0.115313455459
ACH-000198,-0.44001942919
ACH-000204,0.0115680816685
ACH-000206,-0.48781618823600004
ACH-000207,-0.07545563749669999
ACH-000211,-0.318972839498
ACH-000215,-0.242621617773
ACH-000221,-0.0416008392326
ACH-000222,-0.157764291374
ACH-000223,-0.286204276526
ACH-000226,-0.335318733326
ACH-000227,-0.27325444416
ACH-000228,-0.32577928286200003
ACH-000231,-0.356918893912
ACH-000232,-0.232498501189
ACH-000233,-0.43928516689099995
ACH-000234,-0.115367198634
ACH-000235,-0.0951011957641
ACH-000237,-0.296272551359
ACH-000238,-0.29362123750700003
ACH-000243,-0.24832555942200002
ACH-000244,-0.439617464373
ACH-000246,-0.22344679217900001
ACH-000248,-0.0418677688232
ACH-000250,0.023469127970500003
ACH-000251,-0.0271350732418
ACH-000253,-0.0171006952938
ACH-000255,-0.399160465488
ACH-000256,-0.0697631670071
ACH-000257,-0.160801042961
ACH-000258,-0.32060272004
ACH-000259,-0.18814828319899998
ACH-000260,-0.0540547578652
ACH-000261,-0.47227080104999997
ACH-000262,-0.18772963926300001
ACH-000263,-0.006765524842279999
ACH-000264,-0.342674068517
ACH-000265,-0.190442486646
ACH-000266,-0.376022270837
ACH-000272,-0.319728932023
ACH-000273,-0.22747480861900002
ACH-000274,-0.233594643426
ACH-000277,-0.35348232610200003
ACH-000278,-0.526953670821
ACH-000279,-0.13586087617999998
ACH-000280,-0.09714250799429999
ACH-000281,-0.124375166174
ACH-000288,-0.306677289761
ACH-000291,-0.09316359379809999
ACH-000293,-0.392656814379
ACH-000294,-0.301366242851
ACH-000295,-0.20993401693
ACH-000296,-0.142475819811
ACH-000302,-0.0906252774167
ACH-000304,-0.331393548439
ACH-000307,-0.158047903316
ACH-000308,-0.290155829443
ACH-000310,-0.0202125760063
ACH-000311,-0.299242140075
ACH-000312,0.039098815764599996
ACH-000315,-0.19804204999699998
ACH-000316,-0.221912630836
ACH-000317,-0.397585289869
ACH-000318,-0.0619955824539
ACH-000319,-0.222563069815
ACH-000320,-0.043775662960900005
ACH-000322,-0.202749475122
ACH-000323,-0.522713195302
ACH-000324,-0.120369764817
ACH-000329,-0.101924589945
ACH-000330,-0.07675837981589999
ACH-000331,-0.0768703723586
ACH-000332,-0.094569942958
ACH-000334,-0.133178433135
ACH-000335,-0.317128598514
ACH-000336,-0.903284491508
ACH-000337,0.07389363447760001
ACH-000339,-0.304860357415
ACH-000341,-0.6904421661300001
ACH-000348,-0.45028741702200004
ACH-000350,-0.119248663406
ACH-000352,-0.10688272617999998
ACH-000356,-0.26461820889800003
ACH-000361,-0.25311173698899997
ACH-000362,-0.868916452401
ACH-000363,-0.135020811091
ACH-000364,-0.597958513724
ACH-000365,-0.5549810545
ACH-000366,-0.0605793444082
ACH-000368,-0.155812773059
ACH-000374,-0.407505243342
ACH-000375,-0.515821976422
ACH-000376,-0.176329966624
ACH-000381,-0.302480831755
ACH-000383,-0.094579599563
ACH-000387,-0.279635217321
ACH-000389,-0.19771272872499998
ACH-000390,-0.17213049510499998
ACH-000393,-0.488912549357
ACH-000395,0.04268420006580001
ACH-000397,-0.277729849457
ACH-000401,-0.20424556019200002
ACH-000402,0.058720035205800006
ACH-000403,-0.09647628844219999
ACH-000404,-0.258015505799
ACH-000406,-0.385842317199
ACH-000407,-0.242043881503
ACH-000408,-0.572631141975
ACH-000410,-0.638171617004
ACH-000411,-0.0726281802739
ACH-000414,-0.07343652570880001
ACH-000415,-0.33664078002
ACH-000416,-0.208178162742
ACH-000420,-0.105930257232
ACH-000421,-0.247168825507
ACH-000424,-0.197952236519
ACH-000425,-0.385337911659
ACH-000426,-0.338167155236
ACH-000427,-0.21699360664
ACH-000433,-0.153300826758
ACH-000436,-0.043421398564
ACH-000444,-0.604451280774
ACH-000445,-0.150013571128
ACH-000448,-0.5041361958330001
ACH-000450,-0.222728363554
ACH-000452,-0.284242198806
ACH-000454,-0.205754967233
ACH-000458,-0.230719615021
ACH-000459,-0.536884683993
ACH-000460,-0.184034612077
ACH-000461,-0.134751971423
ACH-000463,-0.100816942614
ACH-000464,-0.131587158891
ACH-000466,-0.319682558647
ACH-000467,-0.145633533749
ACH-000468,-0.42023665666999993
ACH-000469,-0.249593826644
ACH-000470,-0.07658787510139999
ACH-000471,-0.17546107385499998
ACH-000472,-0.34821376615599997
ACH-000473,-0.44402303763499995
ACH-000475,-0.103030504934
ACH-000476,-0.135787847909
ACH-000477,-0.27951556618900003
ACH-000480,-0.08708015967539999
ACH-000481,-0.123181854112
ACH-000483,-0.360874777237
ACH-000484,-0.458477929626
ACH-000485,-0.142079003533
ACH-000486,-0.307537472667
ACH-000487,0.0825862483312
ACH-000488,-0.06045910137590001
ACH-000490,0.0597008267579
ACH-000491,0.212539296442
ACH-000495,-0.8140985842149999
ACH-000496,-0.14883460181299998
ACH-000499,-0.12296039343399999
ACH-000500,-0.247710774505
ACH-000502,-0.168671867371
ACH-000503,-0.297374068758
ACH-000505,-0.340862535613
ACH-000507,-0.5283711703739999
ACH-000510,-0.198059504161
ACH-000511,-0.39056145381499996
ACH-000512,-0.552251746801
ACH-000516,-0.5138283173279999
ACH-000517,-0.221047070932
ACH-000518,-0.11042154887399999
ACH-000520,-0.255739789856
ACH-000521,-0.452162830531
ACH-000522,-0.292014776296
ACH-000524,-0.123826009731
ACH-000527,-0.0678245655171
ACH-000528,-0.586042337191
ACH-000537,-0.205721143933
ACH-000541,-0.13627401122500002
ACH-000542,-0.512270859988
ACH-000544,-0.40392245737800003
ACH-000545,-0.23054427459899998
ACH-000547,-0.557450514094
ACH-000548,-0.50855950501
ACH-000549,-0.200402245282
ACH-000550,-0.264751370388
ACH-000552,-0.0705668767039
ACH-000556,-0.09618532550660001
ACH-000557,-0.130753601664
ACH-000570,-0.125511127862
ACH-000571,-0.175075052029
ACH-000573,-0.477694488315
ACH-000576,-0.0253223987558
ACH-000580,-0.319203289587
ACH-000584,-0.977469487111
ACH-000585,-0.39585305207599997
ACH-000588,-0.323148131139
ACH-000589,-0.235299391162
ACH-000591,0.0286866744995
ACH-000593,-0.11427467955800001
ACH-000600,-0.129703230172
