,NELFE (7936)
ACH-000580,-1.06431438099
ACH-000584,-0.913790303901
ACH-000585,-0.5343594618249999
ACH-000588,-0.396453885352
ACH-000589,-0.773768364617
ACH-000591,-0.961835319733
ACH-000593,-0.486650742206
ACH-000600,-0.6994668471400001
ACH-000601,-0.564457971345
ACH-000604,-0.34536273665899997
ACH-000605,-0.453569967315
ACH-000606,-0.750028511154
ACH-000608,-0.8159435274169999
ACH-000614,-0.5684357396190001
ACH-000616,-0.667407866746
ACH-000618,-0.559646709709
ACH-000619,-0.569391131149
ACH-000620,-0.552368910056
ACH-000621,-0.56892403199
ACH-000622,-0.8456131849699999
ACH-000623,-0.8254871493870001
ACH-000624,-0.458491261865
ACH-000627,-0.157181074177
ACH-000630,-0.631547368354
ACH-000632,-0.579141110999
ACH-000633,-0.574592239702
ACH-000637,-0.724706142806
ACH-000638,-0.394139179982
ACH-000646,-0.777968853353
ACH-000647,-0.623287432151
ACH-000648,-0.48340865997500004
ACH-000649,-0.517147838974
ACH-000651,-0.560958588503
ACH-000652,-0.6393628318169999
ACH-000653,-0.7938913766719999
ACH-000657,-0.6123978896769999
ACH-000658,-0.740568144959
ACH-000661,-0.7802857079559999
ACH-000662,-0.7720658973710001
ACH-000663,-0.606654678701
ACH-000665,-0.8035156759219999
ACH-000671,-0.61475603774
ACH-000673,-0.6897726944499999
ACH-000676,-0.460406667325
ACH-000677,-0.427812067257
ACH-000681,-0.630890846175
ACH-000682,-0.46562141579099997
ACH-000683,-0.637731193091
ACH-000684,-0.908986093336
ACH-000688,-0.6713447385369999
ACH-000693,-0.535173073237
ACH-000694,-0.5063632242930001
ACH-000695,-0.7782195438680001
ACH-000696,-0.580607919892
ACH-000697,-0.49202915713600004
ACH-000699,-0.668059656614
ACH-000701,-0.669600434055
ACH-000706,-0.738897948799
ACH-000711,-0.638123209062
ACH-000713,-0.45464452751199996
ACH-000714,-0.949626277757
ACH-000718,-0.59769064523
ACH-000720,-0.675132994469
ACH-000721,-0.552745366086
ACH-000724,-0.36338014494099996
ACH-000725,-0.7426020778650001
ACH-000732,-0.6713783466359999
ACH-000734,-0.5365976058290001
ACH-000735,-0.574024085347
ACH-000736,-0.626892410299
ACH-000738,-0.532303611742
ACH-000746,-0.12883831288
ACH-000747,-0.8044929722930001
ACH-000748,-0.656892408593
ACH-000753,-0.551755905002
ACH-000756,-0.43043577208899997
ACH-000757,-0.471788949437
ACH-000758,-0.311581423094
ACH-000760,-0.546975476717
ACH-000763,-0.761069649551
ACH-000764,-0.470023770443
ACH-000765,-0.6932871993719999
ACH-000766,-0.34636152626199995
ACH-000767,-0.586832776821
ACH-000768,-0.6800939855399999
ACH-000769,-0.646451089361
ACH-000770,-0.670744075021
ACH-000771,-0.82672578848
ACH-000773,-0.47654622904700006
ACH-000776,-0.39920322506800004
ACH-000777,-0.411203640081
ACH-000778,-0.61032237406
ACH-000781,-0.579657030936
ACH-000782,-0.692699878027
ACH-000783,-0.581399104539
ACH-000784,-0.606450289395
ACH-000785,-0.689377269263
ACH-000787,-0.478760189904
ACH-000788,-0.745471443607
ACH-000791,-0.598407998831
ACH-000792,-0.576869831971
ACH-000794,-0.6170186163870001
ACH-000796,-0.586651190065
ACH-000799,-1.05333447689
ACH-000800,-0.721776684367
ACH-000802,-0.44014494442
ACH-000804,-0.799553262051
ACH-000805,-0.613968930833
ACH-000809,-0.433858682867
ACH-000810,-0.858800490804
ACH-000811,-0.457694062055
ACH-000817,-0.634628240963
ACH-000819,-0.661713967191
ACH-000820,-0.285099820991
ACH-000821,-0.615581405795
ACH-000822,-0.832736268918
ACH-000823,-0.491142833058
ACH-000824,-0.475710509394
ACH-000827,-0.726264651373
ACH-000829,-0.636515826945
ACH-000831,-0.544251709934
ACH-000832,-0.731929103637
ACH-000833,-0.538661000281
ACH-000834,-0.617515274175
ACH-000835,-0.416041956156
ACH-000836,-0.212804158657
ACH-000837,-0.590532855868
ACH-000838,-0.8177136716500001
ACH-000839,-0.584830348601
ACH-000840,-0.728235712161
ACH-000841,-0.44291158618999993
ACH-000843,-0.686953316135
ACH-000846,-0.8574399771279999
ACH-000847,-0.44829310092200003
ACH-000848,-0.6840837963609999
ACH-000849,-0.614910783485
ACH-000851,-0.788097519338
ACH-000855,-0.354316519248
ACH-000856,-0.582294630947
ACH-000858,-0.572546363635
ACH-000859,-0.538855520589
ACH-000861,-0.479180213294
ACH-000862,-0.516389686167
ACH-000865,-0.438655254103
ACH-000866,-0.7591447200270001
ACH-000867,-0.46409237626999994
ACH-000869,-0.66059228373
ACH-000872,-0.5971725021190001
ACH-000873,-0.653014996725
ACH-000876,-0.750600878811
ACH-000878,-0.106417546856
ACH-000880,-0.751909723343
ACH-000881,-0.772839547476
ACH-000882,-0.487984159392
ACH-000884,-0.623270050088
ACH-000885,-0.58259248025
ACH-000887,-0.586386456555
ACH-000888,-0.692241095495
ACH-000889,-0.5926697644169999
ACH-000890,-0.634795439421
ACH-000896,-0.317214991234
ACH-000898,-0.636402870609
ACH-000900,-0.512426213793
ACH-000901,-0.636008994979
ACH-000905,-0.550122410651
ACH-000906,-0.556446454364
ACH-000907,-0.582059242757
ACH-000910,-0.6038200597110001
ACH-000911,-0.550549310992
ACH-000912,-0.741454809006
ACH-000913,-0.497579167704
ACH-000915,-0.623257238113
ACH-000916,0.103553934594
ACH-000917,-0.46132619006700004
ACH-000921,-0.602955547802
ACH-000924,-0.337233316133
ACH-000926,-0.51047102401
ACH-000928,-0.715524522681
ACH-000929,-0.470032738282
ACH-000932,-0.390211831554
ACH-000935,-0.615102804283
ACH-000936,-0.789057499104
ACH-000937,-0.831336084387
ACH-000938,-0.613656458372
ACH-000939,-0.539243754793
ACH-000941,-0.549964367967
ACH-000943,-0.476374184188
ACH-000946,-0.5908893899000001
ACH-000947,-0.593779513982
ACH-000948,-0.5163062474710001
ACH-000950,-0.734711894341
ACH-000953,-0.71649858662
ACH-000957,-0.7468936813249999
ACH-000958,-0.799866463777
ACH-000960,-0.683253129428
ACH-000963,-0.463602986589
ACH-000968,-0.574157181616
ACH-000969,-0.600126636775
ACH-000973,-0.556791847852
ACH-000974,-0.6201614637990001
ACH-000975,-0.6513159019899999
ACH-000976,-0.7225886224070001
ACH-000978,-0.723885533629
ACH-000980,-0.636994476233
ACH-000984,-0.951933967086
ACH-000986,-0.5956662851569999
ACH-000988,-0.888366764792
ACH-000993,-0.372053338507
ACH-000994,-1.0725522701899999
ACH-000996,-0.8763251520569999
ACH-001001,-0.725180848812
ACH-001020,-0.21554094504299998
ACH-001028,-0.37752600676299997
ACH-001031,-0.616274830766
ACH-001038,-0.61671443834
ACH-001048,-0.6750779222200001
ACH-001050,-0.455733079621
ACH-001053,-0.576653849679
ACH-001054,-0.513195146676
ACH-001061,-0.710410974182
ACH-001067,-0.401822025885
ACH-001075,-0.701081831331
ACH-001096,-0.653766747816
ACH-001128,0.189574490239
ACH-001134,-0.734385199555
ACH-001151,-0.783243013055
ACH-001163,-0.536587001247
ACH-001164,-0.676325761033
ACH-001173,-0.570537253417
ACH-001183,-0.814130877242
ACH-001184,-0.6727016687899999
ACH-001190,-0.789455887291
ACH-001192,-0.948436203857
ACH-001193,-0.276510917214
ACH-001196,-0.911441084387
ACH-001197,-0.683666619101
ACH-001205,-0.611723596321
ACH-001211,-0.539661247233
ACH-001212,-0.640798318271
ACH-001228,-0.5750063480740001
ACH-001232,-0.6133600173120001
ACH-001239,-0.700826675875
ACH-001274,-0.33101133546
ACH-001275,-0.8120006751800001
ACH-001277,-0.920984960324
ACH-001278,-0.675068437824
ACH-001280,-0.945540933461
ACH-001283,-0.9017069997930001
ACH-001289,-0.952069897162
ACH-001295,-0.543697277915
ACH-001300,-0.651839114357
ACH-001301,-0.23526782729200002
ACH-001302,-0.476105197018
ACH-001303,-0.739954208115
ACH-001306,-0.38923336751599996
ACH-001318,-0.538732974247
ACH-001322,-0.540483966659
ACH-001328,-0.623838831978
ACH-001332,-0.574666827263
ACH-001333,-0.892063941356
ACH-001336,-0.290274078499
ACH-001340,-0.7519254836310001
ACH-001346,-0.599577765436
ACH-001353,-0.48840523216399995
ACH-001354,-0.46878576372
ACH-001367,-0.310409121327
ACH-001368,-0.7070211292890001
ACH-001374,-0.806223454446
ACH-001375,-0.568366314904
ACH-001377,-0.657457383155
ACH-001380,-0.479026369274
ACH-001391,-0.519254682104
ACH-001407,-0.335231561005
ACH-001408,-0.6861926764920001
ACH-001413,-0.43821423189400005
ACH-001430,-0.874691890465
ACH-001431,-0.637721691967
ACH-001450,-0.8426492490240001
ACH-001496,-0.39926577691799997
ACH-001500,-0.43472528374200003
ACH-001521,-0.6008667395080001
ACH-001523,-0.5585570771980001
ACH-001532,-0.544622522293
ACH-001536,-0.513724987523
ACH-001550,-0.23146451415199998
ACH-001552,-0.878925589156
ACH-001554,-0.587714946028
ACH-001645,-0.562757605398
ACH-001654,-0.662418481977
ACH-001715,-0.529124066008
ACH-001735,-0.705275399809
ACH-001736,-0.745680677672
ACH-001737,-0.19716366123100001
ACH-001740,-0.74892306995
ACH-001745,-0.487746178577
ACH-001750,-0.800021288669
ACH-001765,-0.751314628082
ACH-001956,-0.818446890256
ACH-001957,-0.615942276167
