,MBD5 (55777)
ACH-000004,0.184710705971
ACH-000007,0.179890052277
ACH-000009,-0.027749163498
ACH-000011,-0.00799495026467
ACH-000012,0.0461795272518
ACH-000013,0.0399497043382
ACH-000014,0.20759886731899999
ACH-000015,0.12265803847300001
ACH-000017,0.148170731935
ACH-000018,0.32183050979
ACH-000019,0.25848782786200003
ACH-000021,0.14603089693600002
ACH-000022,0.0831348641037
ACH-000025,0.267383832019
ACH-000028,0.0280199329148
ACH-000030,0.05940084295630001
ACH-000035,-0.0101061052755
ACH-000036,0.27317686049
ACH-000037,0.352969384384
ACH-000039,0.178379195982
ACH-000040,0.281704221827
ACH-000041,0.0974282829437
ACH-000042,0.203556931054
ACH-000045,0.0111146166807
ACH-000047,-0.0282628405412
ACH-000052,0.0722244857935
ACH-000053,-0.022125096847299998
ACH-000054,0.134054212444
ACH-000055,0.156662095611
ACH-000060,0.129666097802
ACH-000067,0.0626537673525
ACH-000070,0.0737145847853
ACH-000075,0.345276129227
ACH-000078,0.136127990461
ACH-000082,0.194179453315
ACH-000085,0.398652267002
ACH-000086,0.22886576692699998
ACH-000087,0.17207677208799999
ACH-000092,0.0682932645664
ACH-000095,0.0409786118339
ACH-000097,0.155970785166
ACH-000098,0.054366127089300005
ACH-000099,0.031192010729299998
ACH-000108,0.07546138405389999
ACH-000113,0.0394016771371
ACH-000115,-0.0029084110397
ACH-000116,0.189172693691
ACH-000118,0.10612721537799999
ACH-000120,0.0684946218394
ACH-000123,0.133998652184
ACH-000127,0.06641579089119999
ACH-000128,0.222478797557
ACH-000132,0.029673546071599995
ACH-000133,0.0606641753656
ACH-000137,0.10974486676100001
ACH-000138,0.23727491943700002
ACH-000142,0.179180200148
ACH-000143,0.12394226333200001
ACH-000146,0.110919678831
ACH-000148,0.125873740702
ACH-000150,0.18008040858600002
ACH-000152,-0.0970142947271
ACH-000153,0.277627696169
ACH-000159,0.119348477883
ACH-000160,0.1836182193
ACH-000163,-0.0228940970254
ACH-000167,0.377304142756
ACH-000168,0.265549642132
ACH-000169,0.182260748424
ACH-000178,0.147439927965
ACH-000182,0.0283447434549
ACH-000183,0.0659598719888
ACH-000188,0.131491594139
ACH-000189,0.270742360886
ACH-000190,0.35965014044200005
ACH-000198,0.0035774843993600005
ACH-000204,0.127234777547
ACH-000206,0.11833864991800001
ACH-000207,0.186662124082
ACH-000211,0.0719000414536
ACH-000215,0.0822279618042
ACH-000221,0.100262644362
ACH-000222,0.0839119292688
ACH-000223,-0.0211805993977
ACH-000226,0.0818883114559
ACH-000227,-0.0299746990072
ACH-000228,0.00672751509891
ACH-000231,0.15798246081700001
ACH-000232,0.0646780317404
ACH-000233,0.0638268293675
ACH-000234,-0.046971318046
ACH-000235,0.118523929272
ACH-000237,0.14129055814400002
ACH-000238,0.102608720469
ACH-000243,0.0624496991649
ACH-000244,0.51877264962
ACH-000246,0.0773232728313
ACH-000248,0.18904032812199997
ACH-000250,0.186183028215
ACH-000251,0.0121510804527
ACH-000253,0.131176217053
ACH-000255,0.15832763227399999
ACH-000256,0.16291691631799998
ACH-000257,-0.0242112829888
ACH-000258,0.199285806135
ACH-000259,0.0533330771767
ACH-000260,0.1113133406
ACH-000261,0.167590604602
ACH-000262,0.09703060378669999
ACH-000263,0.164075977368
ACH-000264,0.0460051792153
ACH-000265,0.0977588200211
ACH-000266,0.109228092544
ACH-000272,0.0209193478021
ACH-000273,0.0861511193547
ACH-000274,0.0936662669458
ACH-000277,0.150489767934
ACH-000278,0.20617633917300002
