,EXOSC1 (51013)
ACH-000004,-0.822036301225
ACH-000007,-0.76960332199
ACH-000009,-0.262297614502
ACH-000011,-1.12906065045
ACH-000012,-0.844500052131
ACH-000013,-0.749631537135
ACH-000014,-0.633722423306
ACH-000015,-0.537613681936
ACH-000017,-0.8242130005689999
ACH-000018,-0.8721471043510001
ACH-000019,-0.866252793849
ACH-000021,-0.336043411791
ACH-000022,-0.446431349003
ACH-000025,-0.947096859775
ACH-000028,-0.800954125344
ACH-000030,-1.13776003039
ACH-000035,-1.02625066479
ACH-000036,-0.820922382942
ACH-000037,-0.939805693054
ACH-000039,-0.635042487028
ACH-000040,-1.02133056154
ACH-000041,-0.457532765793
ACH-000042,-0.7200084643889999
ACH-000045,-0.727050222703
ACH-000047,-0.675162255069
ACH-000052,-0.547551693788
ACH-000053,-0.615831115866
ACH-000054,-0.702389409361
ACH-000055,-0.6018703845800001
ACH-000060,-0.5312598038149999
ACH-000067,-1.14817218734
ACH-000070,-0.582048352605
ACH-000075,-0.860270850806
ACH-000078,-0.714545884622
ACH-000082,-0.625065512661
ACH-000085,-0.736349262292
ACH-000086,-0.8460870866689999
ACH-000087,-0.776744054551
ACH-000092,-0.814800379619
ACH-000095,-0.640911913877
ACH-000097,-0.708445657778
ACH-000098,-1.01083863468
ACH-000099,-0.6970395553550001
ACH-000108,-0.48974170806999995
ACH-000113,-0.548718051444
ACH-000115,-0.819652080326
ACH-000116,-0.9786616942640001
ACH-000118,-0.9024319606
ACH-000120,-0.282148551163
ACH-000123,-0.6542891177579999
ACH-000127,-0.8100488384029999
ACH-000128,-0.575788283795
ACH-000132,-0.643020457321
ACH-000133,-0.448797903531
ACH-000137,-0.49960563811
ACH-000138,-0.565802352373
ACH-000142,-0.814702235269
ACH-000143,-0.6655677323579999
ACH-000146,-0.6231120736219999
ACH-000148,-0.6980785165440001
ACH-000150,-0.729861973096
ACH-000152,-0.6828277775239999
ACH-000153,-0.380600013242
ACH-000159,-0.558619772436
ACH-000160,-1.04381362781
ACH-000163,-0.7883710637160001
ACH-000167,-1.14484124126
ACH-000168,-0.711445319686
ACH-000169,-0.754733583126
ACH-000178,-0.6176350724790001
ACH-000182,-0.8725027325910001
ACH-000183,-0.5160597692600001
ACH-000188,-1.05217292479
ACH-000189,-1.23815396738
ACH-000190,-1.01560791616
ACH-000198,-0.66773973318
ACH-000204,-0.805347710595
ACH-000206,-0.948036031477
ACH-000207,-0.577276781652
ACH-000211,-0.9944373569220001
ACH-000215,-0.7658519262479999
ACH-000221,-0.12403689550000001
ACH-000222,-0.696898349216
ACH-000223,-0.714634068092
ACH-000226,-0.903719267186
ACH-000227,-0.484710422689
ACH-000228,-0.514317374424
ACH-000231,-0.912760227445
ACH-000232,-0.5532111405610001
ACH-000233,-0.571734205534
ACH-000234,-0.857121322713
ACH-000235,-0.5603401180259999
ACH-000237,-0.948452948598
ACH-000238,-0.670260135139
ACH-000243,-0.6709463946
ACH-000244,-0.49720228987
ACH-000246,-0.7891391043070001
ACH-000248,-0.478652868922
ACH-000250,-0.654057741276
ACH-000251,-0.961464398032
