,CERS5 (91012)
ACH-000004,-0.127831476232
ACH-000007,0.0551027114257
ACH-000009,-0.083757406413
ACH-000011,0.0892090765363
ACH-000012,-0.10910592549100001
ACH-000013,-0.19195649983600002
ACH-000014,0.117511927761
ACH-000015,-0.16162657997000002
ACH-000017,0.00391151219264
ACH-000018,-0.141286664805
ACH-000019,-0.1498963703
ACH-000021,-0.21609516829300002
ACH-000022,-0.191532923842
ACH-000025,-0.0830383034082
ACH-000028,-0.0647112906165
ACH-000030,-0.0701363849641
ACH-000035,-0.309743533787
ACH-000036,0.0161147036233
ACH-000037,-0.126595852964
ACH-000039,-0.0866740674261
ACH-000040,-0.022688605329
ACH-000041,-0.11493776925100001
ACH-000042,0.0460249231377
ACH-000045,0.038376788844
ACH-000047,0.019836379680299998
ACH-000052,0.07316994280110001
ACH-000053,-0.12370640477499999
ACH-000054,-0.0598620853845
ACH-000055,-0.102220088981
ACH-000060,0.133568313164
ACH-000067,-0.20523013493
ACH-000070,-0.0706187932277
ACH-000075,-0.185705377597
ACH-000078,-0.12491931634600001
ACH-000082,-0.130602135353
ACH-000085,0.0187673373076
ACH-000086,-0.169994473904
ACH-000087,-0.12266915768100001
ACH-000092,-0.184477524958
ACH-000095,-0.037855821655599996
ACH-000097,-0.123119489477
ACH-000098,-0.008604167220290001
ACH-000099,-0.0449171401679
ACH-000108,0.111284167248
ACH-000113,-0.061544036077699996
ACH-000115,-0.030208394680000004
ACH-000116,-0.0864432885247
ACH-000118,-0.060108615818099995
ACH-000120,0.0446365929216
ACH-000123,-0.0321104242176
ACH-000127,0.0152746615813
ACH-000128,-0.197354103618
ACH-000132,0.141238336457
ACH-000133,-0.181541976873
ACH-000137,-0.26224414541499996
ACH-000138,-0.16630232243100002
ACH-000142,-0.04916014318919999
ACH-000143,-0.129446735193
ACH-000146,-0.06040754315880001
ACH-000148,-0.121109464602
ACH-000150,-0.0845554116442
ACH-000152,-0.231194913724
ACH-000153,-0.492264223001
ACH-000159,-0.0703590577842
ACH-000160,-0.274598829346
ACH-000163,0.0342682821611
ACH-000167,-0.406118918162
ACH-000168,0.0376390245489
ACH-000169,0.0268938046257
ACH-000178,-0.0326017361652
ACH-000182,-0.07006849029680001
ACH-000183,-0.0296196103761
ACH-000188,-0.128189646307
ACH-000189,-0.0775115483325
ACH-000190,0.14859984078299998
ACH-000198,-0.133311735584
ACH-000204,-0.0864574653919
ACH-000206,-0.23527243483600002
ACH-000207,-0.137791299205
ACH-000211,-0.0837900493026
ACH-000215,-0.134112593959
ACH-000221,-0.0897046066255
ACH-000222,-0.104438727662
ACH-000223,-0.15061003368599998
ACH-000226,-0.0153221271711
ACH-000227,0.027231652201
ACH-000228,-0.303569459383
ACH-000231,-0.06411190296130001
ACH-000232,-0.0565488537538
ACH-000233,-0.107879932881
ACH-000234,-0.128963574016
ACH-000235,-0.0815744568606
ACH-000237,-0.133044285121
ACH-000238,-0.055183853449900004
ACH-000243,-0.0334011524667
ACH-000244,0.174877306203
ACH-000246,-0.181341577276
ACH-000248,-0.09650758519130001
ACH-000250,0.0447178949185
ACH-000251,0.0034972115089799997
ACH-000253,-0.125657687241
ACH-000255,-0.0281419653278
ACH-000256,-0.20350354263300002
ACH-000257,-0.106963121538
ACH-000258,0.159615265876
ACH-000259,-0.0830927252289
ACH-000260,-0.0949458130414
ACH-000261,-0.218879838518
ACH-000262,-0.209617088052
ACH-000263,-0.25941354788800003
ACH-000264,-0.187072171747
ACH-000265,-0.0896984911865
ACH-000266,-0.126036735331
ACH-000272,0.0377831208603
ACH-000273,-0.167509141831
ACH-000274,-0.18019500220600002
ACH-000277,-0.0979264150883
ACH-000278,-0.154862667437
ACH-000279,-0.0758253757221
ACH-000280,-0.017744916350099997
ACH-000281,-0.201287330852
ACH-000288,-0.280828462936
ACH-000291,-0.06268830340130001
ACH-000293,-0.191985877526
ACH-000294,0.18275770326699997
ACH-000295,-0.218814158195
ACH-000296,0.0560623699237
ACH-000302,-0.161956193396
ACH-000304,-0.170933333576
ACH-000307,-0.07076851796080001
ACH-000308,-0.199942804984
ACH-000310,-0.211944245095
ACH-000311,-0.0763254941365
ACH-000312,-0.077285747922
ACH-000315,0.0333402697639
ACH-000316,0.0319200551839
ACH-000317,-0.0636782071982
ACH-000318,-0.10027267945
ACH-000319,-0.09929941994339998
ACH-000320,-0.023964433222
ACH-000322,-0.0556063846514
ACH-000323,0.0421664903199
ACH-000324,0.010241304652
ACH-000329,-0.122027094141
ACH-000330,0.0666062374753
ACH-000331,-0.0511679813615
ACH-000332,-0.09779507964389998
ACH-000334,-0.103812607919
ACH-000335,-0.151190961446
ACH-000336,-0.334632456149
ACH-000337,-0.0788281596227
ACH-000339,-0.14145927461
ACH-000341,-0.27137689596299996
ACH-000348,-0.229435234979
ACH-000350,-0.137290835912
ACH-000352,-0.130883883525
ACH-000356,-0.293206545266
ACH-000361,-0.180975530707
ACH-000362,-0.056197819105000005
ACH-000363,-0.16811532391800002
ACH-000364,-0.128690438198
ACH-000365,-0.174079738879
ACH-000366,-0.09767826126049999
ACH-000368,-0.143207103841
ACH-000374,-0.180461871197
ACH-000375,0.06770388108889999
ACH-000376,0.0378208130381
ACH-000381,0.00354675260986
ACH-000383,-0.14377297332800001
ACH-000387,-0.169233601518
ACH-000389,-0.17557858779
ACH-000390,-0.0848131580068
ACH-000393,-0.0202317763637
ACH-000395,-0.320447170799
ACH-000397,-0.159700432772
ACH-000401,-0.22963585495799999
ACH-000402,0.0212340993688
ACH-000403,0.0206357346505
ACH-000404,-0.393636091072
ACH-000406,-0.14292829001
ACH-000407,-0.0871372548415
ACH-000408,0.014613879649499999
ACH-000410,-0.182877838053
ACH-000411,-0.0297635920463
ACH-000414,-0.051752302574699996
ACH-000415,-0.0452862816584
ACH-000416,-0.151100058669
ACH-000420,-0.114560336974
ACH-000421,-0.0679471681595
ACH-000424,-0.5135965812709999
ACH-000425,-0.159184329857
ACH-000426,0.168214473034
ACH-000427,-0.170531677804
ACH-000433,0.0724208423146
ACH-000436,-0.0924195375062
ACH-000444,0.00105789942295
ACH-000445,0.0415151789276
ACH-000448,-0.17411882145799998
ACH-000450,-0.173803014778
ACH-000452,-0.268136972586
ACH-000454,-0.09363974198760001
ACH-000458,-0.114238758302
ACH-000459,0.28835921817
ACH-000460,-0.0306865099656
ACH-000461,-0.158763202205
ACH-000463,-0.19378331480799998
ACH-000464,-0.11470838511800001
ACH-000466,-0.21984573209000002
ACH-000467,-0.144914559613
ACH-000468,-0.183547570953
ACH-000469,0.0634532005674
