,TPRG1L (127262)
ACH-000004,-0.015677069321700002
ACH-000007,-0.16924248934
ACH-000009,-0.016526227511
ACH-000011,-0.22628335901399999
ACH-000012,-0.0672534364567
ACH-000013,-0.0685858250511
ACH-000014,-0.0564834077917
ACH-000015,-0.230157752458
ACH-000017,-0.0816373347023
ACH-000018,-0.41662657281300003
ACH-000019,-0.0897311724374
ACH-000021,-0.0497759568015
ACH-000022,-0.12354767111500001
ACH-000025,-0.22365641216999996
ACH-000028,-0.0491572728196
ACH-000030,-0.0090734319483
ACH-000035,-0.0753684203428
ACH-000036,-0.156889059526
ACH-000037,-0.189970668125
ACH-000039,-0.14519953661499999
ACH-000040,-0.263719670527
ACH-000041,-0.368865597616
ACH-000042,-0.199809756591
ACH-000045,-0.11514366937699999
ACH-000047,-0.22066861828
ACH-000052,-0.112714707675
ACH-000053,-0.0949846259252
ACH-000054,-0.477064950617
ACH-000055,-0.20431094666700003
ACH-000060,-0.165106767093
ACH-000067,-0.280558055516
ACH-000070,-0.282734758824
ACH-000075,-0.393411799098
ACH-000078,-0.101674427627
ACH-000082,-0.140956180164
ACH-000085,-0.08522925657080001
ACH-000086,-0.293435199207
ACH-000087,-0.11982644961200001
ACH-000092,-0.213622853334
ACH-000095,-0.110458665536
ACH-000097,-0.172375899056
ACH-000098,-0.037575000328
ACH-000099,-0.164915279143
ACH-000108,-0.48806197109
ACH-000113,-0.019497559513099998
ACH-000115,-0.164345664691
ACH-000116,-0.257012121408
ACH-000118,-0.07127758248430001
ACH-000120,-0.332643323295
ACH-000123,-0.024899334918400004
ACH-000127,-0.0336650571462
ACH-000128,0.130618079385
ACH-000132,0.12403711367
ACH-000133,-0.152705576884
ACH-000137,-0.0514337418504
ACH-000138,-0.0976265140516
ACH-000142,-0.14793765890399999
ACH-000143,-0.26740958234900003
ACH-000146,0.10002148762700001
ACH-000148,0.00451917054822
ACH-000150,-0.4310342361399999
ACH-000152,-0.33086941930799996
ACH-000153,-0.0352918351091
ACH-000159,-0.171698444997
ACH-000160,-0.0638340993193
ACH-000163,-0.09613145701989999
ACH-000167,0.180323848908
ACH-000168,-0.157553643614
ACH-000169,-0.0375989963389
ACH-000178,-0.277060297153
ACH-000182,-0.0478620113123
