,FOXJ3 (22887)
ACH-000004,-0.172487096115
ACH-000007,-0.37104384926
ACH-000009,-0.012492395136299999
ACH-000011,-0.00435933958761
ACH-000012,-0.19533022786499998
ACH-000013,-0.052781006865499996
ACH-000014,-0.17685800840799998
ACH-000015,-0.013475727671600001
ACH-000017,0.053311031091
ACH-000018,0.06442878131009999
ACH-000019,-0.07985693691460001
ACH-000021,0.0377176233206
ACH-000022,-0.14207861117
ACH-000025,-0.00840826405765
ACH-000028,0.00328407498565
ACH-000030,0.053761955652900005
ACH-000035,-0.298742761017
ACH-000036,0.07706860576380001
ACH-000037,0.0237910748159
ACH-000039,0.159452304593
ACH-000040,-0.012727703612600002
ACH-000041,0.034181346052900005
ACH-000042,0.158893355441
ACH-000045,-0.049214959958100005
ACH-000047,0.125630808973
ACH-000052,0.138689459488
ACH-000053,-0.11894614200999999
ACH-000054,-0.21015027053399998
ACH-000055,0.201308502454
ACH-000060,0.0289953946041
ACH-000067,-0.190833661155
ACH-000070,0.0026237178930300004
ACH-000075,-0.16998432116599999
ACH-000078,-0.172313749163
ACH-000082,-0.11982280502
ACH-000085,0.0258525248618
ACH-000086,0.0231938074609
ACH-000087,-0.19697971059900002
ACH-000092,-0.159483145128
ACH-000095,-0.038067072282
ACH-000097,-0.048556626121899996
ACH-000098,-0.0969253215203
ACH-000099,0.0134030876776
ACH-000108,0.00845088727443
ACH-000113,-0.00295683576007
ACH-000115,0.0337117586571
ACH-000116,-0.0168013928872
ACH-000118,0.0706959174271
ACH-000120,0.0061002240957000005
ACH-000123,-0.0596703800293
ACH-000127,-0.018230187431
ACH-000128,-0.09692494754440001
ACH-000132,-0.206509300951
ACH-000133,-0.0027476110023699997
ACH-000137,-0.126890808753
ACH-000138,-0.163810393415
ACH-000142,-0.257350074601
ACH-000143,-0.032094774869999995
ACH-000146,0.0670205231508
ACH-000148,-0.056273265283399994
ACH-000150,-0.236895559353
ACH-000152,-0.215749020773
ACH-000153,0.226173227275
ACH-000159,-0.0571963356319
ACH-000160,-0.161204799841
ACH-000163,-0.146711530197
ACH-000167,-0.280167316418
ACH-000168,-0.100073045936
ACH-000169,-0.0344947550926
ACH-000178,-0.0349007313815
ACH-000182,0.0328587807894
ACH-000183,-0.0991056985929
ACH-000188,-0.281121564465
ACH-000189,-0.22291370241300001
ACH-000190,0.08823427482719999
ACH-000198,-0.0432941793554
ACH-000204,-0.32746809681899997
ACH-000206,-0.328344169171
ACH-000207,-0.21132154469099998
ACH-000211,0.123888234632
ACH-000215,0.13060763198300002
ACH-000221,-0.0316014454923
ACH-000222,-0.100609457158
ACH-000223,-0.00105894785105
ACH-000226,-0.127674971232
ACH-000227,-0.295640147483
ACH-000228,-0.05103334897009999
ACH-000231,-0.07966375992750001
ACH-000232,-0.095535017887
ACH-000233,-0.07690200261039999
ACH-000234,-0.0215420192694
ACH-000235,0.007079149339930001
ACH-000237,-0.206070842324
ACH-000238,-0.015097533418
ACH-000243,0.00955995505968
ACH-000244,-0.223733142748
ACH-000246,0.0696844523542
ACH-000248,0.00306063499863
ACH-000250,-0.253584282069
ACH-000251,-0.371655637138
ACH-000253,-0.0647289891197
ACH-000255,-0.205051499717
ACH-000256,-0.0683106544844
ACH-000257,-0.0461440353871
ACH-000258,0.107300160529
ACH-000259,0.029371298644500003
ACH-000260,0.0547356446229
ACH-000261,0.0773684414043
ACH-000262,0.127424122224
ACH-000263,-0.214077866014
ACH-000264,-0.0154981794848
ACH-000265,0.0201503171426
ACH-000266,-0.08438761137
ACH-000272,-0.13824867699899998
ACH-000273,0.0284138693438
ACH-000274,-0.186819686258
ACH-000277,0.107937124376
ACH-000278,0.102013799201
ACH-000279,0.020321369363400003
ACH-000280,-0.15719942934599998
ACH-000281,0.14237861322
ACH-000288,-0.08392028109210001
ACH-000291,-0.272891974963
ACH-000293,-0.141627670088
ACH-000294,-0.0986759664084
ACH-000295,-0.00942549575913
ACH-000296,0.0919719084412
ACH-000302,-0.14811152414
ACH-000304,-0.21281705482299998
ACH-000307,0.039520697846499996
ACH-000308,-0.035574894459300004
ACH-000310,-0.0905416177485
ACH-000311,-0.0472467835607
ACH-000312,0.0204297882775
ACH-000315,0.219005830276
ACH-000316,0.0772245666076
ACH-000317,0.102134671019
ACH-000318,-0.09792018459599999
ACH-000319,0.06852381366190001
ACH-000320,-0.338643355766
ACH-000322,-0.168611892443
ACH-000323,-0.214858881449
ACH-000324,0.0662195980771
ACH-000329,-0.157606268015
ACH-000330,0.037728518979500004
ACH-000331,-0.137397993005
ACH-000332,-0.0332239804317
ACH-000334,-0.127742199003
ACH-000335,0.0633791512377
ACH-000336,-0.0624494600428
ACH-000337,0.125636467869
ACH-000339,-0.010554759536899999
ACH-000341,0.15623738447799998
ACH-000348,-0.18721651280499998
ACH-000350,0.00122398293575
ACH-000352,-0.050159456067699996
ACH-000356,-0.111591666188
ACH-000361,-0.0903312680888
ACH-000362,0.21334525901
ACH-000363,-0.020499966276599998
ACH-000364,-0.222940461772
ACH-000365,0.00577866061498
ACH-000366,0.0502848957156
ACH-000368,-0.148798963859
ACH-000374,-0.0551446404653
ACH-000375,0.33596960047799995
ACH-000376,-0.10561706842900001
ACH-000381,-0.101389957431
ACH-000383,-0.12023670548
ACH-000387,0.016890493285499998
ACH-000389,-0.132038122886
ACH-000390,0.143590723646
ACH-000393,-0.0271654282546
ACH-000395,0.019678749016
ACH-000397,0.046572284419499996
ACH-000401,0.0597939905297
ACH-000402,-0.12294111785
ACH-000403,0.00025372398539400004
ACH-000404,-0.007506776646359999
ACH-000406,0.0261368891793
ACH-000407,-0.08181001546029999
ACH-000408,0.010730001598799999
ACH-000410,0.0197060905439
ACH-000411,-0.06690386316930001
ACH-000414,0.049126767114699994
ACH-000415,-0.0359911416473
ACH-000416,-0.039191437677699996
ACH-000420,-0.13227087278799998
ACH-000421,-0.0539457532247
ACH-000424,0.0006279379910099999
ACH-000425,-0.16400754890799998
ACH-000426,0.11796181945499999
ACH-000427,-0.0372251562043
ACH-000433,0.173387605343
ACH-000436,-0.17875823453499998
ACH-000444,0.155021115598
ACH-000445,-0.20552650616700002
ACH-000448,-0.0553950534887
ACH-000450,-0.180890434789
ACH-000452,-0.100808533437
ACH-000454,-0.212440725286
ACH-000458,0.088178246265
ACH-000459,0.0602098395436
ACH-000460,0.14116618453
ACH-000461,-0.20418014632399997
ACH-000463,-0.0530333093188
ACH-000464,-0.10002698526699999
ACH-000466,-0.025473735014299996
ACH-000467,0.026625547955
ACH-000468,-0.0077935295886699995
ACH-000469,-0.167385474916
ACH-000470,0.0285014779795
ACH-000471,0.136629536524
ACH-000472,-0.05065141548169999
ACH-000473,-0.0851296088834
ACH-000475,-0.100963652771
ACH-000476,-0.09751018670219999
ACH-000477,0.0707886244933
ACH-000480,-0.0060460754092699995
ACH-000481,-0.0377240247978
ACH-000483,-0.011773854513700001
ACH-000484,-0.09572009010780001
ACH-000485,-0.0826383863781
ACH-000486,-0.121673141296
ACH-000487,0.0251531294146
ACH-000488,-0.09268660913799999
ACH-000490,-0.061177548170600005
ACH-000491,-0.277231369108
ACH-000495,-0.0547021206221
ACH-000496,-0.0319271221283
ACH-000499,0.11243253365
ACH-000500,0.116926683403
ACH-000502,0.026548189391400003
ACH-000503,0.0660446016826
ACH-000505,-0.0821409982298
ACH-000507,-0.22360826304200002
ACH-000510,-0.0270172137705
ACH-000511,-0.00816344239153
ACH-000512,-0.0399262883178
ACH-000516,0.176302829235
ACH-000517,-0.00778726651154
ACH-000518,-0.083216681736
ACH-000520,0.162860078058
ACH-000521,0.105895236382
ACH-000522,-0.213340529201
ACH-000524,0.0189592391904
ACH-000527,0.028944358388799996
ACH-000528,0.0491546990857
ACH-000537,-0.1872423324
