,PCP4L1 (654790)
ACH-000004,0.188603263157
ACH-000007,0.177748717797
ACH-000009,-0.117170581232
ACH-000011,0.055257972226099995
ACH-000012,-0.0176515235774
ACH-000013,0.0981422108604
ACH-000014,0.257288096132
ACH-000015,0.08783129294089999
ACH-000017,0.096514891983
ACH-000018,0.13365009614099999
ACH-000019,0.14941992047900002
ACH-000021,0.0503936758847
ACH-000022,-0.027551642139499996
ACH-000025,0.134843831073
ACH-000028,0.247245660489
ACH-000030,0.180113920913
ACH-000035,-0.07257588213119999
ACH-000036,0.18039431634199998
ACH-000037,0.291622922864
ACH-000039,-0.10054262395199999
ACH-000040,0.156540986563
ACH-000041,0.191395619346
ACH-000042,0.0986801800265
ACH-000045,0.15911860449100002
ACH-000047,0.17099102733399998
ACH-000052,0.0328568513277
ACH-000053,0.024875262307599996
ACH-000054,-0.016838447835
ACH-000055,0.08054398225869999
ACH-000060,0.146667308076
ACH-000067,0.162265540312
ACH-000070,0.278631561854
ACH-000075,0.0305854668805
ACH-000078,0.134098448463
ACH-000082,0.126028980934
ACH-000085,-0.0460979537849
ACH-000086,0.124502450155
ACH-000087,0.157503927457
ACH-000092,0.07746845419869999
ACH-000095,0.11962756853499999
ACH-000097,0.0309749761055
ACH-000098,-0.04995948032380001
ACH-000099,0.11818452033299999
ACH-000108,0.19888969215799998
ACH-000113,0.06726921099769999
ACH-000115,0.20809719022700002
ACH-000116,0.14079790604
ACH-000118,0.0457822537598
ACH-000120,0.19204174421300002
ACH-000123,0.0416238815932
ACH-000127,0.011165678808799998
ACH-000128,-0.059567954643400006
ACH-000132,0.076538422339
ACH-000133,0.132999774415
ACH-000137,0.298689312113
ACH-000138,0.13191338787999998
ACH-000142,-0.014844562922399999
ACH-000143,0.06877499914
ACH-000146,-0.0828081048312
ACH-000148,0.055191410098
ACH-000150,0.0388856948302
ACH-000152,0.0909290832993
ACH-000153,0.153803307797
ACH-000159,-0.025622240342399998
ACH-000160,-0.043369476102900005
ACH-000163,0.10363936477800001
ACH-000167,0.12392909957800001
ACH-000168,0.19761051410500002
ACH-000169,0.171176747607
ACH-000178,0.124867762652
ACH-000182,0.0265232724135
ACH-000183,0.0750903495544
ACH-000188,0.146516607626
ACH-000189,0.023789643718
ACH-000190,0.109482490648
ACH-000198,0.130911729878
ACH-000204,-0.0483044637436
ACH-000206,0.208996087987
ACH-000207,0.211434588202
ACH-000211,0.10516859533299999
ACH-000215,0.0218913619636
ACH-000221,0.020217146915400004
ACH-000222,0.0600142363069
ACH-000223,0.0874640658966
ACH-000226,0.15863928261600002
ACH-000227,0.26517278228
ACH-000228,-0.09965333452189999
ACH-000231,0.07308065919110002
ACH-000232,0.075290261262
ACH-000233,0.0415329959101
ACH-000234,-0.0253336033215
ACH-000235,0.0462007505217
ACH-000237,0.09627587631539998
ACH-000238,0.216592103607
ACH-000243,0.108593034647
ACH-000244,0.5028318113870001
ACH-000246,0.06884305201100001
ACH-000248,0.263810099058
ACH-000250,0.103813356744
ACH-000251,0.0382135612314
ACH-000253,0.252576632024
ACH-000255,0.212833422765
ACH-000256,0.132361069325
ACH-000257,0.38157377931
ACH-000258,0.416064915653
ACH-000259,0.0516422785113
ACH-000260,0.0576878116369
ACH-000261,0.15656551164899998
ACH-000262,0.0640274186514
ACH-000263,0.11985551714400001
