,DSTN (11034)
ACH-000004,0.164754239566
ACH-000007,0.11652689932600001
ACH-000009,-0.223226216305
ACH-000011,-0.134774342349
ACH-000012,-0.19595160299000003
ACH-000013,-0.004339705931609999
ACH-000014,-0.15785315901
ACH-000015,-0.0843437219102
ACH-000017,-0.201144550865
ACH-000018,-0.0225488961704
ACH-000019,0.318405225647
ACH-000021,-0.09311763044330001
ACH-000022,0.0484493333327
ACH-000025,-0.16032062535
ACH-000028,0.10497839215600001
ACH-000030,-0.103483366504
ACH-000035,-0.137906947944
ACH-000036,-0.13044572758300002
ACH-000037,0.0295115758764
ACH-000039,-0.358692240704
ACH-000040,-0.196807486004
ACH-000041,-0.317861623541
ACH-000042,-0.302665940036
ACH-000045,-0.234102225726
ACH-000047,-0.12443770150800001
ACH-000052,-0.39842693864900003
ACH-000053,-0.11452467834899999
ACH-000054,-0.036225953505
ACH-000055,-0.254519941748
ACH-000060,0.033231793718500005
ACH-000067,-0.182311163166
ACH-000070,0.12842562553200002
ACH-000075,0.0311678195702
ACH-000078,-0.0739655303471
ACH-000082,-0.0163040881959
ACH-000085,-0.014952144975100001
ACH-000086,0.08292363188410001
ACH-000087,0.004513879758109999
ACH-000092,-0.219160271988
ACH-000095,-0.182928200061
ACH-000097,-0.150465224546
ACH-000098,0.127806287941
ACH-000099,-0.09964342321660001
ACH-000108,-0.239915284195
ACH-000113,0.0342604568122
ACH-000115,-0.09956575728589999
ACH-000116,-0.0137536080657
ACH-000118,-0.108370633275
ACH-000120,0.0163785827802
ACH-000123,-0.20306362268
ACH-000127,-0.09363577686069999
ACH-000128,0.014270548895900001
ACH-000132,0.19854759824700002
ACH-000133,-0.206053528871
ACH-000137,0.040095729604699995
ACH-000138,-0.0762416004227
ACH-000142,-0.227806472403
ACH-000143,0.103147251366
ACH-000146,-0.13226714715500001
ACH-000148,-0.0280957378162
ACH-000150,-0.446739172585
ACH-000152,-0.036631880435
ACH-000153,-0.333270927436
ACH-000159,-0.159420419012
ACH-000160,-0.187190599381
ACH-000163,-0.0648923462298
ACH-000167,0.0409973064645
ACH-000168,0.116892237553
ACH-000169,0.136580655433
ACH-000178,-0.09374088299910001
ACH-000182,-0.102957715158
ACH-000183,-0.0938773934977
ACH-000188,0.0646134153368
ACH-000189,0.251236282029
ACH-000190,-0.09271325400699999
ACH-000198,-0.197711218997
ACH-000204,-0.18187784323399997
ACH-000206,-0.397914410837
ACH-000207,-0.0540523822157
ACH-000211,-0.111176739678
ACH-000215,0.0166193149637
ACH-000221,0.22115412426999997
ACH-000222,-0.317186876129
ACH-000223,-0.09873498745819999
ACH-000226,-0.12328374684900001
ACH-000227,-0.173468359366
ACH-000228,-0.08652019163170001
ACH-000231,-0.161885429873
ACH-000232,-0.135353705612
ACH-000233,-0.054678125875599996
ACH-000234,-0.194561085183
ACH-000235,-0.12338510652000001
ACH-000237,0.0263412809587
ACH-000238,-0.357637920144
ACH-000243,-0.153942217399
ACH-000244,-0.30811131796
ACH-000246,0.06810843682789999
ACH-000248,-0.207603007201
ACH-000250,-0.13249616600400002
ACH-000251,-0.18636713488200002
ACH-000253,0.0947024769753
ACH-000255,-0.00174062538008
ACH-000256,-0.41544500736
ACH-000257,0.263682422644
ACH-000258,-0.06685757494059999
ACH-000259,-0.101482882185
ACH-000260,-0.15131766525
ACH-000261,-0.160740981533
ACH-000262,-0.0912833087576
ACH-000263,-0.12245409217900001
ACH-000264,-0.09917090355180001
ACH-000265,-0.133729533917
