,MRC2 (9902)
ACH-000004,0.0155031164785
ACH-000007,-0.136147689563
ACH-000009,-0.0404702236916
ACH-000011,-0.0209316019289
ACH-000012,0.0640586766881
ACH-000013,0.08846667778339999
ACH-000014,-0.05259382759219999
ACH-000015,0.1067700769
ACH-000017,-0.153896274419
ACH-000018,0.07422595245579999
ACH-000019,-0.445425625896
ACH-000021,-0.009111903894430002
ACH-000022,0.130503305422
ACH-000025,0.014208374524399998
ACH-000028,-0.15416587277899998
ACH-000030,-0.0418761987325
ACH-000035,-0.08361426066739999
ACH-000036,-0.08858149662550001
ACH-000037,0.0038950937197800004
ACH-000039,0.136217480423
ACH-000040,0.0975444248811
ACH-000041,-0.110175811945
ACH-000042,-0.171833025477
ACH-000045,0.0897879706522
ACH-000047,0.047765072672199996
ACH-000052,-0.0401109553236
ACH-000053,-0.038881860200699996
ACH-000054,-0.056019395517
ACH-000055,0.0432715350515
ACH-000060,-0.16388941776
ACH-000067,0.021514310576900002
ACH-000070,0.0923370096404
ACH-000075,0.266291797132
ACH-000078,-0.134699275584
ACH-000082,-0.0162037759657
ACH-000085,-0.17044999633400001
ACH-000086,-0.136433023314
ACH-000087,-0.11938748517000002
ACH-000092,0.005413556649770001
ACH-000095,0.006899280944010001
ACH-000097,0.041584141813
ACH-000098,-0.07595671950239999
ACH-000099,-0.116212876788
ACH-000108,0.107753261726
ACH-000113,0.0878967205524
ACH-000115,0.026934642149299998
ACH-000116,-0.023525399399900004
ACH-000118,-0.429644227317
ACH-000120,-0.419747001781
ACH-000123,0.0254230180557
ACH-000127,0.00191496976499
ACH-000128,-0.124080005916
ACH-000132,-0.08681573120719999
ACH-000133,0.10788093806700001
ACH-000137,-0.0053625185025
ACH-000138,-0.153496706196
ACH-000142,-0.335228827095
ACH-000143,-0.0260712364953
ACH-000146,-0.00701112056836
ACH-000148,-0.058737112725099995
ACH-000150,-0.11285048169600001
ACH-000152,0.102930395454
ACH-000153,0.313810880359
ACH-000159,0.00014982977358899996
ACH-000160,0.014584840132200001
ACH-000163,-0.220334296307
ACH-000167,-0.0845277174826
ACH-000168,0.293104699664
ACH-000169,0.07492627264889999
ACH-000178,-0.010647630943499999
