,ESPL1 (9700)
ACH-000182,-1.68921044887
ACH-000183,-1.8354385711
ACH-000188,-1.76876952088
ACH-000189,-1.65798742269
ACH-000190,-1.32752995843
ACH-000198,-1.97948962792
ACH-000204,-1.81984284218
ACH-000206,-1.4412087623199998
ACH-000207,-2.28298229463
ACH-000211,-1.67441895891
ACH-000215,-1.81887281961
ACH-000221,-1.81555700213
ACH-000222,-2.0462077839
ACH-000223,-1.71536555836
ACH-000226,-1.51024347053
ACH-000227,-2.2412169161
ACH-000228,-2.0141381094999997
ACH-000231,-1.6972103806799999
ACH-000232,-1.93878243431
ACH-000233,-1.7283285879499999
ACH-000234,-1.6339566557
ACH-000235,-1.76042933195
ACH-000237,-1.6019988467200001
ACH-000238,-1.74082941815
ACH-000243,-1.71855940685
ACH-000244,-1.55760119576
ACH-000246,-1.62024652236
ACH-000248,-1.40817622146
ACH-000250,-1.57999886907
ACH-000251,-1.7543603978400002
ACH-000253,-1.6643856472
ACH-000255,-1.5966255560499998
ACH-000256,-1.5901422757700001
ACH-000257,-2.05409092637
ACH-000258,-1.5227013792299997
ACH-000259,-1.8717966740099998
ACH-000260,-1.6218859647600001
ACH-000261,-2.09694383284
ACH-000262,-1.7822707189400002
ACH-000263,-2.48807678415
ACH-000264,-1.62427877604
ACH-000265,-1.89927005472
ACH-000266,-1.85622260962
ACH-000272,-1.65329969998
ACH-000273,-1.7935654751499999
ACH-000274,-2.02163084088
ACH-000277,-1.90032279012
ACH-000278,-1.71535029178
ACH-000279,-1.85737616787
ACH-000280,-1.89340020095
ACH-000281,-1.7909495438599998
ACH-000288,-1.72994214935
ACH-000291,-1.8333145902099999
ACH-000293,-1.6621154652599999
ACH-000294,-2.38265457399
ACH-000295,-1.7735679547999998
ACH-000296,-1.6830168759600002
ACH-000302,-1.80777094602
ACH-000304,-1.56723207836
ACH-000307,-1.73016768065
ACH-000308,-1.78415036005
ACH-000310,-2.08494004697
ACH-000311,-1.9691203036900002
ACH-000312,-1.9027974495099997
ACH-000315,-1.74596018221
ACH-000316,-1.82365386491
ACH-000317,-1.7316273239700002
ACH-000318,-1.85402833252
ACH-000319,-1.9829307957
ACH-000320,-1.95569053012
ACH-000322,-1.14268738145
ACH-000323,-1.72898318818
ACH-000324,-1.83708618782
ACH-000329,-1.8123708217099996
ACH-000330,-1.80220108711
ACH-000331,-1.57162826783
ACH-000332,-1.6780526953000001
ACH-000334,-1.59263930197
ACH-000335,-1.5902448571399999
ACH-000336,-2.28710689189
ACH-000337,-1.4525062147999999
ACH-000339,-1.7456962495500001
ACH-000341,-1.8112380849599998
ACH-000348,-1.5938128250499999
ACH-000350,-2.12281104313
ACH-000352,-1.8214004623400002
ACH-000356,-1.7301549960799998
ACH-000361,-2.13399983019
ACH-000362,-2.04403337899
ACH-000363,-1.98489097118
ACH-000364,-1.43575353071
ACH-000365,-1.87963738487
ACH-000366,-1.81111562988
ACH-000368,-1.8461214998099997
ACH-000374,-1.66148130014
ACH-000375,-1.48387289806
ACH-000376,-1.9018005734599999
ACH-000381,-1.8930546089099998
ACH-000383,-1.83546509926
ACH-000387,-1.72750837151
ACH-000389,-1.3507739596200001
ACH-000390,-1.6471462216400001
ACH-000393,-1.7450472503599999
ACH-000395,-2.08441803019
ACH-000397,-1.4786799530799999
ACH-000401,-1.7858622470299998
ACH-000402,-1.8203400281400002
ACH-000403,-1.83805435065
ACH-000404,-1.7600175308700001
ACH-000406,-2.0676614867099996
ACH-000407,-1.81662937557
ACH-000408,-1.41479754799
ACH-000410,-1.64300113183
ACH-000411,-1.50940017569
ACH-000414,-1.90640423097
ACH-000415,-1.92888798991
ACH-000416,-1.70036917619
ACH-000420,-1.7138337847799998
ACH-000421,-1.50911360766
ACH-000424,-1.7789422074599999
ACH-000425,-1.5430158325799999
ACH-000426,-2.56338565246
ACH-000427,-1.5693731225299998
ACH-000433,-1.5129999899899997
ACH-000436,-1.8664103083
ACH-000444,-1.7723018792400003
ACH-000445,-1.5040777962
ACH-000448,-1.8280249856400002
ACH-000450,-1.39754750147
ACH-000452,-1.98919359967
ACH-000454,-1.7107372263499998
ACH-000458,-1.5453338636200002
ACH-000459,-1.1158629898
ACH-000460,-1.81799016342
ACH-000461,-1.89092314963
ACH-000463,-1.6140879396899999
ACH-000464,-1.9093863082799998
ACH-000466,-1.86793518823
ACH-000467,-1.72790682535
ACH-000468,-1.9640777163599998
ACH-000469,-2.0728773539099996
ACH-000470,-1.8429494970500002
ACH-000471,-1.6944945627
ACH-000472,-1.9837049151400004
ACH-000473,-1.8469564057700003
ACH-000475,-1.68699450701
ACH-000476,-1.90679865903
ACH-000477,-1.7213458687799998
ACH-000480,-1.6331955510799998
ACH-000481,-2.17687490085
ACH-000483,-2.0108052010699997
ACH-000484,-1.47638173484
ACH-000485,-1.76110037575
ACH-000486,-1.39460975926
ACH-000487,-1.87171421995
ACH-000488,-1.7841076507700002
ACH-000490,-1.68070295471
ACH-000491,-1.32552555017
ACH-000495,-1.56919741649
ACH-000496,-1.75846023164
ACH-000499,-1.5892672604799998
ACH-000500,-2.3132323902
ACH-000502,-1.7980248448500002
ACH-000503,-1.2770588998999999
ACH-000505,-1.93507754097
ACH-000507,-1.90931806217
ACH-000510,-1.7693230961000002
ACH-000511,-1.48078395944
ACH-000512,-1.80067322694
ACH-000516,-1.7958792592099997
ACH-000517,-1.8520385010499998
ACH-000518,-1.73754357091
ACH-000520,-1.59792925806
ACH-000521,-1.72228212208
ACH-000522,-1.81282425865
ACH-000524,-1.58837972504
ACH-000527,-1.68879897252
ACH-000528,-1.6682370745500001
ACH-000537,-1.7962106016599997
ACH-000541,-1.6263770444
ACH-000542,-1.7005089828400002
ACH-000544,-1.38617308929
ACH-000545,-1.49393901816
ACH-000547,-1.4963179707700003
ACH-000548,-1.6301670768099998
ACH-000549,-1.97565590642
ACH-000550,-1.9285158924099999
ACH-000552,-1.77096372167
ACH-000556,-1.7325543348099999
ACH-000557,-2.62501971215
ACH-000570,-1.79553223968
ACH-000571,-2.03573253445
ACH-000573,-1.5223006642599999
ACH-000576,-1.8151160038
ACH-000580,-1.51838729239
ACH-000584,-1.8919918629799999
ACH-000585,-1.6669845252700002
ACH-000588,-1.7321608738299998
ACH-000589,-1.90254010932
ACH-000591,-1.9506103691
ACH-000593,-1.6784621391799999
ACH-000600,-1.74094354713
ACH-000601,-1.65000960229
ACH-000604,-2.17742971763
ACH-000605,-1.8763969583000002
ACH-000606,-1.5840107951700002
ACH-000608,-1.76839803093
ACH-000614,-1.5557720526899999
ACH-000616,-1.75610455789
ACH-000618,-1.6484662031
ACH-000619,-1.8288692715400001
ACH-000620,-1.79907689564
ACH-000621,-1.81608183738
ACH-000622,-1.7386801305500001
ACH-000623,-1.77436622524
ACH-000624,-1.84343345211
ACH-000627,-1.65849831402
ACH-000630,-1.84856810819
ACH-000632,-1.6979502314500001
ACH-000633,-2.15441681061
ACH-000637,-1.90022011025
ACH-000638,-1.8732711808400002
ACH-000646,-1.8708015123900001
ACH-000647,-1.83133341324
ACH-000648,-1.7039657976
ACH-000649,-1.8990764428599998
ACH-000651,-1.74630744833
ACH-000652,-1.3734053424700001
ACH-000653,-1.9399604815400002
ACH-000657,-1.85821440467
ACH-000658,-1.9195360310599998
ACH-000661,-1.7502987428599999
ACH-000662,-2.20687657911
ACH-000663,-1.8574663121900001
ACH-000665,-1.81246168428
ACH-000671,-1.8127178612900001
ACH-000673,-1.87864028246
ACH-000676,-1.7145414255700002
ACH-000677,-1.8631110649900002
ACH-000681,-2.02101069509
ACH-000682,-1.68361016515
ACH-000683,-1.9985923759400002
ACH-000684,-1.7291496297599998
ACH-000688,-1.35822418259
ACH-000693,-1.9444849144
ACH-000694,-1.62292496477
ACH-000695,-2.08225121712
ACH-000696,-1.60021332249
ACH-000697,-1.70469598928
ACH-000699,-2.15047680097
ACH-000701,-2.11986261075
ACH-000706,-1.6336042497
ACH-000711,-1.81368987535
ACH-000713,-1.5784546007700002
ACH-000714,-1.6218723254799998
ACH-000718,-1.8337059201099997
ACH-000720,-1.9668111104599997
ACH-000721,-1.54048788146
ACH-000724,-1.9403382222999999
ACH-000725,-1.3906996515399999
ACH-000732,-1.45785843249
ACH-000734,-1.71292000533
ACH-000735,-1.4355504839300002
ACH-000736,-1.8190766659900002
ACH-000738,-1.7808438835900002
ACH-000746,-1.69658068255
ACH-000747,-1.83369391589
ACH-000748,-1.51575084847
ACH-000753,-1.8146352229799998
ACH-000756,-1.558162812
ACH-000757,-1.7614851392200002
ACH-000758,-1.58535117121
ACH-000760,-1.70434842785
ACH-000763,-1.84404074426
ACH-000764,-1.68524913165
ACH-000765,-1.72720138432
ACH-000766,-1.6542024752899998
ACH-000767,-1.9886813628
ACH-000768,-1.62856289308
ACH-000769,-1.5902576085799998
ACH-000770,-2.02351089964
ACH-000771,-1.69850378708
ACH-000773,-1.80626293905
ACH-000776,-1.7011105531600001
ACH-000777,-1.6694424352700001
ACH-000778,-2.18750478895
ACH-000781,-1.8440313216900004
ACH-000782,-1.80806713003
ACH-000783,-2.1920333823
ACH-000784,-1.6902332166
ACH-000785,-2.39578278578
ACH-000787,-1.66992506456
ACH-000788,-1.88904951713
ACH-000791,-1.98087625008
ACH-000792,-1.64085752512
ACH-000794,-1.74702383073
ACH-000796,-1.7142045625600002
ACH-000799,-1.6039025740600001
ACH-000800,-2.02633611808
ACH-000802,-1.62215859808
ACH-000804,-1.92494408177
ACH-000805,-1.74641934376
ACH-000809,-1.8784589372299998
ACH-000810,-1.40974967522
ACH-000811,-1.98371580651
ACH-000817,-1.9249077535099999
ACH-000819,-1.7913668713900004
ACH-000820,-1.24659448253
ACH-000821,-2.14874432963
ACH-000822,-1.79697125968
ACH-000823,-1.6456171854600001
ACH-000824,-2.07767664683
ACH-000827,-1.6779152341499999
ACH-000829,-1.81175737695
ACH-000831,-1.75823102498
ACH-000832,-1.70712255861
ACH-000833,-2.09440563795
ACH-000834,-1.63545886715
ACH-000835,-1.61520808396
ACH-000836,-1.19198151152
ACH-000837,-1.8107359949400001
ACH-000838,-1.69341292579
ACH-000839,-1.7863554825599999
ACH-000840,-2.09023915797
ACH-000841,-1.9628847996
ACH-000843,-1.8359452316099998
ACH-000846,-1.7985047959799998
ACH-000847,-1.45175083884
ACH-000848,-1.7493400398400003
ACH-000849,-1.8973142674099999
ACH-000851,-1.76692315003
ACH-000855,-1.99657071595
ACH-000856,-1.9920621733900001
ACH-000858,-1.68964643978
ACH-000859,-1.7233918185
ACH-000861,-1.8720235454299998
ACH-000862,-1.77074520013
ACH-000865,-1.8015601011099998
ACH-000866,-1.82523340437
ACH-000867,-2.04089704822
ACH-000869,-1.4302894382
ACH-000872,-1.49000682755
ACH-000873,-1.68285280057
ACH-000876,-1.9184755370299997
ACH-000878,-1.6802079193000001
ACH-000880,-1.85251360942
ACH-000881,-1.8768343851499998
ACH-000882,-1.6181437680700002
ACH-000884,-1.6646468051899999
ACH-000885,-1.9132704137
ACH-000887,-1.6627046426899998
ACH-000888,-1.65470031919
ACH-000889,-1.8788796049599998
ACH-000890,-1.7453248444599998
ACH-000896,-1.92902993307
ACH-000898,-1.8899845429400004
ACH-000900,-1.79839417276
ACH-000901,-1.8504753658500002
ACH-000905,-1.53957044747
ACH-000906,-1.76972052403
ACH-000907,-1.68028274722
ACH-000910,-1.93649202741
ACH-000911,-1.7018119547200001
ACH-000912,-1.51692277697
ACH-000913,-1.8443502377599998
ACH-000915,-1.6453863801800002
ACH-000916,-1.66384746815
ACH-000917,-1.5705300036399998
ACH-000921,-1.72206735875
ACH-000924,-1.44598046993
ACH-000926,-1.7732281134999999
ACH-000928,-1.92324467992
ACH-000929,-1.39644563815
ACH-000932,-1.85891649187
ACH-000935,-1.8209232914900002
ACH-000936,-1.6942038667
ACH-000937,-2.1095020185699997
ACH-000938,-1.6499482726399999
ACH-000939,-1.62042122222
ACH-000941,-1.68635693947
ACH-000943,-1.72988058164
ACH-000946,-1.8592426573099998
ACH-000947,-1.9486850857
ACH-000948,-1.6195438336599999
ACH-000950,-1.70580968551
ACH-000953,-1.99864340468
ACH-000957,-1.77640412558
ACH-000958,-1.9927837682
ACH-000960,-1.70773999113
ACH-000963,-2.05975433149
ACH-000968,-1.7439264629
ACH-000969,-1.6490955496000002
ACH-000973,-1.6299549256499999
ACH-000974,-1.8739269874700002
ACH-000975,-1.79129599773
ACH-000976,-1.8518797874700001
ACH-000978,-2.72916202692
ACH-000980,-1.95921208273
ACH-000984,-1.7110160186
ACH-000986,-1.62814730955
ACH-000988,-1.8529663517700001
ACH-000993,-1.91868518783
ACH-000994,-2.09440259196
ACH-000996,-1.56720959784
ACH-001001,-1.89527487086
ACH-001020,-1.51804076878
ACH-001028,-1.7141103533500002
ACH-001031,-1.9971023934599998
ACH-001038,-1.9511562322099998
ACH-001048,-1.75454749814
ACH-001050,-1.54191048755
ACH-001053,-1.50071962901
ACH-001054,-1.73900330103
ACH-001061,-1.6731490104299998
ACH-001067,-1.6834011250299998
ACH-001075,-1.8383509353
ACH-001096,-1.78157856059
ACH-001128,-0.665770253318
ACH-001134,-1.62620699776
ACH-001151,-1.8621407008099997
ACH-001163,-1.7147224666999998
ACH-001164,-1.6993579337
ACH-001173,-1.6106299712099998
ACH-001183,-1.56341548744
ACH-001184,-1.76910018028
ACH-001190,-1.71152639519
ACH-001192,-1.8863271690999999
ACH-001193,-1.5107920351700002
ACH-001196,-1.8376745201900002
ACH-001197,-1.70307811313
ACH-001205,-1.58858335886
ACH-001211,-1.6351466703400002
ACH-001212,-1.54733600385
ACH-001228,-1.66095695068
ACH-001232,-1.70931871474
ACH-001239,-1.8074388390400002
ACH-001274,-1.9333788104099998
ACH-001275,-1.64605778264
ACH-001277,-1.8701301876499998
ACH-001278,-1.9121505453
ACH-001280,-1.9052540974599999
ACH-001283,-1.8667687292400001
ACH-001289,-1.9539792305900001
ACH-001295,-2.00356348532
ACH-001300,-1.7642509812599998
ACH-001301,-1.70795050778
ACH-001302,-1.69206988326
ACH-001303,-1.84134098713
ACH-001306,-1.8344276394799999
ACH-001318,-1.7899378926299998
ACH-001322,-1.69125226051
ACH-001328,-1.67454187665
ACH-001332,-1.5280352134200001
ACH-001333,-2.1049255633099997
ACH-001336,-1.62262879007
ACH-001340,-1.67335152179
ACH-001346,-1.7212342297299998
ACH-001353,-1.6208903317899999
ACH-001354,-1.87402472343
ACH-001367,-1.51755822012
ACH-001368,-1.89869501645
ACH-001374,-2.2503027274700003
ACH-001375,-1.83257328065
ACH-001377,-1.8261825552000002
ACH-001380,-1.4386614177200001
ACH-001391,-2.1519874583500003
ACH-001407,-1.7465713402599998
ACH-001408,-1.8704478331799999
ACH-001413,-1.45364946212
ACH-001430,-1.4333270235100002
ACH-001431,-1.9115501411900002
ACH-001450,-1.52065833243
ACH-001496,-1.33206102161
ACH-001500,-1.38451160228
ACH-001521,-1.71969719505
ACH-001523,-1.92642760055
ACH-001532,-1.8065379232599998
ACH-001536,-1.55444645352
ACH-001550,-1.4203377769799999
ACH-001552,-1.6022116272100002
ACH-001554,-1.87648410096
ACH-001645,-1.74917070596
ACH-001654,-1.9345468830599999
ACH-001715,-1.7660568545900002
ACH-001735,-2.0681294123400003
ACH-001736,-1.6510987278600002
ACH-001737,-1.3940849548899998
ACH-001740,-1.70823227945
ACH-001745,-1.8850239652
ACH-001750,-1.7602615163599997
ACH-001765,-1.7696237277900002
ACH-001956,-1.62768672595
ACH-001957,-1.81902971572
