,CRX (1406)
ACH-000473,-0.203702974076
ACH-000475,-0.30152870823399996
ACH-000476,-0.382594826311
ACH-000477,-0.32324170968000004
ACH-000480,-0.31063869272
ACH-000481,-0.373169327824
ACH-000483,-0.266112850818
ACH-000484,-0.316357135525
ACH-000485,-0.364723404477
ACH-000486,-0.36633449228500004
ACH-000487,-0.34515026202699994
ACH-000488,-0.2372962614
ACH-000490,-0.26085581035100003
ACH-000491,-0.294663677149
ACH-000495,-0.36921141408
ACH-000496,-0.181922465218
ACH-000499,-0.542143010686
ACH-000500,-0.26722347178399997
ACH-000502,-0.22855278125700002
ACH-000503,-0.6052385772869999
ACH-000505,-0.276466393368
ACH-000507,-0.282795733799
ACH-000510,-0.43761168611900003
ACH-000511,-0.248740930387
ACH-000512,-0.47767284878999994
ACH-000516,-0.237916121016
ACH-000517,-0.321617587012
ACH-000518,-0.49535594866800003
ACH-000520,-0.319941340463
ACH-000521,-0.299514818002
ACH-000522,-0.26950033735999995
ACH-000524,-0.310457932727
ACH-000527,-0.339637982444
ACH-000528,-0.080198819554
ACH-000537,-0.21462574005499999
ACH-000541,-0.0538803793555
ACH-000542,-0.322795899145
ACH-000544,-0.250279405155
ACH-000545,-0.235772470753
ACH-000547,-0.350194935106
ACH-000548,-0.215505816418
ACH-000549,-0.473125909253
ACH-000550,-0.16602734462000002
ACH-000552,-0.329115452358
ACH-000556,-0.427989387565
ACH-000557,-0.453489714441
ACH-000570,-0.312624393645
ACH-000571,-0.44881214531
ACH-000573,-0.237222494879
ACH-000576,-0.18073295917100002
ACH-000580,-0.36614277590800004
ACH-000584,-0.32875717919799996
ACH-000585,-0.392391974412
ACH-000588,-0.24448983878199998
ACH-000589,-0.366429809851
ACH-000591,-0.070364124728
ACH-000593,-0.298560866971
ACH-000600,-0.324027287757
ACH-000601,-0.301862199398
ACH-000604,-0.350360539676
ACH-000605,-0.284607410698
ACH-000606,-0.247003369093
ACH-000608,-0.560234848424
ACH-000614,-0.255742036974
ACH-000616,-0.18002909897999997
ACH-000618,-0.398429292029
ACH-000619,-0.135738735386
ACH-000620,-0.38325745248000004
ACH-000621,-0.34325495412
ACH-000622,-0.35026753877899997
ACH-000623,-0.186853795469
ACH-000624,-0.27734875964600003
ACH-000627,-0.269800229698
ACH-000630,-0.17987269496599997
ACH-000632,-0.21471903366200001
ACH-000633,-0.10592235579800001
ACH-000637,-0.350839375492
ACH-000638,-0.180060228633
ACH-000646,-0.336747234034
ACH-000647,-0.11593809899900001
ACH-000648,-0.316800069969
ACH-000649,-0.222166870071
ACH-000651,-0.274579054817
ACH-000652,-0.191707345709
ACH-000653,-0.0990555445106
ACH-000657,-0.423331188059
ACH-000658,-0.217536774071
ACH-000661,-0.174587788627
ACH-000662,-0.40749754292199997
ACH-000663,-0.49693850517899996
ACH-000665,-0.17693844197500003
ACH-000671,-0.208071015267
ACH-000673,-0.276122571555
ACH-000676,-0.195304304388
ACH-000677,-0.402467514132
ACH-000681,-0.425386283374
ACH-000682,-0.34186534258900003
ACH-000683,-0.186982182141
ACH-000684,-0.30449297268000003
ACH-000688,-0.39407259653899995
ACH-000693,-0.240674806538
ACH-000694,-0.328384848796
ACH-000695,-0.154541763665
ACH-000696,-0.20217889464400002
ACH-000697,-0.33487883378899996
ACH-000699,-0.22297697596500002
ACH-000701,-0.612500921132
ACH-000706,-0.28402431380300003
ACH-000711,-0.243145199375
ACH-000713,-0.21960465292599998
ACH-000714,-0.25908556330800003
ACH-000718,-0.10620695161299999
ACH-000720,-0.380602214137
ACH-000721,-0.21270505738099998
ACH-000724,-0.369789102451
ACH-000725,-0.28234113285100004
ACH-000732,0.06650245623340001
ACH-000734,-0.49353689602899997
ACH-000735,-0.373312063328
ACH-000736,-0.538712306799
ACH-000738,-0.21732545274300002
ACH-000746,-0.312718634106
ACH-000747,-0.189634431328
ACH-000748,-0.354957632509
ACH-000753,-0.23322829669
ACH-000756,-0.356283538667
ACH-000757,-0.417378168951
ACH-000758,-0.23464335085700003
ACH-000760,-0.195089639313
ACH-000763,-0.30061771109200003
ACH-000764,-0.243801655427
ACH-000765,-0.17424944502700002
ACH-000766,-0.135620926885
ACH-000767,-0.123987622557
ACH-000768,-0.14078910405
ACH-000769,-0.276885621514
ACH-000770,-0.14284369411199999
ACH-000771,-0.409571447865
ACH-000773,-0.0529397653039
ACH-000776,-0.418972048288
ACH-000777,-0.449932403305
ACH-000778,-0.381084544243
ACH-000781,-0.289403590951
ACH-000782,-0.48541461198799996
ACH-000783,-0.32971576315900003
ACH-000784,-0.374915374087
ACH-000785,-0.154999650375
ACH-000787,-0.212845529315
ACH-000788,-0.34617231544
ACH-000791,-0.281850930506
ACH-000792,-0.36945058550300003
ACH-000794,-0.35094919968000005
ACH-000796,-0.37808415316
ACH-000799,-0.188659312345
ACH-000800,-0.040060001513199994
ACH-000802,-0.158535964781
ACH-000804,0.007156183988009999
ACH-000805,-0.27268489792399997
ACH-000809,-0.29941199619000003
ACH-000810,-0.161490747735
ACH-000811,-0.191717301712
ACH-000817,-0.1549207618
ACH-000819,-0.303842562045
ACH-000820,-0.112827608946
ACH-000821,-0.29265262484099996
ACH-000822,-0.539465086401
ACH-000823,-0.314972997984
ACH-000824,-0.566285336238
ACH-000827,-0.34335457756300003
ACH-000829,-0.397207474066
ACH-000831,-0.404930472152
ACH-000832,-0.19885020062800002
ACH-000833,-0.16969096586399998
ACH-000834,-0.17362977358399997
ACH-000835,-0.273515353405
ACH-000836,-0.299332709223
ACH-000837,-0.308533836361
ACH-000838,-0.179143789081
ACH-000839,-0.39346546732500004
ACH-000840,-0.0318931619421
ACH-000841,-0.18966006512400002
ACH-000843,-0.24501128330400002
ACH-000846,-0.16685277313
ACH-000847,-0.548637602949
ACH-000848,-0.32389266939100003
ACH-000849,-0.0292666940307
ACH-000851,-0.11818871014599999
ACH-000855,-0.25418138790399997
ACH-000856,-0.225373167831
ACH-000858,-0.239465393125
ACH-000859,-0.427429596859
ACH-000861,-0.17361220847300002
ACH-000862,-0.191854306895
ACH-000865,-0.329151224043
ACH-000866,-0.40431434098200003
ACH-000867,-0.177734981411
ACH-000869,-0.274040631585
ACH-000872,-0.20390075409699998
ACH-000873,-0.502730151161
ACH-000876,-0.25329864273200003
ACH-000878,-0.42439322475
ACH-000880,-0.602597134981
ACH-000881,-0.165303704557
ACH-000882,-0.23517039303000004
ACH-000884,-0.137978490842
ACH-000885,-0.352483020581
ACH-000887,-0.25133693582899996
ACH-000888,-0.18689976270199998
ACH-000889,-0.19779749359700002
ACH-000890,-0.417016570783
ACH-000896,-0.233393875586
ACH-000898,-0.20045300451099998
ACH-000900,-0.24087870530000002
ACH-000901,-0.446501741816
ACH-000905,-0.334743567566
ACH-000906,-0.343297191196
ACH-000907,-0.124838403014
ACH-000910,-0.22797350308400002
ACH-000911,-0.284206048664
ACH-000912,-0.41155379074000004
ACH-000913,-0.303342875152
ACH-000915,-0.218639025163
ACH-000916,-0.213909098145
ACH-000917,-0.47556881825
ACH-000921,-0.203532422194
ACH-000924,-0.19355240497
ACH-000926,-0.267089645496
ACH-000928,-0.405294335237
ACH-000929,-0.400852196295
ACH-000932,-0.321279290992
ACH-000935,-0.17331695804699998
ACH-000936,-0.423955552287
ACH-000937,-0.248709533506
ACH-000938,-0.508170654452
ACH-000939,-0.21920011793699998
ACH-000941,-0.30889638187699997
ACH-000943,-0.414560176511
ACH-000946,-0.27351853789
ACH-000947,-0.269068136301
ACH-000948,-0.205114045299
ACH-000950,-0.356108627211
ACH-000953,-0.300557379615
ACH-000957,-0.146914840497
ACH-000958,-0.218170493134
ACH-000960,-0.39467603132299994
ACH-000963,-0.164531374379
ACH-000968,-0.307488922432
ACH-000969,-0.246201489793
ACH-000973,-0.37833949708000003
ACH-000974,-0.430236661603
ACH-000975,-0.287420052436
ACH-000976,-0.253580237464
ACH-000978,-0.358836877425
ACH-000980,-0.285397171664
ACH-000984,-0.271436735585
ACH-000986,-0.010573900454
ACH-000988,-0.26686277687300003
ACH-000993,-0.358370760519
ACH-000994,-0.333035961767
ACH-000996,-0.539188905695
ACH-001001,-0.27423564089
ACH-001020,-0.279682686174
ACH-001028,-0.249724843691
ACH-001031,-0.278444777132
ACH-001038,-0.422506986866
ACH-001048,-0.290847755037
ACH-001050,-0.311371544489
ACH-001053,-0.039665484272
ACH-001054,-0.253723609699
ACH-001061,-0.34838196696400003
ACH-001067,-0.37322721867799996
ACH-001075,-0.22495630814
ACH-001096,-0.208786195165
ACH-001128,-0.286447938878
ACH-001134,-0.139916554122
ACH-001151,-0.250987555938
ACH-001163,-0.241998933433
ACH-001164,-0.36229801416599994
ACH-001173,-0.322909035981
ACH-001183,-0.24918783568000002
ACH-001184,-0.0107194363561
ACH-001190,-0.0608782865163
ACH-001192,-0.226885013539
ACH-001193,-0.267486689243
ACH-001196,-0.0997155055957
ACH-001197,-0.569067566341
ACH-001205,-0.231574379315
ACH-001211,-0.386585042565
ACH-001212,-0.421817870573
ACH-001228,-0.319460848182
ACH-001232,-0.137593276368
ACH-001239,-0.21553990674000004
ACH-001274,-0.254061184214
ACH-001275,-0.38374272771300005
ACH-001277,-0.412243586564
ACH-001278,-0.323071424859
ACH-001280,-0.416847818556
ACH-001283,-0.18179447724300002
ACH-001289,-0.226801894084
ACH-001295,-0.47845907768600004
ACH-001300,-0.420246916325
ACH-001301,-0.248478843453
ACH-001302,-0.29553771942400003
ACH-001303,-0.285176331788
ACH-001306,-0.230519583477
ACH-001318,-0.22924146650899999
ACH-001322,-0.14115115563300001
ACH-001328,-0.34053881396799995
ACH-001332,-0.23682100405499998
ACH-001333,-0.511857951576
ACH-001336,-0.18872205764199998
ACH-001340,-0.289066609071
ACH-001346,-0.215475780244
ACH-001353,-0.447476172298
ACH-001354,-0.09363544038689998
ACH-001367,-0.09250088745589999
ACH-001368,-0.25499199943100004
ACH-001374,-0.26173238419
ACH-001375,-0.475744822426
ACH-001377,-0.437781391834
ACH-001380,-0.252323195583
ACH-001391,-0.304903882622
ACH-001407,-0.308326869974
ACH-001408,-0.336752789419
ACH-001413,-0.170126817654
ACH-001430,-0.329596346793
ACH-001431,-0.20666971626400002
ACH-001450,-0.08472346194420001
ACH-001496,-0.18829021700999998
ACH-001500,-0.574959447698
ACH-001521,-0.382765943288
ACH-001523,-0.19259572311999998
ACH-001532,-0.18981051006799998
ACH-001536,-0.33172931280900003
ACH-001550,-0.287722852674
ACH-001552,-0.294874875704
ACH-001554,-0.145795221342
ACH-001645,-0.0711377519284
ACH-001654,-0.33465119476
ACH-001715,-0.11040364965600001
ACH-001735,-0.286243246308
ACH-001736,-0.25524618306200003
ACH-001737,-0.407813093595
ACH-001740,-0.46416171162000003
ACH-001745,-0.272218673037
ACH-001750,-0.40834535659800003
ACH-001765,-0.195650279283
ACH-001956,-0.295864191832
ACH-001957,-0.304928735425
