,NCAPH2 (29781)
ACH-000227,-0.7553230591419999
ACH-000228,-1.31422388196
ACH-000231,-0.8250413183609999
ACH-000232,-1.22439017842
ACH-000233,-0.899567997959
ACH-000234,-1.08735285469
ACH-000235,-1.0265062406999999
ACH-000237,-0.963740471656
ACH-000238,-1.09124355921
ACH-000243,-0.941139770289
ACH-000244,-1.22505860452
ACH-000246,-1.23310715558
ACH-000248,-1.26865771491
ACH-000250,-0.9117718056730001
ACH-000251,-0.8347337128069999
ACH-000253,-1.19605923933
ACH-000255,-1.20420767314
ACH-000256,-0.576554062355
ACH-000257,-0.505895452098
ACH-000258,-1.67950908621
ACH-000259,-0.881019724167
ACH-000260,-1.01163255245
ACH-000261,-1.27740427247
ACH-000262,-1.0161594233600002
ACH-000263,-0.936323615088
ACH-000264,-0.35814259009300004
ACH-000265,-0.9022909628039999
ACH-000266,-1.27504017707
ACH-000272,-1.57955793076
ACH-000273,-1.2252346573100001
ACH-000274,-1.3749917684600002
ACH-000277,-1.11146280691
ACH-000278,-0.799419131547
ACH-000279,-0.359830740707
ACH-000280,-1.17178142904
ACH-000281,-0.7754207040350001
ACH-000288,-1.31556165293
ACH-000291,-1.14800489769
ACH-000293,-0.778485115044
ACH-000294,-0.470207523786
ACH-000295,-1.1913031360100002
ACH-000296,-1.28935878976
ACH-000302,-0.7087666915809999
ACH-000304,-0.9403721385780001
ACH-000307,-1.18148844328
ACH-000308,-1.25289950862
ACH-000310,-0.7876336418790001
ACH-000311,-1.16066717988
ACH-000312,-0.589918082359
ACH-000315,-1.40609870208
ACH-000316,-1.54388550759
ACH-000317,-1.07880620896
ACH-000318,-0.881718651456
ACH-000319,-0.973027166006
ACH-000320,-1.04408732769
ACH-000322,-0.902023278134
ACH-000323,-1.22869422666
ACH-000324,-1.2281150366299998
ACH-000329,-0.943244299543
ACH-000330,-1.4081077704299998
ACH-000331,-1.0613793585100002
ACH-000332,-1.29635330705
ACH-000334,-0.7368577657500001
ACH-000335,-1.3131083715799998
ACH-000336,-1.42214375053
ACH-000337,-1.0188832775
ACH-000339,-1.13403222154
ACH-000341,-0.8322033542939999
ACH-000348,-0.84853355568
ACH-000350,-0.907098098932
ACH-000352,-0.41900716856799997
ACH-000356,-1.03769828407
ACH-000361,-1.0755889810700001
ACH-000362,-1.1919362442299999
ACH-000363,-0.9385530257119999
ACH-000364,-0.956183495659
ACH-000365,-1.1655336116
ACH-000366,-0.788537778609
ACH-000368,-1.26619378896
ACH-000374,-1.2409623161499999
ACH-000375,-1.2353336638299999
ACH-000376,-0.814002651952
ACH-000381,-0.64373010496
ACH-000383,-0.8700409775069999
ACH-000387,-0.9918030568520001
ACH-000389,-0.8824905948280001
ACH-000390,-0.921282728332
ACH-000393,-0.44429180088200004
ACH-000395,-1.0950982204100002
ACH-000397,-0.799643034753
ACH-000401,-0.941125249201
ACH-000402,-0.784501813225
ACH-000403,-0.952607958442
ACH-000404,-1.07406772735
ACH-000406,-0.977941868277
ACH-000407,-0.23642751733800002
ACH-000408,-1.14804197392
ACH-000410,-1.17834806619
ACH-000411,-0.9749398312559999
ACH-000414,-0.992117471846
ACH-000415,-0.7680710590250001
ACH-000416,-1.28505175888
ACH-000420,-1.0683214808700001
ACH-000421,-1.1819169586
ACH-000424,-0.961241176737
ACH-000425,-1.42600232566
ACH-000426,-0.98598643536
ACH-000427,-1.05076392184
ACH-000433,-1.23256230756
ACH-000436,-0.948675095467
ACH-000444,-0.803549824707
ACH-000445,-1.14165446445
ACH-000448,-1.4201192555200002
ACH-000450,-1.0701690510200002
ACH-000452,-0.7106589095649999
ACH-000454,-0.854860946354
ACH-000458,-1.02682295697
ACH-000459,-0.936714781507
ACH-000460,-1.0134628311299998
ACH-000461,-1.3192968975
ACH-000463,-1.1676751177299998
ACH-000464,-1.1251910339
ACH-000466,-1.3691964210799998
ACH-000467,-1.1732814732999999
ACH-000468,-0.863683440455
ACH-000469,-1.08961064653
ACH-000470,-0.663860752293
ACH-000471,-0.986445609072
ACH-000472,-0.262049771854
ACH-000473,-1.03430892056
ACH-000475,-0.8745992257780001
ACH-000476,-0.744279366453
ACH-000477,-1.29882285415
ACH-000480,-0.868422849443
ACH-000481,-0.36894159942599997
ACH-000483,-0.902396570868
ACH-000484,-1.61308696916
ACH-000485,-1.6519511720500002
ACH-000486,-1.3073865953100001
ACH-000487,-0.843400509732
ACH-000488,-1.02671134786
ACH-000490,-1.24671142408
ACH-000491,-0.7519909050679999
ACH-000495,-0.9757131301459999
ACH-000496,-1.16466664615
ACH-000499,-1.00212599356
ACH-000500,-0.633678639108
ACH-000502,-0.42738937798199994
ACH-000503,-1.29115614279
ACH-000505,-0.627296985366
ACH-000507,-1.10931638365
ACH-000510,-0.888505782914
ACH-000511,-1.27460015036
ACH-000512,-1.0602159273
ACH-000516,-1.6180005099099999
ACH-000517,-0.555531079122
ACH-000518,-0.853644382438
ACH-000520,-1.24860368759
ACH-000521,-1.0673941142
ACH-000522,-1.14465282918
ACH-000524,-0.7290942507100001
ACH-000527,-1.1211889761700002
ACH-000528,-1.31518496749
ACH-000537,-1.25897708343
ACH-000541,-0.794816883856
ACH-000542,-1.17195269727
ACH-000544,-0.939092728892
ACH-000545,-1.14368760703
ACH-000547,-0.71530371545
ACH-000548,-0.343507916152
ACH-000549,-0.9237031314309999
ACH-000550,-1.2067269623
ACH-000552,-0.863804726936
ACH-000556,-0.159805442297
ACH-000557,-1.44886021525
ACH-000570,-1.2282562162100001
ACH-000571,-0.579684747941
ACH-000573,-0.5218823490110001
ACH-000576,-0.8004636713940001
ACH-000580,-1.20194109235
ACH-000584,-0.41399182422700004
ACH-000585,-0.913320612656
ACH-000588,-1.08564739098
ACH-000589,-1.2741067010299998
ACH-000591,-1.42490644727
ACH-000593,-0.690225002503
ACH-000600,-0.896516363056
ACH-000601,-0.706295408234
ACH-000604,-1.14982124213
ACH-000605,-1.05936159002
ACH-000606,-0.949637306417
ACH-000608,-0.640086211523
ACH-000614,-0.692767771823
ACH-000616,-1.28284669238
ACH-000618,-0.7431399521780001
ACH-000619,-0.69741493723
ACH-000620,-0.7003964372310001
ACH-000621,-0.865693696664
ACH-000622,-0.925661679706
ACH-000623,-1.3129335488299998
ACH-000624,-0.619532385879
ACH-000627,-0.893118555307
ACH-000630,-1.18046486989
ACH-000632,-1.2910310229200002
ACH-000633,-0.7405194883990001
ACH-000637,-1.2445230114599999
ACH-000638,-1.03362367762
ACH-000646,-0.9215307478749999
ACH-000647,-0.8884216396789999
ACH-000648,-0.8780255768299999
ACH-000649,-0.858426075598
ACH-000651,-0.973687625827
ACH-000652,-0.521209865779
ACH-000653,-0.315758125916
ACH-000657,-1.09025388387
ACH-000658,-1.14981971072
ACH-000661,-1.08012464576
ACH-000662,-1.22198876495
ACH-000663,-0.710369387737
ACH-000665,-0.919806966739
ACH-000671,-0.8855914045559999
ACH-000673,-1.28353125744
ACH-000676,-1.06255567358
ACH-000677,-1.56146874775
ACH-000681,-1.27416498288
ACH-000682,-0.908125762695
ACH-000683,-0.357963194439
ACH-000684,-1.1139944825900001
ACH-000688,-1.34051769101
ACH-000693,-0.759234384407
ACH-000694,-1.02619925192
ACH-000695,-0.841907234756
ACH-000696,-1.13841401273
ACH-000697,-0.834473733872
ACH-000699,-1.2616969106
ACH-000701,-0.834611939339
ACH-000706,-1.1309057623
ACH-000711,-0.373623404479
ACH-000713,-0.995503842255
ACH-000714,-1.2145653003499999
ACH-000718,-0.700493629196
ACH-000720,-1.0218303719700002
ACH-000721,-1.5184535556999998
ACH-000724,-0.745181114053
ACH-000725,-1.53655929966
ACH-000732,-1.2291243687200002
ACH-000734,-0.430073306682
ACH-000735,-1.1879355812
ACH-000736,-0.7143826863130001
ACH-000738,-0.622383242555
ACH-000746,-0.6061878018
ACH-000747,-0.954430644449
ACH-000748,-1.0966982193700001
ACH-000753,-1.1236807823100001
ACH-000756,-1.22882014278
ACH-000757,-0.916354697562
ACH-000758,-0.7607449656540001
ACH-000760,-1.33901947713
ACH-000763,-1.12984515088
ACH-000764,-0.9777592538850001
ACH-000765,-0.762030452616
ACH-000766,-1.1528076406999999
ACH-000767,-1.090423991
ACH-000768,-0.943138594648
ACH-000769,-1.1967686989200002
ACH-000770,-0.9186220552259999
ACH-000771,-1.07892919843
ACH-000773,-1.0086257303
ACH-000776,-1.16370456708
ACH-000777,-1.3715521777500002
ACH-000778,-1.17664270264
ACH-000781,-1.1569487350299998
ACH-000782,-0.668241571801
ACH-000783,-1.3930835657
ACH-000784,-1.37334104015
ACH-000785,-1.03160822192
ACH-000787,-1.37777182561
ACH-000788,-1.25839323291
ACH-000791,-1.09029227825
ACH-000792,-0.764984920727
ACH-000794,-1.1650499623100001
ACH-000796,-1.13150042037
ACH-000799,-0.847176069067
ACH-000800,-1.16755134674
ACH-000802,-1.16292079956
ACH-000804,-0.986693938379
ACH-000805,-0.821619683011
ACH-000809,-0.499219587417
ACH-000810,-1.30915395698
ACH-000811,-1.18842485726
ACH-000817,-0.629386082659
ACH-000819,-0.949517544433
ACH-000820,-0.8376677699680001
ACH-000821,-0.547968756485
ACH-000822,-0.901760587116
ACH-000823,-0.9437971625489999
ACH-000824,-1.15648502981
ACH-000827,-1.3146152086799998
ACH-000829,-1.14467098595
ACH-000831,-0.9731796180869999
ACH-000832,-1.00282797688
ACH-000833,-0.534854340417
ACH-000834,-0.60307325478
ACH-000835,-1.1438709191
ACH-000836,-1.2677606189700001
ACH-000837,-1.1063228895000001
ACH-000838,-1.17828437125
ACH-000839,-1.3238121218899999
ACH-000840,-1.05163564026
ACH-000841,-1.05252981428
ACH-000843,-0.980405552186
ACH-000846,-1.02711643336
ACH-000847,-0.996488037588
ACH-000848,-0.716180575029
ACH-000849,-1.09194076915
ACH-000851,-1.2162291257200002
ACH-000855,-0.5893509602170001
ACH-000856,-1.1757743381899999
ACH-000858,-0.510538614193
ACH-000859,-1.17042187487
ACH-000861,-0.8908811540989999
ACH-000862,-0.702694639594
ACH-000865,-1.20673766374
ACH-000866,-0.872036231744
ACH-000867,-0.0360178906431
ACH-000869,-0.967581089906
ACH-000872,-1.26951572046
ACH-000873,-0.93026173255
ACH-000876,-1.01433610213
ACH-000878,-1.0981858012299999
ACH-000880,-1.2004154865999999
ACH-000881,-1.2300611766399998
ACH-000882,-1.00584076544
ACH-000884,-1.16994468065
ACH-000885,-0.9441868323649999
ACH-000887,-0.9329937728640001
ACH-000888,-0.7410298943449999
ACH-000889,-0.232377143383
ACH-000890,-1.03246264422
ACH-000896,-0.464395289345
ACH-000898,-1.28623002709
ACH-000900,-0.998346421706
ACH-000901,-1.36769504123
ACH-000905,-0.654636141853
ACH-000906,-1.3752197404100002
ACH-000907,-1.66886657431
ACH-000910,-0.8595707010410001
ACH-000911,-1.13194978056
ACH-000912,-1.3462947313
ACH-000913,-1.25068244501
ACH-000915,-1.3575750207799997
ACH-000916,-1.1519805449
ACH-000917,-1.23179323735
ACH-000921,-1.13873782439
ACH-000924,-1.4530588732299998
ACH-000926,-1.52706767428
ACH-000928,-1.04807013441
ACH-000929,-1.01076253393
ACH-000932,-1.3738783265999999
ACH-000935,-1.06408525756
ACH-000936,-1.02919996607
ACH-000937,-0.273647340267
ACH-000938,-1.06651904543
ACH-000939,-0.43283230297700004
ACH-000941,-0.398240724061
ACH-000943,-0.8087518702509999
ACH-000946,-0.8015826442209999
ACH-000947,-1.24278028953
ACH-000948,-0.817852485369
ACH-000950,-1.24071823614
ACH-000953,-0.020283308480900004
ACH-000957,-1.22664440778
ACH-000958,-0.9385442559999999
ACH-000960,-1.1377819408
ACH-000963,-1.01091332223
ACH-000968,-1.08906799877
ACH-000969,-0.693991513238
ACH-000973,-0.6961560377509999
ACH-000974,-0.8241926913400001
ACH-000975,-1.10863826198
ACH-000976,-1.27138988742
ACH-000978,-0.985229504973
ACH-000980,-0.7375676949269999
ACH-000984,-0.516701025595
ACH-000986,-0.954721693867
ACH-000988,-0.555474857325
ACH-000993,-1.09392256934
ACH-000994,-0.605310719832
ACH-000996,-0.911032720785
ACH-001001,-0.753606416212
ACH-001020,-1.15641201513
ACH-001028,-1.3471594344100002
ACH-001031,-1.12870624912
ACH-001038,-0.7059208485359999
ACH-001048,-0.44637166201800005
ACH-001050,-0.886601157925
ACH-001053,-0.838262378899
ACH-001054,-0.554169460232
ACH-001061,-0.9873179841740001
ACH-001067,-1.29971447562
ACH-001075,-1.41614187696
ACH-001096,-1.13865626063
ACH-001128,-0.992755761697
ACH-001134,-0.888561033588
ACH-001151,-1.48223256024
ACH-001163,-0.951699938796
ACH-001164,-1.2047358215100001
ACH-001173,-0.6765149680239999
ACH-001183,-0.819554561409
ACH-001184,-1.02727537287
ACH-001190,-1.2551832725299998
ACH-001192,-0.719297597598
ACH-001193,-0.8135489061210001
ACH-001196,-0.889930847023
ACH-001197,-1.02850636324
ACH-001205,-1.11033120806
ACH-001211,-1.23447929172
ACH-001212,-1.26375614645
ACH-001228,-0.8405150759350001
ACH-001232,-1.30808151475
ACH-001239,-1.1658816888899999
ACH-001274,-1.09844507162
ACH-001275,-1.2236604068
ACH-001277,-0.9769780445880001
ACH-001278,-1.10987236656
ACH-001280,-1.48125634929
ACH-001283,-0.559027698357
ACH-001289,-1.0714666277200002
ACH-001295,-1.2034521513299998
ACH-001300,-0.9851432652140001
ACH-001301,-1.0902973978200001
ACH-001302,-1.23068341152
ACH-001303,-1.15900392426
ACH-001306,-1.16052233296
ACH-001318,-0.9206408734980001
ACH-001322,-1.0270358309799998
ACH-001328,-0.9093333528990001
ACH-001332,-0.535633097256
ACH-001333,-0.664218621552
ACH-001336,-0.8414978994399999
ACH-001340,-0.7004857807729999
ACH-001346,-1.26068323412
ACH-001353,-0.759892804016
ACH-001354,-1.17728253389
ACH-001367,-0.584103241688
ACH-001368,-1.1880898588200002
ACH-001374,-1.3067187784799998
ACH-001375,-1.02476491271
ACH-001377,-0.893272423792
ACH-001380,-0.8206843879889999
ACH-001391,-1.12804987387
ACH-001407,-1.26092655057
ACH-001408,-1.0603959505
ACH-001413,-0.944437483355
ACH-001430,-1.01860932462
ACH-001431,-1.1299331935799999
ACH-001450,-0.8741943760600001
ACH-001496,-1.2339980507
ACH-001500,-1.11287400923
ACH-001521,-0.616295793258
ACH-001523,-0.228432392659
ACH-001532,-1.16730855813
ACH-001536,-1.1532585773000001
ACH-001550,-0.9954382433650001
ACH-001552,-0.942158445369
ACH-001554,-1.05440839655
ACH-001645,-1.04478255715
ACH-001654,-1.21817120028
ACH-001715,-1.277597548
ACH-001735,-0.502460842002
ACH-001736,-0.414989411016
ACH-001737,-1.1893308147200001
ACH-001740,-0.800892618412
ACH-001745,-0.859357189561
ACH-001750,-0.95389352999
ACH-001765,-0.421395605607
ACH-001956,-1.3168519372
ACH-001957,-0.803417593861
