,YWHAG (7532)
ACH-000004,-0.031005078525900003
ACH-000007,-0.309925801188
ACH-000009,-0.0512091230311
ACH-000011,-0.322510002369
ACH-000012,-0.20692615407499998
ACH-000013,-0.17438865067200002
ACH-000014,-0.060882775182099995
ACH-000015,0.146907920539
ACH-000017,-0.598430063508
ACH-000018,-0.221614573435
ACH-000019,-0.44715079915
ACH-000021,-0.547282815605
ACH-000022,-0.132155449639
ACH-000025,-0.341213159472
ACH-000028,-0.29938946939100003
ACH-000030,-0.046469801929400006
ACH-000035,-0.268768165066
ACH-000036,-0.191478590783
ACH-000037,-0.428036446165
ACH-000039,-0.0810897722085
ACH-000040,-0.381616107649
ACH-000041,-0.134902621138
ACH-000042,-0.0265347815716
ACH-000045,-0.0927865796249
ACH-000047,-0.42559479409
ACH-000052,-0.0569628086214
ACH-000053,-0.224546917091
ACH-000054,-0.170366770583
ACH-000055,-0.14202136736999998
ACH-000060,-0.286398949636
ACH-000067,-0.15799684598
ACH-000070,-0.216923641105
ACH-000075,-0.559242398512
ACH-000078,0.06689981696030001
ACH-000082,-0.225770569664
ACH-000085,-0.19675559398200002
ACH-000086,-0.05198836827819999
ACH-000087,-0.278763210872
ACH-000092,-0.16504557443700002
ACH-000095,-0.242028237931
ACH-000097,-0.27981545394499996
ACH-000098,-0.364491968788
ACH-000099,0.116750484157
ACH-000108,-0.0792349302612
ACH-000113,0.0386732012109
ACH-000115,0.144617591785
ACH-000116,-0.166259201593
ACH-000118,-0.188092456992
ACH-000120,0.0547685729914
ACH-000123,-0.21745205140299997
ACH-000127,-0.25165513754999996
ACH-000128,-0.200713035031
ACH-000132,-0.136265170796
ACH-000133,-0.0239115957142
ACH-000137,-0.204371855317
ACH-000138,-0.20989330055599997
ACH-000142,-0.121544035009
ACH-000143,-0.285064801544
ACH-000146,-0.24555004396
ACH-000148,-0.17952365382
ACH-000150,-0.115560670474
ACH-000152,-0.321294597231
ACH-000153,-0.23666465678000004
ACH-000159,-0.358019084793
ACH-000160,-0.117180777936
ACH-000163,-0.185197564861
ACH-000167,0.0017938436861099998
ACH-000168,-0.17381715541099999
ACH-000169,-0.258502417084
ACH-000178,-0.15119222429
ACH-000182,-0.285379355512
ACH-000183,-0.379843754027
ACH-000188,-0.162220371302
ACH-000189,-0.272563688422
ACH-000190,0.039104549117900005
ACH-000198,-0.232053914905
ACH-000204,-0.386508470161
ACH-000206,-0.180962033381
ACH-000207,0.011881222496
ACH-000211,-0.12891371422800002
ACH-000215,-0.0764712521744
ACH-000221,-0.023231491373799998
ACH-000222,-0.09093674901010002
ACH-000223,-0.19592335833000002
ACH-000226,-0.264040800997
ACH-000227,-0.29635946566599997
ACH-000228,-0.312016749347
ACH-000231,-0.163618402833
ACH-000232,-0.17448369136300002
ACH-000233,-0.41610568178499996
ACH-000234,-0.306239186947
ACH-000235,-0.061398376820599995
ACH-000237,-0.232060169748
ACH-000238,-0.250209290376
ACH-000243,-0.254656011858
ACH-000244,-0.172091015944
ACH-000246,-0.31881664590799996
ACH-000248,-0.45369913893799996
ACH-000250,-0.194293832247
ACH-000251,0.0847020416689
ACH-000253,-0.252795136956
ACH-000255,-0.189420896035
ACH-000256,-0.34348418515
ACH-000257,-0.186997409111
ACH-000258,0.0617342814922
ACH-000259,-0.244282990438
ACH-000260,-0.12013024569599999
ACH-000261,-0.324494451164
ACH-000262,-0.33736496762699997
ACH-000263,0.279780534573
ACH-000264,-0.42045301854999995
ACH-000265,-0.138548936834
ACH-000266,-0.187473698837
ACH-000272,-0.34804352977499997
ACH-000273,-0.204196972945
ACH-000274,-0.261180648156
ACH-000277,-0.2665887422
ACH-000278,-0.329591590375
ACH-000279,-0.204027291587
ACH-000280,-0.141637078916
ACH-000281,-0.235192327489
ACH-000288,-0.21987057574000002
ACH-000291,-0.0597151757598
ACH-000293,-0.545004164636
ACH-000294,0.202515522704
ACH-000295,-0.06577881506569999
ACH-000296,-0.242767531272
ACH-000302,-0.170517743972
ACH-000304,-0.37663868828900005
ACH-000307,-0.166555492974
ACH-000308,-0.305234505013
ACH-000310,-0.11503487812999999
ACH-000311,-0.356866302059
ACH-000312,-0.007278821513319999
ACH-000315,-0.415897858963
ACH-000316,-0.15455122155200002
ACH-000317,-0.216871291752
ACH-000318,-0.193833388889
ACH-000319,-0.429694020126
ACH-000320,-0.468923510543
ACH-000322,-0.411990322038
ACH-000323,-0.436526699026
ACH-000324,-0.16180376980900002
ACH-000329,-0.055425728093099993
ACH-000330,-0.0561046933595
ACH-000331,-0.30320898039
ACH-000332,-0.137587420089
ACH-000334,-0.427316462558
ACH-000335,-0.162022967881
ACH-000336,-0.524503465943
ACH-000337,-0.515377566975
ACH-000339,-0.224462082898
ACH-000341,0.318197072755
ACH-000348,-0.288287815635
ACH-000350,-0.044934182979300005
ACH-000352,-0.26230278244000005
ACH-000356,-0.496870254161
ACH-000361,-0.13389084915
ACH-000362,-0.197998026478
ACH-000363,-0.496699845226
ACH-000364,-0.106011500284
ACH-000365,-0.47124141257
ACH-000366,-0.176612313246
ACH-000368,-0.158417042029
ACH-000374,-0.424060392051
ACH-000375,-0.147583341712
ACH-000376,-0.0185074254261
ACH-000381,-0.19319987339000003
ACH-000383,-0.267799167992
ACH-000387,-0.0127013505087
ACH-000389,-0.105503787829
ACH-000390,-0.0771476482153
ACH-000393,-0.205966512771
ACH-000395,-0.43700620803400003
ACH-000397,-0.185108068057
ACH-000401,-0.19199143362799997
ACH-000402,-0.618646153715
ACH-000403,-0.21575195220899998
ACH-000404,-0.045985239449500004
ACH-000406,-0.241615617375
ACH-000407,-0.0133886688206
ACH-000408,-0.161304992518
ACH-000410,-0.0633444786519
ACH-000411,-0.376011105069
ACH-000414,-0.123923773653
ACH-000415,-0.34013566714000004
ACH-000416,-0.17549608315
ACH-000420,-0.06267745142419999
ACH-000421,-0.257681272404
ACH-000424,-0.47520272832800003
ACH-000425,-0.5551067404460001
ACH-000426,-0.07945926614
ACH-000427,-0.41440306234800006
ACH-000433,-0.359078005244
ACH-000436,-0.29407443406800005
ACH-000444,-0.302906146275
ACH-000445,-0.228236331935
ACH-000448,-0.210139090529
ACH-000450,0.38096989047700003
ACH-000452,-0.14315103073
ACH-000454,0.0023516540704000004
ACH-000458,-0.24574951223299998
ACH-000459,-0.380242180637
ACH-000460,-0.150690039969
ACH-000461,-0.219726814129
ACH-000463,-0.08997360107960001
ACH-000464,-0.219442049182
ACH-000466,-0.260000362711
ACH-000467,-0.34264938664899997
ACH-000468,-0.128381379879
ACH-000469,-0.10781607366800001
ACH-000470,-0.180073983941
ACH-000471,0.0337965826214
ACH-000472,-0.21110284396899998
