,DQX1 (165545)
ACH-000004,-0.143436056905
ACH-000007,-0.119275466736
ACH-000009,-0.0391685320476
ACH-000011,0.015741755474200002
ACH-000012,-0.0582953048857
ACH-000013,-0.198815228964
ACH-000014,0.137989252562
ACH-000015,-0.142171916103
ACH-000017,-0.08662524077749999
ACH-000018,0.0655612520294
ACH-000019,-0.180961990704
ACH-000021,-0.132811324881
ACH-000022,-0.165583661722
ACH-000025,0.129197191501
ACH-000028,-0.127650619531
ACH-000030,-0.0427592888332
ACH-000035,-0.187028091266
ACH-000036,-0.158993391659
ACH-000037,-0.203978423758
ACH-000039,0.17057693085499998
ACH-000040,-0.320637677309
ACH-000041,0.05264899627780001
ACH-000042,-0.040293675398900004
ACH-000045,-0.0101664915715
ACH-000047,-0.130876957479
ACH-000052,-0.247532512529
ACH-000053,0.00433546777174
ACH-000054,-0.0264560390875
ACH-000055,-0.33556873432800005
ACH-000060,-0.025647763056900003
ACH-000067,-0.0202817447797
ACH-000070,-0.0629175501737
ACH-000075,0.233482440632
ACH-000078,0.0393906015466
ACH-000082,-0.117817882702
ACH-000085,-0.144687807843
ACH-000086,-0.104073611863
ACH-000087,-0.23458520507199998
ACH-000092,-0.259288329509
ACH-000095,-0.188972979031
ACH-000097,-0.134046613477
ACH-000098,-0.000399128785481
ACH-000099,0.00167016177283
ACH-000108,-0.0158306364262
ACH-000113,-0.0383206357246
ACH-000115,-0.173042013492
ACH-000116,-0.21336055202799997
ACH-000118,-0.0978053797277
ACH-000120,-0.0033866523287399996
ACH-000123,-0.0784317188788
ACH-000127,-0.0484586847376
ACH-000128,0.163855500692
ACH-000132,-0.10927254307499999
ACH-000133,-0.294412562832
ACH-000137,0.021371705129
ACH-000138,-0.0710441312438
ACH-000142,-0.19596079397799998
ACH-000143,-0.0460974964102
ACH-000146,-0.08527920675039999
ACH-000148,0.006581692813959999
ACH-000150,0.087431834296
ACH-000152,0.029520353325099995
ACH-000153,0.238311834859
ACH-000159,-0.0644858773473
ACH-000160,-0.177455856279
ACH-000163,-0.0823260723688
ACH-000167,-0.23784994908799997
ACH-000168,-0.33147834694600004
ACH-000169,-0.13485587765499998
ACH-000178,0.0230534131147
ACH-000182,-0.11665734156400001
ACH-000183,-0.221732427778
ACH-000188,-0.0692145760995
ACH-000189,-0.0908719478595
ACH-000190,-0.12304915491900001
ACH-000198,-0.043593868696900004
ACH-000204,-0.00765319162482
ACH-000206,-0.010101823381200001
ACH-000207,-0.337994433438
ACH-000211,-0.013356324368499999
ACH-000215,-0.224917623008
ACH-000221,-0.008605256846399999
ACH-000222,0.158655760208
ACH-000223,-0.126454476678
ACH-000226,-0.269226850631
ACH-000227,-0.251793479043
ACH-000228,-0.00726510046263
ACH-000231,-0.150585849128
ACH-000232,0.010786534086
ACH-000233,-0.18553400736499998
ACH-000234,-0.171838062624
ACH-000235,-0.0291377135371
ACH-000237,-0.020372797805000002
ACH-000238,-0.165055119518
ACH-000243,-0.212418381131
ACH-000244,-0.0043988286782799995
ACH-000246,-0.0885696254016
ACH-000248,-0.06500117643310001
ACH-000250,-0.100659021697
ACH-000251,-0.24851406391
ACH-000253,-0.0014338069913
ACH-000255,-0.118104417327
ACH-000256,0.0680417961978
ACH-000257,0.043623221662800006
ACH-000258,-0.14225664238500002
ACH-000259,-0.0432821082061
ACH-000260,-0.11808331609799999
ACH-000261,-0.10983745221899999
ACH-000262,-0.117334603378
ACH-000263,-0.340498549867
ACH-000264,-0.14299342289
ACH-000265,-0.0171048885744
ACH-000266,-0.0480481799415
ACH-000272,-0.131965412563
ACH-000273,-0.188710590408
ACH-000274,-0.12532262995899998
ACH-000277,-0.0505509355838
ACH-000278,-0.09204610644950001
ACH-000279,-0.062446944062800006
ACH-000280,-0.10294497447899999
ACH-000281,-0.268277132739
ACH-000288,-0.11117399089000002
ACH-000291,-0.012630607945100002
ACH-000293,-0.043806386599699994
ACH-000294,-0.13105963141899998
ACH-000295,-0.104183223466
ACH-000296,-0.0863221493301
ACH-000302,-0.110838058573
ACH-000304,0.135883319789
ACH-000307,0.0625583587313
ACH-000308,-0.059223992548
ACH-000310,-0.08295555042710001
ACH-000311,-0.301635186649
ACH-000312,-0.07143131743039999
ACH-000315,-0.295482920771
ACH-000316,0.0727975689652
ACH-000317,-0.12332014199
ACH-000318,-0.253359539047
ACH-000319,-0.07771830005330001
ACH-000320,0.0935272380369
ACH-000322,0.0604941554188
ACH-000323,0.053308211613499995
ACH-000324,-0.09075176643480001
ACH-000329,-0.07237787395930001
ACH-000330,-0.128506586263
ACH-000331,-0.189968718576
ACH-000332,-0.0057369398265
ACH-000334,-0.0217602717594
ACH-000335,-0.0580754898101
ACH-000336,0.110651298694
ACH-000337,-0.0898378442918
ACH-000339,0.0719927759015
ACH-000341,-0.07187173839410001
