,ZYG11B (79699)
ACH-000004,-0.430372036834
ACH-000007,-0.349766858848
ACH-000009,-0.578285040705
ACH-000011,-0.21791657773899997
ACH-000012,-0.12592630565
ACH-000013,-0.169880036339
ACH-000014,-0.19735692783599998
ACH-000015,-0.28425245878899996
ACH-000017,-0.23534597793099998
ACH-000018,-0.0366547934589
ACH-000019,-0.342175361793
ACH-000021,-0.22225784995900003
ACH-000022,-0.152929575194
ACH-000025,-0.25645700551999995
ACH-000028,-0.196230937225
ACH-000030,-0.240422801372
ACH-000035,-0.41839306194200004
ACH-000036,-0.0952297268389
ACH-000037,-0.126996225059
ACH-000039,-0.13725745317
ACH-000040,-0.216614435406
ACH-000041,-0.191800263274
ACH-000042,-0.121671795193
ACH-000045,-0.23931675193000004
ACH-000047,-0.22922442854000002
ACH-000052,-0.26734196819899997
ACH-000053,-0.107574757004
ACH-000054,-0.218891129302
ACH-000055,-0.173094996922
ACH-000060,-0.31754152718199996
ACH-000067,-0.276381383257
ACH-000070,-0.082212165662
ACH-000075,-0.39513382184100004
ACH-000078,-0.5892289500360001
ACH-000082,-0.139830245602
ACH-000085,-0.21507084081099997
ACH-000086,-0.16926015604400002
ACH-000087,-0.404728277421
ACH-000092,-0.203749356457
ACH-000095,-0.0923032184822
ACH-000097,-0.244178467364
ACH-000098,-0.25811773539099997
ACH-000099,-0.309431368917
ACH-000108,-0.16346614626800002
ACH-000113,-0.12474240587999999
ACH-000115,0.0239114206371
ACH-000116,-0.291030491171
ACH-000118,-0.21087883866700002
ACH-000120,-0.268937437599
ACH-000123,-0.156570367951
ACH-000127,-0.302673016662
ACH-000128,-0.122374248807
ACH-000132,-0.156512616916
ACH-000133,-0.049908450134699994
ACH-000137,-0.282232817452
ACH-000138,-0.274503529878
ACH-000142,-0.36181591848000005
ACH-000143,-0.230741614862
ACH-000146,0.0138318636659
ACH-000148,-0.264850400995
ACH-000150,-0.0689465736464
ACH-000152,-0.39996034302100003
ACH-000153,-0.359311912057
ACH-000159,-0.261909128251
ACH-000160,-0.15518121950400002
ACH-000163,0.15871691401
ACH-000167,-0.351260706311
ACH-000168,-0.385223625047
ACH-000169,-0.39996460420999996
ACH-000178,-0.130739619434
ACH-000182,-0.10360835585000001
ACH-000183,0.07146147343739999
ACH-000188,-0.219153148238
ACH-000189,-0.440789322319
ACH-000190,-0.332195202761
ACH-000198,0.09784755490739999
ACH-000204,0.042923442204999995
ACH-000206,-0.325595160259
ACH-000207,-0.225397812404
ACH-000211,-0.36001102474
ACH-000215,-0.417382504064
ACH-000221,-0.164414575315
ACH-000222,-0.158033962935
ACH-000223,-0.101134026878
ACH-000226,-0.168130153668
ACH-000227,-0.287063275974
ACH-000228,-0.307275503818
ACH-000231,-0.130992092524
ACH-000232,-0.285844000494
ACH-000233,0.0789474635359
ACH-000234,-0.155274804673
ACH-000235,-0.160545662965
ACH-000237,-0.22553562864100002
ACH-000238,-0.09460361095629999
ACH-000243,-0.295514406851
ACH-000244,-0.164636926022
ACH-000246,-0.276368026031
ACH-000248,-0.26047846034600003
ACH-000250,-0.209021252154
ACH-000251,-0.454268725258
ACH-000253,-0.23572896106400001
ACH-000255,-0.264651037721
ACH-000256,0.00104287407782
ACH-000257,-0.43449994096199995
ACH-000258,-0.19574081801399998
ACH-000259,-0.330465357919
ACH-000260,-0.23392750536499998
ACH-000261,-0.260505284826
ACH-000262,-0.342498252829
ACH-000263,-0.20453597528499998
ACH-000264,-0.38417407238000006
ACH-000265,-0.109099732729
ACH-000266,-0.200009365214
ACH-000272,-0.236411733052
ACH-000273,-0.182004710526
ACH-000274,-0.24251024239500002
ACH-000277,-0.225749262187
ACH-000278,-0.0980480775367
ACH-000279,-0.314555538391
ACH-000280,-0.203145851021
ACH-000281,0.14452684271400001
ACH-000288,-0.22352182231800002
ACH-000291,-0.188071252438
ACH-000293,-0.0244747940465
ACH-000294,-0.287738253472
ACH-000295,0.0451800231973
ACH-000296,-0.443931909204
ACH-000302,0.172235457556
ACH-000304,-0.279102016322
ACH-000307,-0.175961685912
ACH-000308,-0.13379820740499998
ACH-000310,-0.319143510224
ACH-000311,-0.246906376969
ACH-000312,-0.5191513999140001
ACH-000315,0.07677548814839999
ACH-000316,0.0127169304944
ACH-000317,-0.0130676823783
ACH-000318,-0.262827450612
ACH-000319,-0.130229313368
ACH-000320,-0.59979332821
ACH-000322,-0.319034766082
ACH-000323,-0.518376843547
ACH-000324,-0.317613603583
ACH-000329,-0.220391545039
ACH-000330,-0.306703849466
ACH-000331,-0.138828953315
ACH-000332,-0.150965051573
ACH-000334,-0.108596929789
ACH-000335,-0.151501593613
ACH-000336,-0.0396675955754
ACH-000337,-0.0714640102342
ACH-000339,-0.0027199717193899997
ACH-000341,-0.297117099927
ACH-000348,-0.20595746440999999
ACH-000350,-0.0243456299777
ACH-000352,-0.29573710179
ACH-000356,-0.395005505128
ACH-000361,-0.268121350516
ACH-000362,-0.223739621192
ACH-000363,-0.33969645017399996
ACH-000364,-0.222121623687
ACH-000365,0.047507532809
ACH-000366,-0.365432409476
ACH-000368,-0.115636710235
ACH-000374,-0.166320807377
ACH-000375,-0.188355710491
ACH-000376,-0.27685124518599996
ACH-000381,-0.115045435177
ACH-000383,-0.213863010539
ACH-000387,-0.133049325497
ACH-000389,-0.420166501427
ACH-000390,-0.09597942037969999
ACH-000393,-0.151779914942
ACH-000395,-0.103804192932
