,STPG2 (285555)
ACH-000004,0.011019481754900001
ACH-000007,-0.292926012866
ACH-000009,-0.157405078929
ACH-000011,-0.142630696214
ACH-000012,-0.10216430972400001
ACH-000013,-0.0831765335289
ACH-000014,-0.0351775542165
ACH-000015,-0.142217183442
ACH-000017,-0.059433513613800004
ACH-000018,-0.08884367850269999
ACH-000019,-0.148370729705
ACH-000021,-0.14696935689
ACH-000022,-0.0396098888693
ACH-000025,0.000271430713932
ACH-000028,-0.105651536408
ACH-000030,-0.05875578321719999
ACH-000035,-0.0610754868556
ACH-000036,-0.141047756651
ACH-000037,0.117350754032
ACH-000039,-0.156140435941
ACH-000040,-0.161663834042
ACH-000041,-0.0924288077979
ACH-000042,-0.292474321134
ACH-000045,-0.194251121545
ACH-000047,-0.045848322740900005
ACH-000052,-0.490528581422
ACH-000053,-0.257545826331
ACH-000054,0.0270290782663
ACH-000055,-0.0996795209005
ACH-000060,-0.0857122237517
ACH-000067,-0.056737230096699995
ACH-000070,-0.256996458838
ACH-000075,-0.133115051949
ACH-000078,-0.142809187931
ACH-000082,-0.0570614902054
ACH-000085,-0.137953779485
ACH-000086,-0.15909877085000002
ACH-000087,-0.0418246832504
ACH-000092,-0.189057893836
ACH-000095,0.073793663958
ACH-000097,-0.181778342128
ACH-000098,-0.142606631357
ACH-000099,-0.33824892026000003
ACH-000108,-0.153779964784
ACH-000113,-0.142730078274
ACH-000115,-0.0026778986184099996
ACH-000116,-0.237516063078
ACH-000118,-0.127799299905
ACH-000120,-0.205019404474
ACH-000123,-0.19497085625
ACH-000127,-0.124772147263
ACH-000128,-0.145353021337
ACH-000132,-0.06483414287219999
ACH-000133,-0.262641587007
ACH-000137,-0.19023382987999998
ACH-000138,-0.246870342327
ACH-000142,-0.06893460347369999
ACH-000143,0.028356453294900004
ACH-000146,-0.253660720691
ACH-000148,-0.14098479506
ACH-000150,-0.06726558291040001
ACH-000152,-0.164427587789
ACH-000153,-0.30026014927
ACH-000159,-0.0181203875008
ACH-000160,-0.39485049051200005
ACH-000163,-0.196081060724
ACH-000167,-0.526776243425
ACH-000168,-0.121726402697
ACH-000169,-0.244742683189
ACH-000178,-0.145657501151
ACH-000182,0.009337284917879999
ACH-000183,-0.125123891038
ACH-000188,-0.07549537876
ACH-000189,-0.0138550015861
ACH-000190,-0.280352718451
ACH-000198,-0.136075191316
ACH-000204,-0.145060181997
ACH-000206,-0.100405229343
ACH-000207,-0.09404429016339999
ACH-000211,-0.0957944706029
ACH-000215,-0.09623180859519999
ACH-000221,-0.227460436591
ACH-000222,-0.16743940847799998
ACH-000223,-0.11662194319599999
ACH-000226,-0.058784530723900004
ACH-000227,-0.196401793559
ACH-000228,-0.0552202411071
ACH-000231,-0.145379126677
ACH-000232,-0.0968924251713
ACH-000233,-0.011791809239399998
ACH-000234,0.11298588659299999
ACH-000235,-0.303503432329
ACH-000237,-0.262648696743
ACH-000238,-0.036480035724699995
ACH-000243,-0.214898030818
ACH-000244,-0.1496809143
ACH-000246,-0.103833789373
ACH-000248,-0.0682381134059
ACH-000250,-0.029622237349299998
ACH-000251,-0.12364073802999999
ACH-000253,-0.158261256897
ACH-000255,-0.143636139775
ACH-000256,-0.0123308064677
ACH-000257,-0.11600394102600001
ACH-000258,-0.387483249689
ACH-000259,-0.0838992098655
ACH-000260,-0.024441290119199998
ACH-000261,-0.0576426224764
ACH-000262,-0.259995388153
ACH-000263,0.00572810574282
ACH-000264,-0.23673306275199998
ACH-000265,-0.190707676527
ACH-000266,-0.26879898334
ACH-000272,-0.033324306796499996
ACH-000273,-0.346631962112
ACH-000274,-0.109069436171
ACH-000277,-0.12054136032099999
ACH-000278,-0.0603429556664
ACH-000279,-0.186385096213
ACH-000280,-0.08382745211239999
ACH-000281,-0.460113300757
ACH-000288,-0.050680064622200004
ACH-000291,0.031454077226499996
ACH-000293,-0.294451016467
ACH-000294,-0.12522383514399998
ACH-000295,-0.220206950071
ACH-000296,-0.197117410513
ACH-000302,-0.047230538597800006
ACH-000304,-0.0259867811196
ACH-000307,-0.266981285462
ACH-000308,-0.243050469186
ACH-000310,-0.0671571295564
ACH-000311,-0.365928669864
ACH-000312,-0.18903264288
ACH-000315,-0.12120336659499999
ACH-000316,0.013581179920900001
ACH-000317,-0.281051578081
ACH-000318,-0.0591048232257
ACH-000319,-0.0684507190014
ACH-000320,-0.509235187362
ACH-000322,-0.23250520391999996
ACH-000323,-0.170559161374
ACH-000324,-0.00044700111318900004
ACH-000329,-0.0359482998304
ACH-000330,-0.29155786966999997
ACH-000331,-0.186742595304
ACH-000332,-0.112346367815
ACH-000334,-0.00547012495796
ACH-000335,0.00956068360948
ACH-000336,0.137482533205
ACH-000337,-0.023720610101900002
ACH-000339,-0.211583253149
ACH-000341,-0.299593614238
ACH-000348,-0.200549478633
ACH-000350,0.045378877544300006
ACH-000352,-0.0420391214938
ACH-000356,-0.0855255835561
ACH-000361,-0.0529273661579
ACH-000362,-0.0679359567614
ACH-000363,-0.10108862124700001
ACH-000364,-0.182926195747
ACH-000365,-0.155363289034
ACH-000366,-0.13800334355000002
ACH-000368,-0.19904512991099998
ACH-000374,-0.211127782811
ACH-000375,-0.15213748495100002
ACH-000376,-0.0984106227836
ACH-000381,-0.21786072936200002
ACH-000383,-0.064776114208
ACH-000387,-0.13802736850199998
ACH-000389,-0.153029244702
ACH-000390,-0.17072482912300002
ACH-000393,-0.0428876520917
ACH-000395,-0.0840231374315
ACH-000397,-0.0545400814385
ACH-000401,0.010523917863700001
ACH-000402,-0.0582502661263
ACH-000403,-0.09707561804670001
ACH-000404,0.12951219863299998
ACH-000406,-0.047896693337900004
ACH-000407,-0.20798713063299998
ACH-000408,-0.13415950664
ACH-000410,-0.347005553558
ACH-000411,-0.134181930182
ACH-000414,-0.292928051196
ACH-000415,-0.10494392328299999
ACH-000416,-0.197897609784
ACH-000420,-0.223963331761
ACH-000421,-0.0009051609363789999
ACH-000424,-0.18566391373
ACH-000425,-0.261355519462
ACH-000426,0.155572569297
ACH-000427,-0.0869340984068
ACH-000433,-0.178953327236
ACH-000436,-0.24502019141999998
ACH-000444,-0.282382929581
ACH-000445,-0.406565663606
ACH-000448,-0.057508477054900004
ACH-000450,-0.129173548379
ACH-000452,-0.29495455208099997
ACH-000454,-0.268687759531
ACH-000458,-0.0307527342462
ACH-000459,0.11706975375
ACH-000460,-0.0604918847326
ACH-000461,-0.198470267848
ACH-000463,-0.110439053324
ACH-000464,-0.193774801609
ACH-000466,0.0655364645635
ACH-000467,-0.0932832164654
ACH-000468,-0.15359959395300002
ACH-000469,-0.14933142649
ACH-000470,0.09580425775620001
ACH-000471,-0.120578766907
ACH-000472,-0.0791774216187
ACH-000473,0.114829419314
ACH-000475,-0.146269574018
ACH-000476,-0.0359523766807
ACH-000477,-0.20662662855099997
ACH-000480,-0.120702158552
ACH-000481,-0.0968323288267
ACH-000483,0.0724762681763
ACH-000484,0.0105425436785
ACH-000485,-0.229247457821
ACH-000486,-0.125132551554
ACH-000487,-0.219137553698
ACH-000488,-0.139937380085
ACH-000490,-0.228026925449
ACH-000491,-0.08684109300210001
ACH-000495,-0.019903315233799998
ACH-000496,-0.140188948556
ACH-000499,-0.460546458386
ACH-000500,0.209494661252
ACH-000502,-0.06735979950519999
ACH-000503,-0.10325986376900001
ACH-000505,-0.105559193601
ACH-000507,-0.10360419405099999
ACH-000510,-0.35231238919
ACH-000511,-0.105436094793
ACH-000512,0.12093276437799999
ACH-000516,-0.20462864475
ACH-000517,-0.06944584259139999
ACH-000518,-0.08724579798419999
ACH-000520,-0.362002832869
ACH-000521,-0.235827519603
ACH-000522,-0.178005891952
ACH-000524,-0.248715071024
ACH-000527,-0.105063548465
ACH-000528,-0.0985512788748
ACH-000537,-0.177341165152
ACH-000541,-0.187489784482
ACH-000542,-0.214702407648
ACH-000544,0.0110034094963
ACH-000545,-0.107268219321
ACH-000547,0.127960311211
ACH-000548,-0.24007507022799998
ACH-000549,-0.10017196795
ACH-000550,-0.133455046098
ACH-000552,-0.048240611527300005
ACH-000556,-0.241844315315
ACH-000557,-0.0942267453961
ACH-000570,-0.170520360496
ACH-000571,-0.182501703878
ACH-000573,-0.17747714086199998
ACH-000576,-0.113311498112
ACH-000580,-0.120738718817
ACH-000584,-0.144068569787
ACH-000585,-0.0515810048726
ACH-000588,0.023150369287
ACH-000589,-0.0943469694633
ACH-000591,-0.178757283494
ACH-000593,-0.212435209721
ACH-000600,-0.12020476137399999
ACH-000601,-0.136518522521
ACH-000604,-0.184389448506
ACH-000605,0.0252473923035
ACH-000606,-0.0987633932385
ACH-000608,-0.22295162991999998
ACH-000614,-0.213424176113
ACH-000616,-0.280712937432
ACH-000618,-0.241131642352
ACH-000619,-0.060472641520999994
ACH-000620,-0.111463553799
ACH-000621,-0.0254805407282
ACH-000622,-0.413799798772
ACH-000623,-0.07982871663489999
ACH-000624,-0.0219456277487
ACH-000627,-0.356616424799
ACH-000630,-0.148795310232
ACH-000632,-0.10502517522600001
ACH-000633,-0.12442160839500001
ACH-000637,0.07369443853789999
ACH-000638,-0.310876718534
ACH-000646,-0.0152215922286
ACH-000647,-0.134473180249
ACH-000648,-0.0736784854643
ACH-000649,-0.08385158989489999
ACH-000651,-0.223161532459
ACH-000652,-0.324945441848
ACH-000653,-0.303110405531
ACH-000657,-0.115386204275
ACH-000658,0.02137150719
ACH-000661,-0.18939049614599998
ACH-000662,-0.218606811378
ACH-000663,-0.10255414405200002
ACH-000665,-0.136882592749
ACH-000671,-0.036052974555
ACH-000673,-0.159638540177
ACH-000676,-0.262409425863
ACH-000677,-0.296667177531
ACH-000681,-0.12268283579500001
ACH-000682,-0.180412148428
ACH-000683,-0.132769157944
ACH-000684,-0.0530643063022
ACH-000688,-0.037886646922100004
ACH-000693,-0.16824081219300002
ACH-000694,-0.192431053039
ACH-000695,0.022609915255499997
ACH-000696,-0.21764080558499999
ACH-000697,-0.0591098283158
ACH-000699,0.0307970476329
ACH-000701,-0.149950121922
ACH-000706,-0.09382518806989999
ACH-000711,-0.11943202160599999
ACH-000713,-0.283664509189
ACH-000714,-0.04241691764740001
ACH-000718,-0.226898247998
ACH-000720,-0.120620926282
ACH-000721,0.007229551163819999
ACH-000724,-0.21180917448
ACH-000725,-0.227141517662
ACH-000732,-0.24971616055100002
ACH-000734,-0.0195727039807
ACH-000735,-0.0633555223235
ACH-000736,0.0975694549426
ACH-000738,-0.195954447339
ACH-000746,-0.026707217941000002
ACH-000747,-0.096642306396
ACH-000748,-0.06655316576419999
ACH-000753,-0.122464389033
ACH-000756,-0.17388010627599998
ACH-000757,-0.12302995735
ACH-000758,-0.015758076846100002
ACH-000760,-0.08407600924030001
ACH-000763,-0.269316378433
ACH-000764,-0.195728497925
ACH-000765,0.0016791365109999998
ACH-000766,-0.135703220833
ACH-000767,-0.114554694015
ACH-000768,-0.0848805402775
ACH-000769,0.0365510238176
ACH-000770,-0.129537061056
ACH-000771,-0.0915763836754
ACH-000773,-0.147164083834
ACH-000776,-0.204504380013
ACH-000777,-0.0455017116956
ACH-000778,-0.16235308027200002
ACH-000781,-0.041230549986
ACH-000782,-0.131037978938
ACH-000783,-0.164070993849
ACH-000784,-0.145744882217
ACH-000785,-0.356247738742
ACH-000787,-0.131515581971
ACH-000788,-0.0729892830377
ACH-000791,-0.20624370587699997
ACH-000792,-0.137577115834
ACH-000794,-0.20733710491300003
ACH-000796,-0.327695939027
ACH-000799,-0.248954019435
ACH-000800,-0.278806665572
ACH-000802,-0.116837745011
ACH-000804,0.0284124425848
ACH-000805,-0.0919596532913
ACH-000809,-0.155468369316
ACH-000810,-0.327877954933
ACH-000811,-0.17275727688200002
ACH-000817,-0.148094396094
ACH-000819,-0.0374777747235
ACH-000820,-0.426140700978
ACH-000821,-0.11547878574
ACH-000822,-0.013780266143799999
ACH-000823,-0.105501602868
ACH-000824,-0.08206961634210001
ACH-000827,-0.112076847819
ACH-000829,0.00885823368527
ACH-000831,0.00622061659933
ACH-000832,-0.146606480786
ACH-000833,-0.140167991341
ACH-000834,0.03740529880019999
ACH-000835,-0.0608088062491
ACH-000836,-0.201396308054
ACH-000837,-0.12057327225299999
ACH-000838,-0.320001167432
ACH-000839,-0.0533616360768
ACH-000840,0.07364033456960001
ACH-000841,-0.312743339834
ACH-000843,-0.118183933049
ACH-000846,-0.15217895094
ACH-000847,-0.044745612936399996
ACH-000848,-0.026948603305500002
ACH-000849,-0.16009065752999999
ACH-000851,-0.144417030486
ACH-000855,-0.253091802441
ACH-000856,-0.09604106723369998
ACH-000858,-0.16900440914099998
ACH-000859,-0.19466469947999998
ACH-000861,-0.0321452293136
ACH-000862,-0.019742796067700002
ACH-000865,-0.0656246048919
ACH-000866,-0.109213082717
ACH-000867,-0.138068987377
ACH-000869,-0.20802152569899998
ACH-000872,-0.15964240622
ACH-000873,-0.085662687407
ACH-000876,-0.213801004298
ACH-000878,0.0584876277327
ACH-000880,-0.0713754384319
ACH-000881,-0.166576644088
ACH-000882,-0.219614989631
ACH-000884,-0.379022374894
ACH-000885,-0.108727008375
ACH-000887,-0.187315596317
ACH-000888,-0.129553283803
ACH-000889,0.040885921695500003
ACH-000890,-0.208845245169
ACH-000896,-0.456959992852
ACH-000898,-0.201406216518
ACH-000900,-0.1251447536
ACH-000901,-0.0403474316799
ACH-000905,-0.0211196206538
ACH-000906,-0.190408090195
