,POLRMT (5442)
ACH-000223,-0.7762155599420001
ACH-000226,-0.6937208243340001
ACH-000227,-0.35487952401999995
ACH-000228,-0.807159276194
ACH-000231,-0.739251949138
ACH-000232,-0.7664350564970001
ACH-000233,-0.788720438251
ACH-000234,-0.840381633695
ACH-000235,-0.52200799012
ACH-000237,-0.38583224783200004
ACH-000238,-0.648871072375
ACH-000243,-0.516690547135
ACH-000244,-0.635495865947
ACH-000246,-0.825760577754
ACH-000248,-0.8471231761310001
ACH-000250,-0.39205810627899995
ACH-000251,-0.533496016746
ACH-000253,-0.544404973609
ACH-000255,-0.648508270762
ACH-000256,-0.795728205561
ACH-000257,-0.83499489905
ACH-000258,-0.5817046181960001
ACH-000259,-0.7304265936480001
ACH-000260,-0.336666319018
ACH-000261,-0.602616268281
ACH-000262,-0.43504564247500005
ACH-000263,-1.1346098121500001
ACH-000264,-0.609179035693
ACH-000265,-0.830902822335
ACH-000266,-0.380012297207
ACH-000272,-0.38468757443499996
ACH-000273,-0.463615853687
ACH-000274,-0.570314401746
ACH-000277,-0.563676650451
ACH-000278,-0.422081363437
ACH-000279,-0.912626306063
ACH-000280,-0.569222034076
ACH-000281,-0.48781805365500003
ACH-000288,-0.9981968250959999
ACH-000291,-0.399946684401
ACH-000293,-0.8342334327609999
ACH-000294,-0.528997792836
ACH-000295,-0.601765311855
ACH-000296,-0.7506367254899999
ACH-000302,-0.696379174376
ACH-000304,-1.0712193840000002
ACH-000307,-0.620637991439
ACH-000308,-0.781937397635
ACH-000310,-0.46342436037
ACH-000311,-0.497705992181
ACH-000312,-0.73728780541
ACH-000315,-0.652165146811
ACH-000316,-0.510816757365
ACH-000317,-1.1881772260899999
ACH-000318,-0.537643440721
ACH-000319,-0.349091277814
ACH-000320,-0.421207139221
ACH-000322,-0.5443239588809999
ACH-000323,-0.898367642778
ACH-000324,-0.715383462633
ACH-000329,-0.9117974290440001
ACH-000330,-0.615881527692
ACH-000331,-0.5844433885279999
ACH-000332,-0.268447546632
ACH-000334,-0.533031200003
ACH-000335,-0.919808492704
ACH-000336,-0.903155246029
ACH-000337,-0.751800912711
ACH-000339,-0.6343861517080001
ACH-000341,-0.906960569466
ACH-000348,-0.47738092409999994
ACH-000350,-0.523956430911
ACH-000352,-0.437079100316
ACH-000356,-0.6084689177279999
ACH-000361,-0.305216908625
ACH-000362,-0.186618290356
ACH-000363,-0.6676467916759999
ACH-000364,-0.8544779369
ACH-000365,-0.663241339696
ACH-000366,-0.46953532233199996
ACH-000368,-0.321667477122
ACH-000374,-0.838548290134
ACH-000375,-0.0110654311156
ACH-000376,-1.04219030098
ACH-000381,-0.620223526511
ACH-000383,-0.807104737551
ACH-000387,-0.381724392371
ACH-000389,-0.578297379516
ACH-000390,-0.625065864621
ACH-000393,-0.6131253815550001
ACH-000395,-0.595216625826
ACH-000397,-0.477650689175
ACH-000401,-0.591614258402
ACH-000402,-0.7007307065520001
ACH-000403,-0.574413916995
ACH-000404,-0.901452651156
ACH-000406,-0.5776071195100001
ACH-000407,-0.628158221243
ACH-000408,-0.668256706175
ACH-000410,-0.672663329166
ACH-000411,-0.421866664884
ACH-000414,-0.639400820983
ACH-000415,-0.517999042509
ACH-000416,-0.600167277704
ACH-000420,-0.678911884676
ACH-000421,-0.686217102423
ACH-000424,-0.832355779137
ACH-000425,-0.504542763267
ACH-000426,-0.56490278022
ACH-000427,-0.665958670492
ACH-000433,-0.771253969644
ACH-000436,-0.48746477484800005
ACH-000444,-0.6844168465
ACH-000445,-0.529258202037
ACH-000448,-0.173854026691
ACH-000450,-0.6621366778209999
ACH-000452,-0.453806976483
ACH-000454,-0.8239222883380001
ACH-000458,-0.797369099892
ACH-000459,-1.0256170684600001
ACH-000460,-0.6659606423059999
ACH-000461,-1.0177543544399998
ACH-000463,-0.565706756224
ACH-000464,-0.276329995546
ACH-000466,-0.938748230791
ACH-000467,-0.668545189896
ACH-000468,-0.6654758915460001
ACH-000469,-0.6252624719100001
ACH-000470,-0.638688010349
ACH-000471,-0.361864336971
ACH-000472,-0.471504869745
ACH-000473,-0.893454352826
ACH-000475,-0.716853111603
ACH-000476,-0.7841593989650001
ACH-000477,-0.41183031792900004
ACH-000480,-1.00083216737
ACH-000481,-0.288762698614
ACH-000483,-0.660553385056
ACH-000484,-0.292222714705
ACH-000485,-0.417571695817
ACH-000486,-0.6356487924490001
ACH-000487,-0.796738591598
ACH-000488,-0.597436812446
ACH-000490,-0.6083962856490001
ACH-000491,-0.726521171597
ACH-000495,-0.168359475955
ACH-000496,-0.541592233141
ACH-000499,-0.915895729533
ACH-000500,-1.0447415818299999
ACH-000502,-0.5084471978
ACH-000503,-0.729722945397
ACH-000505,-0.38991432866
ACH-000507,-0.7826795864370001
ACH-000510,-0.6928864785529999
ACH-000511,-0.620760976965
ACH-000512,-0.47461099118100003
ACH-000516,-0.47608861637100003
ACH-000517,-0.47019194071500003
ACH-000518,-0.542387546991
ACH-000520,-0.44876510835699995
ACH-000521,-0.704147348023
ACH-000522,-0.6766764358570001
ACH-000524,-0.664962780186
ACH-000527,-0.5008576868729999
ACH-000528,-0.9686939909569999
ACH-000537,-0.43243061416999995
ACH-000541,-0.411581267109
ACH-000542,-0.474345669354
ACH-000544,-0.858165224887
ACH-000545,-0.72993184919
ACH-000547,-0.465350365615
ACH-000548,-0.657204343325
ACH-000549,-1.15185226259
ACH-000550,-0.558418841816
ACH-000552,-0.775933316759
ACH-000556,-0.785631343962
ACH-000557,-0.369792529543
ACH-000570,-0.5868703495759999
ACH-000571,-0.5893060946800001
ACH-000573,-0.665489697074
ACH-000576,-0.360743532368
ACH-000580,-0.519098427547
ACH-000584,-0.581123744113
ACH-000585,-0.42932798254199994
ACH-000588,-0.467082633721
ACH-000589,-0.8296296611689999
ACH-000591,-0.531242385123
ACH-000593,-0.7309032797439999
ACH-000600,-0.716776815448
ACH-000601,-0.758243188439
ACH-000604,-0.161163675843
ACH-000605,-0.553282513475
ACH-000606,-0.90882274424
ACH-000608,-0.417221546122
ACH-000614,-0.837154987962
ACH-000616,-0.59803702264
ACH-000618,-0.507063753806
ACH-000619,-0.6755319273870001
ACH-000620,-0.910116928841
ACH-000621,-0.548799334828
ACH-000622,-0.677228268244
ACH-000623,-0.497456483742
ACH-000624,-0.620629205997
ACH-000627,-0.754018145062
ACH-000630,-1.04776131838
ACH-000632,-0.692248251167
ACH-000633,-1.40138094199
ACH-000637,-0.77098834861
ACH-000638,-0.663693287565
ACH-000646,-0.778236171618
ACH-000647,-0.6571754808160001
ACH-000648,-0.959660913205
ACH-000649,-0.663327647782
ACH-000651,-0.7840214442039999
ACH-000652,-1.09252848169
ACH-000653,-0.649657000725
ACH-000657,-0.655539256948
ACH-000658,-0.370340251563
ACH-000661,-0.64651066382
ACH-000662,-0.6535233885189999
ACH-000663,-0.585548094424
ACH-000665,-0.541793770168
ACH-000671,-0.90095442544
ACH-000673,-0.323930895682
ACH-000676,-0.7943992363789999
ACH-000677,-1.24085547722
ACH-000681,-0.506909943879
ACH-000682,-0.935857235544
ACH-000683,-0.7329244941390001
ACH-000684,-0.696783967317
ACH-000688,-0.335934807988
ACH-000693,-0.7225715849
ACH-000694,-0.740799464512
ACH-000695,-0.6331201277
ACH-000696,-0.8509711063680001
ACH-000697,-0.845017671381
ACH-000699,-0.786990776822
ACH-000701,-0.495412956005
ACH-000706,-0.881643622051
ACH-000711,-0.7176533290360001
ACH-000713,-0.749489778312
ACH-000714,-0.483446738997
ACH-000718,-0.619969840024
ACH-000720,-0.608020309419
ACH-000721,-0.840398956804
ACH-000724,-0.35639817331600004
ACH-000725,-1.01489266401
ACH-000732,-0.907587136
ACH-000734,-1.03292856045
ACH-000735,-0.696771933154
ACH-000736,-0.623504185081
ACH-000738,-1.01208310316
ACH-000746,-0.65987516264
ACH-000747,-0.850393222753
ACH-000748,-0.430349377643
ACH-000753,-0.541357928333
ACH-000756,-0.6350558167010001
ACH-000757,-0.491244628388
ACH-000758,-0.916584046113
ACH-000760,-0.7779560582549999
ACH-000763,-0.14746684827
ACH-000764,-0.508987431717
ACH-000765,-0.783988580142
ACH-000766,-0.503681631426
ACH-000767,-0.832798768108
ACH-000768,-0.722299467071
ACH-000769,-0.7229240749
ACH-000770,-0.624724423642
ACH-000771,-0.873170872527
ACH-000773,-0.755555434332
ACH-000776,-0.652553684979
ACH-000777,-0.763236271424
ACH-000778,-0.7113968234070001
ACH-000781,-0.513696374315
ACH-000782,-0.439086748815
ACH-000783,-0.5573762381490001
ACH-000784,-0.715023217247
ACH-000785,-0.816799849007
ACH-000787,-0.6627176195009999
ACH-000788,-0.42729809892399995
ACH-000791,-0.502115822976
ACH-000792,-0.555765708427
ACH-000794,-0.7305741949050001
ACH-000796,-0.707600007703
ACH-000799,-0.5055335824930001
ACH-000800,-1.18728360081
ACH-000802,-0.632626210343
ACH-000804,-0.497912427891
ACH-000805,-0.6404344266740001
ACH-000809,-1.0881144004899999
ACH-000810,-0.283236804995
ACH-000811,-0.396838024411
ACH-000817,-0.48344842465800003
ACH-000819,-0.6604070757399999
ACH-000820,-0.9272173051870001
ACH-000821,-0.6949802123569999
ACH-000822,-0.7855485158069999
ACH-000823,-0.7902819088680001
ACH-000824,-0.6847426824539999
ACH-000827,-0.371009253729
ACH-000829,-0.48156352042499995
ACH-000831,-0.8027782946400001
ACH-000832,-0.684454778888
ACH-000833,-0.9995513792990001
ACH-000834,-0.576741149024
ACH-000835,-0.682962796699
ACH-000836,-1.04593606723
ACH-000837,-0.8722945392620001
ACH-000838,-0.68293761778
ACH-000839,-0.46486768199600004
ACH-000840,-0.862375122853
ACH-000841,-0.7447063217350001
ACH-000843,-0.7329217757150001
ACH-000846,-0.853685914703
ACH-000847,-0.797899789016
ACH-000848,-0.840373339149
ACH-000849,-0.8489852036509999
ACH-000851,-0.630968860781
ACH-000855,-0.714847060377
ACH-000856,-0.709421680068
ACH-000858,-1.0647658223799998
ACH-000859,-0.787097328521
ACH-000861,-0.611295071239
ACH-000862,-0.761490654596
ACH-000865,-0.773464518309
ACH-000866,-0.6245832884470001
ACH-000867,-0.630746838728
ACH-000869,-0.7264142658399999
ACH-000872,-0.585675497953
ACH-000873,-0.630586568216
ACH-000876,-1.25640742705
ACH-000878,-1.01592071418
ACH-000880,-0.265150656862
ACH-000881,-0.494604421782
ACH-000882,-0.809656837955
ACH-000884,-0.509036019375
ACH-000885,-0.644591628877
ACH-000887,-0.688181172067
ACH-000888,-0.67502209652
ACH-000889,-0.672080690942
ACH-000890,-0.39192537064599997
ACH-000896,-0.709422186103
ACH-000898,-0.729889542687
ACH-000900,-0.5549780529789999
ACH-000901,-0.51028327757
ACH-000905,-0.5134859896230001
ACH-000906,-0.733237841796
ACH-000907,-0.7193092195849999
ACH-000910,-0.9161769395460001
ACH-000911,-0.8699063008050001
ACH-000912,-0.649576559465
ACH-000913,-0.8864011876450001
ACH-000915,-0.91173259619
ACH-000916,-1.38937870252
ACH-000917,-0.569067312413
ACH-000921,-1.05269992208
ACH-000924,-0.976730016933
ACH-000926,-0.515564641014
ACH-000928,-0.7383164197840001
ACH-000929,-0.46118112878
ACH-000932,-0.485660902227
ACH-000935,-0.662745067337
ACH-000936,-1.18069617419
ACH-000937,-0.825304538487
ACH-000938,-0.835504502327
ACH-000939,-0.910048932474
ACH-000941,-0.656022537255
ACH-000943,-0.821665069718
ACH-000946,-0.488153668069
ACH-000947,-0.849675437767
ACH-000948,-0.453616107227
ACH-000950,-0.648420962527
ACH-000953,-0.519098067619
ACH-000957,-0.585845768572
ACH-000958,-0.687067435322
ACH-000960,-0.700098257808
ACH-000963,-0.83214138282
ACH-000968,-0.615589772241
ACH-000969,-0.8226843419300001
ACH-000973,-0.92120754662
ACH-000974,-0.535593550363
ACH-000975,-0.7887191243230001
ACH-000976,-0.325415524836
ACH-000978,-0.380080524099
ACH-000980,-0.8578480809029999
ACH-000984,-0.9025631315520001
ACH-000986,-0.663914032852
ACH-000988,-0.348188326818
ACH-000993,-0.5669848677699999
ACH-000994,-0.783285123466
ACH-000996,-0.47635122783
ACH-001001,-1.16768900308
ACH-001020,-0.710527441462
ACH-001028,-0.874146154446
ACH-001031,-0.606033514285
ACH-001038,-0.7367195243670001
ACH-001048,-0.48868647272200005
ACH-001050,-0.379621018435
ACH-001053,-0.59581979916
ACH-001054,-0.545301355637
ACH-001061,-0.842148084045
ACH-001067,-0.455252873573
ACH-001075,-0.502468097803
ACH-001096,-0.590239696628
ACH-001128,-0.8859558021330001
ACH-001134,-0.473208576837
ACH-001151,-0.39293152780999996
ACH-001163,-1.16567127693
ACH-001164,-0.6885625361259999
ACH-001173,-0.853588390105
ACH-001183,-0.7359068514659999
ACH-001184,-0.628857505397
ACH-001190,-0.520540263929
ACH-001192,-0.700040810046
ACH-001193,-0.921964481147
ACH-001196,-0.47448722403899996
ACH-001197,-0.47384556979500003
ACH-001205,-0.430759386184
ACH-001211,-0.637439434954
ACH-001212,-0.803866212236
ACH-001228,-0.8081719401090001
ACH-001232,-0.629031035908
ACH-001239,-0.659122843965
ACH-001274,-0.7838857354009999
ACH-001275,-0.775156976743
ACH-001277,-0.43401061046800005
ACH-001278,-0.601579027557
ACH-001280,-0.703325722324
ACH-001283,-0.673329618731
ACH-001289,-0.593257980379
ACH-001295,-0.15612785751299998
ACH-001300,-0.23303499849599998
ACH-001301,-0.496945133969
ACH-001302,-0.663117528689
ACH-001303,-0.8908394660500001
ACH-001306,-0.577042041194
ACH-001318,-0.8359588313930001
ACH-001322,-0.853558765384
ACH-001328,-0.732267492308
ACH-001332,-0.8109430394239999
ACH-001333,-0.834122921912
ACH-001336,-0.6893142860629999
ACH-001340,-0.486338275943
ACH-001346,-0.593364307716
ACH-001353,-0.563616218911
ACH-001354,-0.952457737148
ACH-001367,-0.667275739045
ACH-001368,-0.7491791083589999
ACH-001374,-0.625280761113
ACH-001375,-0.380120999124
ACH-001377,-0.510701992018
ACH-001380,-0.826142442159
ACH-001391,-0.5282567268289999
ACH-001407,-0.803964824724
ACH-001408,-0.7745954397239999
ACH-001413,-0.487002022085
ACH-001430,-0.550869944215
ACH-001431,-0.41478970951899996
ACH-001450,-0.583934544904
ACH-001496,-1.0972465071200002
ACH-001500,-1.0094511925
ACH-001521,-0.7323255966910001
ACH-001523,-0.6010200695100001
ACH-001532,-0.600188975724
ACH-001536,-0.653918745867
ACH-001550,-0.695660866457
ACH-001552,-0.626117883487
ACH-001554,-0.679157935233
ACH-001645,-0.429558974235
ACH-001654,-0.6900442083930001
ACH-001715,-0.7010940820229999
ACH-001735,-0.5643279863690001
ACH-001736,-1.0024510633200001
ACH-001737,-0.6685412211399999
ACH-001740,-0.461900877862
ACH-001745,-0.619884563117
ACH-001750,-0.7493834992820001
ACH-001765,-0.9287470432580001
ACH-001956,-0.37428876915
ACH-001957,-0.316248345007
