,VPS13D (55187)
ACH-000004,-1.0699350513700001
ACH-000007,-1.16627629463
ACH-000009,-1.0628855324200002
ACH-000011,-1.1878181902399998
ACH-000012,-1.07928333896
ACH-000013,-0.8709414711460001
ACH-000014,-0.8216491218690001
ACH-000015,-1.09467306201
ACH-000017,-1.13659028241
ACH-000018,-0.85875585603
ACH-000019,-0.925317150084
ACH-000021,-1.1853996073100002
ACH-000022,-1.2708869380399999
ACH-000025,-0.995710736414
ACH-000028,-0.672272287675
ACH-000030,-1.07759066067
ACH-000035,-1.34329481015
ACH-000036,-1.2681416668799999
ACH-000037,-1.18049759068
ACH-000039,-0.770393111675
ACH-000040,-1.06645909204
ACH-000041,-0.93481981032
ACH-000042,-1.05148735763
ACH-000045,-1.20974779282
ACH-000047,-1.09957849781
ACH-000052,-1.08109640435
ACH-000053,-0.9824869160619999
ACH-000054,-0.819479683662
ACH-000055,-0.904866884073
ACH-000060,-1.2945210737200001
ACH-000067,-1.13999071278
ACH-000070,-0.9691501719050001
ACH-000075,-1.1150228770100001
ACH-000078,-0.8765443313760001
ACH-000082,-1.11514123933
ACH-000085,-0.893490633268
ACH-000086,-1.0
ACH-000087,-1.11757373895
ACH-000092,-1.1472055846200002
ACH-000095,-0.650477648075
ACH-000097,-1.46889042146
ACH-000098,-1.01653851561
ACH-000099,-1.0902868177299998
ACH-000108,-1.2716366116600002
ACH-000113,-0.8933269552580001
ACH-000115,-1.4486180095200003
ACH-000116,-1.30111719692
ACH-000118,-0.957948587139
ACH-000120,-1.6241216080399998
ACH-000123,-0.9717512879000001
ACH-000127,-1.2198902728899998
ACH-000128,-0.8894362912680001
ACH-000132,-0.995403133259
ACH-000133,-0.8857553711839999
ACH-000137,-1.09470239372
ACH-000138,-0.96781810026
ACH-000142,-1.0242673825700002
ACH-000143,-1.21421763159
ACH-000146,-0.9491866820270001
ACH-000148,-1.1064394019600001
ACH-000150,-0.822804719956
ACH-000152,-1.12641687567
ACH-000153,-1.00964747473
ACH-000159,-0.786347277879
ACH-000160,-0.778435454612
ACH-000163,-0.870228275908
ACH-000167,-1.03108677045
ACH-000168,-1.10989446869
ACH-000169,-1.22596778157
ACH-000178,-1.0681820814899998
ACH-000182,-0.7769626736920001
ACH-000183,-1.0477660290700002
ACH-000188,-1.00867012173
ACH-000189,-1.03422156847
ACH-000190,-1.14658633537
ACH-000198,-1.01233779788
ACH-000204,-1.17364722002
ACH-000206,-1.2311113387000001
ACH-000207,-0.44752064519900003
ACH-000211,-0.984597931938
ACH-000215,-0.982430343213
ACH-000221,-0.783978843794
ACH-000222,-1.30612657634
ACH-000223,-1.20661217303
ACH-000226,-1.1932658842200001
ACH-000227,-0.534452172149
ACH-000228,-0.882631680637
ACH-000231,-1.0098495488600001
ACH-000232,-0.8955460112770001
ACH-000233,-1.21919861175
ACH-000234,-0.9520647666580001
ACH-000235,-1.14150828577
ACH-000237,-1.11398733109
ACH-000238,-1.10902916999
ACH-000243,-0.8885077497660001
ACH-000244,-1.12190318648
ACH-000246,-1.34468457189
ACH-000248,-1.1879966933600001
ACH-000250,-1.03331505998
ACH-000251,-1.15149371323
ACH-000253,-1.18210294346
ACH-000255,-0.9315607413320001
ACH-000256,-0.987709942374
ACH-000257,-1.0500057871200001
ACH-000258,-1.12039227766
ACH-000259,-1.07994905503
ACH-000260,-1.0773693500100001
ACH-000261,-1.18908533537
ACH-000262,-1.40287967447
ACH-000263,-1.09880268464
ACH-000264,-0.917610873567
ACH-000265,-0.9623907354060001
ACH-000266,-0.968378899965
ACH-000272,-1.07179832059
ACH-000273,-0.8437307554250001
ACH-000274,-1.1485503454000001
ACH-000277,-1.3203911879
ACH-000278,-0.8630931174969999
ACH-000279,-0.860284336064
ACH-000280,-1.06154951167
ACH-000281,-0.746027276585
ACH-000288,-0.7958242561910001
ACH-000291,-1.0009139871500001
ACH-000293,-1.0483683888200002
ACH-000294,-0.6308763292239999
ACH-000295,-0.723579154315
ACH-000296,-1.06566151771
ACH-000302,-1.01972847261
ACH-000304,-1.0
ACH-000307,-1.1767370085100002
ACH-000308,-0.925748314971
ACH-000310,-0.35198272780400003
ACH-000311,-1.00743183555
ACH-000312,-1.01553666517
ACH-000315,-0.42670822785400003
ACH-000316,-0.98209144657
ACH-000317,-1.55757152498
ACH-000318,-1.1270059694299999
ACH-000319,-1.31704857291
ACH-000320,-0.979286418628
ACH-000322,-1.3813444890900002
ACH-000323,-1.03994959859
ACH-000324,-0.836601558305
ACH-000329,-0.827365137933
ACH-000330,-1.1558060992799999
ACH-000331,-1.22376366153
ACH-000332,-1.05747467401
ACH-000334,-0.439416438804
ACH-000335,-1.01936224506
ACH-000336,-0.728155530088
ACH-000337,-1.1022093317100001
ACH-000339,-1.0656618760299998
ACH-000341,-0.7692044520129999
ACH-000348,-1.1986904575200001
ACH-000350,-1.21516184325
ACH-000352,-1.28003515889
ACH-000356,-0.9108534815520001
ACH-000361,-0.916935215619
ACH-000362,-0.837245096666
ACH-000363,-1.04063778655
ACH-000364,-1.1432310463200002
ACH-000365,-0.8883627628820001
ACH-000366,-0.8020740296430001
ACH-000368,-1.06653208513
ACH-000374,-1.0023702790200002
ACH-000375,-0.95674707291
ACH-000376,-1.12342624386
ACH-000381,-1.0469881620700001
ACH-000383,-0.9149377922059999
ACH-000387,-0.955858169702
ACH-000389,-0.9628804843359999
ACH-000390,-1.11202025056
ACH-000393,-0.922207599432
ACH-000395,-0.8908892258490001
ACH-000397,-1.0834117565299999
ACH-000401,-1.29019979041
ACH-000402,-1.02215177065
ACH-000403,-1.08781537874
ACH-000404,-0.923156559419
ACH-000406,-1.00046657599
ACH-000407,-0.9572433516159999
ACH-000408,-0.952661843481
ACH-000410,-0.807248281957
ACH-000411,-1.49906964827
ACH-000414,-1.4592105665200001
ACH-000415,-1.03307272748
ACH-000416,-1.06449159131
ACH-000420,-0.952346310916
ACH-000421,-0.975429778231
ACH-000424,-1.03949239197
ACH-000425,-0.7821241834489999
ACH-000426,-0.990848334385
ACH-000427,-1.27884867563
ACH-000433,-0.994212192678
ACH-000436,-0.87102679975
ACH-000444,-1.33234536918
ACH-000445,-1.2828334831200001
ACH-000448,-0.5952338202390001
ACH-000450,-1.19713153734
ACH-000452,-1.10358955672
ACH-000454,-1.0414303041600002
ACH-000458,-0.9038120685500001
ACH-000459,-1.60437510865
ACH-000460,-0.946085875293
ACH-000461,-1.1188262446500001
ACH-000463,-1.00644832439
ACH-000464,-1.18840576421
ACH-000466,-1.01801106242
ACH-000467,-1.10784788622
ACH-000468,-0.8789521808499999
ACH-000469,-0.8658798925040001
ACH-000470,-1.1766066225
ACH-000471,-1.0288302173000001
ACH-000472,-0.890008803595
ACH-000473,-1.2107125548200002
ACH-000475,-1.02960387817
ACH-000476,-1.2236128610500001
ACH-000477,-1.22169410448
ACH-000480,-1.2745746604200001
ACH-000481,-0.961790350661
ACH-000483,-1.2734893151200002
ACH-000484,-1.10277390909
ACH-000485,-1.17500255963
ACH-000486,-0.995843391161
ACH-000487,-0.813166722224
ACH-000488,-1.0651271547499999
ACH-000490,-1.09670631906
ACH-000491,-0.890705484378
ACH-000495,-0.733649685263
ACH-000496,-0.913897007306
ACH-000499,-0.668966209108
ACH-000500,-1.08011072519
ACH-000502,-1.34074113608
ACH-000503,-1.28091990591
ACH-000505,-0.904925207558
ACH-000507,-1.19201070721
ACH-000510,-0.9334604878659999
ACH-000511,-1.08278550021
ACH-000512,-1.33839742404
ACH-000516,-0.739133074584
ACH-000517,-1.18233940138
ACH-000518,-1.07203198057
ACH-000520,-1.04501058352
ACH-000521,-1.41984074387
ACH-000522,-1.09507085092
ACH-000524,-0.961150220596
ACH-000527,-1.16559873085
ACH-000528,-1.1596810467899998
ACH-000537,-1.31416579935
ACH-000541,-1.37038295884
ACH-000542,-1.04347220618
ACH-000544,-1.1027527984299998
ACH-000545,-0.996792144869
ACH-000547,-0.803719410965
ACH-000548,-1.37081657251
ACH-000549,-1.23650066097
ACH-000550,-1.14666506558
ACH-000552,-1.0326055028
ACH-000556,-0.977399897396
ACH-000557,-1.24025229563
ACH-000570,-1.1133922603200002
ACH-000571,-0.9563285772139999
ACH-000573,-1.2367681515200002
ACH-000576,-0.99469399136
ACH-000580,-1.1681465297600002
ACH-000584,-0.996844659189
ACH-000585,-1.0755477612100002
ACH-000588,-1.14677797805
ACH-000589,-1.0622050444700002
ACH-000591,-1.10467262733
ACH-000593,-1.1502967022
ACH-000600,-1.27012469405
ACH-000601,-1.0224244189
ACH-000604,-0.935924486609
ACH-000605,-0.983487974104
ACH-000606,-1.13520570528
ACH-000608,-1.5782503853999998
ACH-000614,-1.14122595033
ACH-000616,-0.9391192978630001
ACH-000618,-1.07833109676
ACH-000619,-0.949956596107
ACH-000620,-0.978573743441
ACH-000621,-0.804485733928
ACH-000622,-1.04732884529
ACH-000623,-1.0623296768100001
ACH-000624,-0.8605282876799999
ACH-000627,-0.94014275296
ACH-000630,-1.2757891640799999
ACH-000632,-1.0415810559
ACH-000633,-0.8917822474680001
ACH-000637,-1.2065479247600002
ACH-000638,-0.867114620443
ACH-000646,-1.75064717689
ACH-000647,-1.0930572436900001
ACH-000648,-1.1825816146700001
ACH-000649,-0.9497741859759999
ACH-000651,-1.0909097722
ACH-000652,-1.08562316667
ACH-000653,-0.9825172137829999
ACH-000657,-0.995570353856
ACH-000658,-1.17140006373
ACH-000661,-1.29819485753
ACH-000662,-0.795269807783
ACH-000663,-0.926810933124
ACH-000665,-0.993755196547
ACH-000671,-1.19245748567
ACH-000673,-1.0
ACH-000676,-1.0512373458600002
ACH-000677,-0.7166185087170001
ACH-000681,-1.25891115264
ACH-000682,-0.915605660217
ACH-000683,-0.900530424225
ACH-000684,-1.04045419006
ACH-000688,-1.11437298768
ACH-000693,-1.19609934863
ACH-000694,-0.936503580195
ACH-000695,-0.632350387607
ACH-000696,-1.0235185518799998
ACH-000697,-1.1766483939499999
ACH-000699,-1.31039000299
ACH-000701,-0.9841764770200001
ACH-000706,-1.18549487328
ACH-000711,-1.10046836233
ACH-000713,-0.9902438891240001
ACH-000714,-0.957863099491
ACH-000718,-1.00605428777
ACH-000720,-0.84640842794
ACH-000721,-0.847106137375
ACH-000724,-0.917457617388
ACH-000725,-1.1102891792899998
ACH-000732,-0.931272638337
ACH-000734,-0.968863566936
ACH-000735,-1.18683742935
ACH-000736,-1.24109646404
ACH-000738,-0.9313416813259999
ACH-000746,-0.900201711223
ACH-000747,-0.986698848645
ACH-000748,-1.1474973792899998
ACH-000753,-0.955663727111
ACH-000756,-0.935217763392
ACH-000757,-0.909804710631
ACH-000758,-1.1893168654100001
ACH-000760,-1.03805245609
ACH-000763,-0.7525938719040001
ACH-000764,-1.096102243
ACH-000765,-0.9989553506029999
ACH-000766,-1.07165259459
ACH-000767,-0.9777614579870001
ACH-000768,-1.03832543582
ACH-000769,-1.1391677657
ACH-000770,-0.967045172405
ACH-000771,-1.12058667429
ACH-000773,-1.0578440097600001
ACH-000776,-0.625705490676
ACH-000777,-0.883818170187
ACH-000778,-1.3101835448799999
ACH-000781,-0.939176112206
ACH-000782,-1.1365726273299999
ACH-000783,-1.30842681877
ACH-000784,-0.9063701580529999
ACH-000785,-1.0972319125299999
ACH-000787,-0.979943267872
ACH-000788,-1.00358024921
ACH-000791,-1.1015431202600001
ACH-000792,-1.24797367764
ACH-000794,-1.12199817187
ACH-000796,-1.06981541966
ACH-000799,-1.1988556294600001
ACH-000800,-1.01243425845
ACH-000802,-0.959697727085
ACH-000804,-1.26657573564
ACH-000805,-0.9539839982080001
ACH-000809,-0.987341664947
ACH-000810,-1.2994401256499999
ACH-000811,-1.02713511677
ACH-000817,-0.86117444171
ACH-000819,-1.07391125365
ACH-000820,-1.4579609972499998
ACH-000821,-0.5900083384629999
ACH-000822,-1.11834170719
ACH-000823,-1.01417261229
ACH-000824,-0.888731477172
ACH-000827,-1.1075486559299998
ACH-000829,-1.1594172117000001
ACH-000831,-1.15623213113
ACH-000832,-1.06058233169
ACH-000833,-0.8357233693170001
ACH-000834,-1.26277304864
ACH-000835,-0.942671144471
ACH-000836,-1.01014120794
ACH-000837,-1.07222917669
ACH-000838,-1.3612578128100001
ACH-000839,-0.914784393475
ACH-000840,-1.49682347314
ACH-000841,-0.912734806411
ACH-000843,-1.02354621448
ACH-000846,-1.11632420159
ACH-000847,-1.06326083432
ACH-000848,-1.16568636171
ACH-000849,-0.9532807490369999
ACH-000851,-1.13933118697
ACH-000855,-1.1071405617399999
ACH-000856,-1.20301247456
ACH-000858,-1.07899503638
ACH-000859,-0.737042561347
ACH-000861,-0.903649091355
ACH-000862,-1.21669501072
ACH-000865,-1.081594739
ACH-000866,-0.962983069186
ACH-000867,-1.34381677497
ACH-000869,-1.34675752774
ACH-000872,-1.2598499088500001
ACH-000873,-0.945921323051
ACH-000876,-0.708106321753
ACH-000878,-1.00933060042
ACH-000880,-1.1325362233399998
ACH-000881,-1.0193152416700002
ACH-000882,-1.03152532618
ACH-000884,-0.8689152170559999
ACH-000885,-1.0399850816399998
ACH-000887,-1.2555146519700002
ACH-000888,-1.2002657563099999
ACH-000889,-0.85636771134
ACH-000890,-0.906499722695
ACH-000896,-0.881467722985
ACH-000898,-1.18413537731
ACH-000900,-0.858343650086
ACH-000901,-0.799209373989
ACH-000905,-0.9901301361310001
ACH-000906,-0.902924101851
ACH-000907,-1.02258204507
ACH-000910,-0.9319531446349999
ACH-000911,-0.909314524552
ACH-000912,-1.04586456753
ACH-000913,-0.8809780701019999
ACH-000915,-0.903399666152
ACH-000916,-1.31432771976
ACH-000917,-1.03067284558
ACH-000921,-0.940508404445
ACH-000924,-0.9269397816060001
ACH-000926,-0.975105668944
ACH-000928,-1.4830659936200001
ACH-000929,-1.2737581992
ACH-000932,-0.978187412105
ACH-000935,-0.938257159493
ACH-000936,-1.0863470004
ACH-000937,-1.01901108149
ACH-000938,-1.03093758315
ACH-000939,-1.32732131377
ACH-000941,-0.9260339773649999
ACH-000943,-1.0786510758499999
ACH-000946,-0.8704126485250001
ACH-000947,-1.13667896498
ACH-000948,-1.21049926373
ACH-000950,-0.998733980554
ACH-000953,-0.816366448512
ACH-000957,-0.792872627995
ACH-000958,-1.09130508778
ACH-000960,-0.8579565001710001
ACH-000963,-1.0
ACH-000968,-1.12057353455
ACH-000969,-1.15985770838
ACH-000973,-0.99740696657
ACH-000974,-0.984381352907
ACH-000975,-1.05832380994
ACH-000976,-0.886576286895
ACH-000978,-1.30329808851
ACH-000980,-1.0496817031799999
ACH-000984,-1.02982193839
ACH-000986,-1.15496919983
ACH-000988,-1.45917907424
ACH-000993,-1.33128724259
ACH-000994,-1.02706651519
ACH-000996,-0.9969222479950001
ACH-001001,-0.971555218192
ACH-001020,-1.1782535578
ACH-001028,-1.0231109998899999
ACH-001031,-1.2190885873700001
ACH-001038,-0.812168211073
ACH-001048,-0.9649775953849999
ACH-001050,-0.606054366044
ACH-001053,-1.27605244632
ACH-001054,-1.12732157674
ACH-001061,-0.930625573509
ACH-001067,-1.1290085668
ACH-001075,-1.45872058248
ACH-001096,-1.19436105145
ACH-001128,-1.33230178373
ACH-001134,-1.36431796016
ACH-001151,-1.25382391295
ACH-001163,-0.8526815155230001
ACH-001164,-1.21658856299
ACH-001173,-0.997279955995
ACH-001183,-1.31919940594
ACH-001184,-0.9526177720200001
ACH-001190,-1.1252742283
ACH-001192,-0.8134234727240001
ACH-001193,-1.0217974613299998
ACH-001196,-1.19010290323
ACH-001197,-0.966064608688
ACH-001205,-1.01634574887
ACH-001211,-1.2697167236
ACH-001212,-1.3699534874000001
ACH-001228,-0.6924073461239999
ACH-001232,-1.18718814887
ACH-001239,-1.03402298606
ACH-001274,-1.06959441924
ACH-001275,-1.09392551294
ACH-001277,-1.12332182702
ACH-001278,-1.27627010713
ACH-001280,-0.975933900257
ACH-001283,-0.6958372858640001
ACH-001289,-0.944046563944
ACH-001295,-0.865452228915
ACH-001300,-1.06221600471
ACH-001301,-1.40178545204
ACH-001302,-0.7679716577429999
ACH-001303,-0.807277573221
ACH-001306,-1.15512514326
ACH-001318,-1.1377876965
ACH-001322,-1.0178998972
ACH-001328,-1.02338748627
ACH-001332,-1.04563916067
ACH-001333,-1.23892436313
ACH-001336,-0.884754063997
ACH-001340,-1.26513276236
ACH-001346,-1.18564949921
ACH-001353,-1.22649871204
ACH-001354,-0.39438355271
ACH-001367,-0.931746433347
ACH-001368,-0.987621269865
ACH-001374,-1.1034595458
ACH-001375,-1.06361219233
ACH-001377,-1.5010280481099998
