,UBIAD1 (29914)
ACH-000004,-0.299885772992
ACH-000007,-0.442049447203
ACH-000009,-0.22863512166299998
ACH-000011,-0.664180535652
ACH-000012,-0.204340646683
ACH-000013,-0.041384125932800005
ACH-000014,-1.1549013922799998
ACH-000015,-0.244368867406
ACH-000017,0.012968630734700002
ACH-000018,-0.8561769903550001
ACH-000019,-0.07130123801539999
ACH-000021,-0.0792582820785
ACH-000022,-0.08801673570049999
ACH-000025,-0.916911543444
ACH-000028,-0.257493316905
ACH-000030,-0.988311737804
ACH-000035,-0.571010505576
ACH-000036,-1.15786205741
ACH-000037,-0.175955178015
ACH-000039,-0.450380652683
ACH-000040,-0.8713233307089999
ACH-000041,-0.276444446732
ACH-000042,-0.894669155123
ACH-000045,-0.162997066794
ACH-000047,-0.164897502609
ACH-000052,-0.529972734249
ACH-000053,-0.8226476896789999
ACH-000054,-1.01846865209
ACH-000055,-0.40149487587399996
ACH-000060,-0.243155267559
ACH-000067,-0.47525521963399997
ACH-000070,-0.135687136417
ACH-000075,-0.5865666824279999
ACH-000078,0.052703654599099994
ACH-000082,-0.477766964372
ACH-000085,-0.491959964353
ACH-000086,-0.15507415548200001
ACH-000087,-0.296256446733
ACH-000092,-1.1362682091
ACH-000095,-0.224112929466
ACH-000097,-0.330159099507
ACH-000098,-0.0702993897003
ACH-000099,-0.17818590585000002
ACH-000108,-1.23869964843
ACH-000113,-0.628731200198
ACH-000115,-0.815674394235
ACH-000116,-0.140858916258
ACH-000118,-0.999805080713
ACH-000120,-0.301343693731
ACH-000123,-0.989887452998
ACH-000127,-1.38836137015
ACH-000128,-0.521032132146
ACH-000132,-1.4335424513100001
ACH-000133,-0.7412732221889999
ACH-000137,-0.17709228869399998
ACH-000138,-0.250037017616
ACH-000142,-0.0995279138536
ACH-000143,-1.0802246824700001
ACH-000146,0.10648080458999999
ACH-000148,-0.573487531247
ACH-000150,-0.73529663988
ACH-000152,-0.751577512008
ACH-000153,-0.987149846962
ACH-000159,-0.45955307315
ACH-000160,-0.576445642157
ACH-000163,-0.14406143909000002
ACH-000167,-0.6921112515569999
ACH-000168,-0.210537009
ACH-000169,-0.272827969
ACH-000178,-1.10191933171
ACH-000182,-0.7019150112739999
ACH-000183,-0.623086507596
ACH-000188,-0.900912711882
ACH-000189,-0.398225870493
ACH-000190,-0.401739525112
ACH-000198,-0.313395937757
ACH-000204,-0.562107269837
ACH-000206,-0.302261414081
ACH-000207,-0.378646335085
ACH-000211,-0.17504003504299998
ACH-000215,-0.22516414635600002
ACH-000221,-0.0229814732873
ACH-000222,-0.68758505805
ACH-000223,-0.478539756518
ACH-000226,-0.884680210683
ACH-000227,-1.0614102375499999
ACH-000228,-0.040548219650900004
ACH-000231,-0.0938110814459
ACH-000232,-0.200780541008
ACH-000233,-1.2156697134899999
ACH-000234,-0.694451752139
ACH-000235,-0.9855204497329999
ACH-000237,-0.32850401291299997
ACH-000238,-0.586382066678
ACH-000243,-0.043098141732599994
ACH-000244,-0.251016699074
ACH-000246,-0.547448835553
ACH-000248,-0.287850717269
ACH-000250,-0.0638980221853
ACH-000251,-1.01637091049
ACH-000253,-0.898325643873
ACH-000255,-0.824431195932
ACH-000256,-0.154112423661
ACH-000257,-0.657508029784
ACH-000258,-0.23524283645
ACH-000259,-0.122180905054
ACH-000260,-0.20953058828999999
ACH-000261,-0.602493170419
ACH-000262,-0.375229093394
ACH-000263,-0.488663405091
ACH-000264,-0.214303634686
ACH-000265,-0.5442340309979999
ACH-000266,-0.509874293873
ACH-000272,-0.24103538075199998
ACH-000273,-0.233607036072
ACH-000274,-0.735567939713
ACH-000277,-0.334762917256
ACH-000278,-0.361611144419
ACH-000279,-0.24075815810400003
ACH-000280,-0.19116940079300002
ACH-000281,-0.42638974605499996
ACH-000288,-0.27785241442200004
ACH-000291,-0.30448156244
ACH-000293,-0.246168769925
ACH-000294,-0.0765755830188
ACH-000295,-0.406262716619
ACH-000296,-0.181227527385
ACH-000302,-0.17206954321899998
ACH-000304,-0.9408017508759999
ACH-000307,-0.08921478506560002
ACH-000308,-0.40946867276500004
ACH-000310,-0.302369774516
ACH-000311,-0.988418539277
ACH-000312,-0.314452842588
ACH-000315,-0.19146649686099998
ACH-000316,-0.34556240827600004
ACH-000317,-1.1415318922700002
ACH-000318,-1.17451705591
ACH-000319,-0.391201332695
ACH-000320,-0.692887979392
ACH-000322,-0.816263238342
ACH-000323,-0.20337584712499998
ACH-000324,-0.379332645977
ACH-000329,-0.24786632545499998
ACH-000330,-0.0257813666467
ACH-000331,-0.932000889942
ACH-000332,-0.790863603732
ACH-000334,-0.248240412383
ACH-000335,-0.819502817569
ACH-000336,-0.687553932698
ACH-000337,-0.249860907929
ACH-000339,-0.8568224546879999
ACH-000341,-0.8252788042389999
ACH-000348,-0.7851550566069999
ACH-000350,-1.1943177113099999
ACH-000352,-0.276845795347
ACH-000356,-0.40078619166100005
ACH-000361,-0.9174432108830001
ACH-000362,-0.0219778320807
ACH-000363,-0.161118111566
ACH-000364,-0.529511475675
ACH-000365,-0.18409719012400003
ACH-000366,-0.109230338275
ACH-000368,-0.332439716394
ACH-000374,-0.11238136187799999
ACH-000375,-0.724829060464
ACH-000376,-0.944380731233
ACH-000381,-0.07389108802489999
ACH-000383,-0.198688584624
ACH-000387,-0.0296493003435
ACH-000389,-0.368314696308
ACH-000390,0.0675402377253
ACH-000393,-0.213347069458
ACH-000395,-0.630598395552
ACH-000397,-0.139505693259
