,EPC1 (80314)
ACH-000004,-0.484086337637
ACH-000007,-0.536389701492
ACH-000009,-0.8428408985089999
ACH-000011,-0.743281179091
ACH-000012,-0.407168094893
ACH-000013,-0.23565949215999998
ACH-000014,-0.170137051139
ACH-000015,-0.33396360105399997
ACH-000017,-0.671504947314
ACH-000018,-0.35726000933799995
ACH-000019,-0.780039405513
ACH-000021,-0.631655534696
ACH-000022,-0.531084883594
ACH-000025,-0.327560670549
ACH-000028,-0.29125684199
ACH-000030,-0.452232916089
ACH-000035,-0.5451048814
ACH-000036,-0.563571987622
ACH-000037,-0.370416400011
ACH-000039,-0.440412579127
ACH-000040,-0.668346115355
ACH-000041,-0.290847707283
ACH-000042,-0.17544282992899998
ACH-000045,-0.500472141636
ACH-000047,-0.310417884967
ACH-000052,-0.549914427648
ACH-000053,-0.36004195964599994
ACH-000054,-0.484917729942
ACH-000055,-0.46752046968999994
ACH-000060,-0.5211806888189999
ACH-000067,-0.383909225101
ACH-000070,-0.13564406101
ACH-000075,-0.451711075638
ACH-000078,-0.0838006767473
ACH-000082,-0.138101674768
ACH-000085,-0.912881527981
ACH-000086,-0.533847847942
ACH-000087,-0.266484508748
ACH-000092,-0.35907518449299997
ACH-000095,-0.546998146824
ACH-000097,-0.494882387345
ACH-000098,-0.318277791549
ACH-000099,-0.183471597998
ACH-000108,-0.329236540808
ACH-000113,-0.53088540696
ACH-000115,0.0762735946549
ACH-000116,-0.323468684213
ACH-000118,-0.12082609890900001
ACH-000120,-0.539967345018
ACH-000123,-0.35700843578
ACH-000127,-0.31708994937699997
ACH-000128,-0.23752226759599998
ACH-000132,-0.37564225955799996
ACH-000133,-0.30968813418
ACH-000137,-0.3469302941
ACH-000138,-0.637372874855
ACH-000142,-0.409137620978
ACH-000143,-0.0369742655917
ACH-000146,-0.534264232253
ACH-000148,-0.6044148731769999
ACH-000150,-0.576087134014
ACH-000152,-0.158991074582
ACH-000153,-0.614202517604
ACH-000159,-0.246968797544
ACH-000160,0.162775965456
ACH-000163,-0.205774096571
ACH-000167,0.433429976074
ACH-000168,-0.258626138527
ACH-000169,-0.384562127182
ACH-000178,-0.651660751829
ACH-000182,-0.429296325074
ACH-000183,-0.58112937424
ACH-000188,-0.320433641359
ACH-000189,-0.507772973985
ACH-000190,-0.106046313575
ACH-000198,-0.5056045679819999
ACH-000204,-0.9207656811630001
ACH-000206,-0.756962081041
ACH-000207,-0.44091578818099997
ACH-000211,-0.312542670855
ACH-000215,-0.328188096037
ACH-000221,-0.36815717026100003
ACH-000222,-0.33095953538600004
ACH-000223,-0.539804718691
ACH-000226,-0.570069549822
ACH-000227,-0.19540197531300002
ACH-000228,-0.38349903156900006
ACH-000231,-0.48017916792800003
ACH-000232,-0.455532343755
ACH-000233,-0.7246400803990001
ACH-000234,-0.7131516365100001
ACH-000235,-0.356996014582
ACH-000237,-0.426588920855
ACH-000238,-0.18854980118700002
ACH-000243,-0.21722101468899999
ACH-000244,-0.6389977186110001
ACH-000246,-0.118861574279
ACH-000248,-0.562926388892
ACH-000250,-0.32656773746999995
ACH-000251,-0.26389795118500003
ACH-000253,-0.360216291004
ACH-000255,-0.43758212799400004
ACH-000256,-0.31332506562600004
ACH-000257,-0.170253319528
ACH-000258,-0.8436137006129999
ACH-000259,-0.816302690048
ACH-000260,-0.11022251720899999
ACH-000261,-0.423994397176
ACH-000262,-0.232834969169
ACH-000263,-0.941233826015
ACH-000264,-0.39278169278
ACH-000265,-0.295081125109
ACH-000266,-0.47374853908500003
ACH-000272,-0.575938235919
ACH-000273,-0.242090682579
ACH-000274,-0.31482812599300003
ACH-000277,-0.7778284817919999
ACH-000278,-0.5007149512100001
ACH-000279,-0.193322053468
ACH-000280,-0.482617570092
ACH-000281,-0.168788930609
ACH-000288,-0.74614096854
ACH-000291,-0.354268888296
ACH-000293,-0.44752725383999997
ACH-000294,-0.313838707285
ACH-000295,-0.550759347424
ACH-000296,-0.36184735253
ACH-000302,-0.397683405046
ACH-000304,-0.159780934318
ACH-000307,-0.372730431093
ACH-000308,-0.6562123138539999
ACH-000310,-0.33664291502800003
ACH-000311,-0.348694550908
ACH-000312,-0.028967316156900003
ACH-000315,-0.0622892468621
ACH-000316,-0.182474895279
ACH-000317,-0.588941255363
ACH-000318,-0.748362079004
ACH-000319,-0.45115449408200003
ACH-000320,0.0579498395363
ACH-000322,-0.535896719949
ACH-000323,-0.31982181877300003
ACH-000324,-0.268446245605
ACH-000329,-0.287935285819
ACH-000330,-0.158123858789
ACH-000331,-0.289407977863
ACH-000332,-0.178528626386
ACH-000334,-0.291024383706
ACH-000335,-0.48311635424800004
ACH-000336,-0.6996867791660001
ACH-000337,-0.672740301195
ACH-000339,-0.37735811680299997
ACH-000341,-0.188862543149
ACH-000348,-0.531696114671
ACH-000350,-0.115582267117
ACH-000352,-0.152849324903
ACH-000356,-0.557651761804
ACH-000361,-0.687300564014
ACH-000362,-0.21967109159200002
ACH-000363,-0.49957945519100005
ACH-000364,0.0188892691402
ACH-000365,-0.023742931521900004
ACH-000366,-0.158065010266
ACH-000368,-0.34503321125200004
ACH-000374,-0.0803025084558
ACH-000375,-0.167104527629
ACH-000376,-0.279491015673
ACH-000381,-0.530367649006
ACH-000383,-0.20067691149
ACH-000387,-0.33706013023500003
ACH-000389,-0.471161796263
ACH-000390,-0.178880320896
ACH-000393,-0.340601857131
ACH-000395,-0.28792818105
ACH-000397,-0.32350859988200004
ACH-000401,-0.241407968926
ACH-000402,-1.3895834865
ACH-000403,-0.213134332349
ACH-000404,-0.19931031817699998
ACH-000406,-0.405338180743
ACH-000407,-0.37206814857000003
ACH-000408,-0.294314089046
ACH-000410,-0.336403459067
ACH-000411,-0.421594979903
ACH-000414,-0.420116362377
ACH-000415,-0.31889988049400003
ACH-000416,-0.266201836854
ACH-000420,-0.5493549490940001
ACH-000421,-0.524738829505
ACH-000424,-0.321473868716
ACH-000425,-0.37573091119499996
ACH-000426,-0.840023636663
ACH-000427,-0.434247160314
ACH-000433,-0.31388827099
ACH-000436,-0.207548912466
ACH-000444,-0.364502217082
ACH-000445,-0.45119348600299997
ACH-000448,-0.8916792519910001
ACH-000450,-0.5099485093389999
ACH-000452,-0.522517975669
ACH-000454,-0.379598851827
ACH-000458,-0.507408238178
ACH-000459,-0.136381298759
ACH-000460,-0.526200369569
ACH-000461,-0.276645601337
ACH-000463,-0.145932105667
ACH-000464,-0.903821019254
ACH-000466,-1.5780370854899999
ACH-000467,-0.625802313254
ACH-000468,-0.290131770421
ACH-000469,-0.467164131439
ACH-000470,-0.666736631958
ACH-000471,-0.061096917716300006
ACH-000472,-0.29053926505800004
ACH-000473,-0.41420916149000003
ACH-000475,-0.301996984619
ACH-000476,-0.436123087725
ACH-000477,-0.160782266
ACH-000480,-0.25914222636900003
ACH-000481,-0.16657906529799998
ACH-000483,-0.702243630176
ACH-000484,0.0606250125504
ACH-000485,-0.529165109921
ACH-000486,-0.299968124377
ACH-000487,-0.901697366974
ACH-000488,-0.48596946181999995
ACH-000490,-0.569367071614
ACH-000491,-0.197980918294
ACH-000495,-0.518281957849
ACH-000496,-0.0005201833682
ACH-000499,-0.376235722241
ACH-000500,-0.324585166609
ACH-000502,-0.467668048868
ACH-000503,-0.59259789853
ACH-000505,-0.41366217641
ACH-000507,-0.221162357095
ACH-000510,-0.167986532784
ACH-000511,-0.5524184171050001
ACH-000512,-0.156582014753
ACH-000516,-0.596059464102
ACH-000517,-0.5313285123629999
ACH-000518,-0.71495185378
ACH-000520,-0.11094286231799999
ACH-000521,-0.24536680144900003
ACH-000522,-0.698658184364
ACH-000524,-0.269040708966
ACH-000527,-0.443664588028
ACH-000528,-0.283380238796
ACH-000537,-0.333356462056
ACH-000541,-0.778806915951
ACH-000542,-0.253590725127
ACH-000544,-0.39877802852600003
ACH-000545,-0.322748026347
ACH-000547,-0.6097971708659999
ACH-000548,-0.314676910445
ACH-000549,-0.21590867879999998
ACH-000550,-0.486284710961
ACH-000552,-0.59852318806
ACH-000556,-0.18400464404800002
ACH-000557,-0.7927288937
ACH-000570,-0.348098071311
ACH-000571,-0.480162177515
ACH-000573,-0.290231356276
ACH-000576,-0.631729862094
ACH-000580,-0.258502217166
ACH-000584,-0.293665997443
ACH-000585,-0.254987588404
ACH-000588,-0.077685395863
ACH-000589,-0.5368202382980001
ACH-000591,-0.338481651307
ACH-000593,-0.39411592642099996
ACH-000600,-0.525218874893
ACH-000601,-0.39533255976899995
ACH-000604,-0.751332570735
ACH-000605,-0.47669992653399995
ACH-000606,-0.31388297693000006
ACH-000608,-0.503012415689
ACH-000614,-0.5157251970660001
ACH-000616,-0.415763913448
ACH-000618,-0.20654759590900001
ACH-000619,-0.375241926788
ACH-000620,-0.188940381928
ACH-000621,-0.2182584427
ACH-000622,-0.11554709779000001
ACH-000623,-0.273237066768
ACH-000624,-0.416018167298
ACH-000627,0.00765693718232
ACH-000630,-0.622162921177
ACH-000632,-0.409508647129
ACH-000633,-0.566678250577
ACH-000637,-0.34365182042099995
ACH-000638,-0.48696176463699997
ACH-000646,-0.05604478551440001
ACH-000647,-0.324708247773
ACH-000648,-0.398123810754
ACH-000649,-0.323775867863
ACH-000651,-0.192851724468
ACH-000652,-0.300394964651
ACH-000653,-0.6853380032649999
ACH-000657,-0.271646313375
ACH-000658,-1.10566052066
ACH-000661,-0.45739992799199997
ACH-000662,-0.700289486124
ACH-000663,-0.19590892201699997
ACH-000665,-0.337877480312
ACH-000671,-0.18962470294300002
