,COLCA2 (120376)
ACH-000004,-0.00439114279668
ACH-000007,0.232782173651
ACH-000009,0.024426129575099997
ACH-000011,0.024706603709299998
ACH-000012,0.0605138401986
ACH-000013,0.0193302133712
ACH-000014,0.004786713249800001
ACH-000015,0.0965687092564
ACH-000017,0.140581073463
ACH-000018,0.0742868076006
ACH-000019,-0.180875458864
ACH-000021,0.18830261967700002
ACH-000022,0.18678317215999998
ACH-000025,0.0323928203824
ACH-000028,0.0435072686103
ACH-000030,0.0178715976626
ACH-000035,0.123536550337
ACH-000036,0.0557209009222
ACH-000037,-0.370725156606
ACH-000039,0.065763629769
ACH-000040,-0.07237954746660001
ACH-000041,0.0846642760269
ACH-000042,-0.057967692058300005
ACH-000045,-0.0394394532824
ACH-000047,0.0934288765002
ACH-000052,-0.12673404523499998
ACH-000053,0.058904866456500005
ACH-000054,0.018716284085400003
ACH-000055,0.00320709656316
ACH-000060,-0.010684675486899999
ACH-000067,0.288673592524
ACH-000070,-0.19879183739999998
ACH-000075,-0.000832971364798
ACH-000078,0.020211438607
ACH-000082,-0.214821477598
ACH-000085,0.212646146756
ACH-000086,-0.117249082793
ACH-000087,-0.17641632512299998
ACH-000092,0.0313174664092
ACH-000095,-0.07786606719219999
ACH-000097,0.0100387653554
ACH-000098,0.07334749749639999
ACH-000099,0.0966513001182
ACH-000108,-0.00405202760561
ACH-000113,0.0733134806733
ACH-000115,0.169641523076
ACH-000116,0.042018853818199996
ACH-000118,0.11079471446599999
ACH-000120,0.0743892841971
ACH-000123,0.035315789961599994
ACH-000127,0.010237175497200001
ACH-000128,-0.00229304879263
ACH-000132,-0.032358171776200005
ACH-000133,-0.0738369311108
ACH-000137,-0.0700856267879
ACH-000138,-0.048238372509199996
ACH-000142,0.08300338399439999
ACH-000143,-0.009125532744510001
ACH-000146,-0.0312870417735
ACH-000148,0.16669412969699998
ACH-000150,0.09739786319739999
ACH-000152,-0.0032829632431
ACH-000153,-0.059090858104600005
ACH-000159,-0.0955397973164
ACH-000160,0.0128590207565
ACH-000163,0.06317337695519999
ACH-000167,-0.030560644295900004
ACH-000168,0.0370598640625
ACH-000169,0.09483573219139999
ACH-000178,0.134046841791
ACH-000182,0.132749931381
ACH-000183,0.028092910401400002
ACH-000188,-0.0399280626691
ACH-000189,0.0111225950081
ACH-000190,-0.280841098521
ACH-000198,0.04921616146459999
ACH-000204,-0.189248224493
ACH-000206,-0.240626605533
ACH-000207,0.042071148151400006
ACH-000211,0.0820192728072
ACH-000215,0.0669071225282
ACH-000221,0.15740917548699998
ACH-000222,0.241495613242
ACH-000223,-0.0220378866531
ACH-000226,0.0412100717619
ACH-000227,-0.173108273604
ACH-000228,0.0338159559997
ACH-000231,0.028227280608
ACH-000232,0.0773067880403
ACH-000233,0.080808157571
ACH-000234,-0.0204749691505
ACH-000235,0.0499067298491
ACH-000237,-0.15033884607200002
ACH-000238,0.0201986873095
ACH-000243,0.07985005680660001
ACH-000244,-0.0854271119132
ACH-000246,0.156316810799
ACH-000248,0.130481961305
ACH-000250,-0.047873026298400005
ACH-000251,0.0512079359074
ACH-000253,0.119119126739
ACH-000255,0.11364360151200001
ACH-000256,-0.09436897351430001
ACH-000257,0.0764075998802
ACH-000258,0.00454609563369
ACH-000259,0.023409230874
ACH-000260,-0.0537158002548
ACH-000261,0.028649023473400002
ACH-000262,0.2330243907
ACH-000263,0.0873627210385
ACH-000264,0.0411159216869
ACH-000265,0.0352326462314
ACH-000266,0.03483348626090001
ACH-000272,0.018859632534199998
ACH-000273,-0.015759322394299998
ACH-000274,-0.121890592182
ACH-000277,-0.00282159677368
ACH-000278,-0.0420687046679
ACH-000279,-0.11411028280999999
ACH-000280,0.134541038957
ACH-000281,0.04310193264809999
ACH-000288,-0.09183972042199999
ACH-000291,0.048803444467
ACH-000293,0.00729836471809
