,FLVCR2 (55640)
ACH-000004,-0.0468281457779
ACH-000007,0.00695213583754
ACH-000009,-0.0644412003872
ACH-000011,-0.00180866635248
ACH-000012,-0.021148960781000002
ACH-000013,-0.138779140246
ACH-000014,-0.225034501717
ACH-000015,-0.16786093679900002
ACH-000017,-0.149531405891
ACH-000018,0.0347783939175
ACH-000019,-0.49374153017899997
ACH-000021,-0.18404070021
ACH-000022,-0.126464549465
ACH-000025,-0.00841323079571
ACH-000028,0.102429386294
ACH-000030,-0.13628216649900002
ACH-000035,0.204028683241
ACH-000036,-0.08374400807589999
ACH-000037,-0.12493867071900001
ACH-000039,-0.0103024429679
ACH-000040,-0.169087497796
ACH-000041,-0.19628655994000002
ACH-000042,-0.07782235820160001
ACH-000045,-0.114789754416
ACH-000047,-0.143187337606
ACH-000052,0.0770570652282
ACH-000053,-0.181441655722
ACH-000054,0.0123721457663
ACH-000055,-0.312165235311
ACH-000060,-0.36266267467600005
ACH-000067,0.0303965878122
ACH-000070,-0.0161792977287
ACH-000075,-0.0687801665444
ACH-000078,-0.07369875246669999
ACH-000082,-0.161877471854
ACH-000085,-0.04695879355819999
ACH-000086,-0.105950217031
ACH-000087,-0.274312996919
ACH-000092,-0.024035351232500002
ACH-000095,-0.177064695815
ACH-000097,-0.167536153949
ACH-000098,-0.0916759462068
ACH-000099,-0.156643301622
ACH-000108,-0.0683396901427
ACH-000113,-0.0326303077327
ACH-000115,-0.21563616165999996
ACH-000116,-0.137419760311
ACH-000118,-0.190863047305
ACH-000120,-0.0316880913565
ACH-000123,-0.0073708061666299994
ACH-000127,0.030792010602000004
ACH-000128,-0.124490933475
ACH-000132,0.0798627579617
ACH-000133,0.0246393029758
ACH-000137,0.08228642316589999
ACH-000138,-0.134861877511
ACH-000142,-0.2254363903
ACH-000143,-0.23342712559099998
ACH-000146,-0.0786822703456
ACH-000148,-0.132960066634
ACH-000150,0.0668051642741
ACH-000152,-0.0203910678978
ACH-000153,-0.20049119547000002
ACH-000159,-0.216423600556
ACH-000160,-0.222985838733
ACH-000163,-0.110516415826
ACH-000167,-0.542412729346
ACH-000168,-0.10329517616900001
ACH-000169,-0.0844243805833
ACH-000178,-0.10358944086100001
ACH-000182,0.0458421686064
ACH-000183,-0.204650314152
ACH-000188,-0.128104514078
ACH-000189,-0.0802109576264
ACH-000190,-0.18434854214000002
ACH-000198,-0.12024929997600001
ACH-000204,-0.218305060354
ACH-000206,-0.258879317826
ACH-000207,-0.259660833186
ACH-000211,-0.18878100784899998
ACH-000215,0.04211751820159999
ACH-000221,-0.182220898918
ACH-000222,-0.20841515537099997
ACH-000223,0.00562135190684
ACH-000226,-0.10114473463500001
ACH-000227,-0.24303888079799998
ACH-000228,-0.16844661463399999
ACH-000231,-0.122493801645
ACH-000232,-0.159144513831
ACH-000233,0.09017282287669999
ACH-000234,-0.0994236540129
ACH-000235,-0.0962119875672
ACH-000237,0.0420877478907
ACH-000238,-0.17114465198399997
ACH-000243,-0.0733732439496
ACH-000244,-0.031119998492400002
ACH-000246,-0.111613773145
ACH-000248,-0.101112917947
ACH-000250,-0.0697695315027
ACH-000251,-0.0717486537614
ACH-000253,-0.1098289443
ACH-000255,-0.20120972860999997
ACH-000256,-0.0232185702551
ACH-000257,-0.49646342859700004
ACH-000258,0.242288194357
ACH-000259,-0.0798418115992
ACH-000260,-0.0913561711869
ACH-000261,-0.069241981715
ACH-000262,0.08931971206049999
ACH-000263,-0.448799633459
ACH-000264,-0.06999565434789999
ACH-000265,-0.044976636739300004
ACH-000266,-0.103039648715
ACH-000272,0.008866751864379999
ACH-000273,-0.145177913381
ACH-000274,-0.0739460020251
ACH-000277,0.09158371910499999
ACH-000278,0.0300065242364
ACH-000279,-0.190394808911
ACH-000280,-0.202748356976
ACH-000281,0.0152638974141
ACH-000288,-0.126417405009
ACH-000291,-0.0675858689632
ACH-000293,0.00828404068613
ACH-000294,-0.175187601543
ACH-000295,-0.220898821343
ACH-000296,-0.0575369315445
ACH-000302,-0.0776130218635
ACH-000304,-0.146000424789
ACH-000307,-0.11732978365800001
ACH-000308,-0.0426272719716
ACH-000310,-0.298463450112
ACH-000311,-0.022473068039000003
ACH-000312,-0.170857752104
ACH-000315,-0.21190905800700002
ACH-000316,-0.007308518366479999
ACH-000317,0.130396070326
ACH-000318,0.0647999872355
ACH-000319,-0.0318970588607
ACH-000320,-0.19917722952199998
ACH-000322,0.0632558963844
ACH-000323,0.012295491142799998
ACH-000324,0.00763115312793
ACH-000329,-0.0384260530317
