,GMPPB (29925)
ACH-000004,-0.615157473266
ACH-000007,-1.1949643379600001
ACH-000009,-1.09103484078
ACH-000011,-1.24333376754
ACH-000012,-0.907416326608
ACH-000013,-0.506142350597
ACH-000014,-0.978534474031
ACH-000015,-0.876700940331
ACH-000017,-0.63792877803
ACH-000018,-0.89445813544
ACH-000019,-0.828480638874
ACH-000021,-0.812266494403
ACH-000022,-0.9913164462649999
ACH-000025,-0.9146550236900001
ACH-000028,-0.875818247191
ACH-000030,-1.08798631371
ACH-000035,-0.7101710603939999
ACH-000036,-0.982710025323
ACH-000037,-0.576073634623
ACH-000039,-1.0960682226799998
ACH-000040,-0.472862498407
ACH-000041,-0.517492401833
ACH-000042,-1.0054073366
ACH-000045,-0.836637325835
ACH-000047,-1.14167922468
ACH-000052,-0.382166630539
ACH-000053,-1.13708072638
ACH-000054,-0.8908740884399999
ACH-000055,-0.510563420868
ACH-000060,-1.25132783942
ACH-000067,-0.9100404512799999
ACH-000070,-1.34220474095
ACH-000075,-0.6271283170709999
ACH-000078,-0.803035301429
ACH-000082,-0.275529942642
ACH-000085,-1.02545243204
ACH-000086,-0.547002883185
ACH-000087,-0.9916658003059999
ACH-000092,-1.0724399741600001
ACH-000095,-0.659201832775
ACH-000097,-0.800185977761
ACH-000098,-0.396298680184
ACH-000099,-0.814170681596
ACH-000108,-0.9754104397139999
ACH-000113,-1.02801484895
ACH-000115,-0.6087739104950001
ACH-000116,-0.773334666532
ACH-000118,-0.803001766847
ACH-000120,-0.6052476333
ACH-000123,-1.1944833996700002
ACH-000127,-0.8909910050480001
ACH-000128,-0.832919322773
ACH-000132,-0.948653573433
ACH-000133,-0.894953988805
ACH-000137,-0.5777136353760001
ACH-000138,-1.1406512868
ACH-000142,-1.1969713361299998
ACH-000143,-0.636958576282
ACH-000146,-0.792886917464
ACH-000148,-0.48836883304799994
ACH-000150,-0.772466699238
ACH-000152,-1.1843369022799999
ACH-000153,-0.7479305053
ACH-000159,-0.871651151878
ACH-000160,-1.08221975891
ACH-000163,-0.649458430588
ACH-000167,-1.17926367331
ACH-000168,-0.793116718292
ACH-000169,-0.9717890664309999
ACH-000178,-0.963277121436
ACH-000182,-0.952926482715
ACH-000183,-1.17020654551
ACH-000188,-1.03265597793
ACH-000189,-0.9830902807780001
ACH-000190,-0.928754096335
ACH-000198,-0.8014264483050001
ACH-000204,-0.9959875825910001
ACH-000206,-1.04448607124
ACH-000207,-1.02938734028
ACH-000211,-0.9108547315790001
ACH-000215,-0.94422400371
ACH-000221,-0.409266352948
ACH-000222,-0.667758958387
ACH-000223,-0.951166793786
ACH-000226,-1.02119521609
ACH-000227,-0.391614457364
ACH-000228,-1.2999066089799998
ACH-000231,-1.0780537413200002
ACH-000232,-0.691440759468
ACH-000233,-0.959028137627
ACH-000234,-1.19011458238
ACH-000235,-0.9380167411120001
ACH-000237,-0.499612883284
ACH-000238,-0.7879017770460001
ACH-000243,-0.8117206695460001
ACH-000244,-0.614917311759
ACH-000246,-1.1874389593799999
ACH-000248,-0.7109119226520001
ACH-000250,-1.1386573311100001
ACH-000251,-1.09253111472
ACH-000253,-1.02980750215
ACH-000255,-0.9674359959759999
ACH-000256,-1.0052934834799998
ACH-000257,-1.18367576392
ACH-000258,-1.1022920639
ACH-000259,-0.883908763198
ACH-000260,-1.0651728411299999
ACH-000261,-0.918503306797
ACH-000262,-1.1586459822600002
ACH-000263,-0.966888951611
ACH-000264,-0.688417680877
ACH-000265,-0.8670178142209999
ACH-000266,-0.963606996592
ACH-000272,-1.05111865756
ACH-000273,-0.9660567595880001
ACH-000274,-1.1312584979
ACH-000277,-0.99688489551
ACH-000278,-0.8209967907729999
ACH-000279,-0.589729518861
ACH-000280,-0.662899158892
