,ARID2 (196528)
ACH-000004,-0.813553458601
ACH-000007,-0.9883409720819999
ACH-000009,0.0129755380824
ACH-000011,-0.0240325832215
ACH-000012,-0.535950817897
ACH-000013,-0.704944861586
ACH-000014,0.006322777046520001
ACH-000015,-0.205905312564
ACH-000017,-0.39275108756300003
ACH-000018,-0.445950615037
ACH-000019,-0.836993352212
ACH-000021,-0.44888142458999997
ACH-000022,-0.279283617936
ACH-000025,-0.0105931437943
ACH-000028,-0.317250721166
ACH-000030,-0.8891717960109999
ACH-000035,-0.157189013692
ACH-000036,-0.49490344343599996
ACH-000037,-0.7135971917049999
ACH-000039,-0.44655365837300004
ACH-000040,-0.36987892103
ACH-000041,-0.389489644332
ACH-000042,-0.133025790632
ACH-000045,-0.940805347311
ACH-000047,-0.772286191954
ACH-000052,-0.401108263279
ACH-000053,-0.349346193375
ACH-000054,-0.177917369445
ACH-000055,-0.749458982266
ACH-000060,-0.0185018640638
ACH-000067,-0.9684646645489999
ACH-000070,-0.991727119903
ACH-000075,-0.0867367756821
ACH-000078,-0.419917359142
ACH-000082,-0.470493556733
ACH-000085,-0.454928481872
ACH-000086,-0.49157908642
ACH-000087,-0.762077475652
ACH-000092,-0.49484121171499995
ACH-000095,-0.299070586862
ACH-000097,-0.482452433802
ACH-000098,-0.0367784071678
ACH-000099,0.137943050281
ACH-000108,-0.370287011821
ACH-000113,-0.499726790501
ACH-000115,-0.35124999844300003
ACH-000116,-0.30011815435600003
ACH-000118,-0.472748571066
ACH-000120,-0.233836470248
ACH-000123,-0.262732655726
ACH-000127,-0.391221820633
ACH-000128,-0.425382974433
ACH-000132,-0.822172478605
ACH-000133,-0.332656921698
ACH-000137,-0.14624242154
ACH-000138,-0.5874436140779999
ACH-000142,-0.243755328933
ACH-000143,-0.7057274734610001
ACH-000146,-0.515957019002
ACH-000148,-0.26253894406399997
ACH-000150,-0.128612728585
ACH-000152,-0.657080418079
ACH-000153,-0.038656168314400004
ACH-000159,-0.234663138452
ACH-000160,0.117896600855
ACH-000163,-0.383173190529
ACH-000167,0.307099884087
ACH-000168,-0.918668977358
ACH-000169,-0.147860123514
ACH-000178,-0.8396344665119999
ACH-000182,-0.20205236957000003
ACH-000183,-0.811585916572
ACH-000188,-0.08195859828470001
ACH-000189,-0.228558440566
ACH-000190,-0.035748820712300004
ACH-000198,-0.5563088264230001
ACH-000204,-0.596935475247
ACH-000206,-0.31184150825999996
ACH-000207,-0.7631170935230001
ACH-000211,-0.226372935842
ACH-000215,-0.40635258030999993
ACH-000221,-0.059630588274
ACH-000222,-0.288085432949
ACH-000223,-0.552139709234
ACH-000226,-0.40352966779700006
ACH-000227,-0.240230641416
ACH-000228,-0.3795098294
ACH-000231,-0.189844529864
ACH-000232,-0.401269377194
ACH-000233,-0.621508622638
ACH-000234,-0.269928298866
ACH-000235,-0.27472594135
ACH-000237,0.0341875112434
ACH-000238,-0.7590378114219999
ACH-000243,-0.33967029018
ACH-000244,-0.365350292153
ACH-000246,0.09392234323339999
ACH-000248,-0.412634641526
ACH-000250,-0.326967490315
ACH-000251,-0.197960196938
ACH-000253,0.138745457308
ACH-000255,-0.5418585513790001
ACH-000256,-0.7576111592470001
ACH-000257,-0.304634156205
ACH-000258,-0.234321693837
ACH-000259,-0.398636831999
ACH-000260,-0.358100905495
ACH-000261,-0.245733577161
ACH-000262,-0.0614440937629
ACH-000263,-0.567462372142
ACH-000264,-0.263298987673
ACH-000265,-0.267523054004
ACH-000266,-0.595563033126
ACH-000272,-0.27949665918
ACH-000273,-0.381151783115
ACH-000274,-0.664937443778
ACH-000277,-0.5101663720530001
ACH-000278,-0.20733406443100003
ACH-000279,-0.588495121197
ACH-000280,-0.225243924538
ACH-000281,-0.56419134242
ACH-000288,-0.395247120374
ACH-000291,-0.11282505474099999
ACH-000293,-0.579499861696
ACH-000294,-0.702660639826
ACH-000295,-0.44206094749700003
ACH-000296,-0.28146314421999996
ACH-000302,-0.385810414705
ACH-000304,-0.0934112062363
ACH-000307,-0.46001610644100005
ACH-000308,-0.290494716596
ACH-000310,-0.0592565601915
ACH-000311,-0.547416398931
ACH-000312,-0.119201929838
ACH-000315,-0.538215018737
ACH-000316,-0.378095840325
ACH-000317,-0.590046254108
ACH-000318,-0.269340352939
ACH-000319,-0.331728953939
ACH-000320,-0.440859697363
ACH-000322,-0.219092392355
ACH-000323,-0.302237573226
ACH-000324,-0.34279365570299997
ACH-000329,-0.630729838312
ACH-000330,-0.320637655618
ACH-000331,-0.495389998372
ACH-000332,0.0740433987582
ACH-000334,-0.774552386739
ACH-000335,-0.7211150641840001
ACH-000336,-0.341579194574
ACH-000337,-0.631598634031
ACH-000339,-0.243376375378
ACH-000341,-0.43663810822300003
ACH-000348,-0.08928740167610001
ACH-000350,-0.491031665704
ACH-000352,-0.526389659661
ACH-000356,-0.585899789133
ACH-000361,0.12110310111
ACH-000362,-0.844344753259
ACH-000363,-0.510169958014
ACH-000364,-0.374142924634
ACH-000365,-0.986818604079
ACH-000366,-0.592817094032
ACH-000368,-0.7011337865199999
ACH-000374,-0.12969381946900002
ACH-000375,-0.163485420627
ACH-000376,-0.39310649008299997
ACH-000381,-0.291998740922
ACH-000383,-0.5583805571980001
ACH-000387,-0.6998260688310001
ACH-000389,0.151997022167
ACH-000390,-0.312812757385
ACH-000393,-0.0426689352118
ACH-000395,-0.585879641822
ACH-000397,-0.518991809359
ACH-000401,-0.186205820918
ACH-000402,-0.987374905752
ACH-000403,-0.278948082518
ACH-000404,-0.0265069545001
ACH-000406,-0.7441014941349999
ACH-000407,-0.845398992779
ACH-000408,-0.752734728572
ACH-000410,-0.670719194253
ACH-000411,-0.478478499235
ACH-000414,-0.044159215209099996
ACH-000415,-0.46185364161700004
ACH-000416,-0.34438812446199996
ACH-000420,-0.39078419926799995
ACH-000421,-0.27182470178
ACH-000424,-0.172061306193
ACH-000425,-0.20125204322999998
ACH-000426,-0.156363030235
ACH-000427,-0.360298806654
ACH-000433,-0.421227681315
ACH-000436,-0.619877556977
ACH-000444,-0.215037893783
ACH-000445,-0.767020812025
ACH-000448,-0.288597857911
ACH-000450,-0.142452292521
ACH-000452,-0.153535014559
ACH-000454,-0.618021774789
ACH-000458,-0.656631742316
ACH-000459,-0.408382906166
ACH-000460,-0.8047961831970001
ACH-000461,-0.450994924178
ACH-000463,-0.424339618815
ACH-000464,-0.554431356639
ACH-000466,-0.829549428601
ACH-000467,-0.381963928076
ACH-000468,-0.630271208533
ACH-000469,-0.342945280352
ACH-000470,-0.7103874109430001
ACH-000471,0.526106228839
ACH-000472,-0.518038693505
ACH-000473,-0.334642394249
ACH-000475,-0.161648572342
ACH-000476,0.143203694489
ACH-000477,-0.521021258075
ACH-000480,-0.37059584327699996
ACH-000481,-0.437306671857
ACH-000483,-0.6888555236830001
ACH-000484,-0.6156070655520001
ACH-000485,-0.7073413503139999
ACH-000486,-1.12777619713
ACH-000487,-0.799089067676
ACH-000488,-0.716563222447
ACH-000490,-0.0798318169168
ACH-000491,-0.48778165453199995
ACH-000495,0.130400122191
ACH-000496,-0.40301718909199996
ACH-000499,-0.178241741068
ACH-000500,-0.301377964908
ACH-000502,-0.344712289044
ACH-000503,-0.27187964089899996
ACH-000505,-0.41727619096600005
ACH-000507,-0.330653433729
ACH-000510,-0.22505734414200002
ACH-000511,-0.687655837816
ACH-000512,-1.0182074689799998
ACH-000516,-0.0649391351061
ACH-000517,-0.493567802913
ACH-000518,-0.238979900627
ACH-000520,-0.34974009740999995
ACH-000521,-0.236315213106
ACH-000522,-0.658373867318
ACH-000524,-0.999926245458
ACH-000527,-0.467349660608
ACH-000528,-0.260471156789
ACH-000537,-0.252547161226
ACH-000541,-1.06384628288
ACH-000542,-0.686013640281
ACH-000544,-0.7654398880359999
ACH-000545,-0.536134823917
ACH-000547,-0.594537097852
ACH-000548,-0.37445188728699996
ACH-000549,-0.559915589423
ACH-000550,-0.10990489585
ACH-000552,-0.457003401525
ACH-000556,-0.486347053701
ACH-000557,-0.781863217388
ACH-000570,-0.482320913927
ACH-000571,0.23443425190699999
ACH-000573,-0.171069093453
ACH-000576,-1.00784831967
ACH-000580,-0.8076143057080001
ACH-000584,-0.347279573554
ACH-000585,0.224962772221
ACH-000588,-0.543176667115
ACH-000589,-0.188600484719
ACH-000591,-0.680210338151
ACH-000593,-0.233462911444
ACH-000600,-0.168415480346
ACH-000601,-0.579126121068
ACH-000604,-0.206169982212
ACH-000605,-0.49646697919
ACH-000606,-0.258907945484
ACH-000608,-0.9688689185160001
ACH-000614,-0.564143362112
ACH-000616,-0.393365378099
ACH-000618,-0.405218421866
ACH-000619,-0.441828598559
ACH-000620,-0.23657706498300002
ACH-000621,-0.836367621905
ACH-000622,-0.359233200198
ACH-000623,-0.254502833582
ACH-000624,-0.263015057845
