,GGCX (2677)
ACH-000004,-0.175005032745
ACH-000007,-0.155710570351
ACH-000009,-0.0702814361009
ACH-000011,-0.328299156418
ACH-000012,-0.178027816754
ACH-000013,-0.263417432856
ACH-000014,-0.295498039612
ACH-000015,-0.20472019794100002
ACH-000017,-0.0734259466721
ACH-000018,-0.483464812188
ACH-000019,-0.137126481846
ACH-000021,-0.329297969564
ACH-000022,-0.26227936453899997
ACH-000025,-0.188376924375
ACH-000028,-0.44621588149499997
ACH-000030,-0.28095228969
ACH-000035,-0.390946826281
ACH-000036,-0.219500962884
ACH-000037,-0.325045498504
ACH-000039,-0.0372607526947
ACH-000040,-0.188920565662
ACH-000041,-0.17181573004099998
ACH-000042,-0.348397369128
ACH-000045,-0.234285076608
ACH-000047,-0.188303620744
ACH-000052,-0.374147951485
ACH-000053,-0.180841272712
ACH-000054,-0.283524308046
ACH-000055,-0.228248232879
ACH-000060,-0.370107608556
ACH-000067,-0.383799293384
ACH-000070,-0.223747076232
ACH-000075,-0.524054903693
ACH-000078,-0.176727581761
ACH-000082,-0.18579581012000002
ACH-000085,-0.42991073742799996
ACH-000086,-0.336362469982
ACH-000087,-0.39623931595
ACH-000092,-0.358475432047
ACH-000095,-0.209402960073
ACH-000097,-0.29278129162300004
ACH-000098,-0.305565953085
ACH-000099,-0.290923225826
ACH-000108,-0.17144828756799999
ACH-000113,-0.250749622238
ACH-000115,-0.32362274128199997
ACH-000116,-0.291004966924
ACH-000118,-0.256076729855
ACH-000120,-0.201478045768
ACH-000123,-0.432054887936
ACH-000127,-0.33879059752499996
ACH-000128,-0.12241619965999997
ACH-000132,-0.295962819915
ACH-000133,-0.243566728721
ACH-000137,-0.265779936918
ACH-000138,-0.0965621290968
ACH-000142,-0.388278123468
ACH-000143,-0.308750390208
ACH-000146,-0.162156078684
ACH-000148,-0.07264567025989999
ACH-000150,-0.21461819648699998
ACH-000152,-0.391906002596
ACH-000153,-0.266955454358
ACH-000159,-0.337154663666
ACH-000160,-0.360557863584
ACH-000163,-0.265495232229
ACH-000167,-0.413764931233
ACH-000168,-0.31311150317200004
ACH-000169,-0.21337867047000003
ACH-000178,-0.16208554635800002
ACH-000182,-0.227234889527
ACH-000183,-0.141652042038
ACH-000188,-0.474617199868
ACH-000189,-0.324895710357
ACH-000190,-0.0500498537526
ACH-000198,-0.20133683155499998
ACH-000204,-0.279590518299
ACH-000206,-0.214874992875
ACH-000207,0.0479418220744
ACH-000211,-0.343767075155
ACH-000215,-0.219565277995
ACH-000221,-0.470555514036
ACH-000222,-0.203865868442
ACH-000223,-0.243191206844
ACH-000226,-0.319227258438
ACH-000227,-0.20447516945900002
ACH-000228,-0.485267316692
ACH-000231,-0.265269097532
ACH-000232,-0.36984804434699997
ACH-000233,0.00847608308456
ACH-000234,-0.209370329669
ACH-000235,-0.21036634589000003
ACH-000237,-0.287604893659
ACH-000238,-0.37186524191500003
ACH-000243,-0.399950297688
ACH-000244,-0.463246581097
ACH-000246,-0.24769372397199999
ACH-000248,-0.33104062380399996
ACH-000250,-0.319421509791
ACH-000251,-0.460044402957
ACH-000253,-0.20381146747
ACH-000255,-0.261492640228
ACH-000256,-0.539934116784
ACH-000257,-0.177576272043
ACH-000258,-0.307339499685
ACH-000259,-0.178977066825
ACH-000260,-0.326841723457
ACH-000261,-0.158413175258
ACH-000262,-0.156613142362
ACH-000263,-0.278621628388
ACH-000264,-0.297956170852
ACH-000265,-0.284433975183
ACH-000266,-0.335212554679
ACH-000272,-0.42747672100699996
ACH-000273,-0.45679571297
ACH-000274,-0.367328630503
ACH-000277,-0.382288916958
ACH-000278,-0.318363101212
ACH-000279,-0.310949471277
ACH-000280,-0.338958647094
ACH-000281,-0.333215839686
ACH-000288,-0.305038194704
ACH-000291,-0.21361011592999998
ACH-000293,-0.301835569688
ACH-000294,-0.25854476635699997
ACH-000295,-0.140565084906
ACH-000296,-0.392415880743
ACH-000302,-0.111652810737
ACH-000304,-0.0945353412204
ACH-000307,-0.250574202387
ACH-000308,-0.190420375582
ACH-000310,-0.14751996398
ACH-000311,-0.0135762249718
ACH-000312,-0.200424730353
ACH-000315,-0.0164207347148
ACH-000316,-0.34652545673600005
ACH-000317,-0.471005331105
ACH-000318,-0.302309141513
ACH-000319,-0.25669331257
ACH-000320,-0.315168760152
ACH-000322,-0.16944879256200002
ACH-000323,-0.244826263499
ACH-000324,-0.39613786868900003
ACH-000329,-0.293027474986
ACH-000330,-0.40478973424099995
ACH-000331,-0.204212731697
ACH-000332,-0.18748720416900003
ACH-000334,-0.257247550996
ACH-000335,-0.135090214692
ACH-000336,-0.40259275144
ACH-000337,-0.1343885088
ACH-000339,-0.170151835398
ACH-000341,-0.309345163583
ACH-000348,-0.168385216135
ACH-000350,-0.0641317181656
ACH-000352,-0.212109689574
ACH-000356,-0.648934058879
ACH-000361,-0.669275737551
ACH-000362,-0.22888163753600002
ACH-000363,-0.24847335539999998
ACH-000364,-0.255066207353
ACH-000365,-0.278770996506
ACH-000366,-0.270928188279
ACH-000368,-0.45797473457099996
ACH-000374,-0.451971185377
ACH-000375,-0.24144118201099998
ACH-000376,-0.1843400238
ACH-000381,-0.338625008082
ACH-000383,-0.0724511149233
ACH-000387,-0.266429421263
ACH-000389,-0.147353713447
ACH-000390,-0.352263278004
ACH-000393,-0.159856340595
ACH-000395,-0.195790840642
ACH-000397,-0.405583662994
ACH-000401,-0.370987697255
ACH-000402,-0.22751528126899997
ACH-000403,-0.360395833656
ACH-000404,-0.38360643150799995
ACH-000406,-0.21495573945000002
ACH-000407,-0.320388817898
ACH-000408,-0.0405453969869
ACH-000410,-0.356272249587
ACH-000411,-0.0844105073027
ACH-000414,-0.191216308345
ACH-000415,-0.397063226589
ACH-000416,-0.254244412707
ACH-000420,-0.38439299967600005
ACH-000421,-0.425956876749
ACH-000424,-0.227879790664
ACH-000425,-0.16134017233200001
ACH-000426,-0.08679038362469998
ACH-000427,-0.46282222745800006
ACH-000433,-0.48950574378300005
ACH-000436,-0.12218737668099999
ACH-000444,-0.277294905245
ACH-000445,-0.487192697626
ACH-000448,-0.114601718235
ACH-000450,-0.254667330323
ACH-000452,-0.318500184056
ACH-000454,-0.48368152337399994
ACH-000458,-0.328271726245
ACH-000459,-0.40136823874600003
ACH-000460,-0.200910224712
ACH-000461,-0.18581460487799997
ACH-000463,-0.233185448405
ACH-000464,-0.517187967135
ACH-000466,-0.327604328095
ACH-000467,-0.286633209444
ACH-000468,-0.369050018675
ACH-000469,-0.135638283588
ACH-000470,-0.374864310524
ACH-000471,-0.47664889776999997
ACH-000472,-0.217228051293
ACH-000473,-0.18084153842300002
ACH-000475,-0.24331347144999999
ACH-000476,-0.30911804478599997
ACH-000477,-0.193170051651
ACH-000480,-0.295888746601
ACH-000481,-0.328828640617
ACH-000483,-0.19992220414700002
ACH-000484,-0.34626392028
ACH-000485,-0.300920568355
ACH-000486,-0.46910153638
ACH-000487,-0.265215773742
ACH-000488,-0.17452623653299998
ACH-000490,-0.408083961017
ACH-000491,-0.419914522545
ACH-000495,-0.37794465775499997
ACH-000496,-0.332040285065
ACH-000499,-0.466264516358
ACH-000500,-0.247263283435
ACH-000502,-0.19056324035799999
ACH-000503,-0.23323493891199998
ACH-000505,-0.314721840085
ACH-000507,-0.298417503736
ACH-000510,-0.188306800508
ACH-000511,-0.25359807092799996
ACH-000512,-0.291627797496
ACH-000516,-0.174764877855
ACH-000517,-0.198737807496
ACH-000518,-0.348036524418
ACH-000520,-0.234272951281
ACH-000521,-0.200995913734
ACH-000522,-0.40148000797600003
ACH-000524,-0.267568242415
ACH-000527,-0.229865069672
ACH-000528,-0.25280745383299996
ACH-000537,-0.35606063579
ACH-000541,-0.358453824749
ACH-000542,-0.28896876234499996
ACH-000544,-0.214517820025
ACH-000545,-0.201010776063
ACH-000547,-0.0871341112889
ACH-000548,-0.291542376448
ACH-000549,-0.340016360234
ACH-000550,-0.11209304627000001
ACH-000552,-0.432999140615
ACH-000556,-0.428962452594
ACH-000557,-0.11580141786800001
ACH-000570,-0.138288368952
ACH-000571,-0.370505855744
ACH-000573,-0.269932907865
ACH-000576,-0.22281143089400002
ACH-000580,-0.45422868307400005
ACH-000584,-0.291237586145
ACH-000585,-0.368377473252
ACH-000588,-0.284584923245
ACH-000589,-0.409703201654
ACH-000591,-0.36068119029600004
ACH-000593,-0.39137858019500005
ACH-000600,-0.26566134298300004
ACH-000601,-0.25320431011
ACH-000604,-0.275256180716
ACH-000605,-0.299306520229
ACH-000606,-0.312557606969
ACH-000608,-0.27173795474199997
ACH-000614,-0.16231245366699998
ACH-000616,-0.283776960065
ACH-000618,-0.38713950346799997
ACH-000619,-0.389600664032
ACH-000620,-0.28200679656399996
ACH-000621,-0.170235916005
