,CDC20B (166979)
ACH-000004,-0.050474529738499994
ACH-000007,-0.23279518597100002
ACH-000009,-0.115097928711
ACH-000011,-0.213057895997
ACH-000012,-0.219581995967
ACH-000013,-0.18645402059500002
ACH-000014,-0.0922710445796
ACH-000015,-0.351114742817
ACH-000017,-0.28314451370099997
ACH-000018,-0.0625775153593
ACH-000019,-0.31384068271
ACH-000021,-0.258836126161
ACH-000022,-0.237748367635
ACH-000025,-0.064189963243
ACH-000028,-0.27933880884
ACH-000030,-0.188142949853
ACH-000035,0.118351317913
ACH-000036,-0.227115128581
ACH-000037,-0.345655218548
ACH-000039,-0.383507329733
ACH-000040,-0.18728514557300002
ACH-000041,-0.36503917358000004
ACH-000042,-0.19036625426800002
ACH-000045,-0.276775079219
ACH-000047,-0.046601383162400006
ACH-000052,0.0155697345905
ACH-000053,-0.27949482918499996
ACH-000054,-0.212904805671
ACH-000055,-0.26595152517299997
ACH-000060,0.012131676018299998
ACH-000067,-0.0782324651356
ACH-000070,-0.23268969427900002
ACH-000075,-0.300781521116
ACH-000078,-0.20416898247999998
ACH-000082,-0.334878277135
ACH-000085,-0.317212358511
ACH-000086,-0.344088816269
ACH-000087,-0.250859508169
ACH-000092,-0.34626217634900003
ACH-000095,-0.302093078934
ACH-000097,-0.222082880495
ACH-000098,-0.596905619309
ACH-000099,-0.307559495482
ACH-000108,-0.160576690372
ACH-000113,-0.32412661551399996
ACH-000115,-0.32056783599
ACH-000116,-0.224352884141
ACH-000118,0.000495572670771
ACH-000120,-0.12038972162900001
ACH-000123,-0.293800145666
ACH-000127,-0.311980827328
ACH-000128,-0.378540672622
ACH-000132,-0.11197236647500002
ACH-000133,-0.0661727766029
ACH-000137,-0.130686683592
ACH-000138,-0.140831802433
ACH-000142,-0.14318656436
ACH-000143,-0.27339794405400003
ACH-000146,-0.202627649612
ACH-000148,-0.200347295603
ACH-000150,-0.05050299488059999
ACH-000152,-0.36076871458099996
ACH-000153,-0.0161326623009
ACH-000159,-0.18188057517099998
ACH-000160,-0.0871006625888
ACH-000163,-0.160211616105
ACH-000167,-0.537964671899
ACH-000168,-0.06257723009840001
ACH-000169,-0.24225145242499999
ACH-000178,-0.0363574251355
ACH-000182,-0.0514407321232
ACH-000183,-0.20359703491599998
ACH-000188,-0.535436806232
ACH-000189,-0.161414352179
ACH-000190,-0.17789829515299999
ACH-000198,0.00670944516435
ACH-000204,-0.498968962732
