,AURKAIP1 (54998)
ACH-000397,-0.465354141463
ACH-000401,-0.606855137217
ACH-000402,-0.253869821753
ACH-000403,-0.404180675868
ACH-000404,-0.551039422878
ACH-000406,-0.597520616837
ACH-000407,-0.718313037927
ACH-000408,-0.885424595356
ACH-000410,-0.45229260664
ACH-000411,-0.405142071448
ACH-000414,-0.629369949181
ACH-000415,-0.47940210980400005
ACH-000416,-0.46987978241800005
ACH-000420,-0.44205585563600003
ACH-000421,-0.47814052720899997
ACH-000424,-0.6689061542979999
ACH-000425,-0.510165405453
ACH-000426,-0.44076379571400004
ACH-000427,-0.6535425311349999
ACH-000433,-0.668309151395
ACH-000436,-0.416013030069
ACH-000444,-0.497353956717
ACH-000445,-0.682470746001
ACH-000448,-0.317998737652
ACH-000450,-0.7653084380130001
ACH-000452,-0.452868934838
ACH-000454,-0.855517615423
ACH-000458,-0.649766732653
ACH-000459,-0.9046998062289999
ACH-000460,-0.509756155336
ACH-000461,-0.570282405011
ACH-000463,-0.389614616199
ACH-000464,-0.590584193148
ACH-000466,-0.777386499262
ACH-000467,-0.636106703108
ACH-000468,-0.492828997825
ACH-000469,-0.849844916845
ACH-000470,-0.5134408431149999
ACH-000471,-0.398508178684
ACH-000472,-0.51498353043
ACH-000473,-0.7971041142149999
ACH-000475,-0.645171591939
ACH-000476,-0.7313931670780001
ACH-000477,-0.500201353172
ACH-000480,-0.884369153949
ACH-000481,-0.44679766648100006
ACH-000483,-0.7649146935410001
ACH-000484,-0.29786582578299997
ACH-000485,-0.463881957589
ACH-000486,-0.49942101705200004
ACH-000487,-0.5729424796379999
ACH-000488,-0.691849537879
ACH-000490,-0.6600881464370001
ACH-000491,-0.580301440443
ACH-000495,-0.334984790011
ACH-000496,-0.470983904884
ACH-000499,-0.520960793416
ACH-000500,-0.702770219252
ACH-000502,-0.56766016673
ACH-000503,-0.6838440747069999
ACH-000505,-0.40797372597099996
ACH-000507,-1.01381204232
ACH-000510,-0.478037912142
ACH-000511,-0.637043935359
ACH-000512,-0.520821941675
ACH-000516,-0.257170394158
ACH-000517,-0.502745587989
ACH-000518,-0.593210638393
ACH-000520,-0.426332466832
ACH-000521,-0.695380652147
ACH-000522,-0.522631751855
ACH-000524,-0.46690473973800006
ACH-000527,-0.5038710760289999
ACH-000528,-0.670697090207
ACH-000537,-0.6806144132969999
ACH-000541,-0.29898160083
ACH-000542,-0.384792112375
ACH-000544,-0.638254692193
ACH-000545,-0.824189598446
ACH-000547,-0.49098707629199995
ACH-000548,-0.45358106469400006
ACH-000549,-0.560263881088
ACH-000550,-0.68273314808
ACH-000552,-0.8526854654189999
ACH-000556,-0.465617659357
ACH-000557,-0.29891870917
ACH-000570,-0.665661278801
ACH-000571,-0.551947807761
ACH-000573,-0.6307053469439999
ACH-000576,-0.512211096559
ACH-000580,-0.431839778989
ACH-000584,-0.472156363653
ACH-000585,-0.471564709771
ACH-000588,-0.514582023347
ACH-000589,-0.714306794325
ACH-000591,-0.622385426695
ACH-000593,-0.711372178652
ACH-000600,-0.554941010958
ACH-000601,-0.641584794283
ACH-000604,-0.52602434953
ACH-000605,-0.727107376265
ACH-000606,-0.663611095608
ACH-000608,-0.636554558217
ACH-000614,-0.663608557444
ACH-000616,-0.580836364309
ACH-000618,-0.697427834308
ACH-000619,-0.7001511988789999
ACH-000620,-0.408443284001
ACH-000621,-0.577462019528
ACH-000622,-0.658986602112
ACH-000623,-0.534177871256
ACH-000624,-0.329123290564
ACH-000627,-0.46634724881899997
ACH-000630,-0.747271941125
ACH-000632,-0.605966454061
ACH-000633,-0.770542761736
ACH-000637,-0.752798917803
ACH-000638,-0.312677209029
ACH-000646,-0.368455434233
ACH-000647,-0.6716636743979999
ACH-000648,-0.7869685032629999
ACH-000649,-0.6210154818429999
ACH-000651,-0.713528167191
ACH-000652,-0.515596701587
ACH-000653,-0.6435438648690001
ACH-000657,-0.5582073558730001
ACH-000658,-0.730025252737
ACH-000661,-0.8503288922319999
ACH-000662,-0.41410917153899995
ACH-000663,-0.506004804029
ACH-000665,-0.33266754336599996
ACH-000671,-0.5725052424939999
ACH-000673,-0.27237170189
ACH-000676,-0.39964251740999995
ACH-000677,-1.10523255018
ACH-000681,-0.580319324534
ACH-000682,-0.703462623724
ACH-000683,-0.529042375733
ACH-000684,-0.482787607391
ACH-000688,-0.626283941556
ACH-000693,-0.666335189643
ACH-000694,-0.574853375322
ACH-000695,-0.7212841133969999
ACH-000696,-0.7124761879350001
ACH-000697,-0.838187347642
ACH-000699,-0.694640624541
ACH-000701,-0.406440472632
ACH-000706,-0.640474158072
ACH-000711,-0.46118818762100006
ACH-000713,-0.426900413636
ACH-000714,-0.281871454355
ACH-000718,-0.52916192065
ACH-000720,-0.648684871127
ACH-000721,-0.567592501179
ACH-000724,-0.923870556226
ACH-000725,-0.574186477893
ACH-000732,-0.643659120116
ACH-000734,-0.7424131417190001
ACH-000735,-0.475149065101
ACH-000736,-0.60965039777
ACH-000738,-0.6274702288490001
ACH-000746,-0.9372265761759999
ACH-000747,-0.70901889501
ACH-000748,-0.34385440085600005
ACH-000753,-0.518394909625
ACH-000756,-0.36915341192699996
ACH-000757,-0.534943668579
ACH-000758,-0.828649379253
ACH-000760,-0.5913736693339999
ACH-000763,-0.321762468939
ACH-000764,-0.603736511457
ACH-000765,-0.8232008407029999
ACH-000766,-0.454712888222
ACH-000767,-0.6112727055699999
ACH-000768,-0.679342648462
ACH-000769,-0.575303809573
ACH-000770,-0.503524722057
ACH-000771,-0.8579535104770001
ACH-000773,-0.455561128058
ACH-000776,-0.856117006164
ACH-000777,-0.350453202776
ACH-000778,-0.337990958209
ACH-000781,-0.421460582502
ACH-000782,-0.460183504591
ACH-000783,-0.47931377543799997
ACH-000784,-0.681504161021
ACH-000785,-0.395263371464
ACH-000787,-0.456178906706
ACH-000788,-0.568701230858
ACH-000791,-0.312432165753
ACH-000792,-0.635488000257
ACH-000794,-0.38678819710100004
ACH-000796,-0.659308501398
ACH-000799,-0.388815165787
ACH-000800,-0.66317670042
ACH-000802,-0.753875237084
ACH-000804,-0.46408379007899997
ACH-000805,-0.51150465134
ACH-000809,-0.454861540969
ACH-000810,-0.498472629029
ACH-000811,-0.441998810097
ACH-000817,-0.826737911147
ACH-000819,-0.622652756752
ACH-000820,-0.691478619439
ACH-000821,-0.5282920607680001
ACH-000822,-0.49076608588
ACH-000823,-0.493771489407
ACH-000824,-0.547854283478
ACH-000827,-0.45953600239500003
ACH-000829,-0.34244683384
ACH-000831,-0.60965824428
ACH-000832,-0.574614031497
ACH-000833,-0.59268493484
ACH-000834,-0.733478692381
ACH-000835,-0.696429278998
ACH-000836,-0.507597588564
ACH-000837,-0.647971561641
ACH-000838,-0.45814221476000005
ACH-000839,-0.36189292880900004
ACH-000840,-0.591626848076
ACH-000841,-0.221465904429
ACH-000843,-0.912182469707
ACH-000846,-0.894472509755
ACH-000847,-0.568884241668
ACH-000848,-0.6284791848969999
ACH-000849,-0.49187499615099994
ACH-000851,-0.5163198767670001
ACH-000855,-0.430003631914
ACH-000856,-0.519227380044
ACH-000858,-0.8334639892810001
ACH-000859,-0.296960349148
ACH-000861,-0.536612648271
ACH-000862,-0.780864905453
ACH-000865,-0.783611658397
ACH-000866,-0.596784133979
ACH-000867,-0.43558238064599997
ACH-000869,-0.487189779096
ACH-000872,-0.562330633386
ACH-000873,-0.42897612088299997
ACH-000876,-0.813079751698
ACH-000878,-0.78123600382
ACH-000880,-0.454644787988
ACH-000881,-0.722104886111
ACH-000882,-0.623829672454
ACH-000884,-0.6546951599849999
ACH-000885,-0.573444512452
ACH-000887,-0.542810102146
ACH-000888,-0.783621227147
ACH-000889,-0.588762896786
ACH-000890,-0.382579871716
ACH-000896,-0.597973027004
ACH-000898,-0.662022529035
ACH-000900,-0.37013178490599996
ACH-000901,-0.510723338778
ACH-000905,-0.543057146461
ACH-000906,-0.48648813872900004
ACH-000907,-0.577563951611
ACH-000910,-0.64660290971
ACH-000911,-0.7965140956119999
ACH-000912,-0.440961045562
ACH-000913,-0.731536100705
ACH-000915,-0.460963248245
ACH-000916,-0.311426299242
ACH-000917,-0.46119903372500004
ACH-000921,-0.577602451229
ACH-000924,-0.597442355475
ACH-000926,-0.617467669865
ACH-000928,-0.71429236745
ACH-000929,-0.709170964092
ACH-000932,-0.5774411195970001
ACH-000935,-0.330799010174
ACH-000936,-0.585552140845
ACH-000937,-0.6140891890779999
ACH-000938,-0.7014000660100002
ACH-000939,-0.887852512728
ACH-000941,-0.413777808796
ACH-000943,-0.671498243076
ACH-000946,-0.584389495499
ACH-000947,-0.7192911751659999
ACH-000948,-0.800485445284
ACH-000950,-0.479267100649
ACH-000953,-0.600563149181
ACH-000957,-0.523057181371
ACH-000958,-0.450698544175
ACH-000960,-0.606579415783
ACH-000963,-0.6709205687740001
ACH-000968,-0.64714205487
ACH-000969,-0.7000991728229999
ACH-000973,-0.735785281305
ACH-000974,-0.547341177671
ACH-000975,-0.626382280862
ACH-000976,-0.494483080595
ACH-000978,-0.27538652348000003
ACH-000980,-0.7423139858069999
ACH-000984,-0.7592169686589999
ACH-000986,-0.657259308687
ACH-000988,-0.41994523256899996
ACH-000993,-0.6359088325550001
ACH-000994,-0.928259293204
ACH-000996,-0.357297851087
ACH-001001,-0.663222400146
ACH-001020,-0.7516351211069999
ACH-001028,-0.47351106045100005
ACH-001031,-0.424238002468
ACH-001038,-0.526205293608
ACH-001048,-0.55175956217
ACH-001050,-0.30846881785999997
ACH-001053,-0.273137275279
ACH-001054,-0.5359381718540001
ACH-001061,-0.61712737213
ACH-001067,-0.426402913205
ACH-001075,-0.580076389865
ACH-001096,-0.594698530285
ACH-001128,-0.693688942386
ACH-001134,-0.697023926476
ACH-001151,-0.303864498909
ACH-001163,-0.616604315411
ACH-001164,-0.499262951969
ACH-001173,-0.668968946542
ACH-001183,-0.699367181419
ACH-001184,-0.444309065675
ACH-001190,-0.78841168376
ACH-001192,-0.19011288601100002
ACH-001193,-0.315436209974
ACH-001196,-0.528169728835
ACH-001197,-0.625685508172
ACH-001205,-0.271450745604
ACH-001211,-0.755721568899
ACH-001212,-0.434071771653
ACH-001228,-0.49419299908799996
ACH-001232,-0.314082392406
ACH-001239,-0.550424229542
ACH-001274,-0.736643310969
ACH-001275,-0.481478342635
ACH-001277,-0.237188156303
ACH-001278,-0.6042180189140001
ACH-001280,-0.745563156117
ACH-001283,-0.462924958165
ACH-001289,-0.42720280874399996
ACH-001295,-0.343430709274
ACH-001300,-0.367899624874
ACH-001301,-0.731199642195
ACH-001302,-0.35262009599
ACH-001303,-0.49975362335699997
ACH-001306,-0.40597591750900003
ACH-001318,-0.6898386007680001
ACH-001322,-0.593762443924
ACH-001328,-0.729831316668
ACH-001332,-0.37380268974200004
ACH-001333,-0.576129385356
ACH-001336,-0.5096613448080001
ACH-001340,-0.56750711792
ACH-001346,-0.585448550111
ACH-001353,-0.416268835027
ACH-001354,-1.10467828161
ACH-001367,-0.354302344745
ACH-001368,-0.623013765774
ACH-001374,-0.162662621017
ACH-001375,-0.397563608375
ACH-001377,-0.7815718295749999
ACH-001380,-0.614080560701
ACH-001391,-0.46793945752599997
ACH-001407,-0.550526715688
ACH-001408,-0.636005253791
ACH-001413,-0.533286617859
ACH-001430,-0.5141062055910001
ACH-001431,-0.43325035627499997
ACH-001450,-0.9168342496259999
ACH-001496,-0.764622758767
ACH-001500,-0.619490484325
ACH-001521,-0.632704766825
ACH-001523,-0.803955727811
ACH-001532,-0.642219008791
ACH-001536,-0.399420689879
ACH-001550,-0.681579663698
ACH-001552,-0.7428087340330001
ACH-001554,-0.7621946280769999
ACH-001645,-0.329133794421
ACH-001654,-0.559916142725
ACH-001715,-0.22962459157200002
ACH-001735,-0.574593824856
ACH-001736,-0.7840607142139999
ACH-001737,0.061860244226099995
ACH-001740,-0.70356117262
ACH-001745,-0.325833324744
ACH-001750,-0.4779205832399999
ACH-001765,-0.38600349256399996
ACH-001956,-0.257114256038
ACH-001957,-0.444587395275
