,NAPEPLD (222236)
ACH-000004,0.195552855561
ACH-000007,0.177376264977
ACH-000009,0.06737966618459999
ACH-000011,0.264892399507
ACH-000012,0.0976229633037
ACH-000013,0.163088728656
ACH-000014,0.147971860391
ACH-000015,0.117496904334
ACH-000017,0.20002108407699998
ACH-000018,0.0942305837971
ACH-000019,0.427836397731
ACH-000021,-0.10194769687100001
ACH-000022,0.0273240223573
ACH-000025,-0.0429134195635
ACH-000028,-0.0104631707085
ACH-000030,0.121949867599
ACH-000035,0.0199685676627
ACH-000036,0.0206731853514
ACH-000037,0.0117779099268
ACH-000039,-0.0402611830719
ACH-000040,0.272317474616
ACH-000041,0.04807895303569999
ACH-000042,0.08478125957419999
ACH-000045,0.10228988574100001
ACH-000047,0.0914395565285
ACH-000052,0.25902307864
ACH-000053,0.00725898560558
ACH-000054,0.130436224211
ACH-000055,0.12069256229599999
ACH-000060,0.102992045884
ACH-000067,0.0350642328145
ACH-000070,0.163516390432
ACH-000075,0.126769414598
ACH-000078,-0.018272413481299998
ACH-000082,0.0837739876041
ACH-000085,0.407945045937
ACH-000086,0.218465744693
ACH-000087,0.19950601327700002
ACH-000092,0.206372314376
ACH-000095,0.09034786241170001
ACH-000097,0.105124582917
ACH-000098,0.116110479763
ACH-000099,0.011082934680500001
ACH-000108,0.117342064692
ACH-000113,0.154379233344
ACH-000115,0.17627795268899998
ACH-000116,0.19600922435600002
ACH-000118,0.0832647033561
ACH-000120,0.0409193219392
ACH-000123,0.00188325627952
ACH-000127,0.13174314098200002
ACH-000128,0.008484041589939999
ACH-000132,0.111080907139
ACH-000133,0.188541898852
ACH-000137,0.17672839928
ACH-000138,0.1693375671
ACH-000142,0.0302307865081
ACH-000143,0.19198423644200002
ACH-000146,0.118558248352
ACH-000148,0.18115781887899998
ACH-000150,0.165848105741
ACH-000152,0.263866239898
ACH-000153,0.028429027014099998
ACH-000159,0.169417314278
ACH-000160,0.147656413786
ACH-000163,0.0648610954967
ACH-000167,0.06709813057109999
ACH-000168,0.18406988193
ACH-000169,0.168535518232
ACH-000178,0.17089870860300002
ACH-000182,0.218905344802
ACH-000183,0.202109499822
ACH-000188,0.0652034335232
ACH-000189,0.17348595624899998
ACH-000190,0.16998924051300002
ACH-000198,0.161151466283
ACH-000204,0.387217991376
ACH-000206,0.0348170364824
ACH-000207,-0.148122219615
ACH-000211,0.239761973706
ACH-000215,0.0775038960926
ACH-000221,-0.027303750301099997
ACH-000222,0.0946315757887
ACH-000223,0.10444205715600001
ACH-000226,0.207327795534
ACH-000227,0.115180327291
ACH-000228,0.23489056303199998
ACH-000231,0.145561758708
ACH-000232,0.11137902180199999
ACH-000233,0.082683575698
ACH-000234,0.126964140526
ACH-000235,0.18610570117400002
ACH-000237,0.162760071145
ACH-000238,0.16692521917300002
ACH-000243,0.16521976037900002
ACH-000244,0.07180089897599999
ACH-000246,0.15993070815500002
ACH-000248,0.14766020148700001
ACH-000250,0.12743098805
ACH-000251,0.024117312819099998
ACH-000253,0.10292036168199999
ACH-000255,0.201796774967
ACH-000256,0.137680552529
ACH-000257,0.267016636283
ACH-000258,0.19897896969700002
ACH-000259,0.107662488509
ACH-000260,0.0823211810386
ACH-000261,0.18266460640999999
ACH-000262,0.422778984555
ACH-000263,0.0706716407739
ACH-000264,0.11222470238700001
ACH-000265,0.24294980807100003
ACH-000266,0.0972126434505
ACH-000272,0.0276293659589
ACH-000273,0.010154099064200001
ACH-000274,0.0432969345768
ACH-000277,0.0730354611367
ACH-000278,0.161059591796
ACH-000279,0.153432587448
ACH-000280,0.09906714746860001
ACH-000281,0.281404962366
ACH-000288,0.11922648508099999
ACH-000291,0.0414773826399
ACH-000293,0.060386034932
ACH-000294,0.16987934815699998
ACH-000295,0.211761937363
ACH-000296,0.0366932174341
ACH-000302,0.13066537353
ACH-000304,0.140377617131
ACH-000307,0.155751231277
ACH-000308,0.08955438355530002
ACH-000310,-0.145709929782
ACH-000311,0.21535850212699997
ACH-000312,0.20297212681600002
ACH-000315,0.328626549733
ACH-000316,0.0705220766011
ACH-000317,0.233711723488
ACH-000318,0.126368637892
ACH-000319,0.033134123821299995
ACH-000320,0.238275932935
ACH-000322,0.19138480773299998
ACH-000323,0.17200445227699998
ACH-000324,0.10796872156199999
ACH-000329,0.120152339091
ACH-000330,0.00396714190892
ACH-000331,0.14707906446900001
ACH-000332,0.175402329625
ACH-000334,0.247692026249
ACH-000335,0.120928436136
ACH-000336,0.13581090009000002
ACH-000337,0.138598457181
ACH-000339,0.10471319466800001
ACH-000341,-0.0907114519444
ACH-000348,0.269805098653
ACH-000350,0.0856659820963
ACH-000352,0.08878612027280001
ACH-000356,0.11099744832
ACH-000361,0.161242345024
ACH-000362,0.0669973313758
ACH-000363,0.149809466925
ACH-000364,0.173279555075
ACH-000365,0.101323460544
ACH-000366,0.18773811941
ACH-000368,0.0670842061811
ACH-000374,0.0006578296212500001
ACH-000375,0.104718491053
ACH-000376,0.0253380058095
ACH-000381,0.14284111590600002
ACH-000383,-0.106031529703
ACH-000387,0.0238987954839
ACH-000389,0.23254091915600003
ACH-000390,0.013287635461799998
ACH-000393,0.211654345445
ACH-000395,0.0176408774369
ACH-000397,0.101805482475
ACH-000401,0.0412187906401
ACH-000402,0.0562181572051
ACH-000403,0.131234862963
ACH-000404,0.323266303713
ACH-000406,0.00452448109547
ACH-000407,0.06677273844430001
ACH-000408,0.116180418491
ACH-000410,0.166340840781
ACH-000411,0.147375090522
ACH-000414,0.0696431966301
ACH-000415,-0.034306577004499995
ACH-000416,0.07966827074169999
ACH-000420,0.144129463635
ACH-000421,0.14179259888499998
ACH-000424,0.114086460293
ACH-000425,0.11147689218000001
ACH-000426,0.015224734242399998
ACH-000427,0.18338829389800002
ACH-000433,-0.0443928423606
ACH-000436,0.039980901253900004
ACH-000444,0.192665701661
ACH-000445,0.259331803314
ACH-000448,0.062200358814900006
ACH-000450,0.17230123424199997
ACH-000452,0.09434089823769999
ACH-000454,0.049593899997899996
ACH-000458,0.07328206299489999
ACH-000459,-0.036458226384300005
ACH-000460,0.137606971603
ACH-000461,-0.00268355536936
ACH-000463,0.0325577692828
ACH-000464,0.159176739353
ACH-000466,0.183646351199
ACH-000467,0.104241325311
ACH-000468,0.018949751382599998
ACH-000469,0.141475694091
ACH-000470,0.152442950715
ACH-000471,0.2078911444
ACH-000472,0.195807568368
ACH-000473,0.131597446046
ACH-000475,0.150546999504
ACH-000476,0.164797984806
ACH-000477,0.168757610854
ACH-000480,0.194587373292
ACH-000481,0.165446684261
ACH-000483,0.0528150876021
ACH-000484,0.10317188539
ACH-000485,0.00654324965919
ACH-000486,0.09239552061720001
ACH-000487,0.142216615567
ACH-000488,0.175126641984
ACH-000490,0.0648194263089
ACH-000491,0.159702907508
ACH-000495,0.012874632324399999
ACH-000496,0.15034578153699998
ACH-000499,0.385406924098
ACH-000500,-0.0472919852386
ACH-000502,0.0424671413621
ACH-000503,0.242772155098
ACH-000505,0.13039399300100002
ACH-000507,0.0579778382574
ACH-000510,0.202675647192
ACH-000511,0.24469530011799998
ACH-000512,0.288686354337
ACH-000516,0.161748977422
ACH-000517,0.133122960824
ACH-000518,0.15691370763
ACH-000520,0.0876384015168
ACH-000521,0.166910348903
ACH-000522,0.252840172537
ACH-000524,0.108988886674
ACH-000527,0.138400135571
ACH-000528,0.0768856949983
ACH-000537,0.12786571972400002
ACH-000541,0.0599924502884
ACH-000542,0.054848999391099995
ACH-000544,0.0493056006069
ACH-000545,0.0501411189745
ACH-000547,0.34639482872599997
ACH-000548,0.128214555978
ACH-000549,0.09760562183980001
ACH-000550,0.0988911187791
ACH-000552,0.110292922651
ACH-000556,0.22839716555599998
ACH-000557,0.156640030858
ACH-000570,0.226387851564
ACH-000571,0.120518763407
ACH-000573,0.0912071620417
ACH-000576,0.289539573753
ACH-000580,0.18732126067699997
ACH-000584,0.119762206915
ACH-000585,0.133602870102
ACH-000588,0.208470236586
ACH-000589,0.159094673913
ACH-000591,0.208364055962
ACH-000593,0.11501149088300001
ACH-000600,0.167487001465
ACH-000601,0.149012049119
ACH-000604,0.143054066697
ACH-000605,0.137575068271
ACH-000606,0.0858253092639
ACH-000608,0.241047655957
ACH-000614,0.220784626664
ACH-000616,0.0681023250895
ACH-000618,0.12519163884600001
ACH-000619,-0.0236867743571
ACH-000620,0.140331057514
ACH-000621,0.0748063540302
ACH-000622,0.08999122665819999
ACH-000623,0.040526681488399996
ACH-000624,0.0715051758435
ACH-000627,0.11755398502100001
ACH-000630,0.0835632359771
ACH-000632,0.106840595637
ACH-000633,0.08711593446730001
ACH-000637,0.23547951124000002
ACH-000638,0.31921527592
ACH-000646,0.19348202193300001
ACH-000647,0.230680761835
ACH-000648,0.19328249620700003
ACH-000649,0.118433882446
ACH-000651,0.157607341667
ACH-000652,0.18496703095699998
ACH-000653,-0.111627744334
ACH-000657,0.188458867799
ACH-000658,-0.029336225806299996
ACH-000661,0.320918342119
ACH-000662,0.0445930275071
ACH-000663,0.23873466161600002
ACH-000665,0.141909585506
ACH-000671,0.124618333094
ACH-000673,-0.027699154288599998
ACH-000676,0.0739785632972
ACH-000677,0.131781939199
ACH-000681,0.110944945859
ACH-000682,0.08197931801519999
ACH-000683,0.0890503636589
ACH-000684,0.178093622761
