,PURA (5813)
ACH-000004,0.136420825159
ACH-000007,0.251550761337
ACH-000009,0.297670912669
ACH-000011,0.24373429512800002
ACH-000012,0.0390399874078
ACH-000013,0.103264345556
ACH-000014,0.200448134395
ACH-000015,0.130821691429
ACH-000017,0.199281269754
ACH-000018,-0.0241599226657
ACH-000019,0.0654748954915
ACH-000021,0.113142334245
ACH-000022,0.0446463027029
ACH-000025,0.184632711648
ACH-000028,0.240021554849
ACH-000030,0.166208029092
ACH-000035,0.158119073497
ACH-000036,0.186741990985
ACH-000037,0.127133075308
ACH-000039,0.00598514781568
ACH-000040,-0.0423213735516
ACH-000041,0.0419426161141
ACH-000042,0.268230787945
ACH-000045,0.113524662739
ACH-000047,0.0446179221134
ACH-000052,0.29407372938299997
ACH-000053,0.062298682861199994
ACH-000054,-0.029329505530000004
ACH-000055,0.25373657123000004
ACH-000060,0.126297668215
ACH-000067,0.126849355429
ACH-000070,0.044128487690900005
ACH-000075,0.15320759876700002
ACH-000078,0.28273625786999995
ACH-000082,0.0350185084369
ACH-000085,-0.139673870276
ACH-000086,0.21731293229600002
ACH-000087,0.100354612321
ACH-000092,0.09488836648320001
ACH-000095,0.13624791158500002
ACH-000097,0.032684862709
ACH-000098,0.050859712708800006
ACH-000099,0.19652322818100001
ACH-000108,0.224771091677
ACH-000113,0.20827486039299997
ACH-000115,-0.0637865883499
ACH-000116,-0.0453803335327
ACH-000118,0.160953785465
ACH-000120,0.14696382882099998
ACH-000123,0.11910432440999999
ACH-000127,0.202396092758
ACH-000128,0.217132358898
ACH-000132,0.053215363958499996
ACH-000133,0.027770985688
ACH-000137,0.065465299782
ACH-000138,0.15939233670800002
ACH-000142,0.0901548863842
ACH-000143,0.149415691855
ACH-000146,0.0618096292698
ACH-000148,0.0947117092287
ACH-000150,0.13107523267899998
ACH-000152,0.020637156461599998
ACH-000153,0.05565244149259999
ACH-000159,-0.038852010011699994
ACH-000160,0.143932184419
ACH-000163,0.085299694456
ACH-000167,0.00426262520174
ACH-000168,0.124845770463
ACH-000169,0.0555992937105
ACH-000178,0.170950334495
ACH-000182,0.139780376039
ACH-000183,0.126414479597
ACH-000188,0.183016492571
ACH-000189,0.293154811538
ACH-000190,0.23141127421500002
ACH-000198,0.10986381680400001
ACH-000204,-0.057642142796
ACH-000206,0.034496324167699995
ACH-000207,-0.161479852947
ACH-000211,0.019924221791
ACH-000215,0.203817150784
ACH-000221,0.143130503656
ACH-000222,0.279189971109
ACH-000223,0.217915640464
ACH-000226,0.0408188304825
ACH-000227,0.377579060058
ACH-000228,0.10012328719000001
ACH-000231,0.030194951697
ACH-000232,0.00886145996543
ACH-000233,0.10227040990599999
ACH-000234,0.309439902482
ACH-000235,0.138262729803
ACH-000237,0.15040044036699998
ACH-000238,0.051694669057800006
ACH-000243,0.0973452682807
ACH-000244,0.145052271279
ACH-000246,0.16789684109499997
ACH-000248,0.07226519173280001
ACH-000250,0.19947018610999998
ACH-000251,-0.0784903871725
ACH-000253,0.0893575628657
ACH-000255,0.161109313099
ACH-000256,0.261315968126
ACH-000257,0.237699158622
ACH-000258,0.21210559852400002
ACH-000259,0.17007800948899998
ACH-000260,0.116825511656
ACH-000261,-0.015030219746700001
ACH-000262,0.40104634526
ACH-000263,0.241215392702
ACH-000264,-0.0120667874416
ACH-000265,0.11201510690199999
ACH-000266,0.18831093343199998
ACH-000272,0.14337246158800002
ACH-000273,0.0704824870592
ACH-000274,0.215200648125
ACH-000277,-0.105516577803
ACH-000278,0.115448821624
ACH-000279,0.135249946565
ACH-000280,0.0657462750637
