,ARNT (405)
ACH-000004,-0.000785285498138
ACH-000007,-0.09777663695969999
ACH-000009,-0.253571310709
ACH-000011,0.362076531335
ACH-000012,0.227851277293
ACH-000013,0.130654119713
ACH-000014,-0.548460973553
ACH-000015,-0.0201775401256
ACH-000017,0.150082499212
ACH-000018,0.18813648288100002
ACH-000019,0.121067501083
ACH-000021,-0.061972273946599994
ACH-000022,-0.327827105398
ACH-000025,0.641186163304
ACH-000028,-0.190383688229
ACH-000030,0.023365063435400003
ACH-000035,-0.290961084617
ACH-000036,0.421106792021
ACH-000037,0.0849164466206
ACH-000039,0.102723673213
ACH-000040,0.67898188796
ACH-000041,-0.08559485815080001
ACH-000042,-0.600349641661
ACH-000045,0.0218082705248
ACH-000047,0.30870148594
ACH-000052,-0.1505959059
ACH-000053,0.196390139373
ACH-000054,0.196146929815
ACH-000055,0.0461563983055
ACH-000060,0.030812940388099997
ACH-000067,0.35827306149099997
ACH-000070,0.511203445765
ACH-000075,-0.11582373474400001
ACH-000078,-0.198868086109
ACH-000082,0.285306023049
ACH-000085,-0.161792743882
ACH-000086,-0.0590293832362
ACH-000087,-0.012989031816799999
ACH-000092,0.012551841838400002
ACH-000095,0.433138588601
ACH-000097,-0.122890814552
ACH-000098,0.0961636012567
ACH-000099,0.22026153224199999
ACH-000108,-0.0149748703766
ACH-000113,0.000595717575543
ACH-000115,-0.590168204336
ACH-000116,-0.22905202193500002
ACH-000118,0.111246848633
ACH-000120,-0.27664048366599997
ACH-000123,0.0653886360128
ACH-000127,0.0028045807040000003
ACH-000128,-0.15265792922000002
ACH-000132,0.678267959854
ACH-000133,-0.11783074578500001
ACH-000137,-0.030277746086
ACH-000138,-0.0540135736142
ACH-000142,-0.22307513573399998
ACH-000143,-0.047626163514700004
ACH-000146,-0.0612194074093
ACH-000148,0.104819073267
ACH-000150,-0.214522860352
ACH-000152,0.0665175376331
ACH-000153,-0.284937045242
ACH-000159,-0.0011926088499000002
ACH-000160,0.0769275688665
ACH-000163,-0.15280112588199998
ACH-000167,0.16823343216800002
ACH-000168,-0.180334765412
ACH-000169,-0.124598709149
ACH-000178,0.42410661717200004
ACH-000182,-0.286135624829
ACH-000183,-0.199956020834
ACH-000188,-0.0191192900143
ACH-000189,-0.122953443343
ACH-000190,0.495416462572
ACH-000198,-0.09061642981200001
ACH-000204,-0.057429748096599995
ACH-000206,-0.09446415413360001
ACH-000207,0.22029528164599999
ACH-000211,0.251650625844
ACH-000215,-0.36925065266999996
ACH-000221,0.00323852053671
ACH-000222,-0.341476331043
ACH-000223,-0.141635483017
ACH-000226,-0.339575693254
ACH-000227,-0.148018104941
ACH-000228,-0.263402601403
ACH-000231,0.240129410233
ACH-000232,-0.156613064836
ACH-000233,-0.17628653517
ACH-000234,0.198676055724
ACH-000235,0.119380183079
ACH-000237,0.644797905567
ACH-000238,0.07020863547999999
ACH-000243,0.06492814689740001
ACH-000244,-0.010067345252
ACH-000246,0.0699440449448
ACH-000248,0.00020684032352900002
ACH-000250,0.014163244008899999
ACH-000251,0.260701614794
ACH-000253,0.0321306667782
ACH-000255,0.360859519889
ACH-000256,0.059256471162700004
ACH-000257,0.12120198175899999
ACH-000258,0.0217315269399
ACH-000259,-0.184086107908
ACH-000260,0.42853809424199996
ACH-000261,0.131697707093
ACH-000262,-0.325422876809
ACH-000263,0.0073132043193
ACH-000264,-0.204639543048
ACH-000265,-0.110185317357
ACH-000266,-0.306010611891
ACH-000272,-0.48662730648599994
ACH-000273,0.257946372875
ACH-000274,-0.343324800829
ACH-000277,0.213061635079
ACH-000278,0.238356691338
ACH-000279,0.010487376329099999
ACH-000280,-0.0570066965993
ACH-000281,-0.427853230349
ACH-000288,-0.29533690379099997
ACH-000291,0.137499485579
ACH-000293,0.0642241519029
ACH-000294,-0.5888298354770001
ACH-000295,-0.0694225575945
ACH-000296,-0.0125551263692
ACH-000302,0.00753260908233
ACH-000304,-0.39937841796400003
ACH-000307,0.013756454813600001
ACH-000308,-0.204197007694
ACH-000310,0.0572932703345
ACH-000311,0.161279295802
ACH-000312,-0.0656859143948
ACH-000315,0.22743434330200002
ACH-000316,0.366266607355
ACH-000317,-0.262771193093
ACH-000318,-0.140965451298
ACH-000319,0.0288196407579
ACH-000320,0.17423604929699998
ACH-000322,-0.17506895912099998
ACH-000323,-0.447090350968
ACH-000324,0.380711993358
ACH-000329,-0.178873408169
ACH-000330,-0.302754282212
ACH-000331,-0.0846329559812
ACH-000332,0.0524680704648
ACH-000334,0.459920102653
ACH-000335,0.197431114219
ACH-000336,-0.647287325999
ACH-000337,-0.20943177619000003
ACH-000339,0.427519409846
ACH-000341,-0.227176243501
ACH-000348,-0.101215194221
ACH-000350,-0.457865131018
ACH-000352,-0.192108853365
ACH-000356,-0.256882277422
ACH-000361,0.35586185820200006
ACH-000362,0.061989963093099995
ACH-000363,0.0328167007978
ACH-000364,-0.0629505700221
ACH-000365,-0.000782443988682
