,ALOX5AP (241)
ACH-000004,-0.154423855123
ACH-000007,0.28726033336199996
ACH-000009,0.416807850964
ACH-000011,0.210424686389
ACH-000012,0.167604264317
ACH-000013,0.184020509284
ACH-000014,0.135003444877
ACH-000015,0.0949337458657
ACH-000017,0.309745472006
ACH-000018,-0.0267253521954
ACH-000019,0.050493422254999996
ACH-000021,0.271999709323
ACH-000022,0.07579001921760001
ACH-000025,0.255655856121
ACH-000028,0.317857824266
ACH-000030,0.193133866314
ACH-000035,0.048534690062899996
ACH-000036,0.139416928012
ACH-000037,0.19834104404199998
ACH-000039,0.12556295824000002
ACH-000040,0.35602377659199996
ACH-000041,0.16669821210000002
ACH-000042,0.126930740238
ACH-000045,0.371598809186
ACH-000047,0.13586633257300001
ACH-000052,0.253923687553
ACH-000053,0.135037804351
ACH-000054,0.173616206362
ACH-000055,0.543390879724
ACH-000060,0.14739764433900002
ACH-000067,0.175452098994
ACH-000070,-0.0763621927224
ACH-000075,0.0249580205846
ACH-000078,0.227360433306
ACH-000082,-0.00871311759631
ACH-000085,0.0920526153466
ACH-000086,0.08016165075510001
ACH-000087,0.029522512275
ACH-000092,0.168049853016
ACH-000095,0.147348768124
ACH-000097,0.20157177495900003
ACH-000098,0.219783164897
ACH-000099,0.252776896725
ACH-000108,0.254748475084
ACH-000113,0.100256466907
ACH-000115,0.14780596398600002
ACH-000116,0.151478493035
ACH-000118,0.153583208419
ACH-000120,0.029566996490099997
ACH-000123,0.241223240697
ACH-000127,0.0713513281258
ACH-000128,0.173895935592
ACH-000132,0.282642533255
ACH-000133,0.224840611796
ACH-000137,0.0687741533653
ACH-000138,0.197199936658
ACH-000142,0.091213640385
ACH-000143,0.046929347002
ACH-000146,0.209245396922
ACH-000148,0.0881652847597
ACH-000150,0.0223974935116
ACH-000152,0.256560733552
ACH-000153,0.228845488713
ACH-000159,0.0376260993731
ACH-000160,0.19529035403900002
ACH-000163,0.0972707788162
ACH-000167,0.533059827268
ACH-000168,0.237062470088
ACH-000169,0.20726681213
ACH-000178,0.23929543483600002
ACH-000182,0.213866296589
