,RAB6C (84084)
ACH-000004,0.0307940562035
ACH-000007,-0.343441479144
ACH-000009,0.0452058814594
ACH-000011,-0.143618409826
ACH-000012,-0.044483395721800004
ACH-000013,-0.11015596135
ACH-000014,-0.28483360448899997
ACH-000015,-0.07968851420369999
ACH-000017,0.0400958512868
ACH-000018,-0.17458863571
ACH-000019,-0.139993595119
ACH-000021,0.0711961221555
ACH-000022,-0.101381089936
ACH-000025,-0.102609649355
ACH-000028,-0.035478516141
ACH-000030,-0.10717362713400001
ACH-000035,-0.14032503831700002
ACH-000036,-0.152863577862
ACH-000037,-0.107625884973
ACH-000039,-0.054752451273600004
ACH-000040,-0.19973797533799997
ACH-000041,0.34115004352300005
ACH-000042,-0.124457167236
ACH-000045,-0.065959422993
ACH-000047,-0.14899499733899998
ACH-000052,-0.0614520166884
ACH-000053,-0.102574080062
ACH-000054,-0.0979010097472
ACH-000055,-0.0433669577837
ACH-000060,-0.043863329014300005
ACH-000067,-0.29842132431999996
ACH-000070,-0.100200169072
ACH-000075,0.08706681593769999
ACH-000078,-0.0991299314243
ACH-000082,-0.0359614599154
ACH-000085,-0.0956286176279
ACH-000086,-0.330159260567
ACH-000087,0.0344401541967
ACH-000092,-0.17192509513
ACH-000095,-0.0739489843513
ACH-000097,-0.11240950099500001
ACH-000098,-0.129688455779
ACH-000099,-0.0376790872136
ACH-000108,-0.0841816371702
ACH-000113,-0.19450675847399998
ACH-000115,0.213234775491
ACH-000116,0.0686364607536
ACH-000118,-0.22537461440499998
ACH-000120,-0.0608884847788
ACH-000123,-0.310781555979
ACH-000127,-0.168907711292
ACH-000128,-0.121757533528
ACH-000132,-0.08741996193870001
ACH-000133,-0.135202212614
ACH-000137,-0.16555959552400001
ACH-000138,-0.0901444052897
ACH-000142,0.199987219132
ACH-000143,-0.136390030784
ACH-000146,-0.06832258178230001
ACH-000148,-0.137378692064
ACH-000150,-0.33940389402500004
ACH-000152,-0.402755882851
ACH-000153,0.0310436102941
ACH-000159,-0.196945396769
ACH-000160,0.122920857994
ACH-000163,-0.20763496432
ACH-000167,-0.417527732846
