,SLC35E2 (9906)
ACH-000004,-0.145907383842
ACH-000007,-0.104029014273
ACH-000009,-0.337049857107
ACH-000011,-0.122059700231
ACH-000012,-0.38681977891900005
ACH-000013,-0.203297937051
ACH-000014,-0.448568183818
ACH-000015,-0.34173553265100004
ACH-000017,-0.262473501507
ACH-000018,-0.357364847961
ACH-000019,-0.138548522457
ACH-000021,-0.235882710823
ACH-000022,-0.316902994527
ACH-000025,-0.37687539648199997
ACH-000028,-0.344118073936
ACH-000030,-0.334351841578
ACH-000035,-0.244584181131
ACH-000036,-0.570662511006
ACH-000037,-0.441154345149
ACH-000039,-0.439476561998
ACH-000040,-0.433953134798
ACH-000041,-0.448819272963
ACH-000042,-0.464073813174
ACH-000045,-0.42360732527500006
ACH-000047,-0.483617656155
ACH-000052,-0.21142562940499998
ACH-000053,-0.288540665897
ACH-000054,-0.36595011920500004
ACH-000055,-0.53798854565
ACH-000060,-0.15717257735200002
ACH-000067,-0.43191353281499995
ACH-000070,-0.44965490795699997
ACH-000075,-0.840048538908
ACH-000078,-0.269701683291
ACH-000082,-0.34831693931
ACH-000085,-0.443827824526
ACH-000086,-0.433369121774
ACH-000087,-0.40008970905999997
ACH-000092,-0.286602003576
ACH-000095,-0.323864852666
ACH-000097,-0.333534882757
ACH-000098,-0.296301088878
ACH-000099,-0.214076243509
ACH-000108,-0.556949718675
ACH-000113,-0.293345846882
ACH-000115,-0.5433873122730001
ACH-000116,-0.249493461898
ACH-000118,-0.27320411130399996
ACH-000120,-0.269167466681
ACH-000123,-0.422055095145
ACH-000127,-0.34650547529200004
ACH-000128,-0.577969979967
ACH-000132,-0.330040183724
ACH-000133,-0.376556966797
ACH-000137,-0.289642840958
ACH-000138,-0.391065392006
ACH-000142,-0.306601933429
ACH-000143,-0.31243579163
ACH-000146,-0.32424617851
ACH-000148,-0.165675025157
ACH-000150,-0.41417053970299994
ACH-000152,-0.388120638479
ACH-000153,-0.372621537593
ACH-000159,-0.320951250356
ACH-000160,-0.153604926599
ACH-000163,-0.436232843948
ACH-000167,-0.38172654615900004
ACH-000168,-0.34913652967799996
ACH-000169,-0.259014793084
ACH-000178,-0.271481179403
ACH-000182,-0.216407420672
ACH-000183,-0.431022157491
ACH-000188,-0.585451035043
ACH-000189,-0.304276997128
ACH-000190,-0.222500080262
ACH-000198,-0.232008839923
ACH-000204,-0.515711117811
ACH-000206,-0.344810070127
ACH-000207,-0.584419048531
ACH-000211,-0.304471846744
ACH-000215,-0.480471399586
ACH-000221,-0.318617225954
ACH-000222,-0.44076005911399996
ACH-000223,-0.277359015963
ACH-000226,-0.253986130847
ACH-000227,-0.193185059335
ACH-000228,-0.350542996043
ACH-000231,-0.36233427915
ACH-000232,-0.26080912993
ACH-000233,-0.31370682426
ACH-000234,-0.446217064694
ACH-000235,-0.39276688487499994
ACH-000237,-0.36215841798500004
ACH-000238,-0.35699346155
ACH-000243,-0.363267009222
ACH-000244,-0.07820297381130001
ACH-000246,-0.416185565397
ACH-000248,-0.257909982284
ACH-000250,-0.28839438521899996
ACH-000251,-0.41380093114200006
ACH-000253,-0.356627188186
ACH-000255,-0.39154976283299997
ACH-000256,-0.440648757484
ACH-000257,-0.193260600976
ACH-000258,-0.636812885346
ACH-000259,-0.186411374231
ACH-000260,-0.450173986881
ACH-000261,-0.23550419423
ACH-000262,-0.244620808177
ACH-000263,-0.0568006206107
ACH-000264,-0.305410995309
ACH-000265,-0.228163287434
ACH-000266,-0.328853665986
ACH-000272,-0.31040093655400003
ACH-000273,-0.47117241388400005
ACH-000274,-0.34318514392399996
ACH-000277,-0.403592763033
ACH-000278,-0.281002569326
ACH-000279,-0.37041545859200004
ACH-000280,-0.278395383873
ACH-000281,-0.164195853994
ACH-000288,-0.285954933764
ACH-000291,-0.327673170253
ACH-000293,-0.21418192829500002
ACH-000294,-0.263299986252
ACH-000295,-0.454542865152
ACH-000296,-0.497192409386
ACH-000302,-0.35954895724799996
ACH-000304,-0.467352677133
ACH-000307,-0.40301318515900003
ACH-000308,-0.286572215916
ACH-000310,-0.123288551686
ACH-000311,-0.236120813781
ACH-000312,-0.38470764349799996
ACH-000315,-0.431045152105
ACH-000316,-0.33684090386999993
ACH-000317,-0.297761217668
ACH-000318,-0.200989304366
ACH-000319,-0.471516729031
ACH-000320,-0.136826045177
ACH-000322,-0.45560611004600005
ACH-000323,-0.422172661484
ACH-000324,-0.18666935105799998
ACH-000329,-0.472251145397
ACH-000330,-0.321595897427
ACH-000331,-0.32644243874699996
ACH-000332,-0.307264734575
ACH-000334,-0.298261318501
ACH-000335,-0.320374036604
ACH-000336,-0.863207101064
ACH-000337,-0.171127145993
ACH-000339,-0.13466514004799998
ACH-000341,-0.256975701705
ACH-000348,-0.396428037214
ACH-000350,-0.226680054228
ACH-000352,-0.43757891592299997
ACH-000356,-0.30915845104600004
ACH-000361,-0.48900446376400003
ACH-000362,-0.440762627089
ACH-000363,-0.322588857098
ACH-000364,-0.522971974281
ACH-000365,-0.26608796815
ACH-000366,-0.41758370303099995
ACH-000368,-0.485973373611
ACH-000374,-0.243681511748
ACH-000375,-0.18861447394699998
ACH-000376,-0.323260352681
ACH-000381,-0.405454180411
ACH-000383,-0.34023446071
ACH-000387,-0.27036172863200003
ACH-000389,-0.633630397979
ACH-000390,-0.462990068831
ACH-000393,-0.455368820981
ACH-000395,-0.536424140725
ACH-000397,-0.301175677682
ACH-000401,-0.314610095777
ACH-000402,-0.289598884083
ACH-000403,-0.479857680774
ACH-000404,-0.199031558985
ACH-000406,-0.280645519364
ACH-000407,-0.24151029444299998
ACH-000408,-0.39837572150399997
ACH-000410,-0.406628143301
ACH-000411,-0.205759391375
ACH-000414,-0.159613212408
ACH-000415,-0.187232812346
ACH-000416,-0.338021195541
ACH-000420,-0.25349922600200003
ACH-000421,-0.36486216065099997
ACH-000424,-0.389096132598
ACH-000425,-0.340867485843
ACH-000426,-0.18507652877500003
ACH-000427,-0.476727338218
ACH-000433,-0.216181226018
ACH-000436,-0.27608966541700003
ACH-000444,-0.38083998956200005
ACH-000445,-0.32159887518
ACH-000448,-0.377325562927
ACH-000450,0.0896745725309
