,SAMHD1 (25939)
ACH-000004,-0.204986523096
ACH-000007,-0.12710141827
ACH-000009,-0.161769479056
ACH-000011,-0.0822050840173
ACH-000012,-0.0215120657641
ACH-000013,-0.114396930664
ACH-000014,-0.305077572814
ACH-000015,-0.273029279053
ACH-000017,-0.439025426518
ACH-000018,-0.34604988402599995
ACH-000019,-0.191855434843
ACH-000021,-0.324465028365
ACH-000022,-0.0736009558232
ACH-000025,-0.31657355277
ACH-000028,-0.201366872778
ACH-000030,-0.487902795242
ACH-000035,-0.141146696264
ACH-000036,-0.312419188795
ACH-000037,0.146677087856
ACH-000039,-0.193267477353
ACH-000040,-0.00680504709016
ACH-000041,-0.0163765324755
ACH-000042,-0.34524263193599997
ACH-000045,0.250078079694
ACH-000047,-0.41896122448399997
ACH-000052,-0.31655352312
ACH-000053,-0.278382045679
ACH-000054,-0.220766209657
ACH-000055,0.112568076253
ACH-000060,-0.09541945750499999
ACH-000067,-0.154416395083
ACH-000070,-0.223805741829
ACH-000075,-0.13338536855799998
ACH-000078,-0.162987625704
ACH-000082,-0.32326975516
ACH-000085,-0.55389670933
ACH-000086,-0.316106830024
ACH-000087,-0.0658569022649
ACH-000092,-0.287185705074
ACH-000095,-0.19003306945
ACH-000097,-0.27320260144
ACH-000098,0.0780998131358
ACH-000099,-0.0723357058209
ACH-000108,-0.446021106475
ACH-000113,-0.7523996425749999
ACH-000115,-0.35898476266699997
ACH-000116,-0.125649618681
ACH-000118,-0.302268865523
ACH-000120,-0.269655660751
ACH-000123,-0.19934434824299999
ACH-000127,0.00115223042392
ACH-000128,-0.18078851543299998
ACH-000132,-0.170728384253
ACH-000133,-0.520085693985
ACH-000137,-0.0770482962675
ACH-000138,-0.158722100032
ACH-000142,-0.287438279001
ACH-000143,-0.277149716257
ACH-000146,-0.16350112406300002
ACH-000148,-0.272628159534
ACH-000150,-0.0026501066467800004
ACH-000152,0.0932503091808
ACH-000153,0.0273856973818
ACH-000159,-0.260600406221
ACH-000160,-0.15552906638699998
ACH-000163,-0.183054925347
ACH-000167,-0.058983507197599996
ACH-000168,-0.133284417918
ACH-000169,-0.18031429949
ACH-000178,-0.18014527519999998
ACH-000182,-0.20185912224
ACH-000183,-0.25674789004
ACH-000188,-0.162368845657
ACH-000189,-0.44722021208400004
ACH-000190,-0.226093326424
ACH-000198,-0.114404929668
ACH-000204,-0.111590525625
ACH-000206,-0.325958852703
ACH-000207,-0.377683091947
ACH-000211,-0.24584336139899998
ACH-000215,-0.182195212841
ACH-000221,-0.0696624731767
ACH-000222,-0.25633492648600004
ACH-000223,-0.09149964823730002
ACH-000226,-0.161990175643
ACH-000227,-0.349792222944
ACH-000228,-0.202354865064
ACH-000231,-0.22382653230500002
ACH-000232,-0.204228763589
ACH-000233,-0.198391687134
ACH-000234,-0.382783906251
ACH-000235,-0.30683832805100003
ACH-000237,-0.10669129177400001
ACH-000238,-0.23682629916200001
ACH-000243,-0.14885551581599998
ACH-000244,-0.258721997481
ACH-000246,-0.43769780413000003
ACH-000248,-0.327985556084
ACH-000250,-0.162660555878
ACH-000251,-0.48735977506899997
ACH-000253,-0.25004932763
ACH-000255,-0.328639930931
ACH-000256,-0.154526750251
ACH-000257,-0.282997142273
ACH-000258,-0.427538641993
ACH-000259,-0.200717115967
ACH-000260,-0.226961551675
ACH-000261,-0.382173750686
ACH-000262,-0.142799900988
ACH-000263,0.0268179638461
ACH-000264,-0.304222467594
ACH-000265,-0.18779502192699998
ACH-000266,-0.19881652898899999
ACH-000272,-0.253726145906
ACH-000273,-0.0442226561555
ACH-000274,-0.38354548609300004
ACH-000277,-0.617773892104
ACH-000278,-0.246782226766
ACH-000279,-0.182563738689
ACH-000280,-0.22155877654300002
ACH-000281,-0.341864919855
ACH-000288,-0.121040646842
ACH-000291,-0.268117435812
ACH-000293,-0.19443974345800003
ACH-000294,-0.175677637214
ACH-000295,-0.138704124426
ACH-000296,-0.273218971457
ACH-000302,-0.20542472508
ACH-000304,-0.259651873792
ACH-000307,-0.0687683662472
ACH-000308,-0.21020638548599999
ACH-000310,-0.0472936003267
ACH-000311,-0.178019970737
ACH-000312,-0.267111192077
ACH-000315,-0.49054312979099995
ACH-000316,-0.013714836175799999
ACH-000317,-0.14593326714000002
ACH-000318,-0.19918352179499998
ACH-000319,-0.0424656261158
ACH-000320,-0.318912072967
ACH-000322,-0.479017956132
ACH-000323,-0.17668666033799998
ACH-000324,-0.11434570176100001
ACH-000329,-0.166822421487
ACH-000330,-0.536406381966
ACH-000331,-0.20972884566
ACH-000332,-0.262277065367
ACH-000334,-0.340894645433
ACH-000335,-0.132792849569
ACH-000336,-0.628405536227
ACH-000337,-0.43302282223099997
ACH-000339,-0.286395917276
ACH-000341,-0.46911490591000005
ACH-000348,-0.148041337526
ACH-000350,-0.267977967782
ACH-000352,-0.257126135681
ACH-000356,-0.26237157069
ACH-000361,-0.120330751752
ACH-000362,-0.143407321778
ACH-000363,-0.20865586116700002
ACH-000364,-0.17375383768
ACH-000365,-0.364391046864
ACH-000366,-0.237448353234
ACH-000368,-0.274766467959
ACH-000374,-0.271496962926
ACH-000375,-0.0348627913397
ACH-000376,-0.23916745076499998
ACH-000381,-0.391705046022
ACH-000383,-0.084523323584
ACH-000387,-0.35032247178900006
ACH-000389,-0.0578732623353
ACH-000390,-0.275153858765
ACH-000393,-0.19252923750700002
ACH-000395,-0.317938795458
ACH-000397,-0.280275553301
ACH-000401,-0.5154390736069999
ACH-000402,0.0502918448611
ACH-000403,-0.341123851491
ACH-000404,-0.47443114037600004
ACH-000406,-0.030223172539900003
ACH-000407,-0.09574781167020001
ACH-000408,-0.300480567772
ACH-000410,-0.34770084305699994
ACH-000411,-0.24675355776
ACH-000414,-0.268647553285
ACH-000415,-0.202264673176
ACH-000416,-0.23221379870099998
ACH-000420,-0.254421383021
ACH-000421,-0.348999065008
ACH-000424,0.00496815917698
ACH-000425,-0.22784400923700002
ACH-000426,-0.19252172178
ACH-000427,-0.248418635566
ACH-000433,-0.380513714816
ACH-000436,-0.25161971026700003
ACH-000444,-0.163054784905
ACH-000445,-0.465218472909
ACH-000448,-0.135770905534
ACH-000450,-0.274129593001
ACH-000452,-0.266406100606
ACH-000454,0.035345780480400005
ACH-000458,-0.273169618487
ACH-000459,-0.0842952597314
ACH-000460,-0.341480977689
ACH-000461,-0.2489887869
ACH-000463,-0.0191823065203
ACH-000464,-0.211868133601
ACH-000466,-0.41615178325400004
ACH-000467,-0.282710986311
ACH-000468,-0.428931774326
ACH-000469,-0.18836499238499999
ACH-000470,-0.09200003771080001
ACH-000471,-0.279014106496
ACH-000472,-0.205750320691
ACH-000473,-0.116492016252
ACH-000475,-0.236225148145
ACH-000476,-0.447313083029
ACH-000477,-0.228295086696
ACH-000480,-0.13844763284800002
ACH-000481,-0.218381361323
ACH-000483,-0.13573858329900002
ACH-000484,-0.11949307314200001
ACH-000485,-0.121805774744
ACH-000486,-0.232922643266
ACH-000487,-0.822710991571
ACH-000488,-0.264215859553
ACH-000490,-0.350275985999
ACH-000491,-0.0754002942746
ACH-000495,0.11204634971899999
ACH-000496,-0.46509574830300004
ACH-000499,-0.0369660237549
ACH-000500,-0.303448029146
ACH-000502,-0.36514309384099997
ACH-000503,-0.0593651468112
ACH-000505,-0.131684881127
ACH-000507,-0.241691442183
ACH-000510,-0.253298088471
ACH-000511,-0.17355127404399998
ACH-000512,-0.118805135942
ACH-000516,-0.267291180145
ACH-000517,-0.265016230342
ACH-000518,-0.343120399693
ACH-000520,-0.21817790133099998
ACH-000521,-0.222959591704
ACH-000522,-0.184382570568
ACH-000524,-0.142070540218
ACH-000527,-0.312447259139
ACH-000528,-0.17226117384599998
ACH-000537,-0.37039131861
ACH-000541,-0.48970095222099996
ACH-000542,-0.26434898520399996
ACH-000544,-0.257276585562
ACH-000545,-0.0512010560283
ACH-000547,-0.517500856709
ACH-000548,-0.219079097907
ACH-000549,-0.294057133187
ACH-000550,-0.425389060124
ACH-000552,-0.0376597802104
ACH-000556,-0.325894541484
ACH-000557,-0.40383612646899997
ACH-000570,-0.143301709217
ACH-000571,-0.29831353334800004
ACH-000573,-0.108386276987
ACH-000576,-0.37600925717699996
ACH-000580,-0.449184273342
ACH-000584,-0.177361816765
ACH-000585,-0.0742682179643
ACH-000588,-0.204099331117
ACH-000589,-0.262303711489
ACH-000591,-0.247746169996
ACH-000593,-0.313727964921
ACH-000600,-0.341226954195
ACH-000601,-0.35854069149800005
ACH-000604,-0.167118385465
ACH-000605,-0.22861469870200002
ACH-000606,-0.179059184157
ACH-000608,-0.31881389074
ACH-000614,-0.615105662414
ACH-000616,-1.2172352523999999
ACH-000618,-0.123708910448
ACH-000619,-0.104494164544
ACH-000620,-0.342917308028
ACH-000621,-0.291937724972
ACH-000622,-0.246068985476
ACH-000623,-0.283845278439
ACH-000624,-0.215918091966
ACH-000627,-0.471210405137
ACH-000630,-0.0906167475274
ACH-000632,-0.11483830951099999
ACH-000633,-0.474718105719
ACH-000637,0.137353281468
ACH-000638,-0.465483339947
ACH-000646,-0.26371145693000003
ACH-000647,-0.17101735381799998
ACH-000648,-0.561582117897
ACH-000649,-0.029778871987
ACH-000651,-0.117515210219
ACH-000652,-0.391155143846
ACH-000653,0.014745786894200003
ACH-000657,-0.21156323120099998
ACH-000658,-0.337637945473
ACH-000661,-0.318434523606
ACH-000662,-0.264717543274
ACH-000663,-0.5165376252489999
ACH-000665,-0.42540103698700005
ACH-000671,-0.271078581567
ACH-000673,-0.27626784095400003
ACH-000676,-0.0812612671325
