,DDA1 (79016)
ACH-001164,-0.798074924006
ACH-001173,-0.660552649968
ACH-001183,-0.333388488162
ACH-001184,-0.382733389503
ACH-001190,-0.649453425119
ACH-001192,-0.211085389609
ACH-001193,-0.58849211887
ACH-001196,-0.305909394184
ACH-001197,-0.50992555056
ACH-001205,-0.50950121953
ACH-001211,-0.458388404389
ACH-001212,-0.148290569538
ACH-001228,-0.600401658796
ACH-001232,-0.7546138295110001
ACH-001239,-0.38465096864299997
ACH-001274,-0.45156316906099997
ACH-001275,-0.636152743915
ACH-001277,-0.47631983893
ACH-001278,-0.470055482719
ACH-001280,-0.23836676925099998
ACH-001283,-0.347847611047
ACH-001289,-0.891209931536
ACH-001295,-0.419695254617
ACH-001300,-0.272367668551
ACH-001301,-0.492836535578
ACH-001302,-0.372451518657
ACH-001303,-0.393232892894
ACH-001306,-0.448710860833
ACH-001318,-0.45602515048500003
ACH-001322,-0.323536834595
ACH-001328,-0.375045640132
ACH-001332,-0.5217742069169999
ACH-001333,-0.42316631547300004
ACH-001336,-0.596866019655
ACH-001340,-0.334093898315
ACH-001346,-0.35285431671499995
ACH-001353,-0.528379465624
ACH-001354,-0.42088017720299997
ACH-001367,-0.617913694241
ACH-001368,-0.302679087877
ACH-001374,-0.659601166567
ACH-001375,-0.177999839741
ACH-001377,-0.31159156825199996
ACH-001380,-0.7739097063
ACH-001391,-0.636864733081
ACH-001407,-0.34194016604000005
ACH-001408,-0.312742220305
ACH-001413,-0.576942688977
ACH-001430,-0.662629878411
ACH-001431,-0.271077957287
ACH-001450,-0.267676419978
ACH-001496,-0.705153922751
ACH-001500,-0.338954719859
ACH-001521,-0.616262977521
ACH-001523,-0.34623150835699995
ACH-001532,-0.420866968282
ACH-001536,-0.129821336498
ACH-001550,-0.294430090614
ACH-001552,-0.6349042976070001
ACH-001554,-0.44980571942
ACH-001645,-0.721510753943
ACH-001654,-0.35999912585
ACH-001715,-0.42731984990500005
ACH-001735,-0.425132486545
ACH-001736,-0.874919231196
ACH-001737,-0.185806864469
ACH-001740,-0.307327082102
ACH-001745,-0.51558220555
ACH-001750,-0.5608404323939999
ACH-001765,-0.592247742642
ACH-001956,-0.10756718654000001
ACH-001957,-0.08201789611600001
