,DDA1 (79016)
ACH-000004,-0.474092010862
ACH-000007,-0.35301987676799995
ACH-000009,-0.366338970252
ACH-000011,-0.443025553124
ACH-000012,-0.688840307683
ACH-000013,-0.39434762030000003
ACH-000014,-0.22757541061
ACH-000015,-0.47671146894599997
ACH-000017,-0.34313221882899997
ACH-000018,-0.702848836222
ACH-000019,-0.702873355804
ACH-000021,-0.4758919401100001
ACH-000022,-0.308066474657
ACH-000025,-0.448432502346
ACH-000028,-0.510426084939
ACH-000030,-0.5861414752090001
ACH-000035,-0.177413123338
ACH-000036,-0.0696747323941
ACH-000037,-0.36429657381499997
ACH-000039,-0.464093632983
ACH-000040,-0.29418538447500003
ACH-000041,-0.395004966601
ACH-000042,-0.5239460093020001
ACH-000045,-0.145028274362
ACH-000047,-0.43072428488000003
ACH-000052,-0.383636523101
ACH-000053,-0.163759260917
ACH-000054,-0.137921845529
ACH-000055,-0.49748786500299996
ACH-000060,-0.35310522640299996
ACH-000067,-0.540815945949
ACH-000070,-0.558007874582
ACH-000075,-0.49164012398999996
ACH-000078,-0.138282672601
ACH-000082,-0.70450626398
ACH-000085,-0.453273655853
ACH-000086,-0.2938760735
ACH-000087,-0.269499203037
ACH-000092,-0.547234624797
ACH-000095,-0.298126662247
ACH-000097,-0.500502563755
ACH-000098,-0.457384035568
ACH-000099,-0.0869989699781
ACH-000108,-0.34017891919699994
ACH-000113,-0.406594070629
ACH-000115,-0.543871090136
ACH-000116,-0.340594719553
ACH-000118,-0.37294399569200004
ACH-000120,-0.0216404940638
ACH-000123,-0.326082136232
ACH-000127,-0.215746603266
ACH-000128,-0.703626804498
ACH-000132,-0.30722296240499997
ACH-000133,-0.586144865304
ACH-000137,-0.09319144325239999
ACH-000138,-0.512555708986
ACH-000142,-0.493144304044
ACH-000143,-0.558160940512
ACH-000146,-0.279013376335
ACH-000148,-0.21247808997099998
ACH-000150,-0.17624089077799998
ACH-000152,-0.46486792811899996
ACH-000153,-0.5044077814469999
ACH-000159,-0.6119457209979999
ACH-000160,-0.197088011941
ACH-000163,-0.693467877825
ACH-000167,-0.162425161151
ACH-000168,-0.46886241848099997
ACH-000169,-0.10471472183
ACH-000178,-0.416888650049
ACH-000182,-0.46482331286899997
ACH-000183,-0.6144390125020001
ACH-000188,-0.7504340606990001
ACH-000189,-0.597693596238
ACH-000190,-0.534676081595
ACH-000198,-0.138090592599
ACH-000204,-0.41735821353600006
ACH-000206,-0.486448861256
ACH-000207,-0.402526630669
ACH-000211,-0.48783889494099997
ACH-000215,-0.134942934371
ACH-000221,-0.44653799536899996
ACH-000222,-0.3157481533
ACH-000223,-0.29964650676800003
ACH-000226,-0.332036727331
ACH-000227,-0.361878159727
ACH-000228,-0.360769948094
ACH-000231,-0.394692202165
ACH-000232,-0.176658442407
ACH-000233,-0.214399704402
ACH-000234,-0.314567829571
ACH-000235,-0.429955443018
ACH-000237,-0.133038689146
ACH-000238,-0.312969471652
ACH-000243,-0.38979654115199996
ACH-000244,-0.24224526553599998
ACH-000246,-0.379647753847
ACH-000248,-0.43933061768799997
ACH-000250,-0.504372922092
ACH-000251,-0.688195695256
ACH-000253,-0.48228506770499996
ACH-000255,-0.384690629779
ACH-000256,-0.454331581022
ACH-000257,-0.173214917783
ACH-000258,-0.15176660345100002
ACH-000259,-0.161327914218
ACH-000260,-0.603713627391
ACH-000261,-0.452751458661
ACH-000262,-0.489564000165
ACH-000263,-0.598855388037
ACH-000264,-0.325262593928
ACH-000265,-0.406861659831
ACH-000266,-0.580739234081
ACH-000272,-0.254681605142
ACH-000273,-0.55640617276
ACH-000274,-0.429107904315
ACH-000277,-0.443658694215
ACH-000278,-0.21757021466499998
ACH-000279,-0.333391354822
ACH-000280,-0.45937590572
ACH-000281,-0.48684294702299996
ACH-000288,-0.495299853666
ACH-000291,-0.569711275858
ACH-000293,-0.44223652077500003
ACH-000294,-0.345233086635
ACH-000295,-0.335947803019
ACH-000296,-0.47941934474200004
ACH-000302,-0.95787020905
ACH-000304,-0.414762165456
ACH-000307,-0.448682541909
ACH-000308,-0.466498261461
ACH-000310,-0.120744507498
ACH-000311,-0.38699255412100003
ACH-000312,-0.379910347785
ACH-000315,-0.339235387499
ACH-000316,-0.210426915125
ACH-000317,-0.0919216405858
ACH-000318,-0.4905974808
ACH-000319,-0.380271379111
ACH-000320,0.061826146333300004
ACH-000322,-0.605844644416
ACH-000323,0.150646531757
ACH-000324,-0.59690223385
ACH-000329,-0.188076546962
ACH-000330,-0.367552044929
ACH-000331,-0.420742430059
ACH-000332,-0.34541870927199997
ACH-000334,-0.137552309958
ACH-000335,-0.424609889578
ACH-000336,-0.373413787322
ACH-000337,-0.8944382851
ACH-000339,-0.6039364904919999
ACH-000341,-0.731304601876
ACH-000348,-0.579043989612
ACH-000350,-0.343931582737
ACH-000352,-0.316034812256
ACH-000356,-0.297684730094
ACH-000361,-0.532747516289
ACH-000362,-0.206121764734
ACH-000363,-0.218870726326
ACH-000364,-0.395026810193
ACH-000365,-0.244140004688
ACH-000366,-0.486452639464
ACH-000368,-0.430906831497
ACH-000374,-0.34413689335299996
ACH-000375,-0.5597503158330001
ACH-000376,-0.267735936666
ACH-000381,-0.319223595126
ACH-000383,-0.38897560664499997
ACH-000387,-0.380678648314
ACH-000389,-0.268619717619
ACH-000390,-0.47895566566500003
ACH-000393,-0.61678174847
ACH-000395,-0.19383667867899998
ACH-000397,-0.351913452857
ACH-000401,-0.324090155525
ACH-000402,-0.189034093745
ACH-000403,-0.21713196183699998
ACH-000404,-0.115710918532
ACH-000406,-0.358557129542
ACH-000407,-0.358350944726
ACH-000408,-0.494211438013
ACH-000410,-0.374217853811
ACH-000411,-0.6116939407190001
ACH-000414,-0.34234637455300004
ACH-000415,-0.514167821902
ACH-000416,-0.548522148566
ACH-000420,-0.415757972486
ACH-000421,-0.399744164141
ACH-000424,-0.674301734657
ACH-000425,-0.29411078021299997
ACH-000426,-0.36986353701700003
ACH-000427,-0.8012575545199999
ACH-000433,-0.370110340795
ACH-000436,-0.5225854911069999
ACH-000444,-0.479832928315
ACH-000445,-0.282911601301
ACH-000448,-0.526949189446
ACH-000450,-0.6721063766590001
ACH-000452,-0.681908681705
ACH-000454,-0.484728339651
ACH-000458,-0.637210208422
ACH-000459,-0.216864059327
ACH-000460,-0.309703820841
ACH-000461,-0.415234118892
ACH-000463,-0.369920960423
ACH-000464,0.026279784462799997
ACH-000466,-0.628181670997
ACH-000467,-0.498152738331
ACH-000468,-0.474857891538
ACH-000469,-0.549056309456
ACH-000470,-0.104760760462
ACH-000471,-0.41711764851899996
ACH-000472,-0.354526402285
ACH-000473,-0.11976376785999998
ACH-000475,-0.588872453957
ACH-000476,-0.38606877834200004
ACH-000477,-0.279125021242
ACH-000480,-0.42320729801
ACH-000481,-0.432233042474
ACH-000483,-0.46906269456200006
ACH-000484,-0.13200526282400002
ACH-000485,-0.6609679303939999
ACH-000486,-0.275345636693
ACH-000487,-0.333321960275
ACH-000488,-0.39622873935900005
ACH-000490,-0.34986536017
ACH-000491,-0.357148464591
ACH-000495,-0.268006514018
ACH-000496,-0.37950111639600004
ACH-000499,-0.41354296681100006
ACH-000500,0.44587047239699995
ACH-000502,-0.426203717728
ACH-000503,-0.426822875176
ACH-000505,-0.396286444493
ACH-000507,-0.6839814486049999
ACH-000510,-0.407721176356
ACH-000511,-0.738780943633
ACH-000512,-0.519890299723
ACH-000516,-0.456437341295
ACH-000517,-0.24498451446699998
ACH-000518,-0.490279310958
ACH-000520,-0.812721491714
ACH-000521,-0.33882148166500003
ACH-000522,-0.649499982028
ACH-000524,-0.42579877876500005
ACH-000527,-0.6774062881380001
ACH-000528,-0.35166233573600003
ACH-000537,-0.46031789211199997
ACH-000541,-0.13870382621
ACH-000542,-0.48460622355899996
ACH-000544,-0.59100377382
ACH-000545,-0.459366547633
ACH-000547,-0.70269956506
ACH-000548,-0.394136097606
ACH-000549,-0.508228467813
ACH-000550,-0.387246219346
ACH-000552,-0.465072594733
ACH-000556,-0.343322902574
ACH-000557,-0.41581928575800003
ACH-000570,-0.334310752602
ACH-000571,-0.33651864327500003
ACH-000573,-0.30103892916700004
ACH-000576,-0.5037281721519999
ACH-000580,-0.20968088879799998
ACH-000584,-0.44990961813600006
ACH-000585,-0.365071304547
ACH-000588,-0.304087781628
ACH-000589,-0.185838302981
ACH-000591,-0.42556032426299994
ACH-000593,-0.341381424608
ACH-000600,-0.40782366683700005
ACH-000601,-0.621223700835
ACH-000604,-0.206638857022
ACH-000605,-0.7536620240690001
ACH-000606,-0.641224852618
ACH-000608,-0.544430654549
ACH-000614,0.183209952916
ACH-000616,-0.287242702911
ACH-000618,-0.347021175852
ACH-000619,-0.53814943776
ACH-000620,-0.211524674399
ACH-000621,-0.549582037511
ACH-000622,-0.0125371949942
ACH-000623,-0.42761098557
ACH-000624,-0.41615935609800003
ACH-000627,-0.237260006502
ACH-000630,-0.448335858126
ACH-000632,-0.49209658278000007
ACH-000633,-0.210259796177
ACH-000637,-0.326377591906
ACH-000638,-0.547842880769
ACH-000646,-0.451808010608
ACH-000647,-0.36064242550700004
ACH-000648,-0.411388715227
ACH-000649,-0.24113929290999997
ACH-000651,-0.392268890866
ACH-000652,-0.571751374391
ACH-000653,-0.601063450658
ACH-000657,-0.39585589849799996
ACH-000658,-0.167022921365
ACH-000661,-0.553556162437
ACH-000662,0.024674283186499998
ACH-000663,-0.490004803508
ACH-000665,-0.44352533940899996
ACH-000671,-0.55882785925
ACH-000673,-0.44551184014600004
ACH-000676,-0.43300478305600004
ACH-000677,-0.338840540317
ACH-000681,-0.578222239164
ACH-000682,-0.614697662546
ACH-000683,-0.631851577997
ACH-000684,-0.261962545838
ACH-000688,-0.492765238005
ACH-000693,-0.46533891525399995
ACH-000694,-0.427728779687
ACH-000695,-0.401659935265
ACH-000696,-0.40529831789000004
ACH-000697,-0.522940830184
ACH-000699,-0.211863747783
ACH-000701,-0.508404266676
ACH-000706,-0.462610988332
ACH-000711,-0.666197064036
ACH-000713,-0.55011284358
ACH-000714,-0.261401492407
ACH-000718,-0.25960206040600003
ACH-000720,-0.405552050104
ACH-000721,-0.908518592225
ACH-000724,-0.33591769452299997
ACH-000725,-0.7121205196520001
ACH-000732,-0.8563224725699999
ACH-000734,-0.596966190392
ACH-000735,-0.483708899659
ACH-000736,-0.609902829198
ACH-000738,-0.312879690112
ACH-000746,-0.6867967694570001
ACH-000747,-0.36813084121399997
ACH-000748,-0.16984967213500002
ACH-000753,-0.326677379463
ACH-000756,-1.0479312842
ACH-000757,-0.253824165733
ACH-000758,-0.580968176838
ACH-000760,-0.19444892626200003
ACH-000763,-0.180099757076
ACH-000764,-0.793684820066
ACH-000765,-0.424721063183
ACH-000766,-0.289855271323
ACH-000767,-0.221936951853
ACH-000768,-0.619804335443
ACH-000769,-0.391977387338
ACH-000770,-0.248751014041
ACH-000771,-0.280276470607
ACH-000773,-0.220621568327
ACH-000776,-0.654142748159
ACH-000777,-0.434650331558
ACH-000778,-0.7974921937880001
ACH-000781,-0.268837900011
ACH-000782,-0.324921981548
ACH-000783,-0.6215640546310001
ACH-000784,-0.242764449771
ACH-000785,-0.330097791505
ACH-000787,-0.482369046907
ACH-000788,-0.374330853412
ACH-000791,-0.227885079613
ACH-000792,-0.077195271821
ACH-000794,-0.640517742581
ACH-000796,-0.282735713358
ACH-000799,-0.528456250332
ACH-000800,-0.5769791827130001
ACH-000802,-0.529124737273
ACH-000804,-0.17493549849
ACH-000805,-0.753945938956
ACH-000809,-0.797628270422
ACH-000810,-0.0246316755179
ACH-000811,-0.317726211778
ACH-000817,-0.615739811587
ACH-000819,-0.392532609757
ACH-000820,-0.18567142723000002
ACH-000821,-0.478150791582
ACH-000822,-0.860744643356
ACH-000823,-0.432072483399
ACH-000824,-0.6115471354290001
ACH-000827,-0.599819055245
ACH-000829,-0.281740621965
ACH-000831,-0.31693043018100003
ACH-000832,-0.675397695087
ACH-000833,-0.359839652565
ACH-000834,-0.355952833271
ACH-000835,-0.317609414744
ACH-000836,-0.470406648496
ACH-000837,-0.319753771101
ACH-000838,-0.216084084508
ACH-000839,-0.489870069429
ACH-000840,-0.71783734017
ACH-000841,-0.576689441687
ACH-000843,-0.363210072852
ACH-000846,-0.5306646876650001
ACH-000847,-0.0746849520753
ACH-000848,-0.70222097684
ACH-000849,-0.229569003371
ACH-000851,-0.6573737808110001
ACH-000855,-0.398931427623
ACH-000856,-0.44768439940300003
ACH-000858,-0.26921046837699997
ACH-000859,-0.42849558890600004
ACH-000861,-0.46812110499700005
ACH-000862,-0.505682022297
ACH-000865,-0.578874777165
ACH-000866,-0.344698943001
ACH-000867,-0.463388840272
ACH-000869,-0.321663835822
ACH-000872,-0.332609729133
ACH-000873,-0.49091853194799995
ACH-000876,-0.597361494154
ACH-000878,-0.469923812319
ACH-000880,-0.8582783126100001
ACH-000881,-0.389519110309
ACH-000882,-0.549015416132
ACH-000884,-0.558183225442
ACH-000885,-0.23227242523699998
ACH-000887,-0.260521500449
ACH-000888,-0.40603499625100004
ACH-000889,-0.316907976478
ACH-000890,-0.343739173336
ACH-000896,-0.421843300155
ACH-000898,-0.229433489545
ACH-000900,-0.5772852511559999
ACH-000901,-0.187135170703
ACH-000905,-0.31291622765099997
ACH-000906,-0.34314994443
ACH-000907,-0.502161471476
ACH-000910,-0.132651233784
ACH-000911,-0.43617878581
ACH-000912,-0.633313230634
ACH-000913,-0.489875883546
ACH-000915,-0.5932878032410001
ACH-000916,-0.922507075318
ACH-000917,-0.656892713886
ACH-000921,-0.394064510426
ACH-000924,-0.234154068619
ACH-000926,-0.482165355103
ACH-000928,-0.414683537145
ACH-000929,-0.5614081940510001
ACH-000932,-0.39324065414000003
ACH-000935,-0.249287594058
ACH-000936,-0.619518128097
ACH-000937,-0.273878806391
ACH-000938,-0.302509098506
ACH-000939,-0.483380735329
ACH-000941,-0.632689909177
ACH-000943,-0.315588742184
ACH-000946,-0.313423015431
ACH-000947,-0.215190044132
ACH-000948,-0.411723925487
ACH-000950,-0.41266583689900005
ACH-000953,-0.8228219767270001
ACH-000957,-0.536594436797
ACH-000958,-0.360062192536
ACH-000960,-0.18393627945500002
ACH-000963,-0.503143866807
ACH-000968,-0.658761068911
ACH-000969,-0.271502399608
ACH-000973,0.0547096778479
ACH-000974,-0.27840832477
ACH-000975,-0.560799045537
ACH-000976,-0.497643875001
ACH-000978,-0.9081215213060001
ACH-000980,-0.18153742999000003
ACH-000984,-0.5814499981050001
ACH-000986,-0.5668280890349999
ACH-000988,-0.33577427058
ACH-000993,-0.394288173201
ACH-000994,-0.222535457406
ACH-000996,-0.56206568416
ACH-001001,-0.277346447087
ACH-001020,-0.950731918836
ACH-001028,-0.8258197933939999
ACH-001031,-0.42223811404
ACH-001038,-0.313139540356
ACH-001048,-0.409914243658
ACH-001050,-0.526989126306
ACH-001053,-0.320122731743
ACH-001054,-0.377993383385
ACH-001061,-0.411297604612
ACH-001067,-0.449704833892
ACH-001075,-0.282329710048
ACH-001096,-0.33564892017399994
ACH-001128,-0.561622507689
ACH-001134,-0.0607727236735
ACH-001151,-0.445571111439
ACH-001163,-0.43674152618199996
