,CLU (1191)
ACH-000004,-0.175271221556
ACH-000007,0.138443415263
ACH-000009,0.14333149651799998
ACH-000011,0.08907689924350001
ACH-000012,-0.024976816812900003
ACH-000013,0.08851498592219999
ACH-000014,0.0406087242176
ACH-000015,0.08667959499849999
ACH-000017,0.030778825383200002
ACH-000018,0.159433449978
ACH-000019,-0.0211262234155
ACH-000021,0.100570596307
ACH-000022,0.0635615863239
ACH-000025,0.11350562683399999
ACH-000028,-0.025051169218900004
ACH-000030,0.16453723721
ACH-000035,-0.08111101060989999
ACH-000036,-0.044065526740699995
ACH-000037,-0.120239879628
ACH-000039,-0.109264721743
ACH-000040,0.055629331232699995
ACH-000041,-0.24983827456799998
ACH-000042,-0.0542738554536
ACH-000045,-0.183357083962
ACH-000047,0.054120667545300004
ACH-000052,0.48571658038000004
ACH-000053,0.05652494965890001
ACH-000054,0.00865077139273
ACH-000055,-0.034194514706000004
ACH-000060,-0.06964113943969999
ACH-000067,-0.00103192551207
ACH-000070,0.07471357617319999
ACH-000075,0.0687818498754
ACH-000078,0.033192311039400006
ACH-000082,0.0301735236712
ACH-000085,-0.0076214140822
ACH-000086,0.109722099076
ACH-000087,-0.14288463506899998
ACH-000092,0.061471481315800006
ACH-000095,0.11080934532400001
ACH-000097,0.00891080325649
ACH-000098,0.256755319686
ACH-000099,0.185576541601
ACH-000108,0.0692421728271
ACH-000113,-0.020182585683400003
ACH-000115,0.0442538302725
ACH-000116,-0.0210144615245
ACH-000118,0.060126871604500004
ACH-000120,-0.0380857415971
ACH-000123,0.06909584005189999
ACH-000127,-0.06499482798669999
ACH-000128,0.05926812320730001
ACH-000132,0.0397138331366
ACH-000133,0.125980898993
ACH-000137,-0.191603092401
ACH-000138,0.09413917726530001
ACH-000142,0.0029494226791399996
ACH-000143,-0.21498306776
ACH-000146,0.191992000951
ACH-000148,0.09240783271739998
ACH-000150,-0.0333865378788
ACH-000152,0.234605257155
ACH-000153,-0.09799378467560001
ACH-000159,-0.00220283980391
ACH-000160,0.197519055947
ACH-000163,0.136510850698
ACH-000167,0.0209196324334
ACH-000168,0.0139026856822
ACH-000169,0.0314736306416
ACH-000178,0.106684760219
ACH-000182,0.10037297831700001
ACH-000183,0.09499015465739999
ACH-000188,-0.0196050559777
ACH-000189,0.343332243505
ACH-000190,0.24245046915
ACH-000198,0.0601025567679
ACH-000204,-0.0143920121918
ACH-000206,0.21358112961
ACH-000207,-0.0238775354726
ACH-000211,-0.110067844837
ACH-000215,0.07050286771110001
ACH-000221,0.013217035654500001
ACH-000222,0.333475892911
ACH-000223,0.038422256337
ACH-000226,0.12972345357999998
ACH-000227,0.274272855591
ACH-000228,-0.0695429305764
ACH-000231,0.07295848466249999
ACH-000232,0.0100853869744
ACH-000233,-0.11693169502999999
ACH-000234,0.019704617817
ACH-000235,-0.033815064871
ACH-000237,-0.06810009660590001
ACH-000238,0.0818212472346
ACH-000243,-0.0549769548945
ACH-000244,-0.0704070985298
ACH-000246,-0.0391523667979
ACH-000248,-0.058193590717799996
ACH-000250,0.00318779882388
ACH-000251,0.0821123192281
ACH-000253,-0.08315161050810001
ACH-000255,-0.0361955328834
ACH-000256,0.223690332755
ACH-000257,-0.268347534533
