,PRR23A (729627)
ACH-000004,-0.0994882265525
ACH-000007,0.16444566023499999
ACH-000009,0.24119040633699998
ACH-000011,0.0730316058702
ACH-000012,0.22349025515700002
ACH-000013,0.054422535623099996
ACH-000014,-0.21811294257599997
ACH-000015,0.07141427616830001
ACH-000017,0.0341452818636
ACH-000018,-0.0867500598934
ACH-000019,0.0288083064036
ACH-000021,0.106789822959
ACH-000022,0.12409890180199999
ACH-000025,0.00031732314122000005
ACH-000028,0.0901621032793
ACH-000030,0.08093531408480001
ACH-000035,0.222692353844
ACH-000036,-0.033633127059
ACH-000037,-0.0422323937807
ACH-000039,0.31190041129
ACH-000040,0.048821397587299996
ACH-000041,-0.145688622871
ACH-000042,0.138692759236
ACH-000045,0.159056938386
ACH-000047,0.0224679736886
ACH-000052,0.107614854192
ACH-000053,0.126179804362
ACH-000054,-0.135261626304
ACH-000055,0.231784287897
ACH-000060,-0.0194641122797
ACH-000067,-0.00414908672127
ACH-000070,0.12441528822799999
ACH-000075,-0.0817721672491
ACH-000078,0.320425568625
ACH-000082,0.198289293049
ACH-000085,0.221603230308
ACH-000086,0.0767793251196
ACH-000087,0.17371470702599998
ACH-000092,-0.120390957065
ACH-000095,0.0568179569527
ACH-000097,0.07833948720539999
ACH-000098,0.0296076498163
ACH-000099,0.0859823355724
ACH-000108,-0.044440098443900004
ACH-000113,0.0220094411208
ACH-000115,0.0200787542011
ACH-000116,0.08491443738900001
ACH-000118,0.240325166701
ACH-000120,-0.09898358848449999
ACH-000123,0.25608549942
ACH-000127,0.0560858141328
ACH-000128,0.0362737251663
ACH-000132,0.030937484905900002
ACH-000133,0.22632343905699998
ACH-000137,0.0102874506984
ACH-000138,0.10089236240499999
ACH-000142,0.0575168998909
ACH-000143,0.0170385294218
ACH-000146,0.26114829132100004
ACH-000148,0.167680283018
ACH-000150,0.163396912048
ACH-000152,-0.0317942292832
ACH-000153,0.00282117741738
ACH-000159,0.06270155814780001
ACH-000160,0.0938438039999
ACH-000163,-0.156204600448
ACH-000167,-0.05658545556
ACH-000168,0.220741033119
ACH-000169,-0.0147597053027
ACH-000178,-0.09909387604
ACH-000182,0.102970696017
ACH-000183,-0.0506774183916
ACH-000188,0.0666205204383
ACH-000189,-0.046447438674300005
ACH-000190,0.14335342855699998
ACH-000198,0.130655117116
ACH-000204,-0.06082614208459999
ACH-000206,-0.259235309124
ACH-000207,0.104653959847
ACH-000211,-0.0404667451701
ACH-000215,0.0928808568062
ACH-000221,-0.126926705443
ACH-000222,0.29573561606800003
ACH-000223,0.12264788481799999
ACH-000226,-0.0111988716704
ACH-000227,0.033893064038
ACH-000228,0.171349547062
ACH-000231,-0.037394097479800006
ACH-000232,0.0022747054768400003
ACH-000233,-0.11590466563400001
ACH-000234,-0.012792222191000001
ACH-000235,0.0232188199662
ACH-000237,0.00828750277842
ACH-000238,0.122132579475
ACH-000243,0.26740422134799996
ACH-000244,0.290374666219
ACH-000246,-0.0164748435925
ACH-000248,0.198223364327
ACH-000250,0.0249173583951
ACH-000251,-0.017075671373999998
ACH-000253,0.0513571885226
ACH-000255,-0.12061890704700001
ACH-000256,-0.0644588973984
ACH-000257,0.12103567723
ACH-000258,0.0360833592826
ACH-000259,0.0511100018711
ACH-000260,0.0516036942272
ACH-000261,0.0823838756082
ACH-000262,-0.12493910777799999
ACH-000263,-0.433898381143
ACH-000264,0.0497238930924
ACH-000265,0.107599479097
ACH-000266,0.0659465373552
ACH-000272,0.018359153461099998
ACH-000273,0.0595532589482
ACH-000274,-0.0244048407028
ACH-000277,0.20972308176399998
ACH-000278,-0.004657643165340001
ACH-000279,0.132372291322
ACH-000280,-0.05865964090419999
ACH-000281,0.360644342984
ACH-000288,-0.0118055988726
ACH-000291,0.059131623379800005
ACH-000293,0.108021178312
ACH-000294,0.21315746749899997
ACH-000295,0.115888745157
ACH-000296,0.155381808382
ACH-000302,0.0671597929601
ACH-000304,-0.0943187294595
ACH-000307,0.145818789461
