,PELP1 (27043)
ACH-000211,-1.48729195808
ACH-000215,-1.5812821967299997
ACH-000221,-1.52370932968
ACH-000222,-1.5282220128200001
ACH-000223,-1.41852759986
ACH-000226,-1.37789614052
ACH-000227,-1.31787161721
ACH-000228,-1.418969364
ACH-000231,-1.6267313273
ACH-000232,-1.70824376732
ACH-000233,-1.4340100235100002
ACH-000234,-1.5491441971200002
ACH-000235,-1.53250339893
ACH-000237,-1.7179900161500001
ACH-000238,-1.8316525946000002
ACH-000243,-1.47529818262
ACH-000244,-1.4272556163799999
ACH-000246,-1.56047532095
ACH-000248,-1.11313206971
ACH-000250,-1.68118556188
ACH-000251,-1.39117938817
ACH-000253,-1.6774561775
ACH-000255,-1.38276604033
ACH-000256,-1.7559397989099996
ACH-000257,-1.43793365992
ACH-000258,-1.5518786599599999
ACH-000259,-1.3663955207499998
ACH-000260,-1.43984512528
ACH-000261,-1.4697589098500001
ACH-000262,-1.49395378537
ACH-000263,-1.71269758954
ACH-000264,-0.8468132067049999
ACH-000265,-1.34876595627
ACH-000266,-1.52060266392
ACH-000272,-1.10844008631
ACH-000273,-1.57992468776
ACH-000274,-1.59773634893
ACH-000277,-1.3218621543
ACH-000278,-1.61592999401
ACH-000279,-1.66606284949
ACH-000280,-1.9414864751400003
ACH-000281,-1.9096854285799998
ACH-000288,-1.2514809736799999
ACH-000291,-1.6482080313499998
ACH-000293,-1.21915555789
ACH-000294,-1.9338653731400002
ACH-000295,-1.6285615262200002
ACH-000296,-1.49430793313
ACH-000302,-1.53107340659
ACH-000304,-1.42490389236
ACH-000307,-1.41104612484
ACH-000308,-1.2340773047600002
ACH-000310,-1.68321708643
ACH-000311,-1.3423619505000002
ACH-000312,-1.5060178099500001
ACH-000315,-1.8107833170299998
ACH-000316,-1.6369914980200002
ACH-000317,-1.61621358324
ACH-000318,-1.3331226472600002
ACH-000319,-1.4948386390200001
ACH-000320,-1.3835556271
ACH-000322,-1.37850946205
ACH-000323,-1.83597830812
ACH-000324,-1.5739973999999999
ACH-000329,-1.65374060063
ACH-000330,-1.6092258365
ACH-000331,-1.36227036947
ACH-000332,-1.6546755347600002
ACH-000334,-1.9095024617900003
ACH-000335,-0.9475968436579999
ACH-000336,-1.5382655038
ACH-000337,-1.88957178613
ACH-000339,-1.69165332355
ACH-000341,-1.57767690219
ACH-000348,-1.29734572463
ACH-000350,-1.6324950747600002
ACH-000352,-1.4782731268399998
ACH-000356,-1.7513218526599996
ACH-000361,-1.6355426314700001
ACH-000362,-1.58055248925
ACH-000363,-1.6472499544299999
ACH-000364,-1.60134288882
ACH-000365,-1.5081131491600002
ACH-000366,-1.51299056625
ACH-000368,-1.67135903996
ACH-000374,-1.43691956129
ACH-000375,-1.37702743509
ACH-000376,-1.22590420734
ACH-000381,-1.5979831735799999
ACH-000383,-1.7182389708099997
ACH-000387,-1.59590006486
ACH-000389,-1.86581598155
ACH-000390,-1.33910442736
ACH-000393,-1.35721797998
ACH-000395,-1.5204328429499998
ACH-000397,-1.68828582397
ACH-000401,-1.62004406946
ACH-000402,-1.66731266119
ACH-000403,-1.49099167095
ACH-000404,-1.6581098370200003
ACH-000406,-1.6613140273
ACH-000407,-1.5879142029
ACH-000408,-1.6632643759099999
ACH-000410,-1.50524248825
ACH-000411,-1.5379888590700002
ACH-000414,-1.4983754346
ACH-000415,-1.54046161657
ACH-000416,-1.48624561053
ACH-000420,-1.1412383312799999
ACH-000421,-1.4670554283000001
ACH-000424,-1.54648137496
ACH-000425,-1.5941618992299997
ACH-000426,-1.69353688863
ACH-000427,-1.41497936851
ACH-000433,-1.45049090313
ACH-000436,-1.57413193967
ACH-000444,-1.34667160458
ACH-000445,-1.56165920587
ACH-000448,-1.4127342173800002
ACH-000450,-1.4403204063600001
ACH-000452,-1.47656531434
ACH-000454,-1.4903475165200002
ACH-000458,-1.58301916669
ACH-000459,-1.6228046954
ACH-000460,-1.42914009516
ACH-000461,-1.45839248322
ACH-000463,-1.51882076311
ACH-000464,-1.3455352862799999
ACH-000466,-1.54007890794
ACH-000467,-1.60619258864
ACH-000468,-1.70590105676
ACH-000469,-1.5119936557700002
ACH-000470,-1.8690717457599997
ACH-000471,-1.5263023143399999
ACH-000472,-1.54401520784
ACH-000473,-1.98888617899
ACH-000475,-1.32138579054
ACH-000476,-1.0938371359999999
ACH-000477,-1.3102584139
ACH-000480,-1.40694254104
ACH-000481,-1.69897430496
ACH-000483,-1.3199656283399999
ACH-000484,-1.26017910168
ACH-000485,-1.78939233913
ACH-000486,-1.3829714561200002
ACH-000487,-1.63200924121
ACH-000488,-1.43757466421
ACH-000490,-1.36170011038
ACH-000491,-1.1964277842
ACH-000495,-1.4692367369200001
ACH-000496,-1.5877641191799998
ACH-000499,-1.5637398964899998
ACH-000500,-1.79877853164
ACH-000502,-1.5039599259399998
ACH-000503,-1.59274794528
ACH-000505,-1.53383030512
ACH-000507,-1.5644910936899998
ACH-000510,-1.7131635240799998
ACH-000511,-1.45868842796
ACH-000512,-1.61552133907
ACH-000516,-1.10860802221
ACH-000517,-1.32121943539
ACH-000518,-1.7327532461000001
ACH-000520,-1.54838284079
ACH-000521,-1.46974651856
ACH-000522,-1.47037664926
ACH-000524,-1.01441849312
ACH-000527,-1.5909534641799998
ACH-000528,-1.20935835233
ACH-000537,-1.53462444835
ACH-000541,-1.587477801
ACH-000542,-1.55277311421
ACH-000544,-1.64037642532
ACH-000545,-1.49268489217
ACH-000547,-1.3081867602700001
ACH-000548,-1.4254856225299999
ACH-000549,-1.51743071914
ACH-000550,-1.62916608282
ACH-000552,-1.53360306099
ACH-000556,-1.5241454021899998
ACH-000557,-1.60544483871
ACH-000570,-1.47217098641
ACH-000571,-1.41818465115
ACH-000573,-1.2277777792
ACH-000576,-1.4521388824099999
ACH-000580,-1.24792966036
ACH-000584,-1.80795410808
ACH-000585,-1.40531928727
ACH-000588,-1.52003596283
ACH-000589,-1.3151853074200002
ACH-000591,-1.48082703705
ACH-000593,-1.61972037914
ACH-000600,-1.2218998143700002
ACH-000601,-1.3876626465900002
ACH-000604,-1.6825196658700001
ACH-000605,-1.4585026252899997
ACH-000606,-1.6025178516799998
ACH-000608,-1.27869414146
ACH-000614,-1.63659430822
ACH-000616,-1.6318246207
ACH-000618,-1.30836619302
ACH-000619,-1.5945977461
ACH-000620,-1.4623161183000002
ACH-000621,-1.22256084595
ACH-000622,-1.06724865646
ACH-000623,-1.40990512076
ACH-000624,-1.40319205146
ACH-000627,-1.5436183645100001
ACH-000630,-1.4212229167700001
ACH-000632,-1.61006139766
ACH-000633,-1.66380142601
ACH-000637,-1.57134115859
ACH-000638,-1.40954409105
ACH-000646,-1.2991672116500002
ACH-000647,-1.5015614531900001
ACH-000648,-1.68599617079
ACH-000649,-1.68182236257
ACH-000651,-1.64442642583
ACH-000652,-1.63733814165
ACH-000653,-1.48145633884
ACH-000657,-1.59233504307
ACH-000658,-1.9222659938999997
ACH-000661,-1.5602201661200001
ACH-000662,-1.35806462629
ACH-000663,-1.7565642962999999
ACH-000665,-1.51816379766
ACH-000671,-1.42262942132
ACH-000673,-1.61495855794
ACH-000676,-1.6905214015399999
ACH-000677,-1.3554495444699999
ACH-000681,-1.1998977271200002
ACH-000682,-1.5376036464899998
ACH-000683,-1.8233253344299998
ACH-000684,-1.8101044057099998
ACH-000688,-1.18965124955
ACH-000693,-1.37339294539
ACH-000694,-1.4330328576299998
ACH-000695,-1.74035563849
ACH-000696,-1.0060549069700002
ACH-000697,-1.4286871420700002
ACH-000699,-1.11601598534
ACH-000701,-1.6208071817899998
ACH-000706,-1.5020680482799997
ACH-000711,-1.46138258803
ACH-000713,-1.7418567264900002
ACH-000714,-1.84288016838
ACH-000718,-1.50115426141
ACH-000720,-1.4119323283899998
ACH-000721,-1.5624271261700002
ACH-000724,-1.40484535539
ACH-000725,-0.951592748477
ACH-000732,-1.33022820481
ACH-000734,-1.51642060234
ACH-000735,-1.27808916161
ACH-000736,-1.38233925975
ACH-000738,-1.59134404357
ACH-000746,-1.3221965318200002
ACH-000747,-1.1735673054
ACH-000748,-1.61186268329
ACH-000753,-1.7014557522799998
ACH-000756,-1.5226508550799998
ACH-000757,-1.62746628604
ACH-000758,-1.52007253419
ACH-000760,-1.62378048565
ACH-000763,-1.43510469717
ACH-000764,-1.5150346770200003
ACH-000765,-1.39767024118
ACH-000766,-1.5651207653299999
ACH-000767,-1.6094577161
ACH-000768,-1.68566133044
ACH-000769,-1.62781129285
ACH-000770,-1.48817855695
ACH-000771,-1.33582441948
ACH-000773,-1.5533117303900001
ACH-000776,-1.60993902625
ACH-000777,-1.74917426228
ACH-000778,-1.08443094975
ACH-000781,-1.57623734867
ACH-000782,-1.55039251359
ACH-000783,-1.32974584509
ACH-000784,-1.54209387007
ACH-000785,-1.30696902308
ACH-000787,-1.55993772719
ACH-000788,-1.5277209173800002
ACH-000791,-1.6196099725
ACH-000792,-1.63093029893
ACH-000794,-1.4750638519900001
ACH-000796,-1.39129365583
ACH-000799,-1.4150556207
ACH-000800,-1.3645738004299999
ACH-000802,-1.55573596278
ACH-000804,-1.23285383768
ACH-000805,-1.34870161675
ACH-000809,-1.55403209268
ACH-000810,-1.5044505841100002
ACH-000811,-1.6087362513699999
ACH-000817,-1.74498198513
ACH-000819,-1.6679375375999999
ACH-000820,-1.73437801988
ACH-000821,-1.42417304692
ACH-000822,-1.3946033669799998
ACH-000823,-1.58974968069
ACH-000824,-1.6182203019699999
ACH-000827,-1.17955826477
ACH-000829,-1.52718887396
ACH-000831,-1.38332155518
ACH-000832,-1.3055566538299999
ACH-000833,-1.7898813782599998
ACH-000834,-1.4847532314200003
ACH-000835,-1.2501994629100002
ACH-000836,-0.9237412193250001
ACH-000837,-1.4822445027899998
ACH-000838,-1.7081329669999998
ACH-000839,-1.5659495185799999
ACH-000840,-1.48557454216
ACH-000841,-1.29085323469
ACH-000843,-1.5023321811500001
ACH-000846,-1.4726564709099998
ACH-000847,-1.36527878916
ACH-000848,-1.31005585479
ACH-000849,-1.5641993835899999
ACH-000851,-1.42015776104
ACH-000855,-1.7372755195299998
ACH-000856,-1.4576887284399997
ACH-000858,-1.45899762081
ACH-000859,-1.27321789203
ACH-000861,-1.52562139972
ACH-000862,-1.5245271801499998
ACH-000865,-1.5306712037299999
ACH-000866,-1.4575447875799998
ACH-000867,-1.25535195091
ACH-000869,-1.45147244063
ACH-000872,-1.67697400581
ACH-000873,-1.5148162674399999
ACH-000876,-1.30360505488
ACH-000878,-1.41578730215
ACH-000880,-1.57356961688
ACH-000881,-1.4894004073299998
ACH-000882,-1.13172959712
ACH-000884,-1.2676094877
ACH-000885,-1.4482624215
ACH-000887,-1.52408615058
ACH-000888,-1.40383651912
ACH-000889,-1.58583634499
ACH-000890,-1.6176702238299998
ACH-000896,-1.4925998155700002
ACH-000898,-1.4655161405500001
ACH-000900,-1.44222978092
ACH-000901,-1.48580595231
ACH-000905,-1.63677243842
ACH-000906,-1.45024064875
ACH-000907,-1.66019292685
ACH-000910,-1.9091216812599998
ACH-000911,-1.42824820899
ACH-000912,-1.44440345819
ACH-000913,-1.71679664103
ACH-000915,-1.7085215776499998
ACH-000916,-1.78732506715
ACH-000917,-1.7083258165700002
ACH-000921,-1.45542502905
ACH-000924,-1.44343086481
ACH-000926,-1.60429470475
ACH-000928,-1.6362109697100002
ACH-000929,-1.31681959416
ACH-000932,-1.5219674501499998
ACH-000935,-1.1948466685799999
ACH-000936,-1.4636382477899998
ACH-000937,-1.68889731275
ACH-000938,-1.2239125688299999
ACH-000939,-0.9661982820999999
ACH-000941,-1.33751833508
ACH-000943,-1.66146897149
ACH-000946,-1.49081804898
ACH-000947,-1.5734812855899998
ACH-000948,-1.4436911775299999
ACH-000950,-1.32532126875
ACH-000953,-1.17620700164
ACH-000957,-1.2699762804799999
ACH-000958,-1.4909858957299997
ACH-000960,-1.5616003949200001
ACH-000963,-1.3672672191600002
ACH-000968,-1.2248188970799998
ACH-000969,-1.5700487149000002
ACH-000973,-1.36473942178
ACH-000974,-1.63833265787
ACH-000975,-1.5149482382700001
ACH-000976,-1.56440757509
ACH-000978,-1.71754732856
ACH-000980,-1.5036031115600001
ACH-000984,-1.38271679751
ACH-000986,-1.5153636495200002
ACH-000988,-1.4819116822999998
ACH-000993,-1.3111265977200002
ACH-000994,-1.29214881851
ACH-000996,-1.30169449664
ACH-001001,-1.5936993307
ACH-001020,-0.985142715992
ACH-001028,-1.54945452326
ACH-001031,-1.12550583713
ACH-001038,-1.50943955963
ACH-001048,-1.5481621273100001
ACH-001050,-1.37796146338
ACH-001053,-1.81159042999
ACH-001054,-1.53794353357
ACH-001061,-1.1319247656799998
ACH-001067,-1.36487291885
ACH-001075,-1.57734637653
ACH-001096,-1.4755048336399998
ACH-001128,-0.710470981522
ACH-001134,-1.61209682391
ACH-001151,-1.6607240702200001
ACH-001163,-1.46825888876
ACH-001164,-1.39135175391
ACH-001173,-1.30406160321
ACH-001183,-1.7295559718900002
ACH-001184,-1.51978171809
ACH-001190,-1.43790144166
ACH-001192,-1.59861110491
ACH-001193,-1.78641097177
ACH-001196,-1.5923751080200002
ACH-001197,-1.42965867083
ACH-001205,-1.3776311533399999
ACH-001211,-1.08494286933
ACH-001212,-1.5116661331
ACH-001228,-1.5474470879799997
ACH-001232,-1.7404566206599998
ACH-001239,-1.54773258246
ACH-001274,-1.5876165840099998
ACH-001275,-1.4365953734799999
ACH-001277,-1.9180595666299998
ACH-001278,-1.66785451919
ACH-001280,-1.12597881653
ACH-001283,-1.8241740216900002
ACH-001289,-1.54228856653
ACH-001295,-1.26255145534
ACH-001300,-1.5368769631
ACH-001301,-1.7619263036500001
ACH-001302,-1.6596403250799998
ACH-001303,-1.9569550491
ACH-001306,-1.5957568840399998
ACH-001318,-1.5515423149599998
ACH-001322,-1.64148257379
ACH-001328,-1.56492079764
ACH-001332,-1.82607859854
ACH-001333,-1.21854921008
ACH-001336,-1.5493993472799998
ACH-001340,-1.39408742669
ACH-001346,-1.4703054384099998
ACH-001353,-1.6675748843
ACH-001354,-1.49434747664
ACH-001367,-1.34878404141
ACH-001368,-1.40918106211
ACH-001374,-2.00457906278
ACH-001375,-1.85653253613
ACH-001377,-1.50293877669
ACH-001380,-1.49247715979
ACH-001391,-1.49962730236
ACH-001407,-1.5177715767299997
ACH-001408,-1.8135617514099998
ACH-001413,-1.47655906133
ACH-001430,-1.9017834301900003
ACH-001431,-1.55493793194
ACH-001450,-1.7332916544699999
ACH-001496,-1.19383382175
ACH-001500,-1.2381296027
ACH-001521,-0.959790129857
ACH-001523,-1.42831934604
ACH-001532,-1.56086428854
ACH-001536,-1.56165132209
ACH-001550,-1.10883454374
ACH-001552,-1.72197063933
ACH-001554,-1.5067282430700002
ACH-001645,-1.59172232174
ACH-001654,-1.52215145074
ACH-001715,-1.78008496588
ACH-001735,-1.61727512397
ACH-001736,-1.41710030271
ACH-001737,-1.2106052230600002
ACH-001740,-1.31193891797
ACH-001745,-1.32402304144
ACH-001750,-1.37403083931
ACH-001765,-1.55467352381
ACH-001956,-1.55159576506
ACH-001957,-1.29960700825
