,HOMER3 (9454)
ACH-000004,-0.07226131186460001
ACH-000007,-0.341348091799
ACH-000009,-0.275772021294
ACH-000011,-0.168102806624
ACH-000012,-0.351669528528
ACH-000013,-0.38219589286399996
ACH-000014,-0.131161843603
ACH-000015,-0.469112929338
ACH-000017,-0.278591635114
ACH-000018,-0.503573231611
ACH-000019,-0.503688846412
ACH-000021,-0.440203763044
ACH-000022,-0.471529870651
ACH-000025,-0.513420722442
ACH-000028,-0.604736361712
ACH-000030,-0.33896320114
ACH-000035,-0.195034424167
ACH-000036,-0.544545020483
ACH-000037,-0.115322024452
ACH-000039,-0.419095629327
ACH-000040,-0.319615858593
ACH-000041,-0.26985342851599997
ACH-000042,-0.319039569565
ACH-000045,-0.184719407009
ACH-000047,-0.43205242257
ACH-000052,-0.829373564131
ACH-000053,-0.396553682271
ACH-000054,-0.46801769734899995
ACH-000055,-0.47699298428900005
ACH-000060,-0.28636301337299996
ACH-000067,-0.637825767179
ACH-000070,-0.43036736001599996
ACH-000075,-0.281370628731
ACH-000078,-0.315441042344
ACH-000082,-0.314883165553
ACH-000085,-0.24315138122299998
ACH-000086,-0.470747415731
ACH-000087,-0.359860737109
ACH-000092,-0.45578740195699996
ACH-000095,-0.259336320434
ACH-000097,-0.342786148506
ACH-000098,-0.683420350658
ACH-000099,-0.321440721001
ACH-000108,-0.640120200497
ACH-000113,-0.364694420208
ACH-000115,-0.308572637784
ACH-000116,-0.405410831689
ACH-000118,-0.256656110986
ACH-000120,-0.489405876416
ACH-000123,-0.375987606669
ACH-000127,-0.256564933963
ACH-000128,-0.526722789728
ACH-000132,-0.45869433438100005
ACH-000133,-0.131776688413
ACH-000137,-0.7210258640520001
ACH-000138,-0.235551951184
ACH-000142,-0.660728287519
ACH-000143,-0.5000359359969999
ACH-000146,-0.32077598276
ACH-000148,-0.30551493375300004
ACH-000150,-0.361114428413
ACH-000152,-0.39879433629699995
ACH-000153,-0.016538959556100002
ACH-000159,-0.38870553904700006
ACH-000160,-0.38842635856299995
ACH-000163,-0.288877058377
ACH-000167,0.12590090289699998
ACH-000168,-0.49223425648
ACH-000169,-0.287059384189
ACH-000178,-0.32057359954500003
ACH-000182,-0.319111865606
ACH-000183,-0.0295196123038
ACH-000188,-0.266574865272
ACH-000189,-0.04458792092680001
ACH-000190,-0.29331949133
ACH-000198,-0.411240522666
ACH-000204,-0.450384189462
ACH-000206,-0.441499168438
ACH-000207,-0.399309593271
ACH-000211,-0.34299693467500003
ACH-000215,-0.481567708103
ACH-000221,-0.590583981722
ACH-000222,-0.22585040657900002
ACH-000223,-0.28421349644099997
ACH-000226,-0.187256730344
ACH-000227,-0.24620994989199999
ACH-000228,-0.425711005516
ACH-000231,-0.254089729404
ACH-000232,-0.48486452912100003
ACH-000233,-0.49309990255
ACH-000234,-0.471585833738
ACH-000235,-0.285430578813
ACH-000237,-0.347426906194
ACH-000238,-0.0779114763109
ACH-000243,-0.34609441453199996
ACH-000244,-0.161401822025
ACH-000246,-0.314945602732
ACH-000248,-0.13149619967499998
ACH-000250,-0.45176442016900004
ACH-000251,-0.47107490316399997
ACH-000253,-0.40701687041999995
ACH-000255,-0.454007623358
ACH-000256,-0.20835626846799998
ACH-000257,-0.6316404082079999
ACH-000258,-0.159779940992
ACH-000259,-0.191446595559
ACH-000260,-0.382920683233
ACH-000261,-0.42551526388300004
ACH-000262,-0.37238335084799995
ACH-000263,-0.052036662323099996
ACH-000264,-0.22662207610100002
ACH-000265,-0.232671054314
ACH-000266,-0.32261569626
ACH-000272,-0.37487148257200004
ACH-000273,-0.55070458365
ACH-000274,-0.359623569508
ACH-000277,-0.06800121552419999
ACH-000278,-0.44572838816699994
ACH-000279,-0.270571324681
ACH-000280,-0.328901196718
ACH-000281,-0.0912860934979
ACH-000288,-0.379935504594
ACH-000291,-0.472086796621
ACH-000293,-0.156460877985
ACH-000294,-0.440745150808
ACH-000295,-0.370425996589
ACH-000296,-0.475843670433
ACH-000302,-0.44003794718199996
ACH-000304,-0.545040656235
ACH-000307,-0.414468005567
ACH-000308,-0.30791637318500004
ACH-000310,-0.41466700556100006
ACH-000311,-0.204697415704
ACH-000312,-0.171124140768
ACH-000315,-0.280400091123
ACH-000316,-0.04606828913819999
ACH-000317,-0.266862745937
ACH-000318,-0.541392990502
ACH-000319,-0.332451656503
ACH-000320,-0.199302784977
ACH-000322,-0.285784698952
ACH-000323,-0.0468767543831
ACH-000324,-0.21111690931699997
ACH-000329,-0.135597926281
ACH-000330,-0.361843605969
ACH-000331,-0.422561266089
ACH-000332,-0.267355478494
ACH-000334,-0.559084659039
ACH-000335,-0.302344246225
ACH-000336,-0.508440531604
ACH-000337,-0.327539504757
ACH-000339,-0.391703202702
ACH-000341,-0.378909266942
ACH-000348,-0.304494753276
ACH-000350,-0.302734589833
ACH-000352,-0.40944647019100006
ACH-000356,-0.37533376804799995
ACH-000361,-0.430993830036
ACH-000362,-0.368081153649
ACH-000363,-0.322674555116
ACH-000364,-0.278186232416
ACH-000365,-0.374842368932
ACH-000366,-0.32385744662099997
