,S100A2 (6273)
ACH-000004,-0.0738981547185
ACH-000007,-0.112607750522
ACH-000009,-0.347678792364
ACH-000011,-0.193983988902
ACH-000012,-0.225180477409
ACH-000013,-0.319660964065
ACH-000014,-0.238040288549
ACH-000015,-0.23786042073600003
ACH-000017,-0.162723612573
ACH-000018,-0.221935944267
ACH-000019,-0.207445155734
ACH-000021,-0.281805164417
ACH-000022,-0.191716258095
ACH-000025,-0.382855263252
ACH-000028,-0.314316664532
ACH-000030,-0.157147056146
ACH-000035,-0.352769299233
ACH-000036,-0.143778298914
ACH-000037,0.114819847371
ACH-000039,-0.0989044262932
ACH-000040,-0.05500672276619999
ACH-000041,-0.294845880407
ACH-000042,-0.114054550154
ACH-000045,-0.509165003139
ACH-000047,-0.16291194174
ACH-000052,-0.0333488324606
ACH-000053,-0.19068263492600002
ACH-000054,-0.18341940973999998
ACH-000055,0.034411512165699994
ACH-000060,-0.242497260751
ACH-000067,-0.174459028363
ACH-000070,-0.052136809941800005
ACH-000075,-0.188105175989
ACH-000078,-0.267458077925
ACH-000082,-0.164032943748
ACH-000085,0.049087501648000006
ACH-000086,-0.36897700540399997
ACH-000087,-0.133612484477
ACH-000092,-0.13064169585000002
ACH-000095,-0.191001356357
ACH-000097,-0.25375152535
ACH-000098,-0.259499727152
ACH-000099,-0.235937498965
ACH-000108,-0.266136648069
ACH-000113,-0.229580067262
ACH-000115,-0.17690493672600002
ACH-000116,-0.316224394096
ACH-000118,-0.249899261327
ACH-000120,-0.169658490553
ACH-000123,-0.272290886965
ACH-000127,-0.319758332052
ACH-000128,-0.283084298093
ACH-000132,-0.257213094132
ACH-000133,-0.257144867424
ACH-000137,-0.0818898145676
ACH-000138,-0.305311418163
ACH-000142,-0.22279070282699998
ACH-000143,-0.210339758463
ACH-000146,-0.249272676347
ACH-000148,-0.251226323549
ACH-000150,-0.234844256838
ACH-000152,-0.189888087973
ACH-000153,-0.496449442067
ACH-000159,-0.269561133488
ACH-000160,-0.08853133960000001
ACH-000163,-0.231481999617
ACH-000167,-0.294079009872
ACH-000168,-0.086776998404
ACH-000169,-0.29498900885400003
ACH-000178,-0.049546880872599994
ACH-000182,-0.19547693172400002
ACH-000183,-0.272926469392
ACH-000188,-0.124541217153
ACH-000189,-0.105055227981
ACH-000190,-0.115300016336
ACH-000198,-0.17715305568599998
ACH-000204,-0.511556295309
ACH-000206,0.06436438102990001
ACH-000207,0.0582488674385
ACH-000211,-0.252079247949
ACH-000215,-0.244388182225
ACH-000221,-0.18249784717599998
ACH-000222,-0.0988193264417
ACH-000223,-0.26459847757
ACH-000226,-0.258601458635
ACH-000227,-0.32700650240400003
ACH-000228,-0.394266873794
ACH-000231,-0.10288225912
ACH-000232,-0.358423767104
ACH-000233,-0.214754270587
ACH-000234,-0.341685769235
ACH-000235,-0.226449099934
ACH-000237,-0.175216376381
ACH-000238,-0.0940722487369
ACH-000243,-0.23090021573800001
