,WEE1 (7465)
ACH-000004,-2.14659746562
ACH-000007,-1.52253695162
ACH-000009,-1.71800419806
ACH-000011,-2.03875660655
ACH-000012,-2.00386407386
ACH-000013,-2.13972748289
ACH-000014,-2.0355713523500003
ACH-000015,-1.7649541711099996
ACH-000017,-1.58739083629
ACH-000018,-1.5747804164399999
ACH-000019,-2.1036795268599997
ACH-000021,-1.7305349751400003
ACH-000022,-1.7173212645700002
ACH-000025,-1.75490986815
ACH-000028,-2.02421094035
ACH-000030,-1.94233585743
ACH-000035,-1.86199433032
ACH-000036,-1.91206158555
ACH-000037,-2.533264488
ACH-000039,-2.10808402323
ACH-000040,-1.76133841466
ACH-000041,-2.14218117376
ACH-000042,-1.7580596854099997
ACH-000045,-1.96991833387
ACH-000047,-1.8111361201099998
ACH-000052,-1.6647106724899998
ACH-000053,-2.15193021977
ACH-000054,-1.93442844335
ACH-000055,-1.5263050305099999
ACH-000060,-1.87159379939
ACH-000067,-1.58746030102
ACH-000070,-2.04027431391
ACH-000075,-1.75229871805
ACH-000078,-2.28200174472
ACH-000082,-1.9123033888900003
ACH-000085,-1.8048076185
ACH-000086,-1.9626694495800001
ACH-000087,-2.08702450117
ACH-000092,-1.7811952465599998
ACH-000095,-2.2547397275
ACH-000097,-2.09788040803
ACH-000098,-1.9254831978799998
ACH-000099,-2.36504487811
ACH-000108,-1.8934737654700002
ACH-000113,-2.0488098385900004
ACH-000115,-2.5428573907099996
ACH-000116,-1.81103081903
ACH-000118,-1.84922681835
ACH-000120,-2.33672909592
ACH-000123,-2.0287072628400002
ACH-000127,-1.98081630113
ACH-000128,-1.42033072489
ACH-000132,-2.0999390075799997
ACH-000133,-1.97122414442
ACH-000137,-1.8231491592900002
ACH-000138,-2.09610893897
ACH-000142,-1.8204120235699999
ACH-000143,-1.8084501556900001
ACH-000146,-2.4677458197099997
ACH-000148,-1.88791696812
ACH-000150,-1.7814655164099997
ACH-000152,-1.59864985609
ACH-000153,-1.8468293097599997
ACH-000159,-1.8979584064700001
ACH-000160,-1.89942676773
ACH-000163,-1.86757424622
ACH-000167,-2.66224742152
ACH-000168,-1.97644150245
ACH-000169,-1.9724467083400001
ACH-000178,-1.83050089055
ACH-000182,-2.01659428233
ACH-000183,-1.9518322691099999
ACH-000188,-2.17435269473
ACH-000189,-1.6300255413100002
ACH-000190,-1.93413913615
ACH-000198,-1.94197914662
ACH-000204,-1.8747605515299999
ACH-000206,-2.2456157413900004
ACH-000207,-2.3395183995299997
ACH-000211,-1.91332711319
ACH-000215,-2.06101339929
ACH-000221,-1.8301237306
ACH-000222,-2.14415615313
ACH-000223,-2.08549548927
ACH-000226,-2.11809234417
ACH-000227,-2.71573410468
ACH-000228,-1.3360723992899999
ACH-000231,-1.96727921232
ACH-000232,-1.89520754561
ACH-000233,-1.91571399728
ACH-000234,-2.0115642839400003
ACH-000235,-1.9342049808099997
ACH-000237,-2.02381675483
ACH-000238,-1.81956813198
ACH-000243,-1.66577758768
ACH-000244,-1.6108310936899999
ACH-000246,-2.1522678917099998
ACH-000248,-1.7664306176700002
ACH-000250,-2.0342904431599997
ACH-000251,-1.75549303191
ACH-000253,-1.7079182328799998
ACH-000255,-1.8460960949599998
ACH-000256,-1.942085992
ACH-000257,-1.78258069802
ACH-000258,-2.12677334063
ACH-000259,-2.2999624346900003
ACH-000260,-1.8838408275099998
ACH-000261,-1.8124872630200002
ACH-000262,-1.9104374833000002
ACH-000263,-2.1120588536300002
ACH-000264,-2.04802624773
ACH-000265,-1.8863227804400002
ACH-000266,-1.8908360645
ACH-000272,-1.87722481123
ACH-000273,-2.0077394826400004
ACH-000274,-2.2403261767
ACH-000277,-2.06877947618
ACH-000278,-2.09394019348
ACH-000279,-2.0653529770700003
ACH-000280,-2.01810416123
ACH-000281,-1.80826138227
ACH-000288,-2.03522031999
ACH-000291,-1.9322289131400001
ACH-000293,-2.8759844219999997
ACH-000294,-1.7734865629799998
ACH-000295,-1.9090653414400003
ACH-000296,-1.80281415743
ACH-000302,-1.93098431088
ACH-000304,-2.0354233720900003
ACH-000307,-1.71790612058
ACH-000308,-2.22197573646
ACH-000310,-2.6145356591
ACH-000311,-2.2671142981599997
ACH-000312,-2.0228679823099998
ACH-000315,-1.90927283148
ACH-000316,-2.4048083176099997
ACH-000317,-1.67840570375
