,BARHL1 (56751)
ACH-000004,0.022168926396
ACH-000007,-0.0948110641653
ACH-000009,-0.240639896728
ACH-000011,-0.0178953312632
ACH-000012,-0.21757665728199999
ACH-000013,-0.238392283018
ACH-000014,-0.018186401066299998
ACH-000015,-0.22989246238299998
ACH-000017,-0.261123723902
ACH-000018,-0.46376943067500004
ACH-000019,-0.0375654985776
ACH-000021,-0.165365275561
ACH-000022,-0.0678570127236
ACH-000025,-0.14898673732599998
ACH-000028,-0.00520737650456
ACH-000030,-0.143831312717
ACH-000035,-0.08569738844960001
ACH-000036,-0.261533270735
ACH-000037,-0.35931902825
ACH-000039,0.010372661347
ACH-000040,-0.127222380828
ACH-000041,-0.17409827756299998
ACH-000042,-0.20402595066100002
ACH-000045,-0.210979701604
ACH-000047,-0.0489373357493
ACH-000052,-0.179840267676
ACH-000053,-0.105359905515
ACH-000054,-0.181262640183
ACH-000055,-0.278112166156
ACH-000060,-0.234971881924
ACH-000067,0.036764051477
ACH-000070,-0.239904314532
ACH-000075,-0.09382215246960002
ACH-000078,-0.0119991590301
ACH-000082,-0.133757400824
ACH-000085,-0.306031257545
ACH-000086,-0.0792040112843
ACH-000087,0.013105499206700002
ACH-000092,-0.08105876538989999
ACH-000095,-0.19085561712000002
ACH-000097,-0.042852144449800005
ACH-000098,-0.07117236207010001
ACH-000099,-0.027620344711000003
ACH-000108,-0.0363954847243
ACH-000113,-0.161843946823
ACH-000115,-0.225852756422
ACH-000116,-0.0184353258678
ACH-000118,-0.117997025054
ACH-000120,0.0540476997031
ACH-000123,-0.28076739962200004
ACH-000127,-0.155869417301
ACH-000128,-0.0220070489385
ACH-000132,-0.13822436933499999
ACH-000133,-0.10561563372000002
ACH-000137,-0.19433981634300002
ACH-000138,-0.010743105164999999
ACH-000142,-0.053648569065
ACH-000143,-0.219342413495
ACH-000146,-0.176707756895
ACH-000148,-0.163015826296
ACH-000150,-0.321957972259
ACH-000152,-0.166442777204
ACH-000153,-0.17418542522
ACH-000159,-0.23164390435600002
ACH-000160,-0.08533398809630001
ACH-000163,-0.31790772648800003
ACH-000167,-0.22234053924400002
ACH-000168,-0.355225882493
ACH-000169,-0.20150151401500002
ACH-000178,-0.0758971113879
ACH-000182,-0.0683292501082
ACH-000183,-0.18374183377999997
ACH-000188,-0.193373361386
ACH-000189,-0.2809717396
ACH-000190,-0.436984515771
ACH-000198,-0.129293484856
ACH-000204,0.312696899686
ACH-000206,-0.260921165779
ACH-000207,0.027285889910800002
ACH-000211,-0.152340650417
ACH-000215,-0.14597169329600002
ACH-000221,-0.0981576618251
ACH-000222,0.0601565001222
ACH-000223,0.028727996046199997
ACH-000226,-0.0668885160545
ACH-000227,-0.41780993552699996
ACH-000228,-0.234739651825
ACH-000231,-0.156865428
ACH-000232,-0.07635542779460001
ACH-000233,0.07482738963510001
ACH-000234,-0.317889446838
ACH-000235,-0.12853395567099998
ACH-000237,-0.0759661048513
ACH-000238,-0.30935158992199996
ACH-000243,0.0115248752063
ACH-000244,0.0642233907539
ACH-000246,-0.10450904418
ACH-000248,-0.00817846666886
ACH-000250,-0.421815753727
ACH-000251,-0.258678324125
ACH-000253,-0.0622769242197
ACH-000255,-0.251181680267
ACH-000256,-0.179690204687
ACH-000257,0.42857245320299997
ACH-000258,0.249248378488
ACH-000259,-0.143389195133
ACH-000260,-0.0827313514312
ACH-000261,-0.189259291657
ACH-000262,0.0263459397499
ACH-000263,-0.31587642519299997
ACH-000264,-0.19400832862599998
ACH-000265,-0.0802283075685
ACH-000266,-0.00544168754146
ACH-000272,-0.059425567744699995
ACH-000273,-0.068103720837
ACH-000274,-0.155353350087
ACH-000277,-0.046743601344999997
ACH-000278,-0.0657009149809
ACH-000279,-0.129650572011
ACH-000280,-0.20215525757
ACH-000281,-0.0161789767776
ACH-000288,0.00196537718088
ACH-000291,-0.133886363374
ACH-000293,-0.164936801813
ACH-000294,-0.242989261125
ACH-000295,-0.215163832387
ACH-000296,-0.256261242565
ACH-000302,-0.0320763548444
ACH-000304,-0.18849217175799998
ACH-000307,-0.161368193243
ACH-000308,-0.0812266651004
ACH-000310,0.094920946305
ACH-000311,-0.0719068632239
ACH-000312,-0.0023572828186700003
ACH-000315,-0.272906531879
ACH-000316,-0.0975262363711
ACH-000317,-0.10000361424599999
ACH-000318,-0.0348412379297
ACH-000319,-0.19827979432700002
ACH-000320,-0.0477530772189
