,KCNIP2 (30819)
ACH-000004,-0.08324009324519999
ACH-000007,-0.114901667019
ACH-000009,-0.131491943269
ACH-000011,-0.0763071645375
ACH-000012,-0.0828850895435
ACH-000013,0.00807961060558
ACH-000014,-0.144503542889
ACH-000015,0.023218414048599995
ACH-000017,0.163643041216
ACH-000018,-0.0427701131711
ACH-000019,-0.0245047134839
ACH-000021,-0.00744324390414
ACH-000022,-0.146306590432
ACH-000025,-0.158169659395
ACH-000028,-0.0110405229462
ACH-000030,-0.015371475308399999
ACH-000035,-0.172804881114
ACH-000036,-0.0870545164997
ACH-000037,-0.012996591168
ACH-000039,-0.181885084957
ACH-000040,-0.16602834663799998
ACH-000041,-0.0765239461755
ACH-000042,-0.047744847769999994
ACH-000045,-0.0209839779233
ACH-000047,0.10144893619999999
ACH-000052,-0.146529837594
ACH-000053,7.27799186635e-05
ACH-000054,-0.155374475044
ACH-000055,-0.0791501449297
ACH-000060,-0.19328818665300002
ACH-000067,-0.196748085625
ACH-000070,-0.10244056086799999
ACH-000075,-0.162666539379
ACH-000078,-0.233574824098
ACH-000082,-0.121360253721
ACH-000085,0.108826167205
ACH-000086,-0.09836074144500001
ACH-000087,-0.0529389983821
ACH-000092,0.0528381787133
ACH-000095,-0.305872654907
ACH-000097,-0.09956852175610001
ACH-000098,-0.18356789917999997
ACH-000099,-0.21045173516899998
ACH-000108,0.0658303579583
ACH-000113,0.0704704499442
ACH-000115,-0.303162606934
ACH-000116,-0.0164764506668
ACH-000118,-0.0875646659977
ACH-000120,-0.137483091343
ACH-000123,-0.09013517179639999
ACH-000127,0.008572989871529999
ACH-000128,-0.171360050564
ACH-000132,-0.035149479271
ACH-000133,-0.12629223148
ACH-000137,-0.0129373251018
ACH-000138,-0.0374392129953
ACH-000142,-0.005598316531090001
ACH-000143,0.00729138035682
ACH-000146,0.026428038888500004
ACH-000148,-0.131011756284
ACH-000150,0.0592371086481
ACH-000152,0.0181986965902
ACH-000153,-0.219472362293
