,FANCC (2176)
ACH-000004,-0.39273317352700005
ACH-000007,-0.316401232855
ACH-000009,-0.5267336313090001
ACH-000011,-0.45054412873800004
ACH-000012,-0.29470166364399997
ACH-000013,-0.217687584816
ACH-000014,-0.486440914459
ACH-000015,-0.27890240104200004
ACH-000017,-0.200038476963
ACH-000018,-0.414938568138
ACH-000019,-0.257821826011
ACH-000021,-0.461603390379
ACH-000022,-0.235435486511
ACH-000025,-0.331455996116
ACH-000028,-0.36935519433799996
ACH-000030,-0.265662108285
ACH-000035,-0.4513045518
ACH-000036,-0.20239660174000002
ACH-000037,-0.272013158172
ACH-000039,-0.37977187783
ACH-000040,-0.391448534349
ACH-000041,-0.127918845231
ACH-000042,-0.328876513635
ACH-000045,-0.404082128566
ACH-000047,-0.254824946559
ACH-000052,-0.167215710973
ACH-000053,-0.277708586691
ACH-000054,-0.235087996237
ACH-000055,-0.30175887298500004
ACH-000060,-0.13649433988600002
ACH-000067,-0.204683869051
ACH-000070,-0.264918021547
ACH-000075,-0.239033899628
ACH-000078,-0.40309929008199996
ACH-000082,-0.22331436504799998
ACH-000085,0.16767183168299998
ACH-000086,-0.13106434497000002
ACH-000087,-0.450651935149
ACH-000092,-0.18240384753699998
ACH-000095,-0.272532592603
ACH-000097,-0.172979316774
ACH-000098,-0.30488425066
ACH-000099,-0.53090166121
ACH-000108,-0.462540838516
ACH-000113,-0.782648319947
ACH-000115,-0.25830740582199996
ACH-000116,-0.135610735737
ACH-000118,-0.590827082748
ACH-000120,-0.284318175296
ACH-000123,-0.337254955633
ACH-000127,-0.308632251223
ACH-000128,-0.120398695704
ACH-000132,-0.692960763486
ACH-000133,-0.6889972981910001
ACH-000137,-0.242310909573
ACH-000138,-0.346611526553
ACH-000142,-0.5085245963539999
ACH-000143,-0.129389492465
ACH-000146,-0.19605747631099998
ACH-000148,-0.416024771642
ACH-000150,-0.071413405483
ACH-000152,-0.619526757636
ACH-000153,-0.39755127428599996
ACH-000159,-0.323545897308
ACH-000160,-0.20072366702599997
ACH-000163,-0.158929290478
ACH-000167,-0.40317942334600004
ACH-000168,-0.184012065438
ACH-000169,-0.156452453139
ACH-000178,-0.10842987346100001
ACH-000182,-0.24323957846799998
ACH-000183,-0.11166306735300001
ACH-000188,-0.380268046341
ACH-000189,-0.276500772713
ACH-000190,-0.37470944097
ACH-000198,-0.556979915537
ACH-000204,-0.411405028679
ACH-000206,-0.584850360461
ACH-000207,-0.338339326321
ACH-000211,-0.34408069553099996
