,CGREF1 (10669)
ACH-000004,0.211284615823
ACH-000007,0.27374167824
ACH-000009,0.205223620897
ACH-000011,-0.0344909984548
ACH-000012,0.26100794903999996
ACH-000013,0.08333161869260002
ACH-000014,0.164712736206
ACH-000015,0.344656322011
ACH-000017,0.25018350826200003
ACH-000018,0.245259805243
ACH-000019,0.235421201351
ACH-000021,0.31017396183699997
ACH-000022,0.126396555833
ACH-000025,0.29811632824
ACH-000028,0.284019710027
ACH-000030,0.183248226362
ACH-000035,0.13339874378
ACH-000036,0.29344008047
ACH-000037,0.365442003385
ACH-000039,0.0674724864926
ACH-000040,0.17112127867899998
ACH-000041,0.17582522230099998
ACH-000042,0.173017711048
ACH-000045,0.37134738698700004
ACH-000047,0.131730568033
ACH-000052,0.23194167062100002
ACH-000053,0.244844763153
ACH-000054,0.0924031561369
ACH-000055,0.30699144761
ACH-000060,0.0644926121013
ACH-000067,0.12016186939300001
ACH-000070,0.250827736551
ACH-000075,0.101230293084
ACH-000078,0.21314469941
ACH-000082,0.237067163251
ACH-000085,0.217123656491
ACH-000086,0.0519302116592
ACH-000087,0.0448055752381
ACH-000092,-0.0154977384652
ACH-000095,0.19708811342500002
ACH-000097,0.185516607381
ACH-000098,0.216004727423
ACH-000099,0.288709501779
ACH-000108,0.25457898296500003
ACH-000113,0.308424567334
ACH-000115,0.015302676861
ACH-000116,0.34767354405199996
ACH-000118,0.116671963945
ACH-000120,0.159372539401
ACH-000123,0.08631349186909999
ACH-000127,0.036613720392999996
ACH-000128,0.024249365588
ACH-000132,0.22328764606100002
ACH-000133,0.198123475167
ACH-000137,0.350709830153
ACH-000138,0.265883222595
ACH-000142,0.108697319605
ACH-000143,0.367092200665
ACH-000146,0.36713916114100004
ACH-000148,0.204138630689
ACH-000150,0.246512557617
ACH-000152,-0.012865114196799999
ACH-000153,0.0146062229168
ACH-000159,0.06940837981930001
ACH-000160,0.266051820609
ACH-000163,-0.0373291291212
ACH-000167,0.15523954016799998
ACH-000168,0.199558386511
ACH-000169,0.307218759977
ACH-000178,0.335229813452
ACH-000182,0.047039276451699995
ACH-000183,0.136837283696
ACH-000188,0.17006967586199997
ACH-000189,0.181806787789
ACH-000190,0.326540942209
ACH-000198,0.22211628313
ACH-000204,0.31586312353100005
ACH-000206,0.0900311922208
ACH-000207,0.18588643464000001
ACH-000211,0.21748053599
ACH-000215,0.0867636185541
ACH-000221,0.07618361243169999
ACH-000222,0.28569997999
ACH-000223,0.158608750746
ACH-000226,0.162674853382
ACH-000227,-0.009270389421040002
ACH-000228,0.06497942997190001
ACH-000231,0.238977161607
ACH-000232,0.329112065075
ACH-000233,0.125554607849
ACH-000234,0.396153927372
ACH-000235,0.229834527154
ACH-000237,0.159069824501
ACH-000238,0.092089094835
ACH-000243,0.22155786449099998
ACH-000244,-0.118115235269
ACH-000246,0.175289045939
ACH-000248,0.149971399983
ACH-000250,0.100944515193
ACH-000251,0.0165206124314
ACH-000253,0.17848021384399998
ACH-000255,0.18047015096400001
ACH-000256,0.0872574577305
ACH-000257,0.286972502814
ACH-000258,0.355276659988
ACH-000259,0.139397141828
ACH-000260,0.22663093688799998
ACH-000261,0.144271398736
ACH-000262,0.20259289131299998
ACH-000263,-0.102333147641
ACH-000264,0.248607204032
ACH-000265,0.266695156993
ACH-000266,0.151388044759
ACH-000272,0.21130787660999997
ACH-000273,0.244570570674
ACH-000274,0.165028172376
ACH-000277,0.187642759007
ACH-000278,0.20526188341600002
ACH-000279,0.195860567244
ACH-000280,0.12543046570699998
ACH-000281,0.256000157436
ACH-000288,0.0608211013607
ACH-000291,0.382062551697
ACH-000293,0.221288323526
ACH-000294,0.43096293114900003
ACH-000295,0.19131493054499998
ACH-000296,0.414719793345
ACH-000302,0.18335376751899998
ACH-000304,0.403200450423
ACH-000307,0.120063318362
ACH-000308,0.107069525543
ACH-000310,0.462095919543
ACH-000311,0.287077606612
ACH-000312,0.182131082106
ACH-000315,0.054266845047399995
ACH-000316,0.237963124961
ACH-000317,0.222316639457
ACH-000318,0.12071178392000001
ACH-000319,0.0308230251233
ACH-000320,0.294710694302
ACH-000322,0.279638844663
ACH-000323,0.0843689516412
ACH-000324,0.13930841584200002
ACH-000329,0.227731493263
ACH-000330,0.162881062367
